real_name,scale_dl,scale_din,gemc,gdwc,femc,fdwc,cemc,cdwc,oemc,odwc
0,35.2681,8.67204,38.7383,53.9813,23.3437,43.6272,32.546,60.9583,38.7315,58.5193
1,5.01303,0.772631,64.0012,4.49689,55.3255,0.864378,5.70289,100,0.00184935,2.44014
2,0.562347,0.00167088,63.8511,34.6672,53.1315,7.65636,3.43577,100,15.1427,14.4553
3,100,2.32189,24.0255,11.9616,41.8163,73.1739,84.9169,35.265,87.903,100
4,62.2989,4.57411,47.13,4.53692,40.1683,0.0488011,16.5153,100,81.959,5.92467
5,0.041398,0.233636,39.7903,0.0141294,38.1668,100,64.9254,100,86.379,0.213052
6,41.7148,8.41956,57.3755,100,0.095793,0.257598,0.560303,28.9348,100,61.4551
7,9.15048e-05,4.28383,50.0707,94.5404,51.6238,0.00810653,29.7527,0.784807,82.9612,95.9452
8,100,11.0711,39.6031,49.3765,49.767,100,0.0116397,100,100,1.07042
9,0.00272733,4.67378,61.5376,2.68292,3.66843,90.0634,100,8.98901,100,3.92993
10,88.3884,0.0192441,51.8813,60.9241,44.8593,4.24144,7.19402,17.2188,18.135,44.3323
11,73.8384,7.17542,44.3617,0.0318412,12.1051,94.5366,26.5545,74.5518,43.8127,0.109495
12,0.00207108,8.02872,17.6419,0.107927,4.93602,100,50.9636,57.0241,9.55819,7.52964
13,0.460251,9.18921,2.74568,0.109104,70.6794,100,3.17482,55.6071,100,6.25931
14,82.4811,4.49705,38.0659,100,52.0014,100,0.0632442,9.00365,100,13.6337
15,23.7646,4.72888,60.0594,92.7882,38.3626,22.6655,1.75162,55.8516,15.4581,54.4296
16,1.9075,8.75874,61.1621,2.06855,20.2083,100,23.9367,3.4657,100,100
17,5.51018,8.29777,5.50005,34.5416,19.3926,34.5119,100,69.6057,8.5552,100
18,0.221225,1.89695,65.3694,100,26.7695,100,22.7153,37.1098,50.8431,13.9175
19,34.1398,2.91953,43.7808,49.6858,19.4193,1.0967,4.49274,29.7428,100,0.0951307
20,28.4627,19.8307,14.7131,3.22483,2.1002,100,79.203,17.3069,8.16473,100
21,4.27373,0.0861844,62.7731,3.02345,61.6329,1.81752,25.0266,2.0911,100,3.95321
22,75.2176,4.45351,45.7378,0.00571444,36.3262,3.84817,47.9849,37.7783,1.62673,0.51634
23,1.12829,4.25358,48.3031,80.5857,0.268332,0.384781,100,1.38624,0.371813,98.9496
24,85.2741,2.49357,0.00178083,0.472408,67.9114,0.778126,100,23.8366,55.7634,0.0670594
25,7.98587,6.68258,41.5283,78.0065,55.5258,7.88742,18.3283,0.265523,80.1696,0.321792
26,18.1878,6.0894,65.4524,11.2638,29.0227,0.235733,11.9434,68.8893,100,0.400506
27,1.61381,5.09891,49.6788,72.6362,0.548806,86.9538,100,76.5999,2.82868,14.8087
28,18.4659,3.88112,48.853,79.2385,58.3271,9.67689,14.5341,73.0299,100,3.89365
29,30.0135,0.0721036,95.1474,100,2.47885,7.99292,0.600717,2.22277,100,100
30,18.6412,4.72832,52.4607,48.8885,49.8347,40.6329,8.02715,69.8336,3.71518,100
31,0.000691996,9.25215,15.5148,100,72.8439,0.494729,24.7028,74.7023,77.2961,100
