real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018
0,61.3322,101.979,50.2248,44.4524,17.0686,9.93907,19.7298,58.4334,10.5891,39.469
1,64.6174,105.775,54.2178,47.7042,17.6698,9.9096,20.4712,61.4496,10.4971,40.7642
2,62.7158,102.524,52.4995,46.3623,17.2837,9.71383,19.9051,59.6026,10.3822,39.8364
3,70.1036,116.297,58.5121,51.3255,19.3104,11.1267,22.4087,66.8239,11.3125,43.8035
4,57.109,98.8219,44.7975,39.9414,16.3504,10.0892,19.1057,54.5615,11.1332,38.3586
5,65.1801,106.394,54.7832,48.2822,17.9836,10.0925,20.7058,61.8821,10.6051,41.0354
6,48.2834,86.075,35.8841,32.6803,14.559,9.25954,16.9724,45.8594,11.0742,34.6516
7,65.1779,111.83,52.4862,46.312,18.3583,11.0862,21.5142,62.2408,11.736,42.2897
8,64.65,108.967,52.963,46.7935,18.1569,10.7185,21.084,61.5992,11.3469,41.634
9,66.6431,111.295,55.065,48.3456,18.5177,10.4982,21.7597,63.053,11.3343,42.4476
10,66.0298,107.95,55.5791,48.8814,18.0371,10.1418,20.8307,62.8582,10.5709,41.4006
11,65.1348,111.718,52.55,46.266,18.3615,10.9091,21.6912,61.9361,11.8234,42.3852
12,55.8863,100.223,42.1071,37.7414,16.5393,10.6829,19.4491,53.4884,11.9246,38.6527
13,56.011,96.4138,43.9473,39.4344,16.0956,10.253,18.4068,53.9933,10.8188,37.5097
14,63.8445,110.141,51.0872,45.297,18.2022,11.2445,21.1472,61.1491,11.7977,41.7674
15,60.7043,105.828,47.7754,42.4638,17.4463,10.8359,20.4007,58.0812,11.732,40.447
16,59.4046,101.298,47.6146,42.2249,16.8347,9.98908,19.7595,56.4093,11.1355,39.3082
17,61.884,106.57,49.1303,43.6326,17.7397,10.9049,20.5773,59.2045,11.5653,40.6831
18,58.8042,97.0828,48.3973,43.191,16.6934,9.69265,18.9464,55.9477,10.4589,38.2266
19,47.0434,79.3182,36.5823,33.3158,13.6785,8.39139,15.4879,44.9129,9.68424,32.649
20,59.572,103.221,46.8525,41.637,17.1747,10.4637,20.1301,56.708,11.5585,39.7662
21,64.868,105.932,54.48,47.9018,17.6123,9.91887,20.4065,61.7603,10.3669,40.7338
22,63.2943,111.24,49.5341,43.7535,18.0059,11.297,21.2972,60.7055,12.036,41.8655
23,61.3616,101.1,50.7296,44.882,17.1934,9.59214,19.9012,57.9625,10.6241,39.4933
24,61.5426,102.687,50.1014,44.4365,17.1662,10.2994,19.6456,59.0477,10.5695,39.4933
25,65.5759,109.801,54.0029,47.5852,18.1526,10.6655,21.0706,62.6521,11.0851,41.7599
26,62.1971,106.35,50.009,44.1452,17.4542,10.3852,20.5924,59.181,11.3628,40.7234
27,62.4578,104.797,51.0247,45.1881,17.7685,10.2168,20.6192,59.0956,11.2388,40.5706
28,64.0027,106.639,52.8081,46.6617,17.8068,10.3879,20.5705,61.0271,10.9171,40.9162
29,65.491,106.933,55.3585,48.6055,17.9892,9.64731,21.0882,61.5612,10.7849,41.4417
30,63.5947,107.712,51.692,45.7095,17.8727,10.6747,20.7458,60.7793,11.2756,41.1379
31,56.7312,95.6109,45.4627,40.791,16.2278,9.99204,18.3408,54.5174,10.5116,37.44
32,59.1313,103.068,46.3596,41.3093,17.2307,10.5175,20.1727,56.1881,11.7739,39.807
33,57.0022,99.5421,44.299,39.7915,16.6193,10.6885,19.0637,54.875,11.3599,38.4665
34,62.8016,114.319,47.3975,42.0361,18.1136,12.2386,21.4828,60.9101,12.6815,42.368
35,54.1449,94.9357,41.3768,37.263,15.967,10.1144,18.4384,51.8069,11.2275,37.1475
36,63.5465,103.297,53.3995,46.9717,17.4546,9.46143,20.3072,59.9622,10.4036,40.1984
37,61.2122,102.108,50.1913,44.4916,17.1193,10.0574,19.747,58.3824,10.7151,39.5619
38,57.7733,94.9475,47.5397,42.5573,16.3484,9.68452,18.3211,55.3305,10.138,37.4463
39,62.3943,112.096,47.7046,42.5676,18.2862,12.193,21.2409,60.4248,12.555,41.9445
40,59.1608,102.362,46.5852,41.5456,16.8847,10.7436,19.4587,57.1046,11.1918,39.2185
41,57.403,100.89,44.4044,39.5762,16.6724,10.3158,19.6839,54.6075,11.6573,39.0294
42,61.5329,103.199,50.0856,44.3898,17.4107,10.0746,20.2044,58.2908,11.031,39.9864
43,62.3384,105.597,50.632,44.808,17.6048,10.3749,20.5403,59.2599,11.2901,40.6478
44,50.5839,83.4929,40.5166,36.6443,14.3688,8.74438,16.0607,48.592,9.46341,33.839
45,65.3213,106.775,55.0173,48.4459,17.9993,9.96153,20.8146,61.8854,10.6819,41.2155
46,68.9875,116.169,57.0585,49.8393,18.9831,10.726,22.6071,65.2988,11.6727,43.8682
47,62.5209,108.277,49.7677,43.9013,17.7,10.5944,21.0561,59.3732,11.7825,41.3145
48,67.8203,114.954,55.5115,48.8438,18.8644,11.2925,21.9657,64.9681,11.5884,43.2151
