real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018
70,64.8617,108.215,53.5754,47.3021,18.0335,10.5689,20.8374,61.9116,11.0173,41.3724
71,61.7391,106.056,49.2308,43.6015,17.6508,10.5709,20.7082,58.6472,11.5983,40.6978
72,30.6843,51.1571,21.8351,21.3367,9.85127,6.11218,10.5567,28.9479,8.37631,24.4849
73,44.6603,73.0949,35.1861,32.2406,13.169,7.64272,14.6682,42.2007,9.20229,31.0745
74,62.6631,112.345,48.3301,42.7501,18.1862,11.4077,21.8061,59.6414,12.7458,42.3853
75,62.2898,110.397,48.4675,42.8588,17.9771,11.1452,21.4686,59.2583,12.3995,41.8482
76,63.5561,116.458,47.832,42.4924,18.6529,12.5474,22.1243,61.3799,13.2013,43.1806
77,56.6377,95.6135,45.5106,40.6466,16.3251,9.50443,18.9202,53.4875,10.8773,37.829
78,56.3453,91.8458,46.4171,41.3534,15.6868,8.93543,17.8802,53.6153,9.7704,36.5499
79,61.6584,115.854,44.9905,39.9579,18.3455,12.472,22.1932,59.2864,13.6829,42.9659
80,61.6094,102.377,50.7245,44.8717,17.1098,9.9189,19.8109,58.6737,10.6294,39.6597
81,57.6946,109.839,40.9692,36.7482,17.3681,12.3429,20.7556,56.0702,13.3034,40.9231
82,45.951,75.3467,36.3614,33.2318,13.1649,8.08692,14.4934,44.2839,8.92869,31.3679
83,63.3663,112.844,48.9574,43.5976,18.5698,12.0406,21.6194,60.963,12.5926,42.3604
84,63.3382,112.646,49.3351,43.6909,18.4638,11.456,21.9574,60.2143,12.7395,42.6052
85,64.1134,107.527,52.4733,46.4378,18.0256,10.6857,20.7425,61.2598,11.1194,41.1223
86,65.4091,108.78,54.0316,47.6698,18.2215,10.606,21.0398,62.3407,11.0229,41.5618
87,61.913,103.916,50.4103,44.6461,17.5369,10.136,20.351,58.6923,11.0908,40.2056
88,56.9772,93.1844,46.9883,42.0302,16.1903,9.26949,18.2783,54.1142,10.1269,37.1091
89,66.6769,110.609,55.4909,48.6937,18.4528,10.3036,21.6764,62.9779,11.1961,42.3257
90,48.7759,93.6432,33.4152,30.6064,15.2908,10.73,18.1999,46.8113,12.5957,36.4841
91,62.9889,102.911,52.4681,46.6485,17.6559,10.2938,19.8506,60.2052,10.4333,39.8488
92,60.6946,109.001,46.1825,41.0717,17.4448,11.6357,20.527,58.8069,12.1023,40.8719
93,64.06,117.465,48.0708,42.6553,18.7953,12.676,22.286,61.958,13.235,43.404
94,34.1535,60.3538,23.5472,22.6729,10.9675,7.29554,12.1369,32.5979,9.36584,26.9735
95,61.4457,106.721,48.4193,43.2344,17.8836,11.2776,20.5514,58.9479,11.8127,40.7142
96,59.8636,100.569,48.5825,43.2335,17.0514,10.0013,19.6499,56.8435,10.9356,39.1952
97,58.3598,103.852,44.5409,39.949,17.3456,11.1761,20.1211,55.9303,12.1184,39.7871
98,58.6149,103.94,44.8428,39.914,16.9529,10.8174,20.0089,56.1461,11.799,39.6638
99,65.7361,109.793,54.2219,47.6847,18.3551,10.4209,21.4865,62.2369,11.2845,42.0075
