real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018
0,61.322,101.806,50.283,44.5039,17.048,9.91423,19.6894,58.4328,10.5467,39.4196
1,58.4309,95.7845,48.3039,42.8928,16.222,9.24835,18.6098,55.6037,10.068,37.7503
2,57.5185,94.051,47.5641,42.3411,16.0514,9.13518,18.3259,54.6875,9.99828,37.2818
3,73.7164,122.06,61.965,54.1512,20.1559,11.5407,23.4571,70.2836,11.5334,45.5233
4,57.5222,99.6341,45.1277,40.2097,16.4587,10.1678,19.2481,54.9702,11.1905,38.5903
5,60.7782,99.2615,50.6051,44.8766,16.9362,9.60385,19.3688,57.7286,10.2868,38.8838
6,34.3347,61.5435,23.3871,22.5207,11.0836,7.38038,12.3967,32.657,9.61519,27.333
7,65.1422,112.359,52.1929,46.0569,18.3839,11.1992,21.5833,62.2655,11.8464,42.3978
8,63.8632,107.206,52.4168,46.3566,17.926,10.5444,20.7556,60.8466,11.1758,41.1249
9,65.6817,109.388,54.294,47.7167,18.2502,10.3164,21.4045,62.1297,11.1795,41.8872
10,65.7543,107.505,55.3091,48.6625,17.9631,10.1242,20.7278,62.6292,10.5371,41.2513
11,59.1535,102.008,46.8627,41.6312,16.9392,10.2463,19.8715,56.2908,11.3851,39.4526
12,45.1825,83.2913,31.8133,29.3112,13.9796,9.50562,16.2703,43.3683,11.2296,33.5286
13,53.6705,92.0983,41.9444,37.8141,15.5012,9.89358,17.6147,51.7466,10.539,36.2439
14,59.975,104.609,47.0819,42.015,17.3499,10.9521,20.1098,57.5169,11.6874,40.0571
15,51.2627,88.6006,39.6055,35.8252,15.046,9.39632,17.2472,49.0087,10.6375,35.3808
16,53.6469,90.7634,42.6442,38.19,15.362,9.11463,17.812,50.9048,10.4496,36.1995
17,55.8407,95.4077,43.9543,39.405,16.1626,9.91648,18.5359,53.371,10.82,37.4024
18,41.4962,68.6218,32.1124,29.9086,12.5728,7.66115,13.6952,39.4878,9.15645,29.7022
19,37.9397,64.0236,28.1795,26.4563,11.5067,7.20925,12.7419,36.1239,8.97332,28.1382
20,58.5725,105.118,44.4022,39.5771,17.211,11.04,20.3763,56.0102,12.2369,40.0982
21,62.9787,102.866,52.679,46.4388,17.1657,9.72198,19.8239,59.9949,10.2254,39.8021
22,62.7407,110.08,49.1213,43.4233,17.8499,11.1896,21.0792,60.1776,11.9344,41.5282
23,60.0171,99.5931,49.1491,43.5755,16.9168,9.57732,19.5897,56.7539,10.659,38.981
24,61.9185,103.795,50.2457,44.5439,17.2965,10.4349,19.8428,59.4303,10.7061,39.7966
25,64.5254,107.856,53.1002,46.8513,17.8729,10.5092,20.6966,61.6706,10.943,41.1754
26,56.3627,95.3495,45.1161,40.192,15.9567,9.45196,18.5782,53.576,10.6131,37.5077
27,60.1638,100.723,49.0037,43.5291,17.1662,9.86835,19.8572,56.9058,10.9802,39.3576
28,62.6371,104.513,51.4636,45.5584,17.4784,10.2549,20.1593,59.7596,10.8254,40.2577
29,65.6223,107.144,55.4841,48.7075,18.0192,9.66124,21.1266,61.6864,10.793,41.5047
30,60.4514,101.735,49.0682,43.5824,17.041,10.1585,19.634,57.7753,10.8416,39.3772
31,54.8568,92.5697,43.6791,39.3294,15.771,9.78092,17.7639,52.761,10.3653,36.5147
32,59.715,105.789,46.1417,41.0908,17.4954,10.9277,20.6188,56.876,12.1824,40.4946
33,59.6841,107.547,45.2759,40.509,17.5384,11.6792,20.4656,57.635,12.3377,40.6364
34,64.0812,117.801,48.0046,42.5112,18.5336,12.6683,22.0851,62.2337,13.0726,43.317
35,56.7564,102.112,42.5914,38.1701,16.7896,10.9442,19.6973,54.4627,12.0313,39.1058
36,63.7109,103.571,53.5686,47.1025,17.4838,9.46624,20.3588,60.1106,10.4154,40.284
37,59.1262,98.7964,48.1651,42.8389,16.6258,9.84587,19.1152,56.433,10.5707,38.5479
38,54.8446,90.1938,44.7482,40.2855,15.6552,9.3699,17.4271,52.5751,9.92248,36.007
39,58.4606,103.482,44.9311,40.3299,17.1453,11.3001,19.6819,56.5647,11.7731,39.4877
40,55.6227,95.417,43.7269,39.2325,15.9362,10.114,18.1827,53.6929,10.6639,37.193
41,59.1397,105.25,45.3873,40.3525,17.2102,10.8164,20.4534,56.3559,12.114,40.2382
42,55.6269,93.8605,44.341,39.6867,16.0061,9.46457,18.4376,52.7493,10.6334,37.1322
43,61.97,106.919,49.4484,43.811,17.6729,10.7182,20.7319,59.045,11.6751,40.9136
44,49.1411,80.9418,39.2435,35.6241,14.0295,8.55597,15.5994,47.2087,9.32856,33.0955
45,63.7736,104.262,53.5401,47.2478,17.6343,9.80326,20.3363,60.4392,10.5657,40.4511
46,43.7377,74.5432,33.2815,30.5202,12.989,7.89269,14.8255,41.4605,9.70792,31.3367
47,62.6993,109.76,49.419,43.6,17.8409,10.8566,21.2962,59.6291,12.0512,41.6784
48,66.2128,111.289,54.4262,47.9804,18.3889,10.9249,21.2872,63.4159,11.2283,42.1629
49,62.2793,104.153,50.9075,44.9237,17.4157,9.92914,20.3974,58.91,10.9593,40.2657
50,64.2258,104.767,54.1101,47.7523,17.9441,9.75065,20.7688,60.3851,10.8091,40.8527
51,65.385,116.61,50.5336,44.6029,18.6614,12.12,22.0784,63.1055,12.5173,43.2172
52,67.0734,111.07,56.1569,49.3943,18.6434,10.4437,21.7286,63.423,11.2636,42.5471
53,56.8231,94.5238,46.3346,41.2575,16.1038,9.19905,18.6369,53.7463,10.4688,37.51
54,51.2843,87.2064,40.1641,36.3373,15.0263,9.18446,17.0884,48.8853,10.3871,35.0785
55,61.2199,99.6292,51.243,45.2968,17.04,9.30115,19.6988,57.7001,10.3738,39.1802
56,62.4344,104.061,51.5109,45.3384,17.3256,9.70257,20.4208,58.9772,10.9103,40.3469
57,61.5762,102.452,50.4341,44.7322,17.304,10.1597,19.8462,58.7572,10.7105,39.648
58,60.0884,100.593,48.9968,43.5765,16.952,10.055,19.4639,57.3373,10.7429,39.1057
59,58.8818,99.0518,47.8381,42.4996,16.7601,9.62377,19.5538,55.5731,10.9715,38.8905
60,55.6118,94.9191,43.8277,39.2843,16.0999,9.83053,18.5251,53.0027,10.8262,37.3179
61,60.1922,101.1,48.9841,43.3681,16.854,9.82907,19.6418,57.2656,10.7888,39.2658
62,63.1317,103.962,52.5491,46.3746,17.6263,9.79945,20.4919,59.5592,10.8085,40.429
63,64.5097,107.385,53.1637,46.7971,17.9019,10.1837,20.9288,61.1345,10.9902,41.2091
64,52.649,86.4894,42.5778,38.3072,14.7959,8.89818,16.6029,50.5511,9.4991,34.7273
65,58.7981,100.249,46.7869,41.7794,16.7124,10.4324,19.1163,56.5837,10.8511,38.6749
66,62.2182,106.153,50.0459,44.5284,17.8903,10.8345,20.6045,59.3444,11.5294,40.7556
67,48.4665,82.9691,37.2608,33.966,14.4962,8.84423,16.4924,45.8971,10.3885,33.8949
68,60.155,109.344,45.4678,40.4559,17.7676,11.4243,21.2439,57.3488,12.8449,41.4318
69,64.8081,108.024,53.3622,47.2027,18.2147,10.6823,20.9002,61.8465,11.0792,41.3402
