real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018
0,61.3445,102.078,50.2025,44.4322,17.0806,9.95253,19.7522,58.4407,10.611,39.4974
1,64.5352,105.604,54.1572,47.6544,17.6482,9.88966,20.4442,61.363,10.4855,40.718
2,62.5892,102.319,52.3804,46.2667,17.2573,9.69951,19.8702,59.4783,10.3764,39.7774
3,70.2196,116.554,58.5952,51.3937,19.3524,11.1511,22.4668,66.9221,11.3456,43.8852
4,57.075,98.7155,44.788,39.9338,16.3386,10.073,19.0898,54.5216,11.1212,38.3317
5,65.1626,106.358,54.7708,48.271,17.9815,10.0843,20.7064,61.8541,10.6067,41.0297
6,57.1516,100.998,44.1138,39.3606,16.6881,10.307,19.7608,54.2358,11.8347,39.1312
7,65.1981,111.632,52.6083,46.4189,18.3524,11.0421,21.4917,62.2329,11.6957,42.2527
8,64.6918,109.271,52.9042,46.7418,18.1901,10.765,21.1425,61.6409,11.4071,41.7162
9,66.7123,111.57,55.0621,48.3438,18.5527,10.5423,21.8094,63.1276,11.3785,42.5225
10,66.0703,108.016,55.6236,48.9173,18.0529,10.1378,20.8563,62.8752,10.5836,41.4308
11,65.1303,111.62,52.5846,46.2958,18.3541,10.8903,21.677,61.9237,11.8047,42.3628
12,58.1985,103.5,44.5137,39.707,17.0473,10.8366,20.0799,55.631,11.9916,39.6769
13,56.7309,97.7116,44.582,39.9449,16.2774,10.346,18.6564,54.6639,10.9046,37.9002
14,64.3084,110.529,51.6903,45.7907,18.281,11.2143,21.2362,61.5509,11.7556,41.9139
15,61.5101,107.938,48.1988,42.799,17.7104,11.0853,20.7788,58.8897,11.9702,41.0351
16,59.6316,102.236,47.5851,42.1914,16.9366,10.1258,19.921,56.6591,11.2762,39.554
17,63.1804,109.055,50.2097,44.5166,18.0993,11.1311,21.0473,60.4385,11.7603,41.4228
18,61.9364,102.288,51.336,45.574,17.4418,10.0393,19.9314,58.8846,10.7193,39.8007
19,52.1276,87.6884,41.3848,37.2293,14.9035,8.96482,17.0655,49.6977,10.0936,35.1833
20,60.2698,103.29,47.9756,42.5678,17.253,10.3257,20.1765,57.2883,11.3815,39.8613
21,64.8395,105.879,54.4588,47.8814,17.6058,9.90553,20.4055,61.7178,10.3683,40.7242
22,63.3182,111.38,49.5133,43.7338,18.0215,11.3163,21.3255,60.7274,12.0625,41.904
23,61.4637,101.031,50.9296,45.0529,17.2046,9.55957,19.8982,58.0391,10.5857,39.492
24,61.1835,101.897,49.8507,44.2344,17.0647,10.2149,19.508,58.687,10.5012,39.2719
25,65.5719,109.901,53.9581,47.5475,18.1671,10.6799,21.0982,62.637,11.1171,41.7923
26,62.4631,107.56,49.9271,44.0656,17.5841,10.5665,20.8018,59.4781,11.5536,41.0394
27,62.5075,105.036,51.0025,45.1742,17.8037,10.2628,20.6629,59.153,11.2829,40.6355
28,63.981,106.554,52.8131,46.6694,17.8054,10.3737,20.5649,60.9904,10.913,40.9014
29,65.4731,106.906,55.3412,48.5914,17.9856,9.64553,21.0836,61.5437,10.7845,41.4338
30,63.722,108.346,51.6361,45.6581,17.9484,10.7669,20.869,60.9051,11.3904,41.3134
31,57.1013,96.1906,45.8308,41.0982,16.3284,10.0285,18.4637,54.8457,10.5483,37.6291
32,59.3339,102.79,46.815,41.6905,17.2306,10.4188,20.1404,56.3346,11.6598,39.7662
33,56.6593,97.922,44.437,39.9261,16.4592,10.4445,18.7977,54.4715,11.1139,38.0566
34,62.1521,112.752,47.0077,41.7214,17.9182,12.049,21.22,60.2324,12.5325,41.941
35,53.1789,92.3874,40.8926,36.9189,15.7067,9.84082,18.0114,50.8059,10.9815,36.4703
36,63.5506,103.308,53.3981,46.9727,17.4594,9.46678,20.3095,59.9676,10.4059,40.201
37,61.2364,102.095,50.2413,44.5318,17.1241,10.0434,19.7552,58.3876,10.7119,39.5685
38,58.3246,95.8335,48.0717,42.9875,16.4777,9.73511,18.4934,55.8389,10.1793,37.7188
39,63.1231,114.175,48.0192,42.8121,18.5461,12.4434,21.6236,61.1458,12.8174,42.5268
40,59.9358,104.144,47.1029,41.9535,17.1127,10.9179,19.791,57.8487,11.3688,39.7308
41,57.5393,100.598,44.7559,39.8713,16.6642,10.2283,19.646,54.6979,11.5583,38.9777
42,63.7003,106.553,52.2307,46.1539,17.9337,10.2858,20.8516,60.3067,11.173,41.0267
43,62.4766,105.205,51.0307,45.143,17.5875,10.266,20.4851,59.3472,11.1681,40.5725
44,51.0213,84.3184,40.8894,36.9419,14.4849,8.80198,16.2265,48.9891,9.52891,34.091
45,65.4167,106.927,55.1121,48.5209,18.0222,9.9652,20.8489,61.9653,10.6914,41.2656
46,67.698,114.109,55.8147,48.8285,18.6838,10.596,22.2203,64.0862,11.5871,43.2435
47,62.6029,107.981,50.0322,44.1228,17.6841,10.5157,21.0148,59.4182,11.6969,41.2557
48,67.9527,115.729,55.4038,48.7457,18.9501,11.4059,22.1133,65.1022,11.7321,43.4251
49,64.5681,109.447,52.4069,46.122,18.0902,10.4941,21.3471,61.168,11.4705,41.7609
50,63.3124,103.299,53.222,47.0429,17.7495,9.67408,20.4974,59.5272,10.7549,40.4103
51,64.9559,114.961,50.5312,44.616,18.4885,11.8803,21.8083,62.6194,12.288,42.79
52,66.4063,111.079,55.054,48.4829,18.5878,10.5866,21.7123,62.8503,11.4626,42.4858
53,57.3367,95.388,46.8131,41.6464,16.2305,9.25823,18.8032,54.225,10.5168,37.7732
54,56.3375,95.256,45.0252,40.3371,16.2661,9.76042,18.6139,53.6472,10.7519,37.5329
55,63.8111,103.82,53.6968,47.3062,17.6703,9.59948,20.488,60.1457,10.566,40.4466
56,65.4626,108.12,54.7693,47.9965,17.9616,9.84594,21.2077,61.7654,10.9434,41.633
