real_name,scale_dl,scale_din,gemc,gdwc,femc,fdwc,cemc,cdwc,oemc,odwc
0,41.652,2.10649,25.4191,11.5837,51.785,0.0200568,73.6913,23.3024,79.75,2.24827
1,3.77681,0.262726,70.8204,4.37411,59.7217,0.655156,3.8374,93.8131,0.00139008,1.96613
2,0.472642,0.000929083,64.9817,32.5369,58.9836,6.40629,2.68673,95.0215,13.0046,12.7467
3,98.7641,2.10973,31.734,10.1066,64.7147,82.018,90.8174,33.257,79.2431,92.5638
4,64.0748,5.85204,31.7439,3.71881,43.422,0.0460289,14.6582,100,79.4477,6.42905
5,0.0372953,0.126466,46.61,0.0126382,52.1106,100,59.9648,94.5806,74.4357,0.179229
6,100,7.23514,13.7983,84.2677,0.196629,0.220971,0.349315,44.0733,64.3765,65.8668
7,9.15075e-05,5.85123,39.1672,80.1687,56.3536,0.00891062,27.6488,0.754125,82.0262,98.7809
8,97.5384,3.07054,51.9213,46.0977,63.4479,100,0.00845652,99.028,95.1549,0.801447
9,0.00225285,2.96351,48.6136,2.2411,3.70826,92.4556,100,9.34208,92.4954,3.62937
10,100,0.0265259,62.4083,50.2233,72.897,4.24275,10.0243,15.2898,19.8961,41.9938
11,77.1062,5.81413,60.4997,0.0280077,20.0401,100,30.7593,70.4478,42.1661,0.0939021
12,0.00397274,10.4532,10.6748,0.0648069,10.5361,100,59.3242,64.0894,8.36866,7.42434
13,0.623274,4.83033,2.05745,0.0672673,100,100,2.87785,59.9978,100,5.31437
14,100,6.25154,29.9566,100,77.7217,100,0.0672038,9.20983,100,13.549
15,28.2021,6.00989,40.1928,69.4996,49.8733,27.1479,1.39411,57.7596,13.5871,54.1614
16,1.53662,4.003,51.2699,1.74045,21.6831,100,13.5847,3.50043,100,88.565
17,6.54828,5.4516,7.78385,26.5202,41.2172,38.8368,100,62.5882,7.86984,81.7089
18,0.430049,0.760685,27.6242,100,58.6477,100,13.6347,53.9043,25.3689,12.1214
19,100,2.50681,6.2911,16.0196,48.0346,0.689702,2.5582,51.6418,100,0.107008
20,24.261,8.16586,23.6281,3.09635,3.12982,100,92.4335,15.0685,8.07107,82.9948
21,3.65214,0.040833,51.0774,2.44223,74.248,1.36761,17.4507,2.04103,98.4852,3.37245
22,88.3006,8.27282,31.1238,0.00453616,44.5575,4.04551,50.2988,36.3981,1.69269,0.585485
23,0.871863,1.71249,46.619,69.2415,0.316676,0.335256,100,1.46319,0.2583,87.4136
24,91.6397,2.80986,0.00119573,0.36147,83.555,0.823998,100,25.1445,47.1556,0.0698283
25,6.7053,2.58362,46.4068,61.7303,79.3007,7.09205,13.2384,0.26991,54.6628,0.255674
26,16.6389,4.30488,53.6544,9.1403,34.3062,0.26313,8.22938,68.2935,100,0.359085
27,1.2884,3.07884,50.4996,63.8784,0.627381,94.1224,87.8627,73.6905,2.32102,12.8452
28,15.6553,2.09399,44.6938,63.1526,74.0676,9.38271,10.088,74.3611,87.4602,3.38576
29,25.3202,0.0324823,93.6319,100,3.20266,5.83839,0.443253,2.17727,100,100
30,18.3439,3.42777,50.2738,39.2639,67.5045,44.0569,6.62552,70.5905,2.9697,88.2036
31,0.000707261,2.79235,10.0261,78.0231,100,0.303129,14.2158,90.2234,45.1121,90.6014
32,79.8707,7.67641,41.3675,95.2561,1.81905,85.7855,51.5369,6.99504,0.57522,0.488942
33,0.0355425,7.85524,7.12628,100,87.9156,87.8681,2.1924,0.446326,87.8457,10.3152
34,98.8704,12.7431,3.81834,0.00194893,100,1.04402,0.784188,42.3778,87.492,5.10581
35,25.1581,8.63853,0.282316,68.7871,23.3694,0.123306,100,2.98118,0.332795,78.0399
36,100,0.052904,63.7832,3.88893,0.612177,3.07424,87.6692,44.2689,0.00152399,13.2572
37,97.7582,2.12786,43.1397,2.67738,69.6455,88.77,1.23216,73.7882,87.7927,88.6069
38,0.24318,0.207832,24.5475,100,100,100,4.69848,12.9408,15.4666,0.174812
39,100,9.34712,3.49632,76.0654,100,100,21.3251,71.499,0.583283,5.54436
40,2.87869,5.18617,17.4782,7.71125,100,100,0.0327748,4.35208,0.00146851,18.3695
41,79.8341,8.34393,32.6081,9.36793,2.89804,21.084,47.0113,100,75.8736,99.85
