real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018
0,51.6017,86.258,41.0225,36.9151,14.747,8.77756,16.8499,49.1283,9.93004,34.7756
1,76.3202,124.998,65.1992,56.7001,20.4411,11.3946,23.9058,72.7768,11.3102,46.4461
2,73.8424,120.723,62.9741,54.9308,19.8959,11.0944,23.1571,70.3626,11.1303,45.2168
3,54.9317,91.9949,44.0684,39.4822,15.7009,9.33732,17.9614,52.3049,10.331,36.5386
4,68.2072,116.241,55.5611,48.7579,18.9183,11.3033,22.2727,65.1815,11.7498,43.5799
5,73.7206,120.297,62.8242,54.8776,20.0193,11.161,23.2105,70.1225,11.185,45.158
6,35.5284,65.6064,23.6104,22.6971,11.5832,7.96508,13.1085,33.9304,10.1853,28.4307
7,65.05,112.459,51.9963,45.8903,18.3787,11.237,21.5928,62.1978,11.8905,42.4087
8,68.9411,115.219,57.3332,50.3779,19.0962,11.0994,22.2095,65.7081,11.4642,43.5245
9,50.8361,85.9501,39.9783,36.0168,14.7352,8.74897,16.9947,48.1384,10.2326,34.7835
10,67.78,110.812,57.2226,50.2247,18.4388,10.3654,21.3268,64.5738,10.6763,42.235
11,49.3212,87.574,36.8759,33.4602,14.7353,9.43178,17.1576,47.0583,11.017,35.0162
12,45.2787,87.3199,30.2817,27.9843,14.3044,10.2396,16.9314,43.6825,12.0799,34.5034
13,47.3175,82.8188,35.5211,32.4956,14.0973,9.21257,16.023,45.5268,10.3928,33.491
14,54.0973,96.5561,40.8891,36.9095,16.1022,10.4898,18.681,51.8696,11.6506,37.6075
15,42.7634,75.6276,31.2011,28.9479,13.1424,8.54084,14.9131,40.8564,10.2741,31.4919
16,44.7304,76.6482,34.0161,31.1423,13.2799,8.16979,15.1896,42.4631,9.89245,31.9328
17,49.1677,85.5992,37.256,33.8913,14.6579,9.2635,16.7643,46.9709,10.6086,34.4503
18,31.6344,52.7618,22.7449,22.2543,10.3201,6.4764,10.9067,29.8995,8.59829,25.0425
19,33.8969,58.3733,23.9912,23.0005,10.6598,6.83862,11.7889,32.1603,8.95806,26.4644
20,59.8474,109.373,44.6786,39.7658,17.6897,11.6122,21.1078,57.3659,12.7992,41.2339
21,69.5631,113.619,58.8861,51.5188,18.7225,10.5292,21.7639,66.3331,10.6788,42.9951
22,70.3032,121.493,56.6271,49.5839,19.5788,11.9396,23.1714,67.3833,12.2615,44.9775
23,51.6429,86.7009,40.9346,36.8632,14.9665,8.7672,17.1547,48.8849,10.1996,35.0529
24,54.4001,92.2074,42.9321,38.5152,15.5459,9.56897,17.7716,52.1613,10.3515,36.3486
25,49.527,83.8874,38.7369,35.0905,14.3808,8.76869,16.3765,47.2451,10.0359,34.0366
26,45.5197,78.1283,34.6574,31.6571,13.4493,8.28993,15.4155,43.2628,9.95381,32.3326
27,47.347,80.5495,36.6187,33.4191,14.1505,8.54204,16.0631,44.8273,10.1851,33.2444
28,50.4767,85.1417,39.7889,36.0042,14.6609,8.86552,16.6669,48.0737,10.1067,34.485
29,64.7291,105.69,54.6344,48.0168,17.8085,9.565,20.8536,60.8453,10.7269,41.0649
30,46.7248,79.8192,35.9038,32.8133,13.8562,8.58719,15.6796,44.5844,10.0172,32.8455
31,54.1417,91.6493,42.9009,38.6949,15.6255,9.75216,17.5864,52.102,10.3687,36.2239
32,68.8471,120.102,54.9936,48.3132,19.6312,11.8571,23.3079,65.4834,12.73,44.8324
33,63.7105,115.518,48.4647,43.0956,18.5937,12.4567,21.8586,61.6281,12.9033,42.9034
34,65.0375,120.232,48.5349,42.9289,18.832,12.9486,22.5134,63.1992,13.3305,43.99
35,59.1619,108.654,43.7485,39.0609,17.5752,11.7125,20.8616,56.8876,12.7816,40.9112
36,63.7757,103.683,53.6351,47.1536,17.4952,9.46789,20.3801,60.1687,10.4211,40.3192
37,49.1925,82.9905,38.611,35.0145,14.3212,8.70844,16.2655,46.8857,9.98375,33.8333
38,53.0775,87.3475,43.0565,38.9111,15.2424,9.18593,16.8931,50.9117,9.80019,35.1462
