real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018
0,61.3888,102.284,50.1864,44.4162,17.1066,9.9792,19.7962,58.4773,10.6492,39.5563
1,64.4012,105.356,54.0429,47.5616,17.6143,9.8681,20.3997,61.2327,10.4698,40.6458
2,62.4728,102.131,52.2695,46.1781,17.2323,9.6884,19.8359,59.3678,10.3698,39.7216
3,70.2713,116.707,58.6168,51.4119,19.379,11.1688,22.5051,66.9605,11.3737,43.9352
4,57.054,98.6366,44.7883,39.9339,16.3304,10.0593,19.079,54.4942,11.1115,38.3127
5,65.161,106.343,54.7753,48.2734,17.9847,10.0752,20.7146,61.8354,10.6107,41.0329
6,61.5669,108.744,48.0731,42.5707,17.7769,10.8951,21.1975,58.4348,12.2813,41.4343
7,65.2102,111.451,52.7097,46.5086,18.3475,11.0032,21.4722,62.2187,11.662,42.2193
8,64.68,109.494,52.7918,46.6467,18.2117,10.8076,21.1853,61.6339,11.4646,41.7733
9,66.7222,111.746,55.0025,48.293,18.5685,10.5753,21.8382,63.1469,11.4141,42.565
10,66.0969,108.059,55.6559,48.9432,18.0665,10.1309,20.8797,62.876,10.5969,41.4559
11,65.1213,111.525,52.6105,46.3185,18.3465,10.8732,21.6628,61.9079,11.7876,42.3403
12,60.1528,106.382,46.5071,41.3307,17.4835,10.9813,20.6345,57.442,12.0745,40.5731
13,56.5876,97.6574,44.3882,39.7675,16.2624,10.3193,18.6853,54.4658,10.9571,37.9028
14,64.5104,110.55,52.0195,46.0595,18.3033,11.1644,21.2581,61.7044,11.7089,41.9478
15,61.8322,109.259,48.1615,42.758,17.8572,11.2813,21.0066,59.2452,12.1695,41.3826
16,59.7705,103.053,47.4612,42.081,17.0197,10.2583,20.059,56.8284,11.4154,39.7617
17,64.0974,110.948,50.9202,45.0973,18.3701,11.3139,21.4099,61.3077,11.9345,41.9849
18,62.8813,103.949,52.1888,46.2597,17.6765,10.1494,20.2554,59.7554,10.8246,40.3057
19,57.4647,96.5159,46.4211,41.3252,16.1976,9.54959,18.7543,54.6793,10.548,37.8726
20,60.9914,103.667,49.0065,43.4189,17.3585,10.243,20.2728,57.9093,11.2643,40.0314
21,64.7914,105.795,54.4189,47.8459,17.5949,9.89021,20.3985,61.6574,10.3681,40.7051
22,63.3346,111.496,49.4902,43.7127,18.0345,11.3331,21.349,60.7424,12.0857,41.9357
23,61.3384,100.637,50.8937,45.0299,17.1638,9.51029,19.8323,57.9053,10.539,39.3888
24,60.6323,100.821,49.4084,43.8734,16.9206,10.1079,19.3227,58.1356,10.4284,38.9672
25,65.5643,109.997,53.9094,47.507,18.1813,10.6943,21.1254,62.6178,11.1497,41.8237
26,62.6581,108.702,49.7571,43.914,17.7011,10.7506,20.996,59.7131,11.7488,41.3307
