real_name,scale_dl,scale_din,gemc,gdwc,femc,fdwc,cemc,cdwc,oemc,odwc
0,36.6076,2.25265,18.3439,11.685,38.1283,0.0181432,47.8541,24.8124,71.4599,2.3841
1,4.63558,0.291524,83.086,3.53977,88.9167,0.627015,5.7233,97.7911,0.00147051,1.92815
2,0.571356,0.000992708,78.2371,26.8478,86.2499,6.17922,3.98264,98.2381,13.7952,12.3728
3,84.4726,2.52003,21.1316,10.6639,41.1616,77.7679,53.736,34.9291,73.0708,100
4,73.4502,5.07964,46.8403,3.39865,65.025,0.0480177,23.3134,98.9422,88.4364,5.82518
5,0.0406049,0.110371,53.061,0.0108894,69.2683,99.305,74.2787,100,72.2322,0.17067
6,89.0354,7.73953,2.03689,74.9368,0.0567335,0.0924441,0.0442066,85.1537,25.3175,100
7,9.35821e-05,6.44667,37.1936,75.4356,56.7981,0.00869607,27.1345,0.743862,82.5569,100
8,98.3924,2.50981,59.263,43.1691,74.1723,100,0.00930012,100,92.6333,0.755792
9,0.00182371,3.36051,27.5699,2.31362,2.18646,78.6532,56.0089,10.6104,76.2784,4.06402
10,99.0207,0.0217697,64.6478,47.9453,77.6583,3.8579,9.68563,15.2329,18.6901,40.2616
11,62.927,7.33225,27.7256,0.0273888,10.8998,82.8474,13.0288,86.5089,31.8963,0.112408
12,0.0029682,13.9133,2.68065,0.0572356,4.3834,60.7311,14.7367,99.4478,4.63283,10.3096
13,0.458476,5.54167,0.678369,0.064054,65.9486,79.9421,0.848283,84.299,83.4742,6.75502
14,100,8.24399,15.9184,100,50.0617,100,0.035754,10.7633,100,15.8262
15,20.0797,5.83374,15.2698,70.143,23.2261,17.8761,0.430528,79.2302,8.50013,65.8021
16,1.17373,3.76746,25.9234,1.75531,12.5166,79.6738,5.67823,4.31043,75.9237,100
17,4.85051,5.7575,2.90978,25.5701,20.2194,25.5295,77.3184,84.8782,5.00662,100
18,0.242369,0.83529,4.10678,100,14.8365,100,1.57841,100,10.4573,18.1495
19,100,3.08471,0.842112,14.5275,12.1607,0.296457,0.292532,100,100,0.167929
20,26.0927,12.48,17.5103,2.7489,2.8209,96.198,81.6237,15.6299,8.02725,92.434
21,3.81075,0.0374758,55.1532,2.22366,87.6624,1.27823,19.4866,1.9971,96.8581,3.26095
22,94.846,7.2011,39.0724,0.00418973,58.445,3.99142,65.2227,34.1911,1.75978,0.545902
23,0.862973,2.7847,30.0618,65.3914,0.231359,0.325846,74.2627,1.53953,0.253008,100
24,86.0164,3.73495,0.000792734,0.346217,61.2091,0.753995,75.849,26.9137,43.39,0.0774809
25,5.40677,3.00635,25.201,63.4124,45.5287,5.96482,6.21493,0.309562,44.5105,0.289393
26,12.2236,3.94726,25.4912,9.32625,18.4951,0.189028,3.10669,85.7135,75.8784,0.408673
27,1.05008,3.43387,28.4465,64.8968,0.384223,78.6989,43.378,84.2235,1.88814,14.3487
28,13.4711,2.65788,25.8199,62.8046,46.1995,8.17639,5.38923,83.1445,75.094,3.8365
29,24.6232,0.0301932,92.2418,100,3.24436,5.48271,0.41734,2.15137,99.2076,100
30,13.8854,3.48673,24.9451,40.3153,37.194,33.9218,2.69526,85.0677,2.20167,100
31,0.000651713,2.98957,6.9785,74.0675,100,0.25768,9.71601,100,38.6065,97.9789
32,94.3171,8.27809,54.062,84.6438,2.52341,90.7596,77.6924,6.33466,0.653284,0.46554
33,0.041068,11.5398,6.66796,89.4377,95.8329,90.6185,2.52628,0.430415,95.863,10.882
34,99.4317,14.3594,3.21054,0.00178212,100,0.961135,0.698405,43.2708,83.3845,5.28827
35,24.6805,12.8879,0.151251,59.4607,17.2039,0.0999425,100,3.47679,0.277898,92.8855
36,96.4263,0.0417458,66.7083,3.82074,0.630426,2.81835,81.8393,44.1679,0.0014287,12.6471
37,84.6867,2.62377,25.2623,2.65912,45.4855,77.1132,0.679296,83.1025,74.8321,100
38,0.225053,0.23742,16.3914,99.0083,100,100,3.1132,14.3423,13.3001,0.19175
39,90.3451,8.97267,1.75708,76.0654,66.6629,84.8159,9.21114,88.5307,0.417284,6.28909
40,2.19349,5.23504,8.27059,7.73902,57.9107,80.4482,0.0129582,5.41916,0.00104654,21.2023
41,94.3027,8.49739,46.0923,8.42754,4.28407,22.8711,75.4334,95.0594,88.1912,100
42,37.193,4.66988,7.97694,70.5699,7.35956,1.87494,82.8939,20.1424,83.6807,100
43,90.938,6.52664,53.2118,32.4086,41.7857,85.9769,1.07836,89.2846,86.554,38.7207
44,100,0.495238,0.851597,0.00175158,100,0.561415,1.48388,100,100,100
45,0.0237082,0.00195007,81.6989,97.7381,51.1896,1.47315,8.39389,42.5002,3.89485,2.31861
46,30.302,5.2179,11.0593,9.76259,1.3785,5.86936,1.43353,100,7.43822,1.64351
47,97.6099,7.34231,75.6654,2.07365,13.2491,6.38623,15.3145,98.196,95.0233,100
48,0.0383566,3.65709,24.8532,64.6273,45.0899,2.01822,0.172473,85.3929,5.09791,41.8362
49,0.478054,3.5206,24.0177,35.2697,0.524752,0.000303053,56.4776,0.893754,75.0457,3.17096
50,0.322038,0.0327575,66.545,97.9233,1.37381,100,42.9312,79.3918,95.0194,16.6251
51,9.65088,9.76203,8.87026,0.500527,87.5378,5.92962,93.7076,2.97789,12.0194,0.689145
52,26.2469,1.35331,70.618,98.6466,28.1706,100,1.16524,34.7641,95.8934,100
53,98.9942,1.67691,78.4742,6.59075,15.8917,100,4.757,100,16.9255,5.24105
54,7.5273,4.40358,12.4131,68.8306,22.6421,78.5826,25.2344,15.2466,18.2075,4.63052
55,1.92439,0.0150523,27.9759,32.3494,0.00461474,100,25.9874,0.662304,16.0601,92.7923
56,85.6653,3.39855,46.0531,1.80939,0.0166115,76.6587,0.399251,1.64118,0.339024,7.67968
57,47.5084,2.41165,17.9034,3.46663,37.7043,77.8626,49.5146,84.4186,8.93737,0.0386766
58,0.22852,2.77957,24.5268,62.8011,44.8638,77.1738,0.359967,46.5508,74.721,0.441261
59,0.0544327,3.86858,35.217,66.8232,2.31066,78.6802,0.814255,83.808,79.0939,35.6622
60,88.2766,6.53523,0.856759,1.29965,12.6153,80.3639,44.0089,84.2039,86.3282,3.41048
61,4.22268,4.05645,32.2556,0.0390875,19.7215,49.0121,0.0025663,41.7828,1.02859,100
62,98.4099,1.1356,72.065,14.8169,6.27745,99.5742,86.0868,99.9727,95.0179,4.19202
63,8.61562,3.08829,24.1343,31.2408,10.144,1.62967,57.0035,2.84315,74.7596,0.0637108
64,2.14706,0.52971,1.36201,1.07005,100,8.14015,10.654,0.335107,100,95.0115
