real_name,scale_dl,scale_din,gemc,gdwc,femc,fdwc,cemc,cdwc,oemc,odwc
0,41.2594,2.01648,25.608,11.2879,52.9072,0.0194334,72.6108,23.0885,78.6821,2.2175
1,3.8603,0.309513,55.2712,3.95496,56.1757,0.58633,3.26834,100,0.00127918,2.10659
2,0.481887,0.00106491,52.947,29.7651,55.9741,5.81559,2.35017,100,12.1284,13.4883
3,100,2.07076,36.0589,10.0519,69.431,85.9517,100,31.097,84.6799,88.6999
4,64.4961,5.93585,31.9802,3.64639,44.0282,0.045821,14.7291,100,80.1516,6.39964
5,0.0365492,0.12441,39.4007,0.0117056,50.3887,96.7625,51.5976,100,66.9644,0.184371
6,100,5.57434,5.06898,66.1636,0.140801,0.108199,0.136351,69.2056,32.5568,81.1613
7,9.29075e-05,6.18548,38.0841,77.2304,56.84,0.00877903,27.3441,0.747624,82.3115,99.3888
8,95.0715,2.80833,50.8488,44.6056,63.9,100,0.0079883,100,90.6475,0.792494
9,0.00221018,2.77769,47.4518,2.16673,3.74604,87.0846,100,9.40638,88.8555,3.59848
10,99.49,0.0236699,61.4191,48.7042,74.0159,3.94171,9.45713,15.4415,18.8544,41.298
11,74.9994,5.72611,48.2692,0.0258591,18.7017,90.7691,25.1049,76.8335,36.6499,0.0984838
12,0.00361307,9.96389,5.21348,0.053665,8.28402,66.9751,31.6295,86.4634,5.40222,8.74525
13,0.573636,4.3198,1.3049,0.0591949,100,89.6543,1.88128,72.9573,99.6256,5.81588
14,100,6.59425,23.9498,97.2359,73.1034,100,0.056377,9.92382,100,14.2944
15,25.5616,4.87923,28.6498,63.6444,44.4469,20.1711,0.968251,68.3016,10.2822,57.3124
16,1.42943,3.34117,42.5735,1.6345,20.7373,88.5178,10.8566,3.84141,88.8168,90.1712
17,6.01764,4.70535,5.30182,23.7076,36.7323,28.5968,100,74.2147,5.9435,87.5349
18,0.362968,0.578144,12.4643,85.3522,45.3307,100,6.32595,77.4635,14.3695,14.1459
19,100,2.05374,2.41624,12.6337,34.734,0.353409,1.05841,78.8419,100,0.131357
20,25.4221,10.2381,19.5743,2.85486,2.97693,95.7398,84.7214,15.5855,7.86969,88.4818
21,3.61039,0.0401566,47.1357,2.32496,73.789,1.26883,16.1365,2.08701,93.2804,3.40428
22,87.7464,8.11276,30.5387,0.00440698,45.2161,3.90973,48.9366,36.3675,1.66196,0.582842
23,0.922113,2.12521,42.8636,65.2432,0.313324,0.33863,100,1.44851,0.266603,90.6791
24,93.5918,3.07998,0.00110295,0.341863,82.627,0.793861,100,25.303,46.477,0.0713521
25,6.58815,2.44748,44.4338,59.3125,79.6947,6.62477,12.4782,0.273212,52.1129,0.254704
26,15.3329,3.47186,44.723,8.57937,32.8941,0.213258,6.5116,75.1359,90.875,0.363735
27,1.25702,2.87869,47.2986,61.1884,0.630995,86.664,81.1682,75.3372,2.17906,12.8259
28,15.6901,2.1423,41.8915,60.0868,73.6387,8.88785,9.54806,75.1315,84.7806,3.42271
29,25.0461,0.0308707,94.427,100,3.29219,5.63028,0.436619,2.15228,100,100
30,17.376,2.95038,44.9999,37.2635,67.0087,38.2171,5.71817,74.3969,2.63178,88.1918
31,0.000691234,2.75149,8.42327,73.329,100,0.267455,12.1392,96.3877,40.4954,93.8696
32,82.8638,8.73902,40.1246,91.4807,1.82037,86.6577,52.064,6.87709,0.59223,0.497029
33,0.0378419,10.1005,6.33408,95.3288,85.814,88.1066,2.15155,0.44595,90.0672,10.8331
34,99.4607,13.455,3.41296,0.00182996,100,0.976543,0.727332,43.2795,83.7211,5.21596
35,25.3373,10.1554,0.194187,60.5734,20.8891,0.102232,100,3.35847,0.284041,86.2905
36,98.8415,0.0456952,65.4719,3.83023,0.627371,2.90009,84.4364,44.2734,0.00146214,12.8904
37,97.2398,2.16163,39.092,2.54985,68.8765,82.923,1.13533,75.802,83.4381,90.2369
38,0.240105,0.211614,20.5641,98.2538,100,100,4.03759,13.7451,14.0216,0.181734
39,100,7.93575,2.79653,71.1965,100,93.1892,16.7249,79.5367,0.481676,5.70222
40,2.69702,4.45956,14.2973,7.19057,100,89.7615,0.0260752,4.78335,0.00123282,18.834
41,82.5892,9.2837,33.0611,9.11417,2.98066,21.7925,49.0032,100,79.6906,100
42,43.9347,3.54992,13.972,67.4246,12.4811,2.05203,100,17.9617,95.5236,87.3707
43,84.8642,5.83139,50.9243,34.19,38.167,83.9696,0.942861,91.9802,82.1031,38.5582
44,100,0.456535,1.35274,0.00163143,100,0.624923,2.77419,89.5946,100,91.1961
45,0.022728,0.00205027,72.6139,100,44.6526,1.46724,7.25099,44.0145,3.78469,2.39754
46,44.0907,3.28966,34.1493,8.45526,4.19289,7.0367,5.55119,77.7783,9.98408,1.26031
47,87.513,7.79613,58.2083,2.22233,9.91211,6.158,10.8425,100,87.4656,100
48,0.0498932,3.0179,49.4026,58.6602,90.263,2.3152,0.416091,72.8926,6.28059,36.1007
49,0.582739,3.11847,39.5979,32.8682,0.873921,0.000337425,100,0.7962,87.9524,2.8577
50,0.3439,0.0361199,70.4937,96.2764,1.49468,100,49.7893,77.8973,100,16.7246
51,8.93767,10.4367,7.2527,0.52774,70.3094,5.81218,72.6559,3.14718,11.3675,0.72468
52,28.345,1.46327,77.7744,96.2437,31.8578,100,1.40858,33.7919,100,99.6157
53,93.643,1.80355,66.5293,6.87051,13.3038,98.8766,3.90878,100,16.2587,5.47644
54,8.66892,3.59514,19.4515,65.8621,34.9136,84.6282,42.8593,13.863,20.3505,4.16022
55,2.55263,0.0111992,62.8142,29.1759,0.0102835,100,70.2109,0.552606,20.065,77.1814
56,100,2.3298,89.4532,1.71464,0.0309049,83.6946,0.829358,1.43438,0.389692,6.48133
57,54.8158,2.18493,25.8854,3.30166,54.8059,84.1897,79.9687,77.6051,10.0144,0.0357569
58,0.268067,2.31455,39.3479,59.8055,71.1912,84.2644,0.639339,42.0594,84.916,0.396341
59,0.0676362,2.98624,67.3549,61.9632,4.36687,87.9732,1.78125,72.7076,93.9204,30.69
60,100,4.64011,1.99395,1.175,28.8797,92.5682,100,69.9236,100,2.80086
61,5.14286,2.89515,63.0317,0.0366528,37.3088,54.0552,0.00551851,36.3075,1.20028,84.7643
62,90.8403,1.23062,57.8601,15.6315,4.98393,97.5171,65.7621,100,89.6396,4.42804
63,10.2533,2.65082,38.8355,29.3735,16.4126,1.78817,100,2.55349,85.902,0.0573528
64,2.67633,0.415235,2.594,0.994594,100,9.13665,23.2718,0.291226,100,82.146
65,100,4.24909,0.0160601,66.3218,100,4.31205,37.8016,3.41794,100,0.995758
66,2.21193,4.63872,25.0641,100,53.5849,90.9424,51.701,100,83.2855,85.6982
67,48.4307,4.29957,0.0195138,92.1697,0.111002,7.63063,96.8042,85.7314,100,0.931789
68,69.6083,11.5221,44.8801,89.2705,0.000539234,91.3628,9.84996,2.6672,84.6891,83.7471
69,100,2.44346,27.4864,41.6881,59.1334,87.0326,88.5968,76.6276,1.24353,91.2035
70,0.0638516,2.14641,47.4752,60.45,79.7789,84.6007,1.10199,0.366671,86.6645,56.6744
71,97.1705,5.89304,31.5909,2.05937,4.74851,88.7194,93.5701,83.9755,63.9128,0.317131
72,28.3516,0.949284,9.17255,82.1787,4.04547,15.1817,0.0879082,10.7726,9.40821,71.4089
73,0.266181,0.600772,8.12505,18.9711,0.527693,26.7446,100,76.3813,1.22013,34.1548
74,20.7525,10.3984,57.6006,81.3351,1.64478,56.5904,0.428601,1.63391,90.5309,92.3089
75,93.1228,9.20384,50.1886,4.85606,0.0127754,90.0408,28.5603,91.0299,88.8672,3.67555
76,95.3928,12.93,12.3997,31.0593,71.944,92.8039,9.31758,92.9753,89.9207,100
77,0.0476137,3.36642,46.8889,64.6797,0.785166,86.4765,39.2928,73.3939,94.7969,86.8555
78,1.09711,0.0112221,35.5002,6.68616,48.9938,0.01657,51.1092,21.0617,0.40552,1.16109
79,3.68398,15.8998,18.6505,20.8649,13.9082,94.3562,35.2147,0.0481974,94.1805,99.1465
80,93.7006,1.74304,50.1039,0.778276,62.3601,21.7133,0.773299,100,89.6696,100
81,0.0161957,16.0512,1.13154,13.0703,62.3727,14.9224,4.91705,97.2881,19.4489,48.6553
82,11.1638,0.0583396,3.40478,0.145019,100,0.120881,0.216452,0.0677005,0.126507,90.4134
83,84.3417,9.66158,5.09929,90.7243,64.3547,86.8458,67.6605,97.2938,30.8732,100
84,100,9.49944,62.2331,98.5852,0.127971,89.4579,7.86302,94.9936,41.7238,7.79891
85,100,2.99988,29.6971,56.5884,64.9679,90.6561,65.8348,0.415391,13.015,90.314
86,100,2.29852,26.6409,0.106185,57.3743,85.7842,84.937,76.9009,81.5506,91.5744
87,100,3.33778,38.9392,59.1841,8.79172,7.46491,100,75.7639,4.7499,89.8358
88,1.40293,0.0891033,37.148,97.9412,47.3159,93.2594,46.7214,0.00145866,1.39295,100
89,2.10451,2.25939,60.1938,14.2576,2.2567,100,78.8575,0.384844,95.2349,2.09466
90,1.34699,14.4171,8.58635,98.1749,1.12698,0.703621,2.53169,88.9657,100,80.2435
91,2.73487,0.0669764,0.0200339,100,95.9444,28.356,96.2144,100,99.1014,0.290848
92,10.3081,10.1059,0.19243,1.49835,100,7.51989,9.26546,0.106205,100,30.6224
93,89.7364,13.4233,3.14273,3.98498,62.0389,96.2166,61.9844,76.8718,0.103082,1.09234
94,100,4.70517,0.109804,0.872529,9.26751,94.7552,12.553,66.6985,0.105246,76.4723
95,92.3119,6.54386,1.72404,100,70.3967,98.1634,70.4465,100,75.6294,1.08342
96,6.85185,2.96076,35.4856,95.8533,35.3508,29.5991,48.9108,69.723,82.815,29.4451
97,94.3332,9.07222,1.40452,85.8619,29.2183,88.8629,100,72.0101,2.01163,93.0404
98,94.8344,9.03726,0.0407724,0.121739,25.6465,0.387426,100,0.204884,93.7709,1.67617
99,98.5527,3.05787,54.6223,18.3648,0.83087,100,99.2685,4.57237,1.8041,10.285
