real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018
1,63.9474,107.175,52.2765,46.1194,17.7889,10.4315,20.6899,60.9475,10.9977,40.9777
2,65.1509,107.067,54.5333,47.964,17.8401,10.0718,20.6942,61.9992,10.6275,41.1206
3,65.5876,107.213,55.2213,48.5919,17.9801,10.0521,20.781,62.3221,10.6035,41.2528
4,65.2183,109.217,53.5299,47.2468,18.2579,10.7096,21.1458,62.1342,11.2015,41.6722
5,64.3682,111.116,51.469,45.3755,18.1097,11.0117,21.3697,61.4841,11.7585,42.0191
6,64.5824,105.466,54.1731,47.7907,17.8674,10.0423,20.5524,61.2933,10.5866,40.7611
7,65.2149,111.353,52.9905,46.6203,18.3636,10.6138,21.7928,61.6281,11.8382,42.459
8,64.8546,111.696,52.0231,45.948,18.3558,11.129,21.5183,61.9045,11.8374,42.2575
9,64.8244,109.287,53.1329,46.9321,18.2228,10.7198,21.1845,61.6996,11.3996,41.7614
10,65.6345,110.183,53.8787,47.3772,18.3308,10.4999,21.5411,62.1322,11.3807,42.0801
11,65.2398,106.652,54.867,48.3011,17.8876,10.0055,20.6651,61.9907,10.5679,41.0697
12,64.7138,112.06,51.7016,45.5653,18.3625,11.0734,21.7393,61.5938,12.0265,42.4274
13,63.6554,110.777,50.4113,44.5271,18.2178,11.0874,21.5223,60.617,12.0705,42.0102
14,56.2636,95.0205,45.1391,40.2955,16.0394,9.53164,18.564,53.4832,10.6518,37.4731
15,63.5229,110.741,50.3381,44.6286,18.2243,11.3254,21.325,60.7547,12.0683,41.9396
16,65.0447,111.687,52.4404,46.3279,18.4408,11.1111,21.5592,62.0702,11.8393,42.3325
17,65.0187,110.061,53.1013,46.7022,18.135,10.5443,21.3999,61.7013,11.4624,41.9705
18,61.9125,104.515,50.1761,44.5338,17.6551,10.4043,20.3951,58.8612,11.2358,40.3358
19,65.3115,107.818,54.5448,48.1683,18.2664,10.3597,21.0381,61.9586,11.0202,41.5169
20,64.9683,109.136,53.4692,47.0728,18.122,10.3585,21.2901,61.5048,11.3398,41.8079
21,62.4281,110.343,48.5097,42.9447,18.0544,11.2632,21.3953,59.5672,12.305,41.7527
22,64.7445,105.708,54.3907,47.8095,17.5887,9.84501,20.4213,61.5477,10.3838,40.7055
23,64.5783,112.301,51.1824,45.1189,18.2356,11.2481,21.5247,61.8542,11.9105,42.2526
24,65.4292,110.368,53.4576,47.0833,18.4078,10.5873,21.5707,61.9763,11.5158,42.1248
25,59.3969,100.903,47.3815,42.1526,16.7987,10.2879,19.364,56.9578,10.8345,38.9122
26,64.334,108.531,52.534,46.388,17.9765,10.6396,20.9007,61.3923,11.2286,41.3969
27,65.0591,110.12,53.1161,46.6982,18.0732,10.5306,21.3304,61.8156,11.3926,41.9299
28,65.3076,110.403,53.2922,47.0599,18.5857,10.7773,21.6578,61.8516,11.6903,42.211
29,65.1271,110.022,53.2306,47.0034,18.2608,10.8123,21.2266,62.0973,11.3977,41.888
30,65.9831,107.751,55.8206,48.9816,18.1092,9.70401,21.2438,62.023,10.8274,41.69
31,64.9804,109.687,53.1472,46.9236,18.2243,10.7835,21.1583,62.0272,11.3576,41.7864
32,61.9866,104.938,50.2018,44.5938,17.5914,10.5534,20.2651,59.1959,11.1934,40.3492
33,64.863,112.865,51.575,45.5667,18.6606,11.278,22.0002,61.6397,12.3103,42.7327
34,57.5036,101.992,44.14,39.5766,16.8858,10.9057,19.6324,55.1905,11.8361,39.2052
35,54.7246,96.6004,41.7889,37.4645,15.8386,10.2181,18.506,52.6127,11.2146,37.477
36,48.0887,85.8006,35.4288,32.3921,14.6126,9.48274,16.8121,45.9567,11.014,34.4397
