real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018
1,64.4086,107.372,52.946,46.6819,17.836,10.4061,20.6947,61.4224,10.8823,41.0431
2,65.3093,107.192,54.7017,48.1385,17.8593,10.16,20.6307,62.2947,10.561,41.104
3,65.7829,107.577,55.3372,48.7085,17.9997,10.1765,20.7379,62.6906,10.5568,41.2778
4,66.2817,110.452,54.7383,48.2413,18.4413,10.7566,21.3347,63.188,11.1324,42.0378
5,64.1291,110.792,51.2008,45.1694,18.0536,11.0365,21.2686,61.3292,11.7334,41.8904
6,65.281,106.588,54.8233,48.3453,18.0247,10.1848,20.6939,62.0717,10.5976,41.0551
7,36.7297,66.1798,25.351,24.1183,11.726,7.79535,13.2536,34.9492,9.9645,28.6936
8,64.8094,112.399,51.6221,45.5877,18.3566,11.2864,21.5719,61.9949,11.9477,42.3686
9,64.7466,108.618,53.2622,47.0507,18.1316,10.6509,21.0069,61.7011,11.2281,41.5438
10,64.7516,108.346,53.2075,46.8318,18.0782,10.3177,21.2018,61.2768,11.2209,41.5462
11,65.4575,107.026,55.0186,48.4321,17.8961,10.1064,20.6296,62.3656,10.5128,41.1004
12,60.5923,105.501,47.7301,42.3276,17.3882,10.6478,20.4969,57.7272,11.7473,40.4325
13,49.5432,92.3678,35.0789,31.9521,15.1961,10.4107,17.9094,47.6392,11.9812,36.1278
14,54.2954,93.5809,42.3392,38.134,15.6971,10.0633,17.8827,52.3679,10.6918,36.6639
15,60.0694,106.325,46.5074,41.5166,17.51,11.2512,20.4138,57.6688,12.0491,40.4887
16,57.6489,99.2664,45.545,40.6865,16.593,10.2117,19.1942,55.1296,11.1526,38.5583
17,60.4159,102.135,48.9147,43.3023,17.0005,9.95855,19.9141,57.3472,11.0196,39.598
18,56.2526,95.9937,44.3816,39.7635,16.2616,9.9588,18.6444,53.7639,10.8345,37.5845
19,43.1955,71.6886,33.5952,31.135,13.029,7.93592,14.264,41.1153,9.36198,30.6146
20,39.5041,67.8365,29.1185,27.2032,11.9861,7.637,13.4199,37.6879,9.36391,29.2038
21,61.0202,111.828,45.553,40.4739,18.0208,11.8591,21.5535,58.5129,13.0072,41.9388
22,64.8322,105.898,54.4144,47.8654,17.6063,9.9659,20.361,61.7965,10.3496,40.6944
23,64.0971,112.003,50.5146,44.5737,18.1515,11.3119,21.4263,61.4775,11.9624,42.1116
24,61.4769,103.557,49.8498,44.1253,17.3996,10.0607,20.2856,58.2442,11.1114,40.0699
25,64.2212,108.605,51.9666,45.9363,17.9268,10.9224,20.6914,61.7099,11.0934,41.1618
26,61.8951,104.17,50.3523,44.6068,17.3138,10.3268,20.0166,59.1849,10.8985,40.0427
27,60.4814,102.214,48.9538,43.3216,16.9437,9.956,19.841,57.5004,10.9423,39.5575
28,65.0761,109.369,53.3506,47.0868,18.4312,10.5891,21.4657,61.5986,11.5013,41.924
29,62.5882,105.38,51.0042,45.1831,17.5578,10.4576,20.2941,59.7797,11.0324,40.4566
30,65.7202,107.308,55.575,48.782,18.0432,9.67405,21.1567,61.7802,10.8012,41.5536
31,61.9787,104.543,50.3744,44.6587,17.4429,10.4225,20.1363,59.2698,11.023,40.1959
32,57.2886,97.3088,45.6448,40.924,16.4217,10.2127,18.6317,55.1063,10.7181,37.8936
33,63.8893,113.105,49.863,44.118,18.5385,11.5066,21.9726,60.8607,12.6035,42.6628
34,62.6575,114.727,47.0883,41.9516,18.4387,12.4832,21.7363,60.6144,13.0597,42.6406
35,62.2283,113.181,46.938,41.6687,17.9629,12.1432,21.2689,60.37,12.592,42.0338
36,59.7651,109.996,44.1655,39.4006,17.7534,11.8589,21.1002,57.4874,12.9053,41.2914
37,66.7918,108.549,56.4874,49.4857,18.2229,9.814,21.2918,63.0235,10.6358,41.7839
38,61.4007,103.488,49.8905,44.2528,17.26,10.3439,19.9412,58.6936,10.9475,39.8837
39,56.8018,93.4793,46.5638,41.7636,16.1305,9.60548,18.0421,54.4243,10.0911,36.9941
40,57.9531,101.588,44.908,40.3433,16.96,11.0474,19.3678,56.0051,11.5206,38.9979
41,57.4213,98.4982,45.3747,40.575,16.3821,10.3454,18.7602,55.3966,10.8359,38.1181
42,63.7855,113.342,49.5505,43.7392,18.3641,11.4489,21.9507,60.7862,12.5702,42.6385
43,56.5632,96.3993,44.7945,40.0481,16.323,9.77721,18.8886,53.6972,10.9294,37.8352
44,64.4032,112.961,50.8562,44.9391,18.4318,11.4317,21.7907,61.5115,12.3024,42.589
45,49.4985,81.5799,39.5562,35.8774,14.1186,8.60725,15.7165,47.5511,9.36616,33.283
46,65.3728,106.876,55.0401,48.4794,18.0132,10.011,20.7992,61.9948,10.6718,41.2206
47,44.3776,77.1929,33.1926,30.4269,13.2808,8.29073,15.2774,42.175,10.1058,32.0286
48,64.7133,113.263,51.233,45.0741,18.3357,11.1264,21.9415,61.5517,12.2456,42.7175
49,61.8303,104.361,50.1909,44.5282,17.3931,10.4556,20.0349,59.2163,10.9867,40.0954
50,63.8113,106.788,52.3066,46.063,17.7935,10.1239,20.8931,60.3506,11.1089,41.058
51,65.8531,107.417,55.6573,49.017,18.3384,9.93324,21.2695,61.9158,10.9358,41.6573
52,62.2512,109.819,48.3033,42.8068,17.7744,11.4179,20.868,60.0067,11.9282,41.2938
53,65.0651,107.606,54.3405,47.9206,18.1636,10.1753,21.1051,61.4852,11.0888,41.5297
54,65.9071,109.643,54.8237,48.1616,18.2753,10.2661,21.4456,62.3588,11.2015,42.0442
55,62.8946,107.215,50.6345,44.9071,17.9207,10.8214,20.7413,60.0542,11.4662,40.9935
56,63.6452,103.528,53.5294,47.1777,17.6401,9.59326,20.4332,59.995,10.5505,40.3557
57,58.3638,99.4177,46.7821,41.4798,16.5554,9.68934,19.4976,55.2874,11.0522,38.8144
58,66.7161,111.316,55.0483,48.5181,18.5965,10.9094,21.4577,63.7224,11.1881,42.2603
59,61.7923,104.205,50.2498,44.6083,17.4441,10.4523,20.1033,59.031,11.0535,40.1348
60,58.2413,99.0064,46.803,41.6624,16.7208,9.77777,19.5281,55.0313,11.1596,38.8216
61,56.2988,96.9917,44.0754,39.4744,16.3549,10.0962,18.901,53.699,11.0966,37.891
62,59.6195,101.645,47.8004,42.3923,16.8554,10.0799,19.7022,56.8357,11.072,39.3318
63,65.2179,107.484,54.4434,47.9275,18.15,10.0834,21.1462,61.5496,10.9921,41.4759
64,65.0345,108.737,53.4485,47.0257,18.0705,10.3446,21.1699,61.6556,11.1402,41.5862
65,52.405,86.2785,42.2698,38.0547,14.7549,8.90846,16.5593,50.3325,9.52325,34.6532
66,59.8848,102.566,47.5792,42.4283,17.0334,10.6753,19.5396,57.6452,11.0599,39.3424
67,62.9059,107.897,50.4122,44.8274,18.1118,11.0632,20.8981,60.0687,11.7084,41.2269
68,51.1959,89.2148,39.0696,35.4242,15.3126,9.5221,17.6138,48.5988,10.9891,35.6617
69,64.4524,115.673,49.8441,44.0281,18.7327,11.7566,22.4554,61.3442,13.0236,43.3943
70,66.3981,110.913,54.7233,48.3311,18.6463,10.9614,21.4272,63.3938,11.2696,42.188
71,62.0911,104.616,50.5586,44.8432,17.4783,10.4502,20.1656,59.3206,11.0367,40.2471
72,64.8825,111.255,52.1682,45.9985,18.4129,10.947,21.681,61.6208,11.8517,42.2608
73,31.9492,53.4775,22.9335,22.2522,10.2085,6.32499,10.999,30.1449,8.55199,25.186
74,44.5676,73.1357,35.0187,32.1125,13.1798,7.68252,14.6777,42.122,9.24866,31.082
75,63.1425,112.03,49.2644,43.5321,18.2157,11.2409,21.7858,60.0059,12.5526,42.3723
76,64.2115,113.73,50.2038,44.2714,18.454,11.4001,22.0907,61.0803,12.5894,42.8432
77,63.1535,112.845,48.7093,43.2721,18.3099,11.9581,21.4914,60.8645,12.5119,42.2634
78,60.1106,102.42,48.3001,42.9235,17.2808,10.1505,20.1731,56.8427,11.4029,39.8145
