real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018
1,63.8353,106.559,52.3552,46.1954,17.7116,10.3557,20.5503,60.8704,10.8725,40.7976
2,64.6366,106.122,54.0573,47.6091,17.7047,10.0775,20.4443,61.6375,10.5253,40.7894
3,64.8906,106.116,54.4994,48.0237,17.7933,10.064,20.4816,61.8209,10.5004,40.8497
4,65.0267,108.535,53.5043,47.2303,18.1562,10.6283,20.9871,61.9872,11.0765,41.4629
5,64.3796,111.164,51.4561,45.3757,18.1107,11.0509,21.3454,61.5526,11.7475,42.0092
6,64.5559,105.411,54.1359,47.7822,17.8555,10.095,20.4855,61.3671,10.5517,40.7074
7,42.5746,74.4202,31.4765,29.1414,13.0292,8.17854,14.8595,40.323,10.1507,31.2961
8,64.8283,112.22,51.7336,45.6851,18.3518,11.2459,21.5529,61.9864,11.9121,42.3362
9,64.7471,108.724,53.2223,47.0154,18.1443,10.6636,21.0345,61.6904,11.2582,41.5768
10,65.4172,109.492,53.8162,47.3294,18.2468,10.4068,21.4181,61.9069,11.288,41.8914
11,64.715,105.812,54.321,47.8624,17.7256,10.0127,20.418,61.6397,10.4675,40.7456
12,64.7139,111.964,51.7445,45.6007,18.3471,11.0561,21.714,61.601,11.9982,42.3985
13,54.3757,97.9381,40.5871,36.5129,16.2132,10.5694,19.0198,52.0793,11.8584,37.9531
14,54.3227,93.2526,42.5246,38.2914,15.6742,9.99435,17.8326,52.3685,10.6142,36.59
15,61.6957,108.502,48.253,42.9482,17.8531,11.3459,20.8226,59.1907,12.0602,41.1697
16,63.7741,109.091,51.4313,45.4956,18.0428,10.8774,21.0276,60.9196,11.5745,41.5319
17,65.3167,110.084,53.5812,47.1033,18.1624,10.4959,21.4029,61.9734,11.3758,41.9993
18,57.719,98.0791,45.9014,41.0182,16.5899,10.0859,19.0275,55.157,10.8731,38.2255
19,55.544,91.7093,45.3111,40.6971,15.9388,9.35183,17.9413,52.8834,10.211,36.6068
20,43.542,73.975,33.1113,30.4842,12.8978,8.06108,14.5129,41.5817,9.52891,31.0377
21,61.3521,111.084,46.4078,41.1947,18.0016,11.6494,21.4525,58.7399,12.7565,41.7993
22,64.5293,105.397,54.1339,47.6328,17.5357,9.91824,20.2807,61.4873,10.3328,40.5525
23,64.4974,112.495,50.9616,44.9401,18.2356,11.3233,21.5264,61.8397,11.9597,42.2726
24,64.2388,108.033,52.4894,46.2784,18.0596,10.3592,21.1305,60.8396,11.3184,41.4297
25,64.1026,108.489,51.8237,45.8161,17.9054,10.9172,20.6746,61.5906,11.1051,41.1265
26,64.1143,107.815,52.4467,46.3183,17.8517,10.5841,20.7013,61.2781,11.0754,41.1447
27,65.0538,109.639,53.3048,46.8622,18.0214,10.4542,21.2269,61.8201,11.2716,41.7969
28,65.5305,110.232,53.7293,47.4014,18.5617,10.6736,21.6284,62.0343,11.5693,42.1807
29,64.743,108.942,53.0276,46.8365,18.0816,10.7135,20.9601,61.8188,11.2074,41.53
30,65.4558,106.88,55.3226,48.5769,17.9816,9.646,21.0771,61.5304,10.7828,41.4247
31,64.8725,109.247,53.1283,46.9067,18.1352,10.7475,21.0171,62.0036,11.2388,41.6182
32,59.6868,101.12,47.9543,42.8176,17.0002,10.4709,19.3551,57.3544,10.8858,39.0553
33,64.5681,113.641,50.7535,44.8617,18.668,11.4777,22.0966,61.4564,12.5415,42.8702
34,61.758,112.179,46.7046,41.6676,18.1502,12.1803,21.2945,59.6897,12.7688,41.9511
35,61.221,110.523,46.422,41.2646,17.6399,11.8275,20.8026,59.3447,12.2993,41.3023
36,58.3626,106.366,43.4163,38.8221,17.3212,11.4466,20.4612,56.0711,12.5182,40.2913
37,64.7737,105.278,54.5676,47.9239,17.7465,9.59584,20.679,61.1201,10.491,40.7967
38,63.8308,107.487,52.1823,46.1217,17.8425,10.6276,20.6858,60.9978,11.1367,41.0873
39,61.2654,100.735,50.8087,45.2152,17.184,10.0869,19.4036,58.6286,10.4179,39.1863
40,58.9218,102.675,46.0297,41.2843,17.1796,11.0814,19.5951,56.8824,11.5033,39.367
41,59.893,102.303,47.8243,42.5741,16.9544,10.5723,19.4848,57.7067,10.9771,39.2878
42,64.2038,113.582,50.1359,44.2245,18.4301,11.4091,22.0102,61.1489,12.5078,42.7418
