real_name,scale_dl,scale_din,gemc,gdwc,femc,fdwc,cemc,cdwc,oemc,odwc
0,47.6494,3.03037,23.4437,13.566,51.2281,0.0242789,85.2644,25.1618,96.6823,2.51751
1,5.20546,0.59271,64.7728,4.4407,65.5241,0.862332,5.66063,100,0.00165494,2.29772
2,0.662605,0.00221433,65.801,33.9436,66.2758,8.73291,4.2039,100,16.1147,14.6829
3,100,2.95745,23.6835,12.1217,51.9138,100,89.8088,35.5087,96.3745,100
4,67.5349,6.29396,42.2585,4.27203,50.5007,0.0548474,20.2109,100,87.6864,6.31682
5,0.045091,0.205726,39.0473,0.0131169,51.2185,100,71.1107,100,79.9311,0.204314
6,80.0723,4.93569,80.6973,100,0.242952,0.423045,0.891664,48.4189,94.4064,46.5351
7,9.26341e-05,6.17387,37.6723,92.3713,53.3626,0.0101768,29.1682,0.795161,88.2143,99.9794
8,99.6025,3.17801,53.4463,52.3238,59.7239,100,0.00918709,100,97.9332,0.833954
9,0.00241346,3.53732,44.4198,2.71274,3.40087,100,100,10.2051,100,3.9943
10,100,0.0323903,62.6634,59.1493,65.0847,5.09803,10.9291,16.2885,21.4899,45.2186
11,81.8366,6.74122,55.8139,0.0331124,18.3358,100,33.0301,79.2821,45.6708,0.101507
12,0.00350216,8.24948,29.8485,0.127656,8.74581,100,76.7209,74.5289,9.48667,6.62043
13,0.502304,4.16442,8.68706,0.183782,66.4988,100,3.19394,71.0503,100,4.99924
14,93.6725,7.28723,33.9771,100,64.2282,100,0.0706481,10.0296,100,14.2145
15,29.2361,5.26518,56.3556,91.3199,54.1542,29.2856,1.86244,66.0994,15.0877,52.5802
16,1.65159,3.97973,63.7158,2.1487,24.9444,100,17.96,3.87455,100,90.9567
17,5.5367,4.11437,19.1789,50.9828,33.1368,52.3722,95.4849,72.3638,9.44239,80.004
18,0.459112,0.948103,59.393,100,50.984,100,23.0077,64.646,31.7887,10.8338
19,72.912,2.94072,57.4891,65.8511,27.908,1.80628,4.15023,62.9937,100,0.0886526
20,23.8424,9.99155,25.5203,3.81915,2.70406,100,92.9916,16.0762,8.45798,88.0458
21,4.08061,0.0584971,50.9951,2.79232,68.6384,1.66869,20.1453,2.17338,100,3.69277
22,86.4726,7.45123,33.7103,0.0051365,46.0185,4.49705,56.245,37.7325,1.73574,0.589685
23,1.15423,3.96657,51.025,81.9101,0.352374,0.498333,100,1.47531,0.374718,91.5136
24,98.0986,4.48326,0.00129691,0.456333,76.0815,1.04541,99.8848,27.1913,58.5384,0.0782529
25,7.27914,3.35186,44.017,77.9453,69.5059,8.7539,14.5931,0.29409,66.0299,0.281586
26,17.0716,3.92141,62.0666,11.4156,35.7381,0.279607,9.66868,76.8298,100,0.361799
27,1.46464,4.05876,48.9298,74.8122,0.663362,100,100,80.378,2.73836,13.9823
28,18.3516,3.47396,43.5036,77.8435,69.3158,12.3059,12.3995,79.739,100,3.78564
29,28.2209,0.0459887,94.9299,100,3.02839,7.21544,0.52105,2.25772,100,100
30,18.9603,3.42936,54.2036,49.4499,66.3545,49.2166,7.4358,78.0817,3.37574,92.2411
31,0.000757388,3.7174,22.9393,100,82.4965,0.477514,22.8466,91.177,60.2478,85.6253
32,80.6087,7.80725,50.4049,100,2.05815,97.9517,64.7227,7.01449,0.617507,0.4831
33,0.0340411,9.57466,9.88935,100,77.2265,100,2.29766,0.466909,98.5234,10.7557
34,85.5637,9.09097,6.80694,0.00290474,84.8495,1.25019,0.810685,44.0349,93.0291,4.88829
35,21.6063,9.96253,0.46197,100,14.8204,0.163204,94.2486,3.46728,0.355763,83.6321
36,100,0.0656484,65.3157,4.53232,0.569134,3.63574,96.5979,47.1628,0.00164383,14.152
37,99.9543,3.49933,46.0508,3.3724,69.9961,100,1.62398,79.2847,100,93.126
38,0.29416,0.379056,48.9991,100,84.926,100,8.76568,12.8398,22.1297,0.168648
39,87.468,5.90427,10.2292,100,78.7856,100,26.6206,77.7918,0.715099,4.95244
40,2.77854,4.45874,40.8184,12.5553,85.6906,100,0.0483425,4.60651,0.00190926,16.6422
41,81.0438,8.72683,42.4829,10.5516,3.45206,24.7792,61.9841,100,83.8445,100
42,44.5095,4.34273,32.3808,100,11.5562,3.64042,98.6351,17.628,100,81.6092
43,89.174,6.87255,53.6769,40.395,39.3464,100,1.14127,96.0504,91.2515,40.4809
44,77.8081,0.541949,21.2099,0.00687304,57.611,2.17404,7.34446,80.19,100,69.0621
45,0.0266175,0.00315232,75.6269,100,43.0443,1.94792,9.39843,45.6289,4.44362,2.6194
46,53.6548,4.37559,81.7858,14.0928,4.5588,14.5353,15.313,66.486,17.5455,1.02709
47,85.7148,7.34527,64.0404,2.52683,10.2466,6.88588,12.3221,100,88.8801,100
48,0.0526498,3.56114,50.7871,79.3767,76.3942,3.00829,0.464415,78.3748,7.87958,39.0656
49,0.630899,3.52937,46.2376,42.1567,0.885191,0.000420717,100,0.839919,100,2.97823
50,0.362215,0.0462222,72.0705,100,1.30896,100,53.3438,83.1529,100,17.9767
51,7.69927,7.35954,10.2854,0.699707,63.2749,6.74577,76.601,3.24314,11.5581,0.695277
52,27.6152,1.51306,75.4153,100,25.889,100,1.35595,36.4394,100,100
53,100,2.46107,85.6567,8.08363,15.0634,100,5.50305,100,18.6439,5.56748
54,10.5691,4.83376,31.2849,84.6755,46.4932,100,78.0577,13.8615,28.1714,4.08253
55,3.45598,0.0253662,62.749,37.9071,0.00900965,100,98.3361,0.577884,27.0925,87.9479
56,100,4.79002,89.3109,2.19886,0.0305363,100,1.30109,1.47626,0.561631,7.17176
58,0.310808,3.49526,46.263,78.7073,70.6693,100,0.883607,43.9617,100,0.423275
59,0.0794511,4.29792,78.2894,81.5587,4.40225,100,2.65842,74.3684,100,31.8502
60,86.5177,5.39367,6.56536,2.73779,21.9899,100,93.728,70.0862,100,2.66182
61,6.09764,4.49057,71.131,0.0483019,36.9014,75.9079,0.00802999,37.48,1.64111,88.1928
