real_name,scale_dl,scale_din,gemc,gdwc,femc,fdwc,cemc,cdwc,oemc,odwc
0,35.5464,2.42523,16.3599,11.8624,38.0155,0.0180333,44.0934,26.1447,74.5219,2.49712
1,4.69343,0.425686,57.1629,3.59596,72.1113,0.664843,4.6229,100,0.00142439,2.12814
2,0.579225,0.00147864,56.5719,27.4396,71.7415,6.547,3.2968,100,13.4528,13.5195
3,81.5791,2.40863,16.5537,10.5676,38.2493,76.8909,46.59,36.7684,74.6369,100
4,73.5795,6.39941,43.8937,3.52009,62.6775,0.049522,22.2206,100,89.4648,6.00169
5,0.0407482,0.140903,37.5564,0.010922,57.4874,100,61.285,100,70.1462,0.186126
6,86.3396,5.91218,3.07192,76.8439,0.0741364,0.0876542,0.0547992,83.6201,27.5193,93.39
7,9.21212e-05,6.96034,31.4203,76.1438,53.1831,0.00878118,24.516,0.774535,83.5275,100
8,98.1187,2.66665,52.6393,43.5137,69.1425,100,0.00870356,100,92.0603,0.780829
9,0.00176517,3.08195,27.049,2.32966,2.28456,76.885,54.7823,10.9446,79.7743,4.14221
10,98.7828,0.0229195,55.5571,48.1499,71.119,3.92981,8.92768,15.5344,18.457,41.8439
11,61.5361,6.69367,30.0103,0.0277614,11.7533,81.1855,13.4924,87.7724,33.2875,0.111788
12,0.00296698,12.6017,3.22873,0.0582754,4.77651,60.3298,16.365,97.6104,4.71931,9.90327
13,0.444525,4.57364,0.801407,0.064826,75.6857,77.0296,0.922453,84.833,88.4811,6.57876
14,100,8.26765,16.0741,100,49.6761,100,0.0360753,10.7781,100,15.8492
15,19.4619,4.74476,21.1213,72.0979,28.8577,17.1075,0.507833,78.8946,9.19554,61.9887
16,1.13764,3.44377,31.8904,1.80122,14.828,77.0706,6.25422,4.37525,81.6053,100
17,4.68906,4.448,3.60235,25.7935,23.7964,24.3701,86.3932,84.7328,5.32984,100
18,0.242673,0.747017,5.16287,100,16.5383,100,1.79789,99.7703,10.656,17.2162
19,100,2.96575,0.972717,14.818,12.8819,0.297252,0.317311,99.6545,100,0.162923
20,26.2492,14.3864,16.5673,2.80842,2.71798,98.5323,78.9293,15.9329,8.03135,94.497
21,3.8222,0.0428514,46.7005,2.24837,79.4551,1.31439,17.7748,2.04899,95.5146,3.40966
22,94.0569,8.00192,33.4368,0.00424086,54.3771,4.06454,59.5328,35.3439,1.76282,0.571151
23,0.849784,3.55363,26.3492,67.3155,0.22686,0.330568,67.5495,1.63697,0.262639,100
24,84.1704,3.95886,0.000773508,0.352898,63.296,0.748239,73.6693,27.9818,45.3223,0.0794124
25,5.23824,2.87057,23.2524,63.7728,45.9891,5.86342,5.87725,0.321815,46.2842,0.299424
26,11.8073,3.37191,30.5414,9.4769,21.5734,0.181785,3.38228,86.7078,81.1399,0.397526
27,1.02045,3.35878,30.2394,66.1047,0.422062,77.065,44.2107,86.726,1.99514,14.3786
28,13.1255,2.88859,22.7539,63.6346,45.5366,8.14488,4.93896,87.5121,77.9462,4.02752
29,24.6722,0.0323297,85.8043,100,3.10335,5.57864,0.401676,2.1783,98.5592,100
30,13.4143,3.06784,27.2859,40.7458,41.4444,32.8185,2.79617,86.8266,2.33185,100
31,0.000656137,3.36719,7.55726,76.6046,100,0.262836,10.0965,100,39.1227,97.1224
32,94.1134,10.0153,50.2304,86.9437,2.44863,92.7765,73.7237,6.55106,0.662504,0.480292
33,0.0411085,13.8555,6.23334,91.6777,93.1425,92.5978,2.4116,0.443786,96.9732,11.2054
34,98.8187,12.8355,3.40482,0.00178794,100,0.953795,0.726151,42.9334,84.0148,5.21596
35,24.7894,14.3148,0.137472,60.1532,16.2147,0.102016,100,3.54,0.276121,95.5876
36,96.2925,0.0439117,64.0556,3.88053,0.611877,2.86209,79.9026,44.6979,0.0014299,12.8359
37,82.578,2.92504,23.2004,2.71832,46.0175,77.0332,0.636129,87.4692,78.1533,100
38,0.227553,0.289138,17.0197,100,100,100,3.15201,14.5401,13.4216,0.192206
39,87.5743,6.73797,2.32627,77.1232,80.7323,81.0002,10.717,87.4071,0.444201,5.94079
40,2.12598,4.37046,11.0094,7.91986,71.0119,77.0725,0.0149489,5.4193,0.00112851,20.1359
41,94.0969,10.4407,43.88,8.68642,4.23888,23.3872,72.4626,98.2779,89.77,100
42,36.2596,4.3954,8.25837,71.3106,7.86528,1.8353,83.529,20.6375,87.5661,100
43,90.4844,8.33046,43.9013,33.205,38.3961,88.4988,0.956776,94.0925,87.4426,41.2294
44,100,0.461456,1.03754,0.0017912,100,0.55896,1.6529,100,100,95.9622
45,0.0237883,0.00224884,68.3,98.8393,46.213,1.51782,7.61554,43.6686,3.83425,2.4304
46,30.3247,4.59919,12.5412,9.84566,1.45043,5.83787,1.55113,98.7171,7.4805,1.59445
47,97.6625,8.38403,69.19,2.1121,12.6178,6.53176,14.5001,100,95.0966,100
48,0.0369242,3.01627,24.9749,64.4402,47.8949,1.94879,0.171661,87.2373,5.33248,42.2266
49,0.461757,3.07345,26.6662,35.6925,0.587789,0.000292865,59.0687,0.910984,79.6202,3.13895
50,0.320622,0.0316564,69.3938,99.1227,1.39588,100,43.9304,79.3236,95.7598,16.5108
51,9.5962,9.28088,8.75981,0.504567,86.3923,5.94963,93.3538,2.99031,12.06,0.693637
52,26.0373,1.20068,72.7742,99.2202,28.3812,100,1.1929,34.5744,96.2851,100
53,99.6925,2.05113,83.3148,6.85244,16.3275,100,4.86413,100,17.2128,5.23159
54,7.37073,4.53697,16.0885,71.8936,27.3173,77.0051,28.4516,15.5194,19.6781,4.45923
55,1.93619,0.0153932,31.0232,33.046,0.00480417,100,27.537,0.657801,16.1873,90.9391
56,84.1742,3.99519,39.1686,1.84386,0.0159368,77.4098,0.359482,1.73576,0.348975,8.1417
57,46.0755,2.5229,17.2243,3.53928,39.0762,77.0459,47.4516,88.3483,9.403,0.0398446
58,0.222397,2.9228,23.2352,63.7847,46.06,76.3408,0.343233,48.6313,78.1673,0.45527
59,0.0529358,3.70118,35.5045,67.6496,2.44461,77.1984,0.808247,86.3661,82.8292,36.148
60,85.6422,5.24308,0.951807,1.30087,13.9762,77.4142,46.4779,84.6948,90.4578,3.35819
61,4.12714,4.15582,31.9303,0.039844,20.544,48.577,0.00251594,43.2936,1.07468,100
62,98.6584,1.3312,56.7693,14.9388,5.4678,100,75.4418,100,93.1069,4.46054
63,8.35063,2.9531,23.8467,31.6535,10.6075,1.59878,55.8299,2.94338,78.4416,0.0649869
64,2.15254,0.532974,1.26993,1.07443,100,8.25532,10.3257,0.336751,100,96.5979
65,85.0249,4.61779,0.00946044,72.4003,60.8553,3.701,18.0006,3.99226,89.0023,1.1389
66,2.65466,5.32357,26.6482,94.0046,70.806,100,74.739,100,92.401,85.2074
67,38.7556,5.88057,0.0113488,100,0.0600042,6.86548,45.7889,99.1014,100,1.06797
68,74.1949,11.6195,60.2829,88.247,0.000710162,93.8085,13.1281,2.57152,92.2711,78.9502
69,81.816,2.53514,16.9351,45.1188,38.7386,77.136,47.0481,88.4707,1.12452,100
70,0.0525494,2.89052,23.6808,63.9072,46.4715,76.9198,0.530834,0.431495,78.3618,67.9196
71,87.0678,5.93446,27.8127,2.13587,4.15942,82.2211,72.7323,89.5645,62.5708,0.329251
72,17.5004,1.03786,3.72104,100,1.3406,11.6896,0.0217392,13.8262,6.66788,86.4491
73,0.172493,0.688688,3.0498,22.5864,0.176589,21.2731,60.6503,99.7665,0.878864,42.2414
74,19.5348,9.7047,55.2273,82.5826,1.56095,54.0066,0.383213,1.68214,90.2665,93.7029
75,91.3244,9.88567,48.2184,4.87038,0.0125915,88.5368,27.0928,93.2379,90.8846,3.76525
76,91.4176,10.3388,14.6346,31.3649,78.9953,88.1133,9.78198,92.6287,92.0733,100
77,0.0384723,4.2831,28.2383,70.3962,0.488124,77.1635,20.1599,85.4776,86.2862,100
78,1.19316,0.0122041,41.9733,6.51454,60.9188,0.0174367,64.8096,20.3469,0.430757,1.11748
79,3.60189,13.7473,22.3355,20.8711,15.5908,90.6313,38.2088,0.047625,97.4073,98.1147
80,98.5085,1.82035,52.2256,0.76205,68.716,22.4279,0.864684,100,92.118,100
81,0.0166753,15.8139,1.56351,13.0795,77.813,14.8249,6.1679,94.3179,20.9561,45.8234
82,9.31148,0.064493,2.76649,0.16039,100,0.109365,0.134602,0.0741634,0.112417,94.4879
83,92.4957,10.6821,5.48695,85.3754,76.8174,90.4234,83.4653,94.3985,33.6414,100
84,100,9.6131,51.733,100,0.103586,84.5026,6.05684,99.3485,39.245,8.12709
85,82.0722,2.65397,19.173,62.2126,41.4123,77.024,33.1177,0.480683,11.4848,100
86,81.5404,2.375,17.0778,0.11438,38.8792,76.6853,47.3828,88.0705,74.9178,100
87,82.7432,2.99611,26.8804,64.783,5.91545,6.3424,59.3924,86.7653,4.24769,100
88,1.63166,0.107593,41.4324,92.1526,60.5762,100,64.4874,0.00138973,1.5272,100
89,2.0693,1.94464,59.8363,14.1453,2.25698,100,77.6627,0.382851,93.6966,2.07107
90,1.20015,17.4204,5.83243,100,0.772393,0.654897,1.62759,96.0367,100,89.027
91,2.79706,0.0787396,0.0188123,100,93.8738,29.0329,95.9262,100,99.6185,0.296959
92,9.73462,9.5826,0.180375,1.52315,100,7.20903,8.10195,0.10833,100,31.1343
93,97.6466,10.9738,4.62133,3.84428,87.5878,98.8024,91.5994,71.4695,0.112576,0.997046
94,86.4233,6.01896,0.0501982,1.01076,3.99766,77.2726,4.14471,83.7011,0.0860074,93.3896
95,99.0047,6.04027,2.28386,99.8261,91.3653,100,94.2625,100,80.7825,1.01413
96,7.62591,3.05548,42.2855,91.2148,45.3299,31.3194,65.5405,66.3762,89.2535,28.3007
97,91.8074,11.3917,1.15173,85.7636,25.8258,87.4793,97.6527,75.4101,2.02608,99.6464
98,91.1268,10.4401,0.0356728,0.121679,23.2964,0.374798,97.5384,0.213216,94.6357,1.76437
base,40.4256,9.79879,41.4187,43.1093,35.9359,43.2092,46.2488,53.0388,43.3119,57.2112
