real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018
1,63.9035,107.019,52.2711,46.1169,17.7685,10.4133,20.6569,60.9101,10.9722,40.9325
2,64.9444,106.709,54.3404,47.8129,17.7887,10.0596,20.6144,61.8259,10.6003,41.0045
3,65.3301,106.8,54.9661,48.3875,17.9153,10.0394,20.6871,62.1068,10.5753,41.1154
4,65.1717,109.07,53.5169,47.2376,18.2377,10.6931,21.114,62.0949,11.1784,41.6287
5,64.3645,111.116,51.4613,45.3711,18.1085,11.0181,21.3636,61.491,11.7561,42.0145
6,64.4449,105.238,54.0395,47.6869,17.8346,10.0389,20.4988,61.1831,10.5698,40.6848
7,65.1717,111.222,52.9754,46.6085,18.3478,10.5966,21.7697,61.5837,11.8214,42.4232
8,64.8353,111.754,51.9624,45.8935,18.3499,11.1456,21.5177,61.9051,11.8465,42.2611
9,64.7647,109.112,53.1052,46.911,18.1974,10.7044,21.1436,61.6548,11.3707,41.7057
10,65.6512,110.146,53.9222,47.4134,18.329,10.4888,21.5357,62.1439,11.3677,42.073
11,65.0201,106.296,54.6498,48.1251,17.8284,9.99276,20.5823,61.8094,10.5401,40.9494
12,64.7404,112.079,51.7378,45.5948,18.3652,11.0714,21.7419,61.6195,12.0218,42.4338
13,62.211,108.771,48.8804,43.2795,17.9074,11.0086,21.1315,59.2889,12.0358,41.3755
14,49.5711,84.7199,38.4813,34.8989,14.5039,9.00184,16.5471,47.3343,10.2484,34.2703
15,63.2042,110.363,49.9688,44.3307,18.1606,11.3315,21.2394,60.4829,12.0696,41.8083
16,65.0307,111.572,52.4623,46.343,18.4196,11.0917,21.5298,62.0647,11.8079,42.2947
17,65.0148,109.97,53.1336,46.7304,18.1261,10.529,21.3827,61.6959,11.4423,41.9471
18,60.3944,102.203,48.6346,43.2743,17.2952,10.2892,19.9304,57.4843,11.1343,39.5997
19,65.1116,107.441,54.3724,48.0324,18.2133,10.338,20.9584,61.7845,10.9881,41.399
20,65.9859,110.629,54.5068,47.9159,18.3431,10.4337,21.5712,62.4565,11.3751,42.2669
21,62.1836,110.314,48.1152,42.6185,18.0272,11.3129,21.3774,59.3657,12.3654,41.7169
22,64.4704,105.268,54.1203,47.5957,17.5238,9.83344,20.3238,61.3158,10.357,40.5617
23,64.5627,112.325,51.1457,45.0892,18.2344,11.2595,21.5232,61.8499,11.9172,42.2535
24,65.4467,110.32,53.506,47.1192,18.3989,10.5698,21.5613,61.9897,11.4959,42.1123
25,61.2866,104.091,49.105,43.5683,17.2585,10.5574,19.9271,58.8047,10.9818,39.8434
26,64.2555,108.343,52.4791,46.3428,17.9444,10.6258,20.8533,61.3355,11.1986,41.333
27,65.0471,110.015,53.1399,46.7192,18.0609,10.5152,21.3083,61.8058,11.3697,41.9003
28,65.3211,110.325,53.3473,47.1016,18.5737,10.7543,21.6432,61.8596,11.6648,42.1909
