real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018
1,63.9817,107.286,52.2846,46.125,17.8038,10.4446,20.7132,60.9774,11.0151,41.0102
2,65.2538,107.251,54.6274,48.0373,17.8663,10.078,20.7356,62.0845,10.6426,41.1802
3,65.7131,107.414,55.3465,48.6919,18.012,10.0573,20.8278,62.4253,10.6179,41.3205
4,65.2536,109.323,53.5422,47.256,18.2725,10.7213,21.1682,62.1646,11.2172,41.7032
5,64.3797,111.133,51.482,45.385,18.1128,11.0091,21.3765,61.4886,11.761,42.0267
6,64.7193,105.693,54.3045,47.8948,17.9,10.0508,20.6011,61.4113,10.6009,40.8338
7,65.1879,111.35,52.9471,46.5846,18.3611,10.6194,21.7913,61.605,11.8454,42.4555
8,64.8612,111.65,52.0547,45.9734,18.353,11.1151,21.5147,61.9012,11.8275,42.2498
9,64.8488,109.378,53.1367,46.9344,18.236,10.729,21.2061,61.7167,11.4172,41.7902
10,65.6319,110.22,53.8584,47.3601,18.3339,10.508,21.5471,62.1323,11.3897,42.0887
11,65.3538,106.837,54.9801,48.3927,17.9187,10.0118,20.7089,62.0839,10.5828,41.1328
12,64.7022,112.057,51.6832,45.5504,18.3622,11.0753,21.7395,61.5824,12.03,42.4262
13,64.2377,111.59,51.0255,45.0283,18.3444,11.1215,21.6804,61.1534,12.0855,42.2667
14,62.7158,105.321,51.3764,45.3641,17.5489,10.1681,20.5213,59.5167,11.0959,40.6149
15,63.7195,110.989,50.5586,44.8069,18.2649,11.3265,21.3788,60.9262,12.07,42.0232
16,65.0541,111.762,52.4268,46.3182,18.4537,11.1232,21.5776,62.0746,11.8587,42.3563
17,65.0281,110.131,53.0869,46.6893,18.1423,10.555,21.413,61.7113,11.4759,41.989
18,63.1116,106.392,51.3618,45.5001,17.9374,10.5119,20.7599,59.9696,11.3176,40.9191
19,65.412,108.018,54.6272,48.2331,18.2944,10.3723,21.0807,62.0457,11.0391,41.5793
20,65.3006,109.76,53.7517,47.3036,18.2126,10.4113,21.4094,61.8175,11.3871,41.995
21,62.6166,110.445,48.7785,43.1665,18.0821,11.2416,21.4215,59.729,12.2756,41.7987
22,64.9039,105.964,54.5474,47.9337,17.6265,9.85268,20.4775,61.6838,10.3992,40.7888
23,64.5962,112.303,51.2116,45.1426,18.2386,11.2427,21.5286,61.8649,11.9075,42.2567
24,65.426,110.412,53.4341,47.0669,18.416,10.5999,21.5795,61.975,11.5296,42.1371
25,57.7135,98.0145,45.8676,40.9119,16.3835,10.0444,18.8474,55.3215,10.6889,38.0672
26,64.3937,108.668,52.5772,46.4234,17.9991,10.6504,20.9333,61.4388,11.2483,41.4421
27,65.0725,110.197,53.1061,46.6892,18.0826,10.5414,21.3464,61.8274,11.4079,41.9519
28,65.3067,110.467,53.2641,47.0395,18.5959,10.7934,21.6698,61.8537,11.7077,42.2281
29,65.1969,110.187,53.2787,47.0433,18.2877,10.8274,21.2643,62.1546,11.4211,41.9412
30,66.0398,107.846,55.874,49.025,18.1231,9.71041,21.2619,62.076,10.8324,41.7187
31,65.0148,109.773,53.1705,46.9434,18.2405,10.7911,21.181,62.0512,11.3731,41.8166
32,62.9647,106.506,51.1512,45.3617,17.8226,10.6394,20.5747,60.091,11.2692,40.8358
33,64.8682,112.775,51.6209,45.6061,18.6547,11.26,21.9865,61.6381,12.2897,42.7122
34,58.2948,102.736,45.138,40.3878,17.0273,10.8587,19.8076,55.8637,11.7874,39.4814
35,55.8365,97.7469,43.1479,38.5697,16.0494,10.1747,18.7699,53.5648,11.1704,37.8904
36,45.2868,80.2552,33.2278,30.6052,13.8543,8.94739,15.8131,43.2173,10.6004,32.8478
37,65.836,107.01,55.5596,48.7424,18.0163,9.73195,21.0065,62.1269,10.5766,41.3192
38,64.5463,109.125,52.6895,46.5041,18.0622,10.7309,21.0492,61.5881,11.3324,41.6001
39,65.5052,107.645,54.9046,48.482,18.1887,10.3795,20.8455,62.3683,10.8088,41.3756
40,59.1013,101.168,47.1319,42.1158,17.1157,10.4415,19.6603,56.4258,11.3037,39.2538
41,64.9497,110.535,52.6999,46.4885,18.164,10.9709,21.1688,62.2315,11.4298,41.8759
42,64.5779,113.173,50.9248,44.891,18.4492,11.2574,21.9702,61.4265,12.3249,42.6924
43,65.3593,110.566,53.2554,46.9657,18.4462,10.712,21.5899,61.9241,11.5968,42.1691
44,64.9294,112.384,51.9981,45.9073,18.4766,11.2011,21.7648,61.855,12.0724,42.5493
45,65.8622,107.967,55.4002,48.6009,17.9715,9.89819,21.0476,62.302,10.7159,41.5351
46,65.3588,106.817,55.0675,48.4819,18.0152,9.94289,20.8489,61.879,10.6969,41.2473
47,65.4421,111.05,53.4017,46.8759,18.2348,10.496,21.6447,61.9921,11.5746,42.2911
48,64.772,112.458,51.6808,45.4519,18.2784,10.9475,21.8253,61.5312,12.0615,42.5421
49,65.0151,110.049,53.0447,46.8566,18.2494,10.8663,21.1741,62.1221,11.4056,41.8528
50,65.7311,110.376,53.938,47.3979,18.3078,10.4367,21.562,62.1827,11.3665,42.1218
51,65.6731,107.133,55.4739,48.8772,18.3123,9.92935,21.2213,61.7465,10.9325,41.5742
52,60.5927,104.896,47.7208,42.3367,17.2076,10.7037,20.0974,58.1406,11.3746,40.0191
53,65.1653,108.144,54.2851,47.8609,18.2229,10.2352,21.222,61.5609,11.1928,41.6857
54,65.8199,109.992,54.5335,47.9157,18.3009,10.3441,21.5115,62.2864,11.3109,42.1268
55,65.7823,112.065,53.2989,47.1113,18.6884,11.2017,21.6881,62.7445,11.7612,42.4797
56,66.1583,107.591,55.8965,49.1328,18.2753,9.90469,21.204,62.3668,10.7481,41.5871
57,65.4976,111.805,53.2336,46.7121,18.303,10.6135,21.798,62.0632,11.7453,42.5047
59,64.9765,109.942,53.0808,46.9214,18.309,10.8816,21.2488,61.9464,11.4846,41.9032
60,65.1788,110.914,53.1491,46.8485,18.4627,10.6798,21.767,61.5891,11.8421,42.4051
61,56.3851,96.0385,44.7623,39.9981,16.2548,9.73665,18.8436,53.5269,10.9159,37.7637
62,65.2129,110.98,53.0392,46.6579,18.2224,10.7346,21.4746,62.0916,11.5623,42.1619
63,65.2122,107.982,54.2025,47.7344,18.2089,10.2005,21.2314,61.5753,11.11,41.5938
64,65.6778,110.416,53.7968,47.3078,18.2955,10.5393,21.4863,62.278,11.3441,42.0681
65,63.9376,104.814,53.5041,47.0624,17.5042,9.73399,20.4111,60.5641,10.5318,40.5311
66,48.2618,82.2014,37.2907,34.0192,14.2415,8.86957,16.0528,46.1103,10.0762,33.505
67,64.3798,110.469,51.7368,45.9013,18.4983,11.2416,21.417,61.4085,11.8835,42.0186
68,39.9797,68.1127,29.8091,27.9101,12.3867,7.63635,13.7779,37.7408,9.57795,29.5491
69,64.5661,113.773,50.8633,44.909,18.6168,11.3671,22.1778,61.29,12.6063,42.9816
70,65.1606,109.767,53.1951,47.083,18.4776,10.9745,21.2623,62.1806,11.4267,41.8403
71,65.0629,109.858,53.2528,47.046,18.2796,10.8231,21.2241,62.0216,11.4202,41.8771
72,65.0004,111.341,52.3329,46.1442,18.4502,10.9485,21.7128,61.7133,11.8529,42.3061
73,65.0009,107.371,54.3664,47.836,18.0659,9.94545,21.1355,61.2688,11.0525,41.5006
74,66.1169,108.493,55.4642,48.8406,18.4588,10.172,21.3846,62.3846,11.0273,41.843
