real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018
1,63.8503,106.68,52.3284,46.1705,17.7262,10.3706,20.5789,60.8771,10.8999,40.8333
2,64.7134,106.271,54.1262,47.6589,17.7259,10.0747,20.4863,61.6864,10.5441,40.843
3,65.011,106.304,54.625,48.1223,17.8259,10.0606,20.5346,61.9051,10.5189,40.9201
4,65.0926,108.726,53.5328,47.2539,18.1873,10.6508,21.0318,62.0404,11.1088,41.5232
5,64.3971,111.183,51.4793,45.3921,18.1149,11.0437,21.3565,61.5559,11.7508,42.0206
6,64.5469,105.396,54.1281,47.7726,17.8556,10.085,20.4936,61.3405,10.557,40.7097
7,57.3752,98.446,45.5914,40.6083,16.5025,9.74383,19.3721,54.2416,11.226,38.5644
8,64.8291,112.065,51.8056,45.7496,18.3477,11.2131,21.5379,61.9627,11.8875,42.3083
9,64.7449,108.823,53.181,46.9789,18.1566,10.6751,21.0621,61.6756,11.2886,41.6089
10,65.6471,109.943,54.0029,47.4818,18.3106,10.4491,21.5023,62.1279,11.3241,42.0243
11,64.7941,105.937,54.405,47.9292,17.7508,10.0087,20.4581,61.6874,10.4842,40.7963
12,64.8082,112.132,51.8281,45.6684,18.372,11.068,21.7478,61.687,12.0101,42.4501
13,57.4105,102.283,43.7092,39.0669,16.8916,10.7929,19.8532,54.9025,11.9556,39.3026
14,54.0926,92.8639,42.3194,38.1148,15.6176,9.94276,17.7794,52.1163,10.6032,36.4862
15,62.4302,109.529,49.0288,43.5778,18.0123,11.3814,21.0285,59.8564,12.0823,41.4976
16,64.8634,110.99,52.4204,46.3027,18.3236,11.018,21.3946,61.9346,11.6959,42.1099
17,65.0457,109.751,53.2773,46.8536,18.1085,10.4855,21.3408,61.7201,11.3813,41.8937
18,58.7003,99.6681,46.8477,41.7969,16.84,10.1948,19.3421,56.0619,10.9616,38.7214
19,61.6746,101.721,51.1308,45.4204,17.3881,10.0021,19.8338,58.6333,10.6773,39.6396
20,47.0123,79.7171,36.3806,33.1444,13.7394,8.44551,15.6076,44.8267,9.82247,32.7833
21,61.6113,110.766,46.9691,41.6647,18.0049,11.5324,21.416,58.9321,12.6174,41.7538
22,64.4093,105.194,54.0285,47.5416,17.5082,9.88855,20.2574,61.349,10.3302,40.5016
23,64.5367,112.467,51.0393,45.0034,18.2389,11.3051,21.5293,61.8619,11.946,42.274
24,65.2763,109.81,53.4404,47.0562,18.3205,10.4936,21.465,61.8195,11.4202,41.9652
25,63.7878,108.067,51.4904,45.5384,17.8393,10.8873,20.6059,61.2774,11.1085,41.002
26,64.2375,108.103,52.5326,46.3871,17.8962,10.6063,20.7681,61.3763,11.1151,41.2378
27,65.0708,109.777,53.2755,46.8357,18.0369,10.4735,21.2557,61.834,11.3007,41.8355
28,65.4338,110.197,53.5858,47.2879,18.5565,10.6927,21.6213,61.9497,11.5937,42.1652
29,64.9541,109.396,53.1871,46.9657,18.1501,10.7514,21.0571,62.0028,11.2591,41.6718
30,65.7482,107.359,55.6001,48.8024,18.0512,9.6777,21.1676,61.805,10.8056,41.5698
31,64.9332,109.411,53.1646,46.9359,18.1631,10.7605,21.0598,62.045,11.2682,41.6742
32,60.7162,102.9,48.8984,43.5916,17.2754,10.5959,19.7145,58.2883,11.01,39.6096
33,64.7028,113.486,51.0453,45.1133,18.6814,11.4251,22.0845,61.5525,12.4798,42.8553
34,61.0727,110.362,46.3624,41.4027,17.9384,11.9642,20.986,58.9798,12.5772,41.4598
35,60.4719,108.687,45.9814,40.9118,17.4116,11.6108,20.4872,58.5758,12.1168,40.7975
36,57.5932,104.483,42.9638,38.477,17.1071,11.245,20.1381,55.2884,12.3413,39.7778
37,65.7288,106.829,55.4719,48.6621,17.9762,9.70383,20.9702,62.0219,10.5617,41.2647
38,64.177,108.156,52.4714,46.3506,17.9344,10.6734,20.8205,61.3107,11.1919,41.291
39,63.2119,103.908,52.6675,46.7167,17.6442,10.2726,20.0207,60.4239,10.5739,40.16
40,59.1658,102.977,46.31,41.527,17.2583,11.0902,19.6806,57.0706,11.5274,39.4871
41,61.813,105.463,49.6446,44.047,17.4125,10.7672,20.0947,59.4869,11.1366,40.2536
42,64.3433,113.52,50.3928,44.4394,18.4416,11.3678,22.0085,61.2588,12.4575,42.7439
43,60.9921,103.407,49.1058,43.5883,17.3946,10.2422,20.2243,57.8427,11.2423,39.9871
44,64.8462,113.012,51.575,45.5415,18.4957,11.3485,21.833,61.867,12.2048,42.6627
45,50.7931,83.6449,40.8021,36.8699,14.4092,8.70268,16.1253,48.7262,9.45533,33.9174
46,64.9361,106.153,54.6371,48.1456,17.9117,9.94318,20.6823,61.5516,10.6473,41.0156
47,66.7406,112.88,54.7604,47.9776,18.5056,10.5705,21.9908,63.1992,11.6012,42.8587
48,64.8222,113.021,51.5192,45.3129,18.3275,11.0518,21.9115,61.6202,12.1652,42.6755
49,64.7766,109.297,52.9403,46.7708,18.1166,10.8048,20.9686,61.9861,11.2487,41.5895
50,65.6481,109.903,54.0022,47.4448,18.245,10.3509,21.4772,62.0862,11.2771,41.995
51,65.4116,106.7,55.2331,48.6751,18.2392,9.89065,21.1362,61.5004,10.9056,41.4408
52,63.1252,110.384,49.4847,43.7885,17.923,11.3562,21.0014,60.7743,11.811,41.5203
53,64.9974,107.619,54.2265,47.823,18.159,10.1839,21.1126,61.4151,11.1154,41.5313
54,65.8203,109.669,54.6706,48.0334,18.2703,10.2861,21.4507,62.2801,11.2345,42.0443
55,65.6728,111.698,53.2759,47.0777,18.6084,11.1444,21.5938,62.6673,11.6805,42.3571
56,65.6628,106.777,55.4345,48.7417,18.1353,9.83186,21.0443,61.9036,10.6971,41.3352
57,64.6367,109.747,52.6991,46.2861,18.0428,10.3856,21.4315,61.2043,11.5393,41.9278
