real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018
1,218.071,451.76,158.092,130.829,61.9544,46.3681,82.1063,213.519,42.3189,138.328
2,85.4904,140.157,73.7973,63.7124,22.623,12.4972,26.683,81.5363,12.0059,50.971
3,85.2533,139.352,73.7761,63.745,22.5932,12.4192,26.5775,81.2433,11.9473,50.7944
4,219.227,453.709,159.197,131.833,62.4042,46.6483,82.5457,214.598,42.5362,138.99
5,105.533,183.352,88.21,75.2881,28.2547,16.839,34.473,101.142,15.7663,63.2802
6,102.759,167.661,90.2667,77.2778,26.9059,14.5487,31.9217,97.8009,13.2615,59.3336
7,143.465,330.522,87.5825,73.381,44.5425,37.7317,60.0261,142.148,37.3272,102.245
8,154.83,303.359,117.858,98.8903,43.3418,30.3012,55.7835,150.455,28.026,96.8091
9,91.5131,153.019,78.2935,67.461,24.5047,13.8983,29.131,87.2829,13.2858,54.7824
10,198.431,419.485,139.81,115.794,57.3939,43.6769,76.6275,194.083,41.1418,129.001
11,86.5733,141.486,75.0109,64.7374,22.878,12.5446,26.958,82.4939,12.0179,51.4167
12,147.438,320.78,98.3109,82.3064,44.0347,34.9642,58.5856,144.929,34.0262,100.32
13,40.0548,75.4081,26.8028,25.2031,12.7838,8.97174,14.8103,38.4969,10.9663,31.1496
14,164.774,365.449,107.501,89.7118,49.4495,40.6529,65.9993,163.209,38.5957,112.361
15,48.9248,86.9348,36.5112,33.3486,14.7846,9.63409,16.9637,46.8225,11.038,34.8187
16,164.199,364.425,107.155,89.3863,49.4545,40.25,66.1724,162.073,38.7861,112.338
17,189.839,405.913,131.643,109.124,55.2779,42.7804,73.9673,186.122,40.5299,124.852
18,166,366.842,108.79,90.7252,49.8777,40.4755,66.6084,163.858,38.754,112.995
19,29.8597,49.4777,21.2365,21.0267,9.86931,6.18505,10.3207,28.1681,8.39206,24.0902
20,31.6518,53.4706,22.4037,21.7197,10.0234,6.32294,10.9236,29.9261,8.53108,25.0804
21,61.6351,117.27,44.2566,39.3365,18.5132,12.7876,22.4408,59.3941,14.0056,43.2845
22,77.729,126.956,66.6016,57.8196,20.6515,11.4956,24.1975,74.1453,11.2555,46.9756
23,126.076,227.216,103.01,87.1868,34.0192,21.3048,42.2999,121.46,19.4602,75.6962
24,186.664,400.403,128.566,106.736,54.7491,42.4612,73.0722,182.993,40.3523,123.265
25,178.185,386.789,120.124,99.955,52.5283,42.0841,69.8873,176.015,39.3361,118.658
