real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018
1,63.8563,106.767,52.3013,46.1461,17.7367,10.3821,20.6,60.8769,10.9215,40.8589
2,64.7198,106.3,54.1301,47.6562,17.7299,10.0641,20.505,61.6699,10.5561,40.8602
3,65.0273,106.324,54.6512,48.1401,17.8336,10.0465,20.5552,61.8922,10.5293,40.9389
4,65.116,108.832,53.5276,47.2501,18.2054,10.6657,21.0587,62.0552,11.1326,41.5571
5,64.3899,111.166,51.4768,45.3881,18.1135,11.0359,21.3595,61.5384,11.7524,42.0199
6,64.47,105.273,54.0568,47.7111,17.8387,10.0674,20.4802,61.2511,10.557,40.6787
7,65.1177,111,52.9821,46.6151,18.3226,10.5628,21.7312,61.5246,11.7874,42.3645
8,64.8291,111.956,51.8564,45.7957,18.3465,11.1899,21.5291,61.9429,11.872,42.29
9,64.734,108.886,53.1406,46.9439,18.1649,10.6826,21.0819,61.6537,11.3126,41.6304
10,65.6838,110.063,54.0118,47.4882,18.3246,10.4651,21.5234,62.1661,11.3401,42.0568
11,64.7946,105.935,54.4139,47.9355,17.7576,9.99721,20.4738,61.6621,10.4952,40.8082
12,64.8072,112.147,51.8202,45.6618,18.3744,11.0706,21.7519,61.6845,12.0148,42.4545
13,58.6347,103.82,45.0772,40.1831,17.1413,10.8248,20.161,56.0127,11.951,39.8037
14,52.4872,90.1246,40.8728,36.9168,15.2314,9.6799,17.3277,50.4942,10.4889,35.7078
15,62.7141,109.854,49.3635,43.8471,18.0681,11.3714,21.1049,60.0944,12.0797,41.6132
16,64.987,111.289,52.501,46.3699,18.3703,11.0485,21.459,62.042,11.7365,42.2031
17,65.0418,109.829,53.238,46.8196,18.1153,10.4996,21.3557,61.7178,11.4008,41.9133
18,59.1389,100.332,47.3034,42.1753,16.9608,10.2254,19.495,56.4339,11.0081,38.9494
19,63.6386,104.95,52.9953,46.9273,17.8548,10.1975,20.4587,60.4505,10.8398,40.6276
20,51.31,86.6954,40.5052,36.5037,14.787,8.87695,16.9731,48.7884,10.1819,34.9401
21,61.7117,110.44,47.2764,41.9225,17.9889,11.4446,21.3708,58.9901,12.5205,41.69
22,64.3409,105.075,53.9725,47.4905,17.4925,9.86441,20.2496,61.2597,10.3313,40.4761
23,64.5471,112.421,51.0773,45.0342,18.2375,11.2899,21.5271,61.86,11.9359,42.2673
24,65.4462,110.157,53.5727,47.1669,18.3726,10.5297,21.5306,61.9823,11.4523,42.0683
25,63.3554,107.419,51.0614,45.1828,17.7427,10.8356,20.4977,60.8477,11.0967,40.8127
26,64.2357,108.167,52.5077,46.3664,17.9089,10.6121,20.7918,61.3579,11.1402,41.2635
27,65.0618,109.849,53.2315,46.7978,18.0439,10.4863,21.2717,61.8237,11.3222,41.855
28,65.3953,110.231,53.5082,47.2269,18.5607,10.7113,21.6269,61.9185,11.6153,42.1712
29,64.9768,109.518,53.178,46.9584,18.1714,10.7645,21.0915,62.0091,11.2905,41.7141
30,65.6957,107.276,55.5495,48.7613,18.0394,9.67229,21.1526,61.7548,10.8027,41.545
31,64.9233,109.444,53.1392,46.9153,18.1722,10.7639,21.0766,62.0215,11.2878,41.6905
32,60.7674,103.029,48.943,43.6209,17.3017,10.582,19.7722,58.2822,11.0467,39.6718
33,64.7754,113.352,51.2234,45.2654,18.6829,11.3861,22.0693,61.6016,12.4344,42.8344
34,60.2917,108.574,45.8511,40.9881,17.7114,11.7569,20.683,58.1771,12.4172,40.9671
35,59.4106,106.476,45.1921,40.2677,17.1219,11.3719,20.1119,57.4979,11.9478,40.1803
36,56.6188,102.371,42.2792,37.949,16.8666,11.0432,19.7801,54.3047,12.1848,39.1995
37,65.5996,106.619,55.346,48.5616,17.9486,9.69327,20.9312,61.9011,10.5532,41.201
38,64.2387,108.337,52.5007,46.3693,17.9574,10.6845,20.8636,61.3549,11.2204,41.3484
39,63.7548,104.791,53.1966,47.1353,17.7728,10.3004,20.2131,60.8885,10.6277,40.4455
40,58.2723,101.372,45.5429,40.8936,17.0401,10.9259,19.4208,56.1554,11.4504,39.039
41,62.5715,106.696,50.3795,44.6349,17.5945,10.82,20.3533,60.1548,11.2077,40.6459
42,64.4241,113.459,50.5521,44.5732,18.447,11.3395,22.0039,61.3206,12.4234,42.7395
43,62.4523,105.79,50.4995,44.7309,17.7561,10.4047,20.6827,59.2041,11.3657,40.7189
44,64.8843,112.886,51.6958,45.6456,18.4956,11.3156,21.8212,61.882,12.1735,42.6432
45,49.5762,81.626,39.6969,35.9399,14.1232,8.47734,15.8262,47.4419,9.39948,33.3648
46,64.9372,106.15,54.6439,48.1483,17.9126,9.93398,20.6901,61.5385,10.6509,41.0208
47,65.3677,110.714,53.4234,46.8907,18.1891,10.4384,21.5828,61.9112,11.5156,42.1995
48,64.8295,112.911,51.5792,45.3635,18.3195,11.0274,21.8955,61.6168,12.1402,42.6514
49,64.7925,109.402,52.9281,46.7604,18.1355,10.8142,21.0009,61.9836,11.2787,41.6277
50,65.7507,110.137,54.0714,47.502,18.2777,10.3771,21.5203,62.1864,11.3011,42.0625
51,65.3697,106.632,55.1916,48.6426,18.2314,9.88816,21.1242,61.461,10.9037,41.4208
52,62.7979,109.629,49.2731,43.6163,17.8286,11.2659,20.8769,60.4327,11.7448,41.3147
53,65.002,107.675,54.2112,47.8085,18.1648,10.1907,21.1256,61.4168,11.1285,41.5478
54,65.7738,109.658,54.599,47.9739,18.2655,10.2926,21.4488,62.2375,11.2464,42.038
55,65.6982,111.773,53.2862,47.0883,18.6242,11.154,21.6137,62.6845,11.6961,42.3829
56,65.8788,107.129,55.638,48.9104,18.1911,9.85931,21.1118,62.1065,10.7157,41.4427
57,65.7362,111.664,53.6907,47.091,18.3142,10.5308,21.788,62.2491,11.6488,42.4992
59,64.6953,109.177,52.9204,46.7912,18.1831,10.8182,21.0584,61.7456,11.3525,41.6477
60,65.2409,110.584,53.3889,47.0316,18.4139,10.5844,21.7054,61.6289,11.7341,42.3212
61,56.7678,97.5823,44.6029,39.9001,16.4454,10.1001,19.0205,54.1186,11.0941,38.0844
62,65.2523,110.83,53.1584,46.756,18.1993,10.7017,21.4312,62.142,11.5012,42.114
63,65.1715,107.637,54.2941,47.8067,18.1653,10.1299,21.1719,61.5176,11.0422,41.5082
64,65.6559,110.042,53.9172,47.4057,18.2505,10.4691,21.4153,62.2485,11.2584,41.9686
65,54.671,89.8953,44.4407,39.813,15.3305,9.10324,17.325,52.3422,9.73023,35.8004
66,60.1614,102.766,47.9487,42.769,17.1583,10.6713,19.6498,57.8072,11.0927,39.4705
67,64.3238,110.257,51.7329,45.9067,18.4702,11.2306,21.3584,61.3843,11.8407,41.9487
68,49.6114,85.7657,37.9528,34.5287,14.8654,9.17218,16.9969,47.0383,10.6889,34.6853
