real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018
1,50.4941,84.6366,39.9016,35.9983,14.4965,8.68623,16.543,48.089,9.88897,34.2775
2,62.7469,102.975,52.2958,46.1734,17.2519,9.84771,19.8654,59.8356,10.3753,39.85
3,62.3075,101.898,52.0567,46.0268,17.1788,9.75781,19.7081,59.3547,10.3141,39.5874
4,51.3238,86.0315,40.7026,36.7342,14.8324,8.89599,16.8637,48.8609,10.0539,34.7595
5,67.9685,117.124,54.7908,48.1067,18.9681,11.5196,22.4122,65.0253,12.0127,43.7677
6,63.162,103.147,52.827,46.7118,17.5168,9.93204,20.0593,60.0522,10.4478,40.0262
7,33.8868,61.1694,22.8154,22.079,11.0501,7.43051,12.3327,32.251,9.68715,27.2152
8,62.2668,108.423,49.15,43.5595,17.762,11.0108,20.8413,59.5734,11.8028,41.1705
9,65.4952,109.743,54.0085,47.6626,18.297,10.7262,21.2058,62.4247,11.2538,41.8792
10,50.2285,84.6952,39.5186,35.6448,14.5652,8.62472,16.7673,47.5429,10.1294,34.4232
11,62.7707,102.638,52.4826,46.3575,17.2577,9.78222,19.8305,59.7908,10.3225,39.7917
12,49.7598,87.6715,37.5574,34.0253,14.7865,9.35847,17.1905,47.4334,10.9142,35.0854
13,44.3065,84.4635,29.9037,27.6975,13.9689,9.88089,16.432,42.6793,11.7323,33.7259
14,48.3607,83.6141,36.8811,33.6355,14.2621,9.19785,16.1468,46.5319,10.2462,33.7572
15,54.1078,96.5947,40.8907,36.9096,16.1065,10.4929,18.6897,51.8774,11.6571,37.6191
16,44.972,78.1933,33.7368,31.0394,13.5784,8.60462,15.3971,42.9125,10.2016,32.3199
17,47.4086,80.6985,36.6913,33.3247,13.8813,8.40561,15.9463,44.9808,10.0152,33.1691
18,50.0991,85.8266,38.6664,35.0744,14.7824,9.14476,16.8254,47.7995,10.3906,34.5889
19,32.33,53.814,23.4368,22.8218,10.477,6.5456,11.0971,30.5652,8.62724,25.3594
20,33.9609,58.3654,24.099,23.0918,10.6658,6.82742,11.7871,32.219,8.93689,26.4673
21,61.2501,113.511,45.2169,40.1746,18.175,12.1359,21.8287,58.8187,13.3033,42.3582
22,64.284,105.007,53.8954,47.4421,17.4759,9.90429,20.194,61.28,10.3092,40.4256
23,67.2956,117.379,53.4521,46.977,18.9282,11.7376,22.3991,64.5614,12.2195,43.6992
24,50.0206,84.8331,39.0757,35.337,14.6426,8.7366,16.7833,47.4031,10.2483,34.4411
25,54.7929,93.0797,43.2064,38.7379,15.6549,9.66649,17.9179,52.5634,10.4252,36.5905
26,48.6984,82.4104,38.0042,34.4981,14.1747,8.65582,16.1017,46.4573,9.94678,33.5984
27,47.6533,81.0556,36.9175,33.5103,13.9069,8.42723,15.9669,45.2568,9.98682,33.2458
28,48.1153,81.7267,37.3797,34.0418,14.3298,8.61317,16.2872,45.5453,10.2281,33.6063
29,49.4365,83.6737,38.7056,35.1224,14.4399,8.79804,16.3917,47.0992,10.0851,34.0319
30,62.1596,101.508,52.1888,46.0292,17.2035,9.28925,20.0697,58.4247,10.5383,39.8014
31,48.0397,81.5711,37.3133,33.9758,14.1343,8.6765,15.9977,45.8341,10.0195,33.3869
32,54.899,93.2498,43.4621,39.1497,15.8409,9.91228,17.8775,52.8403,10.5075,36.6843
33,68.7362,121.621,54.1635,47.6141,19.7491,12.1863,23.5441,65.4959,13.0921,45.179
34,65.7197,121.023,49.4154,43.8331,19.2617,13.1144,22.8393,63.6562,13.544,44.424
35,63.366,116.038,47.5842,42.1784,18.3146,12.4694,21.7731,61.5157,12.8912,42.8263
36,60.6189,112.403,44.5397,39.6822,18.0359,12.1439,21.5278,58.3513,13.1886,41.952
37,62.4276,101.498,52.3537,46.1105,17.1761,9.32104,19.9708,58.8967,10.3243,39.6601
38,48.9427,82.8788,38.2452,34.7167,14.2908,8.74714,16.2353,46.6731,10.0307,33.7796
39,53.4006,87.925,43.342,39.144,15.3253,9.23259,17.0009,51.2187,9.83685,35.3183
40,52.044,91.8372,39.4106,35.8138,15.5312,10.2316,17.6443,50.2345,11.101,36.1334
41,48.3261,83.3389,36.9371,33.6394,14.1893,9.09561,16.0755,46.5295,10.1557,33.6596
42,69.0143,122.352,54.267,47.5796,19.6578,12.1476,23.6198,65.7678,13.062,45.314
43,50.6118,86.5729,39.2498,35.5176,14.8871,9.04538,17.0758,48.0262,10.4718,34.9031
44,62.3378,109.935,48.7499,43.211,17.9673,11.2555,21.2247,59.567,12.2255,41.658
45,48.8737,80.5218,38.988,35.4223,13.9775,8.53521,15.5258,46.9534,9.32005,32.9742
46,62.4505,102.11,52.2744,46.2212,17.3201,9.67085,19.9226,59.2098,10.4621,39.7928
47,35.585,62.5559,24.9877,23.7651,11.1928,7.26849,12.5619,33.8409,9.4057,27.6471
48,69.0381,120.641,55.1905,48.2916,19.3859,11.6751,23.3064,65.6647,12.6329,44.9163
49,48.0745,81.6239,37.3368,34.0125,14.1378,8.70339,15.9714,45.908,10.0034,33.3815
