real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017
0,61.623,102.766,50.3648,44.5594,17.1712,10.0239,19.8856,58.7018,10.6894
1,64.6736,105.799,54.302,47.7734,17.6798,9.8991,20.4827,61.4902,10.4903
2,62.5649,102.281,52.3562,46.2492,17.2544,9.70027,19.863,59.4571,10.3762
3,70.8072,117.766,59.0455,51.76,19.5283,11.2662,22.7055,67.4701,11.4602
4,57.2045,98.9367,44.9069,40.0298,16.3707,10.0875,19.133,54.6411,11.1342
5,65.4296,106.781,55.0287,48.4805,18.0499,10.1062,20.7974,62.0885,10.6315
6,61.6512,109.37,47.9411,42.457,17.8392,11.0047,21.3003,58.55,12.3935
7,65.634,112.357,53.0191,46.7563,18.4663,11.0907,21.6381,62.6291,11.7413
8,64.9352,110.047,52.9752,46.7932,18.2829,10.8621,21.2849,61.8838,11.5128
9,66.7306,111.813,54.9875,48.2799,18.5749,10.5869,21.8492,63.1584,11.4262
10,66.3392,108.454,55.8861,49.1302,18.1241,10.1567,20.9547,63.1029,10.6156
11,65.7452,112.911,53.0426,46.6641,18.5258,11.015,21.9134,62.5198,11.9147
12,60.5303,107.359,46.7076,41.4895,17.605,11.0978,20.8068,57.8247,12.1811
13,57.0209,98.7925,44.6137,39.9451,16.4015,10.4543,18.885,54.9058,11.0819
14,64.9259,111.465,52.3131,46.293,18.4212,11.2533,21.4257,62.107,11.7925
15,62.2009,110.271,48.3349,42.8924,17.9795,11.4029,21.1861,59.619,12.2868
16,59.8482,103.323,47.4732,42.0884,17.0499,10.2952,20.1055,56.9114,11.452
17,64.4235,111.855,51.0671,45.2113,18.4798,11.4256,21.5698,61.6409,12.0406
18,63.291,104.714,52.5356,46.5409,17.7824,10.2143,20.3964,60.1478,10.8765
19,57.1557,96.1655,46.0593,41.0288,16.136,9.54941,18.6809,54.4044,10.5556
20,61.3968,104.442,49.3385,43.6884,17.4659,10.3131,20.4144,58.3013,11.3192
21,64.9838,106.108,54.6014,47.9944,17.6405,9.91126,20.4574,61.8388,10.3824
22,63.605,112.11,49.671,43.8574,18.1137,11.3982,21.4592,61.0098,12.1433
23,61.585,101.042,51.1269,45.2193,17.2222,9.53743,19.9082,58.1377,10.558
24,60.67,100.97,49.4079,43.8707,16.9368,10.1264,19.3508,58.1721,10.4514
25,65.8773,110.661,54.1416,47.6925,18.2692,10.7559,21.2496,62.9166,11.2088
26,63.1147,109.863,50.0105,44.1133,17.8442,10.8834,21.2023,60.1715,11.8732
27,62.6599,105.527,51.0403,45.2066,17.868,10.3354,20.7499,59.3139,11.3508
28,63.9,106.371,52.7625,46.6315,17.7898,10.3519,20.5418,60.8964,10.9048
29,65.8405,107.507,55.6896,48.8747,18.0731,9.68558,21.1972,61.889,10.813
30,64.031,109.502,51.6561,45.6655,18.0878,10.924,21.0855,61.2154,11.5692
31,57.031,96.0342,45.7917,41.0719,16.3235,10.006,18.4555,54.7466,10.5519
32,59.4279,102.331,47.1686,41.9888,17.2044,10.3075,20.0742,56.3788,11.5367
33,56.4853,96.9323,44.586,40.0507,16.3588,10.2626,18.6517,54.223,10.9587
