real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017
0,61.5493,102.303,50.4429,44.6315,17.1155,9.96122,19.7853,58.6456,10.5948
1,65.4676,107.204,55.0029,48.345,17.8731,10.0198,20.7286,62.2696,10.5643
2,62.9559,102.916,52.7242,46.5444,17.3359,9.74355,19.9712,59.8399,10.3941
3,70.0843,116.299,58.477,51.2955,19.3018,11.1338,22.3982,66.8215,11.3104
4,57.3587,99.304,45.0006,40.1068,16.4152,10.1354,19.19,54.8087,11.1658
5,65.7609,107.347,55.3276,48.7287,18.1207,10.1677,20.8742,62.4472,10.6439
6,40.589,73.4293,28.6042,26.7432,12.7062,8.396,14.5837,38.6387,10.4542
7,65.5761,112.888,52.6832,46.4628,18.4791,11.2132,21.6926,62.656,11.8461
8,64.8775,109.157,53.2531,47.033,18.1917,10.7137,21.115,61.8175,11.3177
9,66.4044,110.785,54.889,48.2016,18.4465,10.4443,21.6648,62.8217,11.2866
10,66.273,108.35,55.8033,49.0656,18.09,10.179,20.892,63.1095,10.5804
11,65.9582,113.396,53.1858,46.7778,18.5834,11.0673,21.9942,62.7384,11.9556
12,52.93,96.3954,38.8963,35.1075,15.9125,10.5409,18.7061,50.7586,11.9203
13,55.4597,95.6715,43.3572,38.9532,15.9798,10.2255,18.2636,53.4844,10.8127
14,63.234,109.765,50.2378,44.5974,18.1101,11.3046,21.0574,60.6195,11.8854
15,58.468,101.618,45.8927,40.9361,16.8627,10.4729,19.6253,55.9346,11.4388
16,58.7024,99.6901,47.1485,41.8535,16.6291,9.82085,19.4696,55.7177,10.9822
17,60.4556,104.113,47.8239,42.5604,17.3745,10.7079,20.1151,57.8487,11.4203
18,51.9895,85.9353,41.9454,37.9446,15.0822,8.9393,16.8639,49.5137,9.94907
19,42.8257,72.4535,32.5812,30.0481,12.679,7.90428,14.2248,40.8955,9.38382
20,59.4436,104.622,46.0387,40.9486,17.2752,10.7709,20.3431,56.702,11.8944
21,65.1659,106.424,54.7555,48.13,17.6826,9.96425,20.4878,62.0605,10.3847
22,63.5062,111.552,49.7473,43.9296,18.0524,11.3195,21.3507,60.9132,12.0412
23,61.1663,101.092,50.4062,44.6088,17.1652,9.62996,19.8862,57.8052,10.6701
24,61.9387,103.64,50.3437,44.6289,17.2851,10.4054,19.8139,59.4449,10.6644
25,65.8776,110.27,54.2948,47.8233,18.2171,10.7003,21.1488,62.9515,11.095
26,61.8724,105.269,49.9379,44.0972,17.3299,10.2431,20.4009,58.8442,11.2166
27,62.8808,105.379,51.4729,45.5497,17.8529,10.236,20.7292,59.4877,11.2429
28,63.8581,106.467,52.6406,46.5209,17.7706,10.3841,20.53,60.9034,10.9133
29,65.5877,107.09,55.4505,48.6802,18.0116,9.65784,21.1169,61.6532,10.7914
30,63.4596,107.183,51.6911,45.7135,17.8067,10.6048,20.641,60.6514,11.1876
31,55.8941,94.2658,44.6588,40.13,16.0219,9.89894,18.0837,53.7351,10.4467
32,58.8443,103.269,45.7951,40.8302,17.2039,10.6122,20.1836,55.9709,11.8862
33,58.0139,102.75,44.5855,39.9936,16.9826,11.1004,19.6215,55.9302,11.7694
34,63.7046,116.633,47.8875,42.4239,18.3972,12.5137,21.8841,61.8348,12.9258
35,55.6298,98.855,42.135,37.8386,16.4211,10.5597,19.1235,53.3145,11.647
36,63.6638,103.488,53.5161,47.0641,17.4785,9.46905,20.3429,60.0705,10.4113
37,61.1154,102.047,50.0534,44.3792,17.102,10.0718,19.7254,58.3095,10.7239
38,56.4503,92.8022,46.2778,41.5315,16.0371,9.54393,17.9182,54.0853,10.0422
39,61.4726,110.03,47.0731,42.0591,18.0125,11.9782,20.8629,59.5256,12.3578
40,57.8938,99.969,45.5213,40.6868,16.5576,10.5437,19.0166,55.893,11.0253
41,57.6474,101.957,44.3468,39.5183,16.7843,10.4768,19.8625,54.8871,11.818
42,58.9249,99.2737,47.461,42.2379,16.8038,9.84678,19.4515,55.8628,10.8947
43,62.0029,105.815,49.9815,44.2651,17.587,10.4913,20.5583,58.9973,11.4288
44,49.8576,82.2362,39.8608,36.1137,14.1931,8.65092,15.8289,47.9003,9.39597
45,65.9206,107.755,55.5822,48.9078,18.1404,10.0347,20.991,62.4627,10.7231
46,65.0783,109.867,53.312,46.7915,18.0636,10.3166,21.4212,61.6229,11.3955
47,62.5835,108.94,49.583,43.7429,17.7614,10.7159,21.1623,59.4744,11.9073
48,68.0394,114.933,55.8766,49.1494,18.8793,11.2531,21.9566,65.1742,11.5123
49,63.9604,107.528,52.2313,45.9912,17.8665,10.2389,21.014,60.5317,11.2233
50,63.2569,103.191,53.181,47.0009,17.7215,9.65365,20.4733,59.475,10.7394
51,65.5973,116.687,50.8454,44.863,18.6931,12.0944,22.1009,63.2889,12.4757
52,66.0322,109.746,55.007,48.4529,18.43,10.403,21.4733,62.4617,11.2693
53,57.4657,95.5896,46.9382,41.7487,16.2591,9.27295,18.8379,54.3514,10.5222
54,55.1032,93.4743,43.7539,39.2867,15.9728,9.66016,18.263,52.5091,10.6957
55,64.8167,105.457,54.6561,48.0811,17.9006,9.70169,20.7933,61.0931,10.6365
56,66.2348,109.953,55.2572,48.391,18.2028,10.0555,21.5386,62.534,11.1319
57,61.3839,102.354,50.1605,44.5072,17.284,10.1796,19.8325,58.5767,10.7513
58,62.1776,104.112,50.9369,45.1652,17.4715,10.321,20.1256,59.3122,10.9339
59,66.3038,111.399,54.7912,48.1611,18.5526,10.4913,21.8718,62.5757,11.5913
60,57.8522,99.2532,45.6503,40.7645,16.6822,10.2401,19.2896,55.2105,11.1238
61,65.7439,109.996,54.3267,47.7198,18.1564,10.4129,21.3084,62.5008,11.1671
62,67.2418,110.64,56.4449,49.5504,18.6074,10.258,21.7452,63.4356,11.1117
63,65.0249,108.55,53.5137,47.0773,18.0518,10.3043,21.1397,61.6379,11.1005
64,56.1928,92.2496,45.9066,41.033,15.6618,9.3222,17.6824,53.9104,9.76387
65,61.3399,104.804,48.9923,43.5896,17.3822,10.8299,19.9619,59.0192,11.141
66,66.5357,112.607,54.3727,48.0741,18.8793,11.2284,21.8186,63.4055,11.7219
67,49.3006,84.5662,37.9433,34.5255,14.7241,8.99357,16.7855,46.7016,10.5062
68,58.2282,105.75,43.8331,39.1317,17.2713,11.1205,20.581,55.5038,12.6012
69,64.3378,107.722,52.72,46.6736,18.1529,10.7179,20.8476,61.4116,11.158
70,66.0954,110.186,54.7706,48.2818,18.335,10.6996,21.2185,63.0594,11.1125
71,63.3784,109.179,50.5825,44.7024,18.0899,10.8562,21.2835,60.2272,11.8236
72,40.514,67.7621,30.9401,28.7738,12.2796,7.34426,13.6728,38.2409,9.27181
73,49.4523,81.162,39.6382,35.8665,14.3387,8.22918,16.1806,46.7332,9.62597
74,64.3572,115.52,49.7642,43.9165,18.6309,11.6812,22.3944,61.2615,12.9686
75,63.1437,111.426,49.4356,43.6549,18.1542,11.1693,21.6753,60.0356,12.3885
76,65.0529,120.795,48.4408,42.9583,19.1759,13.084,22.9001,62.8974,13.7361
77,63.593,107.037,52.0654,45.9975,18.011,10.3117,21.0699,60.0492,11.4306
78,59.0324,96.1982,48.9615,43.4309,16.3287,9.24181,18.6905,56.1631,9.96158
79,62.5736,117.522,45.7826,40.6053,18.5864,12.6151,22.5053,60.1585,13.7953
80,62.8049,104.581,51.7544,45.7047,17.4161,10.0953,20.2252,59.8029,10.7794
81,56.2442,106.287,40.1074,36.0672,16.9293,11.9458,20.1285,54.6145,12.943
82,46.7105,76.5965,37.0777,33.8129,13.344,8.17083,14.7269,45.0006,8.98677
83,62.7669,110.513,48.9673,43.6437,18.336,11.7271,21.2233,60.3103,12.2655
84,66.9619,118.9,52.6308,46.3728,19.3614,11.9291,23.1263,63.6498,13.0929
85,65.4424,110.68,53.3023,47.1065,18.4453,11.0414,21.3207,62.5683,11.4476
86,65.048,108.558,53.5347,47.2602,18.1749,10.6346,21.0022,62.0049,11.0863
87,63.7696,107.867,51.7754,45.7439,18.0559,10.5253,21.0654,60.5062,11.43
88,61.7125,100.877,51.4768,45.7009,17.3292,9.81986,19.711,58.607,10.4746
89,67.4804,112.28,56.0872,49.1771,18.6786,10.4724,21.9791,63.7623,11.3347
90,55.8029,102.512,41.2049,36.9648,16.7132,10.9552,19.9311,53.253,12.5453
91,63.4119,103.587,52.8689,46.9774,17.7601,10.3427,19.9795,60.6029,10.4638
92,61.5639,110.828,46.8248,41.5909,17.6894,11.8196,20.8571,59.6587,12.2563
93,63.671,117.133,47.5801,42.2462,18.7278,12.6788,22.2269,61.5907,13.2778
94,39.5013,69.9187,28.1879,26.4499,12.3117,8.10978,13.8664,37.7736,9.92016
95,61.8687,107.552,48.7566,43.5084,18.001,11.3543,20.7079,59.3512,11.8787
96,62.2281,104.504,50.783,45.0347,17.6339,10.2947,20.3868,59.0818,11.1358
97,57.6026,101.458,44.3276,39.8169,17.0976,10.8916,19.7091,55.1438,11.8274
98,58.0529,102.14,44.6893,39.8062,16.7453,10.5856,19.692,55.5611,11.564
99,66.0922,110.236,54.6184,48.0106,18.4301,10.4338,21.5745,62.5625,11.2826
