real_name,scale_dl,scale_din,gemc,gdwc,femc,fdwc,cemc,cdwc,oemc,odwc
0,0.2226765595415,0.02700879874,0.1234143849,0.013422851210000001,0.23160302588500004,2.3730638e-05,0.39551789885,0.02487649861,0.8521010116,0.0047827876
1,0.0163990095415,0.00152701874,0.35234688490000005,0.004895691210000001,0.289733025885,0.000576631938,0.01984929885,0.09626359861,0.0,0.0037198476000000003
2,0.0020747195415,0.0,0.3227368849000001,0.03627895120999999,0.29018102588500005,0.005825196938000001,0.01379389885,0.09740449861,0.11469501160000001,0.024621327600000003
3,0.49999955954150005,0.025396398740000003,0.1675433849,0.01146675121,0.29668252588500005,0.097742946938,0.48431639884999994,0.03453699861,0.8556640115999999,0.19385452760000002
4,0.3179530595415,0.05756839874,0.16224288490000002,0.0039816012100000004,0.211138525885,4.815043800000001e-05,0.07604689885,0.09999859861,0.7979140116,0.0129427076
5,0.0001841040415,0.00127073874,0.23727888490000001,1.310261e-05,0.23040102588500003,0.099999546938,0.32320189885,0.09999859861,0.7647480115999999,0.0003058516
6,0.41111255954150006,0.09020239874000001,0.2952033849,0.09999735121000002,0.000995765885,0.000628124938,0.00233077385,0.04559599861000001,0.9999880116,0.11071712759999999
7,0.0,0.05350089874,0.21223738490000002,0.09043665121000001,0.268352525885,9.149588e-06,0.14583789885,0.0007744626100000001,0.8273070116,0.19845872760000002
8,0.49999955954150005,0.03948609874,0.2577358849,0.05061975121,0.298821025885,0.099999546938,1.2124500000000004e-05,0.09999859861,0.9999880116,0.0016223236000000004
9,1.12636415e-05,0.03512559874,0.2370033849,0.0024402312100000006,0.017287475885,0.099999546938,0.49996739884999997,0.009719498610000002,0.9669590116000001,0.0075331875999999996
10,0.49999955954150005,0.00037219374,0.3280903849,0.05642135121,0.334690525885,0.005332316938000001,0.05326089885,0.01615559861,0.22435601160000002,0.09017392760000001
11,0.3846265595415,0.05927769874,0.3044358849,2.835621e-05,0.095739525885,0.099999546938,0.16069539885,0.07296969861000001,0.42728401159999996,0.00011552059999999998
12,1.5678041499999998e-05,0.09154209874000001,0.14554038489999999,9.854121e-05,0.052665525884999995,0.099999546938,0.35282589885,0.06646109861,0.1193230116,0.013125127600000001
13,0.0024940795415,0.05646119874,0.049872534899999994,0.00012346521,0.45216352588500003,0.099999546938,0.019787148850000002,0.061673098610000004,0.9999880116,0.008855287600000001
14,0.4533700595415,0.053353898739999996,0.19627838490000002,0.09999735121000002,0.375254025885,0.099999546938,0.00033109285,0.009428058610000001,0.9999880116,0.026252527600000006
15,0.15402705954149998,0.08842729874000002,0.21024388490000004,0.07369525121000002,0.24102202588500002,0.034266946938000004,0.00745244885,0.05990299861000001,0.15413401159999998,0.1126103276
16,0.008545409541500001,0.05901389874,0.2448023849,0.00184857121,0.09929952588499999,0.099999546938,0.07106139885,0.00367571861,0.9999880116,0.19027832760000002
17,0.030606259541499998,0.07200429874,0.0870733849,0.03786245121,0.19764502588500002,0.07851584693800001,0.49925789884999994,0.06471639861,0.11603901159999999,0.1518707276
18,0.0021812145415,0.01204599874,0.27318138490000005,0.09999735121000002,0.27980602588500003,0.099999546938,0.08408089885,0.05632609861,0.37631301159999997,0.0235053276
19,0.3723280595415,0.02874929874,0.20437138490000004,0.034240651209999994,0.24112352588500002,0.0024402469380000002,0.01698434885,0.05455709861,0.9999880116,0.0001014534
20,0.09786155954149998,0.04837519874,0.1820273849,0.003991791210000001,0.015611725885,0.099999546938,0.49996739884999997,0.01524209861,0.0828558116,0.15178752760000003
21,0.0183558595415,0.00042043774,0.2649213849,0.00272416121,0.348369025885,0.001515886938,0.09144139885,0.0021259686100000004,0.9999880116,0.006889287600000001
22,0.4502750595415,0.08784189874000001,0.1550813849,2.2286099999999996e-06,0.209191525885,0.004338446938,0.26259889885,0.03760459861000001,0.0171673116,0.0011314956000000001
23,0.0036658945415,0.00960920874,0.2505233849,0.07820095121000001,0.0015687508850000002,0.00030314593800000005,0.49996739884999997,0.00146674861,0.0022658815999999997,0.1642393276
24,0.40753905954150005,0.022670098740000002,0.0,0.00045218921,0.40270602588500004,0.000983313938,0.49996739884999997,0.02591629861,0.5040710116,5.904220000000001e-05
25,0.034757259541499996,0.03083819874,0.2395798849,0.06926695121000001,0.367839525885,0.008292826937999999,0.06948439885,0.00027968761,0.5861950116,0.0004597816
26,0.0960195595415,0.07133929874,0.2525138849,0.00976382121,0.154768525885,0.000327763938,0.04388064885,0.07217419861,0.9999880116,0.0007106096
27,0.006802559541500001,0.036586598740000004,0.23696538490000002,0.06862645121,0.0028427758849999996,0.099999546938,0.45151739885,0.07673739861000001,0.023847411600000003,0.027208727600000007
28,0.07515455954150001,0.01929469874,0.23175038490000002,0.07124105121,0.35462202588499997,0.010136346938,0.05232239885,0.07670019861,0.8758970116,0.0067593876
29,0.1329400595415,0.00038881074000000004,0.4755503849,0.09999735121000002,0.014737625885000001,0.006796016938000001,0.00231560885,0.00227988861,0.9999880116,0.19992272760000002
30,0.1009380595415,0.049647798740000006,0.25472588490000003,0.04361075121,0.30007802588500004,0.05445804693800001,0.03499024885,0.07434369861000001,0.0332040116,0.19031252760000003
31,2.8496114999999996e-06,0.02666989874,0.0689503849,0.09392365121000001,0.482171525885,0.000382359938,0.07545789885000001,0.09297129861000002,0.5059010116,0.1768971276
32,0.35649605954150004,0.05633159874,0.23849938490000003,0.09999735121000002,0.009082725885,0.089468446938,0.26917939885,0.007122348610000002,0.0056030516,0.0008652976
