iteration,total_runs,obs_realization,par_realization,din,all_params
2,380,6,6,13.3237,0.617511
2,380,7,7,4.75393,0.370329
2,380,8,8,4.54929,0.0533796
2,380,9,9,4.64922,0.846996
2,380,10,10,4.78819,0.0240389
2,380,11,11,4.47889,0.460204
2,380,12,12,7.31898,0.201598
2,380,13,13,5.14377,0.635802
2,380,14,14,4.43582,0.0866196
2,380,15,15,5.66371,0.590875
2,380,16,16,5.27178,0.77906
2,380,17,17,4.7901,0.587673
2,380,18,18,9.68097,0.456683
2,380,19,19,11.6377,0.410726
2,380,20,20,4.51386,0.036759
2,380,21,21,4.6115,0.0199959
2,380,22,22,4.59637,0.226005
2,380,23,23,4.491,0.953511
2,380,24,24,4.51258,0.773831
2,380,25,25,4.62095,0.907082
2,380,26,26,4.80968,0.751816
2,380,27,27,4.43393,0.830191
2,380,28,28,4.49099,0.985683
2,380,29,29,4.71213,0.000555243
2,380,30,30,4.48573,0.825288
2,380,31,31,5.003,0.0110969
2,380,32,32,4.43079,0.203794
2,380,33,33,4.5051,0.114018
2,380,34,34,4.98614,0.00398985
2,380,35,35,4.64537,0.0451795
2,380,36,36,4.57739,0.0169555
2,380,37,37,4.55913,0.987156
2,380,38,38,5.08847,0.0179922
2,380,39,39,4.49113,0.352341
2,380,40,40,4.85747,0.621368
2,380,41,41,4.49269,0.219206
2,380,42,42,4.85216,0.697032
2,380,43,43,4.45332,0.351102
2,380,44,44,6.56672,0.0526387
2,380,45,45,4.56798,0.0149412
2,380,46,46,8.48169,0.515952
2,380,47,47,4.55774,0.0571848
2,380,48,48,4.76936,0.806404
2,380,49,49,4.4755,0.81289
2,380,50,50,4.51782,0.0107479
2,380,51,51,4.96784,0.0228019
2,380,52,52,4.85386,0.00604908
2,380,53,53,4.7293,0.0239449
2,380,54,54,5.72332,0.705653
2,380,55,55,4.51688,0.262981
2,380,56,56,4.49981,0.900711
2,380,57,57,4.46732,1.06691
2,380,58,58,4.49119,0.954185
2,380,59,59,4.5044,0.789256
2,380,60,60,4.80302,0.641176
2,380,61,61,4.51604,0.806049
2,380,62,62,4.50564,0.0425001
2,380,63,63,4.59507,0.884935
2,380,64,64,5.63931,0.11573
2,380,65,65,4.54015,0.645969
2,380,66,66,4.42026,0.0937705
2,380,67,67,6.53819,0.202074
2,380,68,68,4.50311,0.149267
2,380,69,69,4.55571,0.990524
2,380,70,70,4.61051,0.964673
2,380,71,71,4.43318,0.451326
2,380,72,72,16.7499,0.563609
2,380,73,73,8.27718,0.373271
2,380,74,74,4.58422,0.183993
2,380,75,75,4.53056,0.211291
2,380,76,76,4.8428,0.160087
2,380,77,77,4.68391,0.73278
2,380,78,78,4.92613,0.138066
2,380,79,79,4.84401,0.0717964
2,380,80,80,4.51035,0.0575705
2,380,81,81,4.79357,0.0475172
2,380,82,82,7.7888,0.0536802
2,380,83,83,4.59892,0.187821
2,380,84,84,4.57159,0.0384249
2,380,85,85,4.53811,0.874426
2,380,86,86,4.64377,1.02517
2,380,87,87,4.42596,0.78469
2,380,88,88,4.77098,0.154742
2,380,89,89,4.83981,0.0249072
2,380,90,90,5.97353,0.12308
2,380,91,91,4.48979,0.000254638
2,380,92,92,4.60876,0.0110954
2,380,93,93,4.95879,0.0526495
2,380,94,94,13.5935,0.745545
2,380,95,95,4.40197,0.0258225
2,380,96,96,4.43908,0.149147
2,380,97,97,4.45935,0.213659
2,380,98,98,4.55928,0.226663
2,380,99,99,4.69545,0.0011472
3,520,0,0,4.51043,1.07781
3,520,1,1,4.71801,0.0654063
3,520,2,2,4.54967,0.0693452
3,520,3,3,5.39121,1.01129
3,520,4,4,4.64473,0.199379
3,520,5,5,4.69076,0.0909168
3,520,6,6,9.55845,0.936846
3,520,7,7,4.74452,0.37885
3,520,8,8,4.60338,0.0480381
3,520,9,9,4.75237,0.812762
3,520,10,10,4.7954,0.0230925
3,520,11,11,4.77075,0.475347
3,520,12,12,5.16119,0.527913
3,520,13,13,4.94775,0.650575
3,520,14,14,4.51462,0.13656
3,520,15,15,4.51791,0.558189
3,520,16,16,4.54716,0.691789
3,520,17,17,4.50195,0.550043
3,520,18,18,5.62866,0.992584
3,520,19,19,8.92141,1.00719
3,520,20,20,4.4665,0.0739108
3,520,21,21,4.71908,0.014666
3,520,22,22,4.6293,0.220066
3,520,23,23,4.46556,1.05059
3,520,24,24,4.51408,0.802132
3,520,25,25,4.7547,0.871766
3,520,26,26,4.49581,0.656661
3,520,27,27,4.42061,0.791819
3,520,28,28,4.55386,0.985173
3,520,29,29,4.67027,0.00183193
3,520,30,30,4.52808,0.752294
3,520,31,31,4.83612,0.0301563
3,520,32,32,4.4495,0.22493
3,520,33,33,4.53011,0.159052
3,520,34,34,4.88718,0.0108363
3,520,35,35,4.76526,0.108214
3,520,36,36,4.56748,0.020937
3,520,37,37,4.48642,0.976734
3,520,38,38,4.83048,0.038695
3,520,39,39,4.50649,0.319812
3,520,40,40,4.60591,0.572139
3,520,41,41,4.57351,0.247017
3,520,42,42,4.5094,0.714679
3,520,43,43,4.44609,0.412309
3,520,44,44,6.34296,0.19046
3,520,45,45,4.71269,0.0114568
3,520,46,46,4.6629,1.16297
3,520,47,47,4.51899,0.0640191
3,520,48,48,5.07902,0.731329
3,520,49,49,4.54313,0.736128
3,520,50,50,4.45623,0.0219639
3,520,51,51,4.93152,0.0218933
3,520,52,52,4.68353,0.0160329
3,520,53,53,4.67953,0.0227648
3,520,54,54,4.90288,0.703582
3,520,55,55,4.59128,0.308336
3,520,56,56,4.76716,0.979046
3,520,57,57,4.46099,1.02642
3,520,58,58,4.46416,0.922809
3,520,59,59,4.72708,0.770707
3,520,60,60,4.56348,0.659768
3,520,61,61,4.73178,0.851776
3,520,62,62,4.82884,0.0315227
3,520,63,63,4.62942,0.842455
3,520,64,64,4.96616,0.322884
3,520,65,65,4.47714,0.654985
3,520,66,66,4.74601,0.0745594
3,520,67,67,6.19684,0.33672
3,520,68,68,4.52757,0.17398
3,520,69,69,4.53215,0.926252
3,520,70,70,4.74758,0.972411
3,520,71,71,4.49499,0.429983
3,520,72,72,10.1126,1.61873
3,520,73,73,6.43829,0.829674
3,520,74,74,4.73323,0.173348
3,520,75,75,4.55234,0.218643
3,520,76,76,4.98771,0.14977
3,520,77,77,4.45758,0.740528
3,520,78,78,4.66953,0.112218
3,520,79,79,4.86321,0.0714483
3,520,80,80,4.52653,0.0498727
3,520,81,81,4.82586,0.0564013
3,520,82,82,7.48544,0.194607
3,520,83,83,4.4754,0.21304
3,520,84,84,5.01227,0.0569812
3,520,85,85,4.65915,0.767332
3,520,86,86,4.61469,0.971931
3,520,87,87,4.49455,0.686979
3,520,88,88,4.45965,0.116731
3,520,89,89,4.89466,0.0275948
3,520,90,90,5.31462,0.362551
3,520,91,91,4.49681,0.000452022
3,520,92,92,4.63244,0.0367474
3,520,93,93,4.83971,0.064064
3,520,94,94,10.2894,1.19263
3,520,95,95,4.40302,0.0254998
3,520,96,96,4.42493,0.129515
3,520,97,97,4.49424,0.253545
3,520,98,98,4.58852,0.254393
3,520,99,99,4.70399,0.00217263
4,565,0,0,4.51043,1.07781
4,565,1,1,4.71801,0.0654063
4,565,2,2,4.54967,0.0693452
4,565,3,3,5.39121,1.01129
4,565,4,4,4.64473,0.199379
4,565,5,5,4.69076,0.0909168
4,565,6,6,9.55845,0.936846
4,565,7,7,4.74452,0.37885
4,565,8,8,4.60338,0.0480381
4,565,9,9,4.75237,0.812762
4,565,10,10,4.7954,0.0230925
4,565,11,11,4.77075,0.475347
4,565,12,12,5.16119,0.527913
4,565,13,13,4.86145,0.703132
4,565,14,14,4.51462,0.13656
4,565,15,15,4.51791,0.558189
4,565,16,16,4.54716,0.691789
4,565,17,17,4.43621,0.558552
4,565,18,18,5.62866,0.992584
4,565,19,19,8.92141,1.00719
4,565,20,20,4.4665,0.0739108
4,565,21,21,4.71908,0.014666
4,565,22,22,4.6293,0.220066
4,565,23,23,4.46556,1.05059
4,565,24,24,4.51408,0.802132
4,565,25,25,4.7547,0.871766
4,565,26,26,4.49581,0.656661
4,565,27,27,4.42061,0.791819
4,565,28,28,4.55386,0.985173
4,565,29,29,4.67027,0.00183193
4,565,30,30,4.52808,0.752294
4,565,31,31,4.83612,0.0301563
4,565,32,32,4.4495,0.22493
4,565,33,33,4.53011,0.159052
4,565,34,34,4.88718,0.0108363
4,565,35,35,4.76526,0.108214
4,565,36,36,4.56748,0.020937
4,565,37,37,4.48642,0.976734
4,565,38,38,4.83048,0.038695
4,565,39,39,4.50649,0.319812
4,565,40,40,4.60591,0.572139
4,565,41,41,4.57351,0.247017
4,565,42,42,4.5094,0.714679
4,565,43,43,4.44609,0.412309
4,565,44,44,6.34296,0.19046
4,565,45,45,4.71269,0.0114568
4,565,46,46,4.6629,1.16297
4,565,47,47,4.51899,0.0640191
4,565,48,48,5.07902,0.731329
4,565,49,49,4.54313,0.736128
4,565,50,50,4.45623,0.0219639
4,565,51,51,4.93152,0.0218933
4,565,52,52,4.68353,0.0160329
4,565,53,53,4.67953,0.0227648
4,565,54,54,4.90288,0.703582
4,565,55,55,4.59128,0.308336
4,565,56,56,4.76716,0.979046
4,565,57,57,4.46099,1.02642
4,565,58,58,4.46416,0.922809
4,565,59,59,4.72708,0.770707
4,565,60,60,4.56348,0.659768
4,565,61,61,4.73178,0.851776
4,565,62,62,4.82884,0.0315227
4,565,63,63,4.62942,0.842455
4,565,64,64,4.96616,0.322884
4,565,65,65,4.47714,0.654985
4,565,66,66,4.74601,0.0745594
4,565,67,67,6.19684,0.33672
4,565,68,68,4.52757,0.17398
4,565,69,69,4.53215,0.926252
4,565,70,70,4.74758,0.972411
4,565,71,71,4.49499,0.429983
4,565,72,72,10.1126,1.61873
4,565,73,73,6.43829,0.829674
4,565,74,74,4.73323,0.173348
4,565,75,75,4.55234,0.218643
4,565,76,76,5.0968,0.14493
4,565,77,77,4.45758,0.740528
4,565,78,78,4.66953,0.112218
4,565,79,79,4.86321,0.0714483
4,565,80,80,4.52459,0.049471
4,565,81,81,4.82586,0.0564013
4,565,82,82,7.48544,0.194607
4,565,83,83,4.4754,0.21304
4,565,84,84,5.01227,0.0569812
4,565,85,85,4.65915,0.767332
4,565,86,86,4.61469,0.971931
4,565,87,87,4.49455,0.686979
4,565,88,88,4.45965,0.116731
4,565,89,89,4.89466,0.0275948
4,565,90,90,4.73351,0.614691
4,565,91,91,4.49681,0.000452022
4,565,92,92,4.63244,0.0367474
4,565,93,93,4.83971,0.064064
4,565,94,94,10.2894,1.19263
4,565,95,95,4.40302,0.0254998
4,565,96,96,4.42493,0.129515
4,565,97,97,4.49424,0.253545
4,565,98,98,4.58852,0.254393
4,565,99,99,4.70399,0.00217263
5,705,0,0,4.50803,1.05616
5,705,1,1,4.66539,0.0865122
5,705,2,2,4.54351,0.0855261
5,705,3,3,5.51666,0.982589
5,705,4,4,4.65321,0.199875
5,705,5,5,4.66,0.0938355
5,705,6,6,6.41898,1.2961
5,705,7,7,4.73974,0.38669
5,705,8,8,4.60626,0.0483177
5,705,9,9,4.78141,0.787925
5,705,10,10,4.79417,0.0258629
5,705,11,11,4.7436,0.476184
5,705,12,12,4.70293,0.704861
5,705,13,13,4.75244,0.773206
5,705,14,14,4.58302,0.158568
5,705,15,15,4.45522,0.528738
5,705,16,16,4.5001,0.641289
5,705,17,17,4.4477,0.573802
5,705,18,18,4.52781,1.23235
5,705,19,19,7.17603,1.50452
5,705,20,20,4.44303,0.116239
5,705,21,21,4.70977,0.0156176
5,705,22,22,4.63696,0.219189
5,705,23,23,4.46549,1.15135
5,705,24,24,4.5142,0.833683
5,705,25,25,4.75315,0.848052
5,705,26,26,4.51717,0.598449
5,705,27,27,4.40755,0.770807
5,705,28,28,4.55689,0.995701
5,705,29,29,4.69332,0.0039213
5,705,30,30,4.54577,0.704156
5,705,31,31,4.74516,0.0462759
5,705,32,32,4.43589,0.237233
5,705,33,33,4.5904,0.208444
5,705,34,34,4.78438,0.0223393
5,705,35,35,4.97952,0.210507
5,705,36,36,4.56607,0.0278916
5,705,37,37,4.48415,0.983012
5,705,38,38,4.69007,0.0517684
5,705,39,39,4.61197,0.300202
5,705,40,40,4.52044,0.539586
5,705,41,41,4.5771,0.254915
5,705,42,42,4.42903,0.768284
5,705,43,43,4.45426,0.471704
5,705,44,44,6.11558,0.343051
5,705,45,45,4.67291,0.0126622
5,705,46,46,5.36294,1.23997
5,705,47,47,4.51859,0.0683371
5,705,48,48,5.10728,0.675043
5,705,49,49,4.59227,0.682275
5,705,50,50,4.46417,0.0360157
5,705,51,51,4.89395,0.0218324
5,705,52,52,4.74695,0.0287076
5,705,53,53,4.68078,0.0233438
5,705,54,54,4.76953,0.713728
5,705,55,55,4.52584,0.299243
5,705,56,56,4.70988,1.05438
5,705,57,57,4.45577,0.991525
5,705,58,58,4.46628,0.911126
5,705,59,59,4.59557,0.759401
5,705,60,60,4.49429,0.720119
5,705,61,61,4.66337,0.888468
5,705,62,62,4.71607,0.0349619
5,705,63,63,4.64435,0.808061
5,705,64,64,4.69986,0.497546
5,705,65,65,4.48694,0.67442
5,705,66,66,4.78725,0.0846829
5,705,67,67,6.25931,0.47873
5,705,68,68,4.53317,0.178017
5,705,69,69,4.53377,0.86807
5,705,70,70,4.74319,0.987571
5,705,71,71,4.50387,0.418324
5,705,72,72,4.57898,2.36999
5,705,73,73,4.64387,1.26442
5,705,74,74,4.73951,0.170673
5,705,75,75,4.54842,0.227824
5,705,76,76,5.16381,0.144457
5,705,77,77,4.44681,0.746412
5,705,78,78,4.66549,0.110931
5,705,79,79,4.85478,0.0727386
5,705,80,80,4.52319,0.0501379
5,705,81,81,4.88599,0.0623621
5,705,82,82,7.06428,0.342313
5,705,83,83,4.42368,0.237978
5,705,84,84,4.96982,0.0553545
5,705,85,85,4.70406,0.689076
5,705,86,86,4.61773,0.922088
5,705,87,87,4.56988,0.618335
5,705,88,88,4.45948,0.121608
5,705,89,89,4.87585,0.0343782
5,705,90,90,4.55513,0.854471
5,705,91,91,4.49281,0.00091843
5,705,92,92,4.62181,0.0646429
5,705,93,93,4.83862,0.0675742
5,705,94,94,9.13996,1.64914
5,705,95,95,4.40237,0.0256206
5,705,96,96,4.42448,0.129747
5,705,97,97,4.57553,0.312703
5,705,98,98,4.67131,0.298393
5,705,99,99,4.70448,0.00352284
6,845,0,0,4.50564,1.03534
6,845,1,1,4.66055,0.110081
6,845,2,2,4.54012,0.103946
6,845,3,3,5.54023,0.958014
6,845,4,4,4.65737,0.19985
6,845,5,5,4.65743,0.0955939
6,845,6,6,4.6045,1.51681
6,845,7,7,4.7342,0.394483
6,845,8,8,4.61189,0.050048
6,845,9,9,4.79304,0.76517
6,845,10,10,4.79542,0.0319161
6,845,11,11,4.74201,0.477816
6,845,12,12,4.51276,0.831648
6,845,13,13,4.66732,0.829323
6,845,14,14,4.62006,0.172313
6,845,15,15,4.48576,0.49383
6,845,16,16,4.48429,0.59643
6,845,17,17,4.51261,0.58297
6,845,18,18,4.44429,1.32707
6,845,19,19,5.65521,1.91772
6,845,20,20,4.43061,0.160237
6,845,21,21,4.70623,0.017037
6,845,22,22,4.6424,0.219068
6,845,23,23,4.46822,1.25926
6,845,24,24,4.51715,0.86419
6,845,25,25,4.7522,0.824984
6,845,26,26,4.53943,0.548108
6,845,27,27,4.40577,0.750858
6,845,28,28,4.55392,1.00666
6,845,29,29,4.69052,0.00690101
6,845,30,30,4.55634,0.659996
6,845,31,31,4.69724,0.0610911
6,845,32,32,4.4273,0.251311
6,845,33,33,4.63521,0.263941
6,845,34,34,4.71464,0.0408498
6,845,35,35,5.15284,0.360904
6,845,36,36,4.56476,0.0384769
6,845,37,37,4.48321,0.990142
6,845,38,38,4.63535,0.0598807
6,845,39,39,4.72563,0.279473
6,845,40,40,4.50068,0.505395
6,845,41,41,4.56896,0.262777
6,845,42,42,4.49626,0.812865
6,845,43,43,4.46023,0.53505
6,845,44,44,5.98231,0.517055
6,845,45,45,4.68009,0.0134873
6,845,46,46,5.07466,1.22124
6,845,47,47,4.51632,0.0737357
6,845,48,48,5.15175,0.623519
6,845,49,49,4.62353,0.63627
6,845,50,50,4.46304,0.0571741
6,845,51,51,4.85878,0.0227553
6,845,52,52,4.77681,0.0470242
6,845,53,53,4.68002,0.0240243
6,845,54,54,4.72011,0.721667
6,845,55,55,4.53323,0.301459
6,845,56,56,4.69774,1.13524
6,845,57,57,4.45067,0.95867
6,845,58,58,4.46385,0.900551
6,845,59,59,4.62482,0.748987
6,845,60,60,4.4484,0.778217
6,845,61,61,4.66716,0.92807
6,845,62,62,4.72952,0.0359993
6,845,63,63,4.6557,0.776333
6,845,64,64,4.61486,0.655395
6,845,65,65,4.47724,0.685444
6,845,66,66,4.80943,0.0989086
6,845,67,67,6.26207,0.647564
6,845,68,68,4.52931,0.18025
6,845,69,69,4.54387,0.815232
6,845,70,70,4.73551,1.00297
6,845,71,71,4.5162,0.409096
6,845,72,72,4.71735,2.61274
6,845,73,73,4.72059,1.52068
6,845,74,74,4.74152,0.168685
6,845,75,75,4.54469,0.236626
6,845,76,76,5.20989,0.146619
6,845,77,77,4.44634,0.753276
6,845,78,78,4.66625,0.111581
6,845,79,79,4.85383,0.0740156
6,845,80,80,4.52187,0.0520947
6,845,81,81,4.95464,0.0690154
6,845,82,82,6.63415,0.506878
6,845,83,83,4.39354,0.264451
6,845,84,84,4.96971,0.0549437
6,845,85,85,4.7977,0.623804
6,845,86,86,4.62723,0.87624
6,845,87,87,4.64468,0.561283
6,845,88,88,4.45951,0.127534
6,845,89,89,4.89377,0.0430602
6,845,90,90,5.03809,0.966401
6,845,91,91,4.48289,0.00163298
6,845,92,92,4.61058,0.0991408
6,845,93,93,4.84191,0.0702459
6,845,94,94,8.66554,2.06908
6,845,95,95,4.40135,0.0258732
6,845,96,96,4.42367,0.130452
6,845,97,97,4.65664,0.380454
6,845,98,98,4.76776,0.352525
6,845,99,99,4.69905,0.00523311
7,985,0,0,4.50332,1.01582
7,985,1,1,4.65224,0.137603
7,985,2,2,4.53747,0.125101
7,985,3,3,5.55166,0.935577
7,985,4,4,4.65986,0.199809
7,985,5,5,4.65656,0.0976493
7,985,6,6,4.48089,1.5718
7,985,7,7,4.72869,0.402212
7,985,8,8,4.61173,0.0530336
7,985,9,9,4.79736,0.744414
7,985,10,10,4.7954,0.0413119
7,985,11,11,4.73914,0.479623
7,985,12,12,4.46472,0.923255
7,985,13,13,4.66306,0.885652
7,985,14,14,4.63487,0.182635
7,985,15,15,4.5205,0.463354
7,985,16,16,4.4766,0.557904
7,985,17,17,4.5973,0.587255
7,985,18,18,4.47106,1.36756
7,985,19,19,4.72185,2.22432
7,985,20,20,4.42984,0.203798
7,985,21,21,4.70198,0.0190396
7,985,22,22,4.64684,0.219423
7,985,23,23,4.47194,1.3729
7,985,24,24,4.52799,0.894067
7,985,25,25,4.75099,0.803218
7,985,26,26,4.56711,0.506672
7,985,27,27,4.40481,0.733235
7,985,28,28,4.55001,1.0177
7,985,29,29,4.6941,0.0107262
7,985,30,30,4.56714,0.62086
7,985,31,31,4.68655,0.0757718
7,985,32,32,4.42128,0.266364
7,985,33,33,4.68793,0.325274
7,985,34,34,4.65509,0.0686376
7,985,35,35,5.46706,0.541742
7,985,36,36,4.56443,0.052693
7,985,37,37,4.48235,0.997477
7,985,38,38,4.61704,0.0659159
7,985,39,39,4.83309,0.261655
7,985,40,40,4.50194,0.474246
7,985,41,41,4.55863,0.2715
7,985,42,42,4.59766,0.848365
7,985,43,43,4.46517,0.601018
7,985,44,44,6.14654,0.724947
7,985,45,45,4.67708,0.0145522
7,985,46,46,5.16591,1.22917
7,985,47,47,4.51398,0.0796998
7,985,48,48,5.20141,0.578504
7,985,49,49,4.65271,0.597722
7,985,50,50,4.46494,0.0850345
7,985,51,51,4.82095,0.0250655
7,985,52,52,4.81218,0.0700706
7,985,53,53,4.6812,0.0248395
7,985,54,54,4.69606,0.729269
7,985,55,55,4.53288,0.303267
7,985,56,56,4.6754,1.21933
7,985,57,57,4.44611,0.928614
7,985,58,58,4.46083,0.890589
7,985,59,59,4.61355,0.740103
7,985,60,60,4.43254,0.837348
7,985,61,61,4.66064,0.968468
7,985,62,62,4.72869,0.037337
7,985,63,63,4.66441,0.74775
7,985,64,64,4.60555,0.813717
7,985,65,65,4.45371,0.696771
7,985,66,66,4.82685,0.115828
7,985,67,67,6.36945,0.833888
7,985,68,68,4.52298,0.182127
7,985,69,69,4.56504,0.768839
7,985,70,70,4.72789,1.01846
7,985,71,71,4.50991,0.402477
7,985,72,72,4.55442,2.64195
7,985,73,73,5.18191,1.60641
7,985,74,74,4.74042,0.16725
7,985,75,75,4.54087,0.245025
7,985,76,76,5.24698,0.150761
7,985,77,77,4.44415,0.760663
7,985,78,78,4.66776,0.113821
7,985,79,79,4.85669,0.0754552
7,985,80,80,4.51893,0.0551353
7,985,81,81,5.04324,0.0792363
7,985,82,82,6.48815,0.687386
