real_name,scale_dl,scale_din,gemc,gdwc,femc,fdwc,cemc,cdwc,oemc,odwc
0,41.8919,2.15774,25.5703,11.6018,51.7533,0.0202854,74.25,23.2749,80.3161,2.25219
1,3.8016,0.261674,71.0275,4.34185,60.294,0.651989,3.86619,94.7868,0.00138168,1.96596
2,0.473526,0.000917264,64.8828,32.3181,59.3195,6.3604,2.6858,95.8395,12.8979,12.7373
3,99.232,2.2118,32.3085,10.1644,64.7507,84.0443,92.0911,33.0391,80.6458,92.6471
4,64.3625,5.87096,31.9625,3.71021,43.67,0.0461591,14.7941,100,79.4776,6.42847
5,0.0376313,0.127542,46.7567,0.0125716,52.5913,100,60.6091,95.4062,74.3128,0.179498
6,100,7.33046,13.3381,83.0482,0.19603,0.216871,0.340389,45.244,63.3549,65.9763
7,9.23305e-05,6.0006,39.5523,80.2086,56.5244,0.00900235,28.0395,0.755107,82.5347,98.8685
8,98.3039,3.11786,52.2096,45.9883,63.7846,100,0.00854785,99.3692,95.4049,0.802759
9,0.00225187,3.00243,48.3369,2.24254,3.68092,92.9349,100,9.34993,92.5962,3.63617
10,100,0.0270548,62.7172,50.1074,73.2952,4.26482,10.1422,15.331,19.9642,42.0967
11,78.0712,6.06481,61.0032,0.0280611,20.0264,100,31.1523,70.6004,42.6285,0.0941738
12,0.00401145,10.5648,10.544,0.0642427,10.5524,100,58.9409,65.07,8.32454,7.43325
13,0.629283,4.96101,2.04065,0.066974,100,100,2.86983,60.6113,100,5.32922
14,100,6.41605,30.2423,100,77.956,100,0.0681222,9.2263,100,13.5653
15,28.4359,6.18451,39.9344,69.3473,49.7359,27.2793,1.39032,58.159,13.6217,54.2886
16,1.54105,4.064,50.8951,1.73743,21.5952,100,13.4912,3.51546,100,88.6027
17,6.59351,5.57526,7.7042,26.4274,41.1062,38.8188,100,63.1688,7.86026,81.7976
18,0.438141,0.784992,27.5359,100,59.1764,100,13.7573,54.3277,25.5403,12.1291
19,100,2.51021,6.13181,15.7842,48.1474,0.678849,2.51335,52.6418,100,0.107082
20,24.446,8.28912,23.8538,3.09393,3.13967,100,93.5165,15.1133,8.10283,83.0578
21,3.67731,0.04123,51.2672,2.43368,74.6846,1.36975,17.6026,2.04981,98.4913,3.37689
22,88.8088,8.35614,31.2785,0.00452783,44.7455,4.05831,50.7297,36.5022,1.69457,0.586193
23,0.87439,1.73366,46.891,69.2668,0.316355,0.338151,100,1.46366,0.259126,87.3714
24,92.3426,2.88209,0.00120828,0.362,83.7117,0.834557,100,25.1318,47.5332,0.0699022
25,6.75915,2.66888,46.8103,61.9137,79.2431,7.20262,13.3836,0.269219,55.2798,0.256149
26,16.8058,4.46157,53.7747,9.14595,34.2807,0.266189,8.28427,68.4357,100,0.359988
27,1.29231,3.13746,50.592,63.9809,0.625184,95.0464,87.9315,73.6255,2.33446,12.8559
28,15.6375,2.10391,44.6222,63.1616,73.7226,9.43403,10.0337,74.3506,87.5803,3.38515
29,25.5445,0.0332115,94.3626,100,3.21759,5.88632,0.449312,2.17906,100,100
30,18.4477,3.51673,50.3607,39.3283,67.3382,44.5123,6.64556,70.5668,2.99249,88.2116
31,0.000705915,2.76387,9.91391,77.5894,100,0.301084,14.0417,90.8355,44.7438,90.6202
32,79.8287,7.59028,41.455,94.8995,1.82536,85.6478,51.5732,7.01577,0.57268,0.488302
33,0.0357582,7.93147,7.21766,100,88.3423,88.5808,2.2221,0.446811,88.2193,10.3108
34,99.3147,12.8821,3.83459,0.00194856,100,1.04911,0.788353,42.475,87.7208,5.11044
35,25.317,8.65956,0.283256,68.4839,23.4886,0.123413,100,2.99938,0.332722,77.9647
36,100,0.0535261,63.8655,3.88042,0.613137,3.08863,88.0342,44.351,0.00152616,13.2766
37,98.2585,2.16966,43.3299,2.67853,69.596,89.6388,1.23835,73.7968,88.2755,88.582
38,0.242805,0.205956,24.3079,100,100,100,4.64562,13.0229,15.3526,0.174835
39,100,9.64736,3.46958,76.0733,100,100,21.2494,71.9888,0.584286,5.56946
40,2.89927,5.33594,17.4004,7.69878,100,100,0.0327229,4.37548,0.00147215,18.4248
41,80.1433,8.38281,32.8722,9.35567,2.91057,21.1756,47.4437,100,75.9361,100
42,46.1341,3.57598,21.0132,76.574,14.0956,2.68525,100,15.4987,100,79.6885
43,79.852,4.62785,54.5548,35.9074,38.7127,81.8972,0.93053,93.6297,78.3301,37.1736
44,100,0.60666,2.13903,0.00183282,100,0.93024,4.54027,72.2093,100,84.4424
45,0.0230213,0.0020822,77.8267,100,44.762,1.55845,7.74239,43.5169,3.94492,2.38571
46,51.7652,3.92343,82.6521,10.4968,5.68515,12.967,12.4351,53.3845,17.8713,1.0403
47,85.6579,7.14284,59.9966,2.30348,9.84342,6.16729,10.8996,100,85.6158,99.2733
48,0.0530641,3.71189,52.4013,61.1703,89.3018,2.64599,0.467533,70.4306,6.99443,36.7429
49,0.615799,3.77935,41.2782,34.058,0.866609,0.000379144,100,0.774776,96.5749,2.91175
50,0.366125,0.0458775,67.0139,96.854,1.45062,100,52.2145,78.12,100,17.496
51,8.90752,10.1684,7.58236,0.54781,70.324,6.00206,75.0781,3.15962,11.5031,0.720945
52,30.1304,1.84963,74.366,96.5659,31.0347,100,1.47185,33.8121,100,100
53,94.2376,1.82367,68.0944,7.06559,13.1779,100,4.0307,100,16.4981,5.49214
54,8.90849,3.65779,23.9826,70.775,37.02,98.3663,51.5524,12.8512,23.0998,3.97703
55,2.63081,0.0121575,68.7057,30.6927,0.010319,100,77.8804,0.533105,21.8602,76.7836
56,96.82,2.02209,100,1.8357,0.0318705,88.0276,0.886783,1.40598,0.399292,6.21117
57,55.9927,2.41488,25.0939,3.35551,53.1689,87.6957,80.9844,78.2212,10.2301,0.0365731
58,0.273419,2.4241,43.2819,63.1092,72.0579,93.0515,0.704023,40.8009,91.3751,0.39204
59,0.0709086,3.24801,84.6055,67.0951,4.64194,100,2.21457,66.6019,100,29.5075
60,100,5.33448,3.2526,1.35009,33.5656,100,100,57.2581,100,2.54319
61,5.15695,2.73838,76.6726,0.0395546,39.1368,60.6414,0.00637629,34.324,1.31254,80.7265
62,92.5548,1.24709,64.6728,16.4146,5.15798,100,73.333,97.4578,95.5174,4.3484
63,10.5616,2.98797,38.9682,30.1346,16.2202,1.90649,100,2.55011,89.5436,0.0584247
64,2.98835,0.471802,4.65942,1.1614,100,13.8324,39.8977,0.228914,100,72.8689
65,100,4.71858,0.0215747,72.9995,100,5.42882,49.9919,3.05209,100,0.945726
66,2.19808,4.06746,31.8306,100,56.8002,100,60.8666,95.1744,90.1593,80.7697
67,52.2696,4.55279,0.0315988,100,0.130125,10.6013,100,70.2901,100,0.836147
68,68.0824,11.0466,42.0237,89.781,0.000517292,87.4279,9.18107,2.79557,79.8483,85.3173
69,100,2.93187,25.8661,42.037,56.4433,91.4957,89.3433,77.6172,1.28276,94.9811
70,0.0636251,2.10214,50.7536,63.7349,79.2019,89.4155,1.15567,0.364759,89.119,56.1798
71,99.2547,6.37914,32.3061,2.13278,4.68295,94.3992,98.0752,83.9477,66.2868,0.32074
72,37.8665,1.52518,29.9888,100,6.13546,37.2355,0.282657,6.25986,22.4431,56.4187
73,0.329811,0.863677,19.2831,23.285,0.710716,52.129,100,51.5352,2.31046,28.9223
74,21.0468,10.8233,60.3084,84.1059,1.64944,60.1136,0.452976,1.61587,94.1575,92.144
75,92.3112,8.83175,52.9567,5.05767,0.0128305,93.0792,29.5654,91.0716,89.8687,3.63408
76,97.1869,14.104,12.2219,31.6786,70.5432,96.3825,9.46961,93.8944,91.6111,100
77,0.0494,3.49472,59.795,70.2094,0.837508,100,48.8337,67.2344,100,82.5514
78,1.14062,0.0122349,39.0926,6.98584,49.9883,0.0184786,57.8429,20.3298,0.44221,1.15296
79,3.70101,16.0863,19.642,21.7287,13.7696,98.9879,36.7541,0.0480865,96.6415,98.6833
80,96.4094,1.88675,52.2074,0.803247,62.5722,23.368,0.830927,98.8482,94.3568,100
81,0.0158434,14.8175,1.16199,13.4931,62.2355,14.9794,4.92417,98.6554,19.1151,48.1538
82,12.6146,0.0735383,5.25025,0.162083,100,0.174598,0.341931,0.0553596,0.178154,83.6008
83,81.4592,8.25459,5.67636,96.6313,65.755,89.0536,70.673,97.3767,30.8039,96.7603
84,100,9.86417,69.7021,100,0.130181,98.9604,8.77389,91.8571,44.9941,7.68687
85,100,4.04545,28.7621,57.3612,62.8697,100,71.047,0.410243,14.2238,94.4872
86,100,2.68472,25.2459,0.107165,55.1946,89.5477,85.5896,77.9732,83.5267,94.8081
87,100,4.2954,40.8379,61.2641,8.65554,8.5847,100,73.108,5.33526,91.9789
88,1.41026,0.0837465,44.7069,100,50.1307,100,54.056,0.00137692,1.5241,95.4912
89,2.19794,2.65126,59.1565,14.5293,2.21945,100,82.8049,0.385913,99.7394,2.15681
90,1.45249,13.9616,17.3464,100,1.41301,1.07769,4.52709,68.4085,100,67.9465
91,2.73215,0.0660662,0.0206932,100,95.6762,29.2757,99.0244,100,100,0.290212
92,10.7081,10.5402,0.242156,1.61433,100,8.8692,11.3989,0.0978178,100,29.2882
93,89.7353,13.735,3.004,4.02877,59.9294,95.1039,60.2728,79.6829,0.100165,1.11617
94,100,5.67499,0.323673,1.12983,13.5109,100,33.3917,42.1587,0.212262,60.0338
95,93.2122,6.70131,1.75855,100,69.6338,100,72.6073,100,76.6577,1.08999
96,6.99158,3.0593,38.5122,100,36.0492,32.1368,53.598,68.3406,87.7177,29.1898
