real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017
0,218.071,451.76,158.092,130.829,61.9544,46.3681,82.1063,213.519,42.3189
1,85.4904,140.157,73.7973,63.7124,22.623,12.4972,26.683,81.5363,12.0059
2,85.2533,139.352,73.7761,63.745,22.5932,12.4192,26.5775,81.2433,11.9473
3,219.227,453.709,159.197,131.833,62.4042,46.6483,82.5457,214.598,42.5362
4,105.533,183.352,88.21,75.2881,28.2547,16.839,34.473,101.142,15.7663
5,102.759,167.661,90.2667,77.2778,26.9059,14.5487,31.9217,97.8009,13.2615
6,143.465,330.522,87.5825,73.381,44.5425,37.7317,60.0261,142.148,37.3272
7,154.83,303.359,117.858,98.8903,43.3418,30.3012,55.7835,150.455,28.026
8,91.5131,153.019,78.2935,67.461,24.5047,13.8983,29.131,87.2829,13.2858
9,198.431,419.485,139.81,115.794,57.3939,43.6769,76.6275,194.083,41.1418
10,86.5733,141.486,75.0109,64.7374,22.878,12.5446,26.958,82.4939,12.0179
11,147.438,320.78,98.3109,82.3064,44.0347,34.9642,58.5856,144.929,34.0262
12,40.0548,75.4081,26.8028,25.2031,12.7838,8.97174,14.8103,38.4969,10.9663
13,164.774,365.449,107.501,89.7118,49.4495,40.6529,65.9993,163.209,38.5957
14,48.9248,86.9348,36.5112,33.3486,14.7846,9.63409,16.9637,46.8225,11.038
15,164.199,364.425,107.155,89.3863,49.4545,40.25,66.1724,162.073,38.7861
16,189.839,405.913,131.643,109.124,55.2779,42.7804,73.9673,186.122,40.5299
17,166,366.842,108.79,90.7252,49.8777,40.4755,66.6084,163.858,38.754
18,29.8597,49.4777,21.2365,21.0267,9.86931,6.18505,10.3207,28.1681,8.39206
19,31.6518,53.4706,22.4037,21.7197,10.0234,6.32294,10.9236,29.9261,8.53108
20,61.6351,117.27,44.2566,39.3365,18.5132,12.7876,22.4408,59.3941,14.0056
21,77.729,126.956,66.6016,57.8196,20.6515,11.4956,24.1975,74.1453,11.2555
22,126.076,227.216,103.01,87.1868,34.0192,21.3048,42.2999,121.46,19.4602
23,186.664,400.403,128.566,106.736,54.7491,42.4612,73.0722,182.993,40.3523
24,178.185,386.789,120.124,99.955,52.5283,42.0841,69.8873,176.015,39.3361
25,203.855,429.091,144.642,119.923,58.6811,44.8366,77.9147,200.019,41.4754
26,191.786,409.137,133.429,110.585,55.6997,43.0289,74.4823,188.065,40.6214
27,192.255,409.74,133.931,111.199,56.2599,43.2129,74.9258,188.198,40.9687
28,205.053,431.095,145.789,120.919,59.0652,45.0351,78.3505,201.085,41.6556
29,67.8317,110.74,57.5865,50.416,18.5393,9.89853,21.8004,63.7685,10.9551
30,197.923,419.431,139.073,115.399,57.3695,44.158,76.2296,194.303,41.1382
31,53.4591,90.3258,42.3442,38.2421,15.4419,9.63206,17.343,51.445,10.2697
32,115.197,215.845,90.2288,76.696,32.3294,21.0458,40.6393,110.661,20.5305
33,95.9969,193.991,67.9295,58.5554,28.4026,21.2412,35.7574,93.9758,20.8567
34,66.9254,124.992,49.5988,43.7682,19.4183,13.4946,23.3532,65.1025,13.8316
35,63.3919,119.5,46.0593,40.8722,18.9028,12.9553,22.7856,61.1398,13.95
36,79.7589,129.634,68.8206,59.5136,21.2838,11.2129,25.246,75.2435,11.5856
37,203.503,428.513,144.356,119.679,58.6045,44.8229,77.8442,199.678,41.4736
38,51.9707,85.5265,42.0105,38.0558,14.972,9.05842,16.5488,49.8707,9.70907
39,145.411,317.674,96.1475,80.9095,43.7925,35.4527,57.617,143.785,33.8322
40,169.144,372.556,111.645,93.0401,50.426,41.0876,67.2776,167.42,38.857
41,115.783,217.889,90.2607,76.5729,32.3479,21.1927,40.9198,111.296,20.674
42,168.206,370.385,110.977,92.4783,50.4092,40.5484,67.419,165.617,38.9995
43,139.556,277.625,103.947,87.5081,39.7064,28.2396,51.2626,135.58,26.8913
44,48.5994,79.9545,38.7801,35.2555,13.9031,8.48108,15.4236,46.6857,9.27442
45,77.5258,126.69,66.5703,57.8688,20.8777,11.3735,24.4685,73.5249,11.5489
46,30.8638,53.269,21.1927,20.7026,9.94429,6.43163,10.8719,29.2723,8.71424
47,86.9545,153.688,70.5392,60.7156,23.9352,14.4102,29.3686,82.8534,14.7785
48,200.948,424.465,141.874,117.729,58.0992,44.5995,77.0806,197.293,41.3468
49,198.986,420.355,140.319,116.199,57.5031,43.672,76.7879,194.555,41.162
50,76.337,124.474,65.6318,57.1242,20.8093,11.0604,24.4677,71.7942,11.7048
51,78.9565,140.936,62.3335,54.249,22.0857,14.26,26.4228,76.338,13.9249
52,76.0881,125.579,64.804,56.4358,20.7619,11.3967,24.4461,71.9211,11.8913
53,71.5475,118.773,60.2095,52.5426,19.5994,10.8706,23.1508,67.6835,11.6009
54,165.696,366.734,108.564,90.572,49.8673,40.4811,66.6267,163.496,38.8968
55,35.6942,58.2726,27.0113,25.5543,10.969,6.48694,11.9451,33.6101,8.53186
56,179.974,389.801,122.358,101.495,52.9343,41.5322,71.0614,176.649,39.8402
57,216.732,449.667,156.807,129.901,61.8471,46.421,81.7724,212.325,42.3546
58,203.885,429.267,144.7,120.069,58.8588,44.9761,78.0422,199.976,41.6399
59,184.721,397.742,126.85,105.374,54.3828,42.2891,72.6903,180.972,40.4696
60,155.742,350.249,99.1844,82.8148,47.3722,39.1836,63.6108,153.935,38.0698
61,173.437,379.278,116.008,96.4142,51.4092,41.0401,68.9222,170.782,39.3026
62,86.353,141.975,74.4504,64.2126,23.1715,12.4332,27.5997,81.5073,12.5655
63,203.316,427.475,144.353,119.522,58.5182,44.2823,78,198.848,41.4291
64,49.7528,81.8077,39.8489,36.0757,14.0955,8.55996,15.7275,47.8059,9.29242
65,163.014,362.478,105.86,88.3664,49.0589,40.3103,65.5477,161.314,38.5066
66,92.5575,158.454,77.4002,66.8808,25.3609,15.0964,30.0681,88.6289,14.2719
67,38.4162,66.7916,27.8084,26.2371,12.0746,7.66804,13.48,36.3473,9.70275
68,109.399,211.222,82.8872,70.5641,31.2275,21.1575,39.6901,105.316,21.1597
69,216.909,450.085,156.957,130.145,62.0765,46.5687,81.918,212.446,42.5176
70,203.82,429.137,144.639,119.993,58.7971,44.9329,77.9972,199.927,41.5984
71,159.814,335.129,112.385,93.9026,46.6032,35.261,61.5012,156.155,33.7381
72,26.74,44.4287,18.232,18.4374,8.9414,5.63169,9.33921,25.1656,8.05941
73,32.9518,54.0934,24.1867,23.255,10.3464,6.27082,11.1256,31.0907,8.36113
74,127.553,257.761,92.8063,78.3239,36.8466,26.49,47.8525,123.674,26.0957
75,126.951,257.941,91.6233,77.3078,36.7769,26.709,47.829,123.272,26.255
76,122.856,253.807,86.4619,73.3557,36.0657,27.411,46.4663,120.499,26.2706
77,171.782,376.577,114.522,95.3826,51.3779,40.9256,68.742,168.776,39.5154
78,99.7616,162.522,87.4637,74.8823,25.9871,14.0303,30.8486,95.0611,12.8284
79,99.1927,205.749,68.1914,58.3909,29.6105,22.3818,38.1446,96.7799,22.6295
80,89.6854,148.666,77.0958,66.3832,23.7679,13.2828,28.2729,85.511,12.7175
81,84.1845,173.076,57.4117,49.8343,25.2955,19.3468,31.9298,82.6037,19.5444
