real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017
0,61.5571,102.406,50.4113,44.6033,17.1275,9.97591,19.8087,58.6485,10.6191
1,64.8512,106.157,54.4389,47.8856,17.7261,9.93838,20.5409,61.6737,10.5141
2,62.7747,102.621,52.5543,46.4078,17.298,9.7226,19.9218,59.6613,10.3861
3,70.6523,117.314,58.9785,51.7053,19.4554,11.2147,22.599,67.3469,11.3833
4,57.2696,99.1161,44.9353,40.0535,16.3911,10.1146,19.1588,54.7172,11.1515
5,65.4459,106.828,55.0331,48.4875,18.0483,10.1257,20.7856,62.1364,10.6247
6,48.116,86.0283,35.6262,32.4657,14.5364,9.28658,16.9556,45.7198,11.1088
7,65.6057,112.699,52.8171,46.5787,18.4743,11.1679,21.6723,62.6559,11.805
8,64.9033,109.452,53.172,46.9625,18.2222,10.7613,21.1716,61.8446,11.3804
9,66.6325,111.32,55.0369,48.3228,18.5198,10.5064,21.7637,63.0457,11.3435
10,66.2799,108.359,55.8156,49.0743,18.0962,10.1706,20.9059,63.0961,10.5888
11,65.7558,113.018,53.0144,46.6393,18.5329,11.0349,21.9269,62.5413,11.9319
12,56.0945,100.768,42.2158,37.8274,16.6067,10.748,19.5453,53.6996,11.9848
13,56.2971,97.1315,44.1102,39.5634,16.1849,10.3355,18.5338,54.2813,10.8944
14,64.2348,110.969,51.3747,45.5277,18.3104,11.3255,21.2968,61.5306,11.8681
15,60.9405,106.457,47.8942,42.5566,17.5232,10.9105,20.5125,58.3199,11.8031
16,59.4251,101.413,47.5991,42.2109,16.8462,10.0072,19.7788,56.4338,11.1546
17,62.0807,107.129,49.2142,43.6973,17.8069,10.9743,20.6761,59.4057,11.6322
18,59.0435,97.5165,48.6038,43.3599,16.7543,9.73123,19.0241,56.1807,10.485
19,46.964,79.2339,36.4866,33.2379,13.6635,8.3937,15.4694,44.8438,9.68738
20,60,104.041,47.203,41.9212,17.2878,10.5376,20.2798,57.1217,11.6166
21,65.0616,106.248,54.6626,48.0511,17.6582,9.94204,20.4642,61.9456,10.3806
22,63.5591,111.786,49.7346,43.9155,18.0787,11.3505,21.3956,60.9647,12.0801
23,61.5534,101.427,50.9053,45.0247,17.24,9.61591,19.9621,58.1443,10.6415
24,61.6513,102.94,50.1719,44.4926,17.1981,10.3264,19.6908,59.1553,10.5939
25,65.8738,110.39,54.2417,47.7777,18.2323,10.7175,21.1797,62.9372,11.1308
26,62.566,107.175,50.2627,44.348,17.5603,10.4701,20.7407,59.5441,11.4386
27,62.5759,105.056,51.1082,45.2559,17.8037,10.2446,20.6665,59.2115,11.2632
28,63.9404,106.542,52.7478,46.6119,17.7924,10.3802,20.5537,60.9659,10.9142
29,65.8292,107.485,55.6799,48.8667,18.0691,9.68394,21.1917,61.8799,10.8102
30,63.7677,108.112,51.8063,45.8008,17.9245,10.7168,20.8188,60.9486,11.3151
31,56.595,95.361,45.3457,40.6955,16.1924,9.97094,18.2944,54.3876,10.4948
32,59.0427,102.83,46.3154,41.2738,17.2005,10.4881,20.1303,56.0983,11.7462
33,57.2111,99.9592,44.4641,39.9259,16.6762,10.7292,19.1389,55.0793,11.3922
34,62.9976,114.809,47.5102,42.1248,18.1742,12.2934,21.5703,61.1056,12.7332
35,54.2398,95.1496,41.4407,37.3135,15.9931,10.1367,18.4755,51.9023,11.246
36,63.6553,103.473,53.502,47.0555,17.481,9.47415,20.3403,60.0651,10.4116
37,61.3778,102.424,50.3297,44.604,17.164,10.0851,19.8066,58.5397,10.7391
38,57.6463,94.7391,47.4197,42.4598,16.3184,9.67052,18.282,55.2107,10.1284
39,62.8148,113.191,47.9274,42.7421,18.4201,12.3202,21.4351,60.8484,12.6752
40,59.3637,102.898,46.6889,41.6264,16.9498,10.8066,19.5535,57.3098,11.2514
41,57.5959,101.249,44.5673,39.7084,16.7223,10.3467,19.7497,54.7931,11.6812
42,61.6476,103.473,50.1567,44.4456,17.4442,10.1042,20.2527,58.4057,11.0576
43,62.338,105.556,50.6487,44.8222,17.6014,10.3671,20.5336,59.2574,11.2813
44,50.616,83.5689,40.5367,36.6608,14.3791,8.75323,16.0745,48.6238,9.47134
45,65.5218,107.102,55.2074,48.6009,18.0469,9.9842,20.8753,62.0755,10.6966
46,69.6306,117.33,57.6211,50.2954,19.1451,10.8191,22.8216,65.913,11.745
47,62.7486,108.706,49.9586,44.0557,17.7588,10.6312,21.1347,59.5923,11.8119
48,68.1293,115.642,55.7265,49.0151,18.9531,11.361,22.0912,65.2688,11.6522
49,64.5937,109.107,52.5969,46.281,18.0626,10.4182,21.2945,61.1647,11.3892
50,63.5215,103.627,53.4257,47.2046,17.7918,9.69039,20.5566,59.7254,10.7634
51,65.4268,116.117,50.8086,44.8373,18.6309,12.0151,22.0071,63.1009,12.4029
52,66.54,110.962,55.3232,48.7045,18.5855,10.5344,21.6943,62.9611,11.3944
53,57.448,95.5725,46.9168,41.7309,16.2564,9.27218,18.836,54.3329,10.5245
54,56.0239,94.8779,44.6689,40.0397,16.1938,9.74909,18.5336,53.3671,10.7503
55,63.678,103.605,53.5718,47.2015,17.6347,9.58146,20.4465,60.0204,10.5543
56,65.7093,108.81,54.8806,48.0863,18.0498,9.93613,21.3308,62.0184,11.0277
57,61.405,102.588,50.0944,44.4528,17.3137,10.2233,19.8787,58.6013,10.8033
58,62.4376,104.578,51.1719,45.3606,17.5482,10.3586,20.2237,59.545,10.9743
59,65.1268,109.56,53.639,47.2267,18.2868,10.3832,21.527,61.4704,11.5249
60,58.857,100.93,46.5854,41.5264,16.9214,10.3637,19.5953,56.1724,11.2023
61,65.0761,108.68,53.7916,47.2862,17.9788,10.2896,21.0716,61.849,11.0697
62,66.361,109.199,55.6109,48.8739,18.4013,10.1627,21.4763,62.6046,11.0469
63,65.1837,109.048,53.5618,47.1132,18.1107,10.369,21.2285,61.8001,11.166
64,58.53,96.0333,48.1204,42.844,16.2293,9.59282,18.3944,56.1195,9.93724
65,62.1555,106.187,49.735,44.207,17.6005,10.9481,20.2248,59.7921,11.2237
66,66.9069,112.679,54.9565,48.5557,18.9247,11.1571,21.854,63.7087,11.6382
67,49.1229,84.1166,37.8451,34.4502,14.6722,8.94515,16.7078,46.5223,10.4612
68,57.9818,105.096,43.7095,39.0388,17.1976,11.0461,20.4685,55.2516,12.5327
69,64.3858,108.258,52.57,46.5479,18.2147,10.8157,20.9481,61.4732,11.2723
70,66.0891,110.098,54.8053,48.3134,18.3365,10.6784,21.2177,63.0286,11.1067
71,63.4633,109.611,50.5353,44.6628,18.14,10.9294,21.358,60.3277,11.8965
72,58.2234,96.9496,47.6519,42.3792,16.5285,9.35837,19.1596,54.9372,10.6883
73,57.9999,95.2504,47.7155,42.4659,16.428,9.23058,18.8463,54.7865,10.337
74,64.3503,115.691,49.6801,43.8496,18.6507,11.7215,22.4237,61.2661,13.0117
75,63.2715,111.221,49.7366,43.9083,18.1539,11.1026,21.6514,60.1255,12.3119
76,65.1868,121.634,48.3024,42.8338,19.2613,13.2159,23.0473,63.0542,13.885
77,63.4275,106.707,51.9347,45.8966,17.9735,10.2859,21.0123,59.8873,11.4096
78,59.0791,96.2662,49.0083,43.4684,16.342,9.2421,18.7095,56.1977,9.96706
79,62.6682,117.448,45.9713,40.7643,18.5937,12.5809,22.5015,60.2275,13.7566
80,62.8228,104.729,51.7232,45.6759,17.4319,10.1157,20.2565,59.8162,10.8109
81,55.2919,103.837,39.5915,35.6639,16.6323,11.6644,19.6969,53.653,12.6808
82,47.8521,78.4636,38.1599,34.6915,13.6126,8.29457,15.0764,46.0767,9.07194
83,62.3158,108.698,49.0027,43.7016,18.1571,11.4776,20.9199,59.8095,12.0093
84,66.705,118.513,52.3736,46.1651,19.3062,11.91,23.0539,63.4097,13.0825
85,65.6945,112.127,53.0945,46.9182,18.595,11.2672,21.5736,62.859,11.6967
86,65.0968,108.981,53.4348,47.176,18.2244,10.7086,21.0827,62.0604,11.1736
87,64.6585,110.165,52.2533,46.1222,18.342,10.7953,21.4742,61.4012,11.6831
88,61.8475,101.09,51.6083,45.8074,17.3608,9.83184,19.7524,58.7315,10.4838
89,67.3258,112.387,55.7802,48.9239,18.6749,10.5322,21.9882,63.6441,11.4011
90,62.4602,112.108,48.0768,42.5678,18.1777,11.4179,21.7692,59.4336,12.7683
91,63.3327,103.449,52.7977,46.9185,17.7435,10.3283,19.9606,60.5177,10.4603
92,61.4846,110.492,46.8375,41.6065,17.6567,11.7728,20.8013,59.5697,12.2075
93,63.5753,117.14,47.4219,42.1128,18.721,12.6941,22.2318,61.4986,13.3111
94,41.7762,73.3452,30.4308,28.2914,12.8401,8.33687,14.5035,39.9307,10.0218
95,61.8397,107.578,48.6981,43.4572,18.0019,11.3591,20.7183,59.3162,11.8965
96,62.2704,104.627,50.7998,45.0483,17.6518,10.3099,20.4125,59.1201,11.1541
97,56.721,98.9163,43.9697,39.5535,16.8092,10.5847,19.2671,54.2353,11.531
98,57.0725,99.6172,44.1575,39.3897,16.4368,10.2961,19.2445,54.5754,11.2911
99,66.1084,110.135,54.6895,48.0715,18.4249,10.4106,21.5601,62.5678,11.2575
