real_name,scale_dl,scale_din,gemc,gdwc,femc,fdwc,cemc,cdwc,oemc,odwc
0,36.6387,2.28764,18.3247,11.7073,38.0374,0.0181869,47.7729,24.8562,71.4851,2.38723
1,4.63713,0.292274,83.0836,3.53942,88.8821,0.627583,5.72174,97.8529,0.00147034,1.92867
2,0.571368,0.000988894,78.2712,26.8214,86.3025,6.1792,3.98439,98.2363,13.7911,12.3696
3,84.593,2.59059,21.0903,10.7027,40.9856,78.0849,53.5723,35.0332,73.1235,100
4,73.4667,5.09136,46.8364,3.39889,65.0021,0.0480475,23.3076,98.9855,88.433,5.82646
5,0.0406227,0.111241,53.0314,0.0109002,69.1852,99.4159,74.2145,100,72.2481,0.170796
6,89.1428,7.90007,2.03422,75.113,0.0565524,0.0927722,0.0441068,85.3569,25.3264,100
7,9.36688e-05,6.55768,37.1499,75.598,56.648,0.0087189,27.0834,0.745293,82.5906,100
8,98.4469,2.53351,59.2261,43.2165,74.0649,100,0.00929047,100,92.6517,0.756427
9,0.00182478,3.39095,27.5549,2.31576,2.18342,78.7833,55.9536,10.6228,76.2876,4.06717
10,99.0841,0.0220301,64.5939,48.0182,77.516,3.86469,9.67291,15.2538,18.6959,40.3039
11,63.0244,7.54877,27.6702,0.0274904,10.8506,83.2212,12.987,86.7822,31.9181,0.11268
12,0.00297064,14.1028,2.67836,0.0573217,4.3742,60.8743,14.7148,99.6106,4.63387,10.3215
13,0.459054,5.67051,0.677315,0.0642364,65.7133,80.2352,0.846132,84.5144,83.5162,6.76794
14,100,8.38998,15.9001,100,49.9253,100,0.0356849,10.785,100,15.8496
15,20.1036,5.96353,15.2471,70.3358,23.1467,17.9387,0.429483,79.421,8.50424,65.9217
16,1.17455,3.81196,25.9039,1.75764,12.4938,79.8339,5.67091,4.31656,75.9395,100
17,4.85567,5.87165,2.90587,25.6331,20.1578,25.6076,77.1511,85.0638,5.0089,100
18,0.242657,0.85498,4.09997,100,14.783,100,1.57435,100,10.4639,18.1856
19,100,3.11141,0.841709,14.5388,12.1445,0.296972,0.292257,100,100,0.168053
20,26.113,12.6365,17.497,2.75253,2.81545,96.4161,81.5121,15.654,8.02864,92.5314
21,3.81253,0.0377534,55.1277,2.22541,87.5629,1.27987,19.4709,1.99904,96.8701,3.26314
22,94.8839,7.24941,39.0551,0.00419298,58.385,3.9957,65.1747,34.2202,1.76003,0.546234
23,0.863631,2.81609,30.0429,65.4595,0.230956,0.326578,74.1717,1.54181,0.25303,100
24,86.1096,3.80632,0.000791749,0.346993,61.0293,0.756369,75.691,26.9724,43.406,0.0776034
25,5.41262,3.06858,25.1649,63.5801,45.3843,5.98322,6.20089,0.310261,44.5334,0.289897
26,12.2387,4.04198,25.4486,9.3552,18.4272,0.189693,3.09856,85.9344,75.9249,0.409496
27,1.05087,3.47794,28.4231,64.9919,0.383463,78.8688,43.3172,84.352,1.88858,14.3642
28,13.4765,2.66953,25.8155,62.8162,46.1684,8.18562,5.38669,83.2084,75.0896,3.838
29,24.6409,0.0305937,92.1576,100,3.23777,5.49364,0.416734,2.15464,99.24,100
30,13.8976,3.54523,24.916,40.4019,37.0984,34.0057,2.69031,85.2263,2.20261,100
31,0.000651694,2.97604,6.98189,73.9897,100,0.257658,9.72099,100,38.594,97.9439
32,94.3122,8.23416,54.0918,84.543,2.52551,90.7442,77.7392,6.33341,0.653051,0.465346
33,0.041094,11.6478,6.66442,89.5161,95.6944,90.7845,2.52371,0.430951,95.8709,10.8907
34,99.4813,14.4748,3.20891,0.00178367,100,0.962454,0.697792,43.3156,83.3964,5.29206
35,24.6924,12.9657,0.151208,59.4848,17.1879,0.100079,100,3.48005,0.277895,92.9355
36,96.4668,0.0419916,66.6866,3.82271,0.629854,2.82166,81.7868,44.2048,0.00142876,12.6537
37,84.7567,2.66061,25.2398,2.66335,45.3872,77.2976,0.678258,83.2404,74.8504,100
38,0.225063,0.236498,16.3992,98.9036,100,100,3.11459,14.342,13.2954,0.191692
39,90.4498,9.18562,1.7541,76.3091,66.4207,85.0973,9.18725,88.7467,0.417561,6.30153
40,2.19611,5.34539,8.25934,7.75805,57.7231,80.7296,0.0129285,5.43215,0.00104695,21.239
41,94.3361,8.53274,46.0837,8.42958,4.28134,22.8936,75.3995,95.1252,88.1891,100
42,37.2343,4.75823,7.9674,70.7207,7.33813,1.88097,82.7232,20.1871,83.7084,100
43,90.9499,6.5181,53.2252,32.3888,41.7944,86.0084,1.07853,89.3012,86.5339,38.7172
44,100,0.501948,0.850845,0.00175435,100,0.562662,1.48167,100,100,100
45,0.0237174,0.00196242,81.6654,97.8075,51.1399,1.47469,8.38807,42.5347,3.89534,2.31995
46,30.3323,5.31574,11.0452,9.78551,1.37452,5.88627,1.4306,100,7.44147,1.64609
47,97.6536,7.38273,75.6459,2.07439,13.2379,6.39435,15.3054,98.2806,95.0213,100
