real_name,scale_dl,scale_din,gemc,gdwc,femc,fdwc,cemc,cdwc,oemc,odwc
0,42.8234,2.36334,25.2742,12.2655,49.4375,0.0217978,76.1543,23.8607,82.382,2.32027
1,3.46799,0.183473,70.5339,4.75019,58.3081,0.596353,3.87016,96.5001,0.00125312,1.93585
2,0.435953,0.00067691,64.7692,35.2064,58.1362,5.97105,2.69995,97.491,11.9117,12.5509
3,100,2.42738,33.4124,11.0152,61.1705,93.6106,95.6528,33.974,84.2343,95.2145
4,63.8894,5.79053,32.2396,3.88602,42.7154,0.0477054,15.0621,100,79.6027,6.48062
5,0.0374471,0.127596,46.7939,0.0137021,49.8261,100,61.7993,98.3095,74.885,0.184381
6,83.2013,8.3315,49.1987,100,0.211268,0.543311,0.474521,44.1176,100,53.8515
7,8.95284e-05,5.53887,41.5622,86.835,54.7017,0.00939362,28.7811,0.768794,82.5874,98.9348
8,100,3.66108,51.7778,48.8594,61.1167,100,0.00884395,100,100,0.832539
9,0.00230755,3.34142,47.9168,2.37429,3.52862,100,100,9.58808,95.5762,3.74567
10,100,0.0337528,64.4878,53.7621,69.3106,4.96067,10.5818,15.7994,21.5769,43.8557
11,77.3713,5.97035,60.8345,0.0299839,19.4186,100,31.7268,72.2182,42.6494,0.0957157
12,0.00341037,9.39393,22.9364,0.0860413,11.0594,100,70.9863,64.4949,10.9067,6.51096
13,0.525334,5.33304,7.01787,0.100537,98.0692,100,4.05258,58.8156,100,4.31759
14,93.3666,5.62723,36.9458,100,76.8017,100,0.0720095,9.32456,100,13.137
15,29.7101,7.93352,43.519,73.0441,48.8673,33.0152,1.48463,59.0942,15.1543,55.1576
16,1.64476,5.25289,50.2673,1.81527,20.4098,100,14.0638,3.6144,100,92.76
17,6.14879,6.72331,15.4798,34.2235,41.3421,70.3013,100,62.9583,10.8509,74.0435
18,0.423023,1.0366,51.2333,100,58.893,100,16.7895,54.6195,35.1789,11.3491
19,79.8152,2.67336,25.7993,25.6559,52.8781,1.81333,3.51053,51.4376,100,0.0858702
20,21.0211,5.66739,32.5267,3.66185,3.18006,100,99.0597,15.1321,8.23848,76.913
21,3.67492,0.042128,52.3151,2.61836,71.3722,1.46447,18.072,2.09959,100,3.44339
22,89.6392,8.65824,31.1609,0.00476242,42.7265,4.24997,51.8617,37.2484,1.71239,0.598679
23,0.780062,1.16745,49.774,76.0579,0.313876,0.315278,100,1.47571,0.238305,84.0934
24,85.3505,2.43765,0.00145568,0.414588,82.6814,0.925603,100,25.5168,49.0337,0.0679917
25,6.8836,2.94225,47.5203,66.4869,75.5108,7.92461,13.7697,0.276594,57.5101,0.263835
