real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017
0,61.5732,102.525,50.3866,44.5808,17.1416,9.9921,19.835,58.6595,10.6446
1,64.7891,106.018,54.398,47.8516,17.7093,9.91976,20.5208,61.6047,10.5044
2,62.6675,102.447,52.4537,46.3272,17.2761,9.71022,19.8929,59.5549,10.3818
3,70.7567,117.583,59.0382,51.754,19.4983,11.243,22.6606,67.4335,11.4237
4,57.2284,99.0097,44.9139,40.0358,16.3786,10.0996,19.1428,54.6708,11.1417
5,65.4303,106.795,55.0227,48.4777,18.0469,10.1169,20.7876,62.1086,10.6269
6,56.9913,101.117,43.796,39.0975,16.6835,10.3682,19.7719,54.1126,11.9055
7,65.6226,112.519,52.9263,46.6743,18.4697,11.127,21.6537,62.6445,11.7703
8,64.9524,109.798,53.1074,46.9052,18.2596,10.8139,21.2379,61.8941,11.448
9,66.7139,111.62,55.0432,48.3277,18.557,10.5519,21.8175,63.1323,11.3889
10,66.3135,108.413,55.8543,49.1049,18.1105,10.1646,20.9305,63.1048,10.6016
11,65.7561,112.972,53.0349,46.6568,18.5305,11.025,21.9216,62.5355,11.9233
12,58.5265,104.328,44.6975,39.853,17.1508,10.9331,20.2265,55.9617,12.0798
13,57.0494,98.562,44.7414,40.0696,16.3811,10.4471,18.8069,54.9863,11.0005
14,64.7121,111.404,51.9803,46.0222,18.3945,11.2999,21.3956,61.9438,11.8333
15,61.8334,108.794,48.3645,42.9285,17.8151,11.1858,20.931,59.2155,12.0661
16,59.6909,102.442,47.5941,42.1968,16.9597,10.1539,19.9567,56.7223,11.3044
17,63.4205,109.754,50.3055,44.5897,18.1825,11.2188,21.1703,60.6851,11.8453
18,62.2736,102.905,51.6258,45.8098,17.528,10.0919,20.0442,59.209,10.7587
19,51.9048,87.4218,41.1301,37.0209,14.8581,8.96181,17.0107,49.498,10.0964
20,60.697,104.107,48.3253,42.8515,17.366,10.3995,20.3258,57.7013,11.4394
21,65.0275,106.186,54.6365,48.0264,17.6504,9.92713,20.4623,61.8964,10.3819
22,63.5862,111.963,49.7034,43.8867,18.0979,11.3761,21.4303,60.9912,12.114
23,61.6809,101.394,51.1321,45.2174,17.2566,9.58483,19.9661,58.2443,10.6038
24,61.2593,102.101,49.8883,44.2632,17.0894,10.238,19.5452,58.7616,10.525
25,65.8766,110.525,54.1933,47.7362,18.2506,10.7364,21.2145,62.928,11.1692
26,62.8834,108.559,50.1905,44.2747,17.7099,10.6749,20.9805,59.8953,11.653
27,62.6268,105.309,51.0823,45.239,17.8402,10.2931,20.7125,59.271,11.3098
28,63.9274,106.466,52.7629,46.6279,17.7925,10.3663,20.5496,60.9379,10.9095
29,65.8026,107.444,55.6541,48.8457,18.0635,9.68127,21.1846,61.854,10.8092
30,63.9162,108.82,51.7535,45.7513,18.0089,10.8191,20.9553,61.0964,11.4405
31,56.9805,95.9653,45.7278,41.014,16.2957,10.0095,18.4207,54.7321,10.5316
32,59.243,102.538,46.7734,41.6582,17.2004,10.3879,20.0963,56.2415,11.6307
33,56.8428,98.2994,44.5772,40.039,16.509,10.4805,18.8659,54.6502,11.1443
34,62.3706,113.323,47.1228,41.8111,17.9879,12.1145,21.3223,60.4509,12.5959
35,53.3228,92.7268,40.983,36.9895,15.7473,9.87714,18.0703,50.951,11.0129
36,63.6467,103.464,53.4882,47.0466,17.483,9.4784,20.3388,60.0587,10.4132
37,61.4155,102.438,50.3908,44.6533,17.1729,10.0732,19.8206,58.5568,10.7387
38,58.2218,95.6645,47.9743,42.9087,16.4534,9.72446,18.4611,55.743,10.1711
39,63.6329,115.542,48.2725,43.0086,18.7113,12.6039,21.8662,61.6602,12.9719
40,60.1861,104.83,47.2209,42.0444,17.1949,10.9994,19.9126,58.102,11.4479
41,57.7159,100.933,44.9018,39.9897,16.7106,10.2582,19.7074,54.8685,11.5817
42,63.8751,106.941,52.3518,46.2498,17.9823,10.3248,20.9208,60.4792,11.2073
43,62.4875,105.174,51.0625,45.1696,17.5858,10.2574,20.4803,59.3548,11.1579
44,51.0609,84.4286,40.9074,36.9562,14.499,8.81581,16.2465,49.0289,9.54246
45,65.6043,107.232,55.2903,48.6661,18.0668,9.98597,20.9061,62.1425,10.7053
46,68.1268,114.951,56.1602,49.1077,18.7979,10.6721,22.3742,64.5005,11.6502
47,62.8273,108.41,50.2175,44.2726,17.7426,10.5533,21.0933,59.6345,11.7273
48,68.285,116.524,55.6114,48.9095,19.0502,11.4897,22.2579,65.4279,11.8131
49,64.8787,110.172,52.6072,46.2816,18.1819,10.5721,21.4764,61.4765,11.5406
50,63.5452,103.679,53.4413,47.2219,17.8058,9.70114,20.5685,59.7475,10.7724
51,65.241,115.582,50.7326,44.7778,18.5698,11.944,21.9201,62.8998,12.3429
52,66.7399,111.759,55.3119,48.6903,18.678,10.65,21.8359,63.1741,11.5168
53,57.4493,95.5862,46.9136,41.7279,16.2583,9.27345,18.8398,54.3323,10.5282
54,56.4063,95.4252,45.0663,40.369,16.2866,9.77831,18.6443,53.7152,10.7693
55,63.8671,103.911,53.7499,47.3494,17.6836,9.60564,20.505,60.1985,10.57
56,65.579,108.354,54.8615,48.0724,17.9955,9.86979,21.2515,61.878,10.9634
57,61.4548,102.881,50.0508,44.4166,17.3513,10.2729,19.9354,58.6542,10.8599
58,62.4801,104.691,51.1996,45.386,17.5723,10.3703,20.2559,59.5712,10.9983
59,65.4288,110.124,53.8968,47.4396,18.3707,10.4335,21.634,61.7563,11.5677
60,59.8865,102.768,47.4969,42.2645,17.1797,10.5041,19.9396,57.1469,11.3163
