,Q (m3/s),Mod_load(t),Obs_load(t)
2014/4/6,2.489183971,10.69404466,4.61338
2014/4/7,2.131747034,9.002825922,4.37905
2014/4/8,1.951108164,8.114978387,4.18503
2014/4/9,1.841931349,7.595291491,4.00654
2014/4/10,1.816749122,7.483697499,4.05834
2014/4/11,1.699350698,6.944935026,4.16018
2014/4/12,1.691035874,6.877938682,20.76519
2014/4/13,12.29428281,143.9343455,194.20418
2014/4/14,66.54016546,510.9472388,459.42976
2014/4/15,29.59745632,196.0201303,88.31882
2014/4/16,18.89391685,120.6496716,21.58084
2014/4/17,11.16637599,65.59508655,11.50528
2014/4/18,6.79378679,36.70239926,7.96706
2014/4/19,4.50656073,22.48113314,6.12510
2014/4/20,3.184587496,14.89344663,4.72479
2014/4/21,2.452193955,10.86676613,3.74162
2014/4/22,2.033764017,8.653200148,3.13330
2014/4/23,1.795457296,7.426681025,2.77774
2014/4/24,1.856446231,7.6520718,6.47455
2014/4/25,4.000114411,46.45583385,13.31715
2014/4/26,3.115680112,19.56016156,6.98411
2014/4/27,2.347020878,11.97452479,8.04668
2014/4/28,1.834197388,8.185015922,4.89711
2014/4/29,1.583371922,6.601615393,3.11777
2014/4/30,1.427274838,5.770606126,2.38058
2014/5/1,1.322059771,5.229461238,1.96087
2014/5/2,1.247561965,4.890770135,1.65623
2014/5/3,1.226403251,4.74490771,1.40575
2014/5/4,1.153950613,4.484126515,1.09173
2014/5/5,1.113803673,4.323395072,0.93707
2014/5/6,1.078936142,4.181148296,0.83708
2014/5/7,1.046437215,4.048294797,0.72748
2014/5/8,1.015314284,3.921320115,0.61564
2014/5/9,0.986841265,3.802503741,0.51419
2014/5/10,0.959527968,3.693787599,0.41254
2014/5/11,0.931215644,3.579110892,0.33113
2014/5/12,0.902519911,3.463243455,0.25841
2014/5/13,0.879124083,3.362763384,0.19062
2014/5/14,0.888771101,3.376200346,0.17240
2014/5/15,0.984687845,3.653027837,0.17191
2014/5/16,0.854322658,3.214778041,0.16717
2014/5/17,0.915756775,3.417234867,0.15807
2014/5/18,0.853113606,3.205434424,0.14885
2014/5/19,0.836047423,3.108890375,0.15052
2014/5/20,0.773665414,2.877822459,0.15347
2014/5/21,0.745885103,2.763535543,0.15072
2014/5/22,0.69672561,2.597714811,0.14221
2014/5/23,0.664730336,2.489798913,0.13610
2014/5/24,0.638169535,2.396257396,0.13011
2014/5/25,0.616331141,2.316707244,0.12016
2014/5/26,0.597191173,2.244753887,0.11457
2014/5/27,0.582569961,2.187728996,0.11103
2014/5/28,0.563796066,2.115031289,0.10735
2014/5/29,0.561483364,2.089920702,0.10274
2014/5/30,0.537424514,2.002834177,0.09952
2014/5/31,0.579798629,2.139126682,0.09876
2014/6/1,0.529406841,1.965624211,0.09790
2014/6/2,0.504834639,1.881333765,0.10044
2014/6/3,0.485704956,1.82496996,0.09951
2014/6/4,0.466495132,1.751244509,0.09523
2014/6/5,0.453474513,1.701127663,0.09198
2014/6/6,0.437022814,1.63362404,0.08984
2014/6/7,0.422987228,1.574881107,0.09058
2014/6/8,0.723561754,10.95935417,0.19832
2014/6/9,0.647197387,5.048059189,0.22502
2014/6/10,0.615237152,3.849155962,0.17272
2014/6/11,0.481658225,2.549607567,0.15642
2014/6/12,0.412707336,1.901181578,0.14106
2014/6/13,0.395598244,1.74339394,0.12714
2014/6/14,0.362349875,1.479946132,0.11629
2014/6/15,0.407760628,1.806727772,0.10887
2014/6/16,0.375583309,1.604939393,0.10627
2014/6/17,0.342185184,1.377079342,0.10356
2014/6/18,0.319490512,1.233185461,0.09823
2014/6/19,0.305996776,1.158433521,0.09356
2014/6/20,0.32999088,1.386384202,0.09282
2014/6/21,0.308836303,1.263068788,0.09203
2014/6/22,0.287578263,1.119200819,0.09056
2014/6/23,0.273296304,1.033619047,0.08957
2014/6/24,0.262938793,0.97787799,0.08760
2014/6/25,0.254046173,0.935362066,0.08454
2014/6/26,0.246282069,0.901840078,0.08186
2014/6/27,0.239288839,0.873388227,0.07962
2014/6/28,0.240290879,0.902302476,0.07751
2014/6/29,0.231319099,0.863259707,0.08030
2014/6/30,0.223799228,0.825544219,0.07785
2014/7/1,0.216277785,0.791665238,0.01254
2014/7/2,0.209379099,0.762894488,0.01349
2014/7/3,0.203254553,0.738414593,0.01442
2014/7/4,0.204558528,0.727112669,0.01556
2014/7/5,0.196125769,0.699995525,0.01681
2014/7/6,0.190012516,0.679333837,0.01838
2014/7/7,0.183938383,0.659001203,0.02131
2014/7/8,0.178247992,0.639938213,0.02274
2014/7/9,0.173102548,0.622154876,0.02283
2014/7/10,0.168203056,0.604971665,0.02196
2014/7/11,0.163648928,0.588722541,0.02272
2014/7/12,0.159309789,0.573043976,0.02783
2014/7/13,0.155521068,0.558374439,0.03089
2014/7/14,0.151596492,0.544096026,0.03229
2014/7/15,0.151567918,0.53631899,0.03405
2014/7/16,0.148446628,0.522588137,0.04060
2014/7/17,0.141583188,0.503196533,0.04568
2014/7/18,0.13699389,0.488766171,0.04384
2014/7/19,0.133121378,0.475791714,0.04033
2014/7/20,0.12957661,0.463460907,0.04029
2014/7/21,0.126226918,0.45153991,0.04086
2014/7/22,0.123011932,0.439958502,0.04131
2014/7/23,0.119922052,0.428763152,0.04157
2014/7/24,0.117037214,0.418259724,0.04313
2014/7/25,0.114122205,0.407662117,0.04741
2014/7/26,0.11145398,0.397934057,0.04732
2014/7/27,0.108621568,0.387662533,0.04560
2014/7/28,0.105961368,0.37797668,0.04443
2014/7/29,0.103373563,0.368564761,0.04447
2014/7/30,0.100898649,0.359560595,0.04485
2014/7/31,0.098871502,0.351520344,0.04509
2014/8/1,0.107229194,0.634989818,0.04890
2014/8/2,0.098170899,0.505739712,0.05040
2014/8/3,0.094386498,0.450735196,0.04826
2014/8/4,0.091532753,0.409011852,0.04611
2014/8/5,0.088780841,0.372885304,0.04464
2014/8/6,0.087768375,0.372672009,0.04402
2014/8/7,0.090835701,0.539470123,0.04345
2014/8/8,0.08459575,0.431073546,0.04259
2014/8/9,0.082793611,0.437223107,0.04170
2014/8/10,0.079913243,0.382513418,0.04179
2014/8/11,0.077380306,0.336520783,0.04210
2014/8/12,0.075234223,0.304533916,0.04218
2014/8/13,0.073398749,0.282892437,0.04262
2014/8/14,0.071869432,0.26824813,0.04415
2014/8/15,0.133091287,2.826469762,0.07171
2014/8/16,1.471867779,132.7755346,0.54602
2014/8/17,0.579632351,47.28724056,0.48041
2014/8/18,0.362448743,22.65015338,0.23992
2014/8/19,0.237223632,10.61962563,0.15345
2014/8/20,0.177660697,5.30039401,0.11393
2014/8/21,0.150555313,2.902700512,0.09083
2014/8/22,0.136157601,1.716728725,0.07748
2014/8/23,0.127799335,1.105119242,0.07992
2014/8/24,0.122066015,0.776881452,0.07748
2014/8/25,0.120889443,0.65686088,0.07420
2014/8/26,0.115653705,0.542880463,0.07088
2014/8/27,0.112264923,0.492206223,0.06724
2014/8/28,0.109067384,0.444589997,0.06368
2014/8/29,0.106081823,0.40515907,0.06216
2014/8/30,0.103197845,0.374881009,0.06151
2014/8/31,0.100495952,0.352642096,0.06062
2014/9/1,0.097961238,0.336110552,0.06119
2014/9/2,0.095531383,0.323177759,0.07184
2014/9/3,0.093275578,0.31280339,0.08748
2014/9/4,0.090870678,0.302888322,0.09572
2014/9/5,0.087673824,0.290133445,0.08610
2014/9/6,0.084147543,0.276174737,0.07223
2014/9/7,0.081340942,0.265302583,0.06195
2014/9/8,0.420790599,33.00848263,0.30840
2014/9/9,0.234943045,15.2181499,0.16197
2014/9/10,0.151685793,7.514180787,0.10919
2014/9/11,0.111939699,3.930286156,0.09249
2014/9/12,0.090834313,2.174421724,0.07993
2014/9/13,0.079584425,1.282111022,0.07429
2014/9/14,0.077706176,0.918796395,0.07014
2014/9/15,0.072845025,0.657534122,0.06574
2014/9/16,0.069712557,0.498702321,0.06197
2014/9/17,0.066560161,0.386868166,0.06228
2014/9/18,0.06270799,0.306309161,0.06131
2014/9/19,0.058533639,0.255874485,0.06169
2014/9/20,0.05340005,0.212412492,0.06094
2014/9/21,0.048891696,0.179558063,0.05829
2014/9/22,0.231111553,12.95224858,0.40556
2014/9/23,0.955707649,93.66934322,0.99472
2014/9/24,0.39210702,32.51165875,0.42912
2014/9/25,0.250107515,16.64487942,0.22127
2014/9/26,0.156740854,8.149429707,0.14995
2014/9/27,0.110755365,4.219725671,0.12197
2014/9/28,0.088250671,2.358508096,0.10248
2014/9/29,0.076569465,1.412845321,0.11650
2014/9/30,0.069919503,0.901316672,0.11018
2014/10/1,0.065803807,0.611562124,0.08237
2014/10/2,0.06300237,0.44134565,0.07292
2014/10/3,0.06089886,0.338049161,0.06569
2014/10/4,0.059232746,0.27354217,0.05838
2014/10/5,0.061171058,0.239927014,0.05171
2014/10/6,0.059032711,0.208069898,0.04758
2014/10/7,0.056949114,0.186488761,0.04513
2014/10/8,0.05509802,0.171638173,0.04267
2014/10/9,0.053564648,0.161368397,0.04017
2014/10/10,0.05222501,0.153891097,0.03793
2014/10/11,0.050839403,0.147910061,0.03928
2014/10/12,0.050897478,0.145267939,0.05039
2014/10/13,0.047297523,0.136744042,0.04725
2014/10/14,0.043823572,0.128397253,0.03834
2014/10/15,0.040575278,0.120630218,0.03094
2014/10/16,0.037651359,0.11337656,0.02546
2014/10/17,0.035253793,0.107184335,0.02205
2014/10/18,0.033741957,0.103202159,0.01956
2014/10/19,0.032740181,0.100513184,0.01718
2014/10/20,0.031931963,0.098264753,0.01542
2014/10/21,0.031398184,0.096800422,0.01395
2014/10/22,0.031151051,0.095836848,0.01253
2014/10/23,0.028442239,0.088869859,0.01144
2014/10/24,0.025713332,0.081950315,0.01033
2014/10/25,0.023044978,0.075205594,0.00943
2014/10/26,0.020527038,0.068852409,0.00837
2014/10/27,0.018594565,0.063932,0.00786
2014/10/28,0.018409208,0.063403672,0.02170
2014/10/29,0.018273206,0.062985338,0.04804
2014/10/30,0.018207018,0.062786291,0.02759
2014/10/31,0.018124814,0.06253585,0.02090
2014/11/1,0.018267002,0.062641913,0.01592
2014/11/2,0.018231316,0.062433907,0.01469
2014/11/3,0.036590503,0.093484996,0.01563
2014/11/4,0.110320997,0.187098429,0.01879
2014/11/5,0.1340521,0.184452859,0.02027
2014/11/6,0.086577206,0.125680523,0.02136
2014/11/7,0.060673962,0.099132734,0.02786
2014/11/8,0.042972317,0.080652296,0.03181
2014/11/9,0.03216632,0.069519069,0.02961
2014/11/10,0.025935998,0.063495316,0.02787
2014/11/11,0.022403772,0.060606268,0.03075
2014/11/12,0.020277675,0.059096069,0.03555
2014/11/13,0.019018898,0.058496407,0.03220
2014/11/14,0.018223445,0.058188718,0.02902
2014/11/15,0.017728425,0.058105931,0.03049
2014/11/16,0.017421667,0.058141025,0.02874
2014/11/17,0.017184003,0.058082979,0.02967
2014/11/18,0.017026003,0.058060744,0.03822
2014/11/19,0.016979279,0.058251666,0.05125
2014/11/20,0.016961763,0.05833641,0.06130
2014/11/21,0.016877646,0.058226787,0.05058
2014/11/22,0.016807634,0.058139662,0.04355
2014/11/23,0.016754571,0.058069234,0.04056
2014/11/24,0.017700132,0.059849147,0.03897
2014/11/25,0.01754237,0.059281332,0.03860
2014/11/26,0.039241323,0.093117331,0.04601
2014/11/27,0.028376799,0.071506637,0.04280
2014/11/28,0.024808072,0.066062721,0.04052
2014/11/29,0.030108846,0.076287755,0.03949
2014/11/30,0.028646048,0.071809999,0.03877
2014/12/1,0.024723491,0.066586251,0.04101
2014/12/2,0.022513902,0.065033968,0.05719
2014/12/3,0.039135987,0.123535431,0.06839
2014/12/4,0.031545857,0.107839058,0.06936
2014/12/5,0.026882397,0.095681034,0.06491
2014/12/6,0.118447783,0.413342976,0.05670
2014/12/7,0.076357968,0.292232079,0.04413
2014/12/8,0.060919557,0.243501785,0.04001
2014/12/9,0.043932149,0.178738335,0.04359
2014/12/10,0.367531607,27.36533173,0.04308
2014/12/11,0.169993924,10.97539618,0.12523
2014/12/12,0.281953137,13.13397825,0.11013
2014/12/13,0.896776763,61.58953983,0.29472
2014/12/14,0.54710912,24.05796535,0.39620
2014/12/15,0.306055295,10.8428318,0.31586
2014/12/16,0.190351856,5.130809766,0.60954
2014/12/17,0.13345535,2.560604298,0.35167
2014/12/18,0.106409783,1.390643376,0.27401
2014/12/19,0.093297097,0.833242161,0.30437
2014/12/20,0.085743746,0.551824402,0.29499
2014/12/21,0.080954314,0.402731363,0.23812
2014/12/22,0.07760501,0.320042286,0.21721
2014/12/23,0.074926802,0.271252259,0.27038
2014/12/24,0.072710912,0.240964763,0.25549
2014/12/25,0.071283714,0.223375801,0.25729
2014/12/26,0.069487697,0.209738031,0.26023
2014/12/27,0.067738842,0.198907281,0.27285
2014/12/28,0.066191198,0.190885623,0.23394
2014/12/29,0.065561482,0.186600967,0.23145
2014/12/30,0.173971177,0.532972972,0.38968
2014/12/31,0.49546033,28.01976017,1.47153
2015/1/1,0.264246108,8.112080448,1.98926
2015/1/2,0.212260467,3.846369173,1.59102
2015/1/3,4.102628009,183.5455703,23.28647
2015/1/4,3.34354284,69.19664094,22.37600
2015/1/5,1.261271008,22.33525308,9.61258
2015/1/6,9.003939969,117.4226507,67.80940
2015/1/7,13.63119531,109.9353126,45.00937
2015/1/8,7.677905875,41.36942796,13.85715
2015/1/9,4.503116863,23.03526695,8.64880
2015/1/10,2.566702372,11.69940478,7.19845
2015/1/11,1.648227362,6.652402134,7.17225
2015/1/12,1.219959367,4.593027909,3.64523
2015/1/13,0.998601537,3.632289825,2.31136
2015/1/14,0.885027177,3.166725793,1.86417
2015/1/15,0.832506878,2.942591762,1.57706
2015/1/16,3.696220103,92.27373769,7.29832
2015/1/17,3.78073208,40.55136426,9.96144
2015/1/18,3.139817855,20.38810059,16.76492
2015/1/19,2.126462411,11.87671804,7.67880
2015/1/20,1.436934668,6.662441066,20.00055
2015/1/21,3.985594968,53.40239039,523.53815
2015/1/22,35.36227693,253.518634,2076.16966
2015/1/23,145.0663906,1059.668248,648.68953
2015/1/24,46.22929667,296.7214875,320.97828
2015/1/25,27.24316729,183.8366288,87.58715
2015/1/26,26.79581282,188.4260532,127.46357
2015/1/27,19.00000395,90.89791451,47.64786
2015/1/28,13.05788895,56.55592943,40.90122
2015/1/29,11.67381905,86.03484082,28.50917
2015/1/30,8.827502349,32.55452946,15.49687
2015/1/31,6.045056035,20.26545985,12.19654
2015/2/1,4.357113754,14.46215631,9.88519
2015/2/2,3.374550165,11.44679206,8.38488
2015/2/3,2.76156792,9.642282443,10.14116
2015/2/4,2.408111821,8.621038553,8.92400
2015/2/5,2.235653903,8.182247935,6.42617
2015/2/6,2.203224495,10.7596637,4.81366
2015/2/7,1.955166085,8.41404874,4.22263
2015/2/8,1.837732083,7.301821089,3.89942
2015/2/9,1.747210225,6.720472847,3.53437
2015/2/10,1.683812524,6.39499142,3.25914
2015/2/11,1.716716125,6.473318814,3.20942
2015/2/12,1.64429316,6.166466613,3.19603
2015/2/13,1.761058288,6.535408147,3.18850
2015/2/14,1.593041866,5.921551507,3.16025
2015/2/15,1.602548483,6.009341237,3.12912
2015/2/16,1.455672032,5.431072465,3.56306
2015/2/17,1.383272341,5.129381481,2.85130
2015/2/18,1.324691664,4.904589008,2.49853
2015/2/19,1.303527903,4.836393131,2.26074
2015/2/20,1.256709411,4.644359337,2.18963
2015/2/21,1.206878707,4.450888411,2.20943
2015/2/22,1.264479057,4.622842491,2.25817
2015/2/23,1.465033413,19.01086119,3.69586
2015/2/24,1.205269456,7.597704046,3.16743
2015/2/25,1.248230034,5.792561356,2.43954
2015/2/26,1.10062625,4.540345057,2.20801
2015/2/27,1.03326565,3.994260095,1.88493
2015/2/28,0.984965271,3.685438589,1.64170
2015/3/1,0.94929359,3.493459417,1.46027
2015/3/2,0.919087908,3.352412692,1.30765
2015/3/3,0.89140607,3.234665329,1.19753
2015/3/4,0.865123658,3.128673873,1.09855
2015/3/5,0.841848885,3.077768634,1.00402
2015/3/6,0.816119348,2.960511054,1.01628
2015/3/7,0.793715104,2.878924864,1.13784
2015/3/8,0.768819545,2.765594069,0.99721
2015/3/9,0.74593851,2.674005773,0.91056
2015/3/10,0.724261465,2.590352562,0.83261
2015/3/11,0.750558695,3.500590339,0.81410
2015/3/12,0.898683269,7.323312769,1.00616
2015/3/13,1.096166467,22.83320581,3.75023
2015/3/14,0.812690898,11.75587088,1.87554
2015/3/15,0.707154247,6.882291858,0.95823
2015/3/16,0.639593111,4.336200615,0.93014
2015/3/17,0.601250984,3.099955851,2.66028
2015/3/18,0.576404939,2.496099592,0.81032
2015/3/19,0.55701778,2.184131261,0.42271
2015/3/20,0.539949664,2.00725499,0.21736
2015/3/21,0.524042743,1.894131849,0.13633
2015/3/22,0.508937546,1.812253962,0.08374
2015/3/23,0.497457262,1.796559175,0.06965
2015/3/24,0.480404145,1.694688744,0.02710
2015/3/25,0.466229016,1.63533006,0.01086
2015/3/26,0.452781854,1.583624088,0.01282
2015/3/27,0.439768742,1.535022466,0.01552
2015/3/28,0.430099797,1.562330487,0.01851
2015/3/29,0.422734015,1.568762028,0.01805
2015/3/30,0.551497229,4.623585257,0.03470
2015/3/31,1.087569589,60.83174808,0.18753
2015/4/1,0.745506644,22.17325213,0.17877
2015/4/2,0.523798264,10.59325304,0.08578
2015/4/3,0.42437449,5.441320174,0.05459
2015/4/4,0.378436941,3.161986077,0.04565
2015/4/5,0.361861434,2.257039471,0.04177
2015/4/6,0.440205781,2.573931209,0.05754
2015/4/7,1.082367845,36.49512017,0.28972
2015/4/8,0.536049191,13.81436983,0.11902
2015/4/9,0.429399818,6.921390579,0.07005
2015/4/10,0.371590964,3.603843418,0.05836
2015/4/11,0.3408902,2.142897477,0.05087
2015/4/12,0.323206211,1.506654751,0.04470
2015/4/13,0.311027567,1.220825775,0.04197
2015/4/14,0.307650424,1.201800171,0.04072
2015/4/15,0.340031411,1.728302962,0.04064
2015/4/16,0.409879831,2.813904117,0.05081
2015/4/17,0.361392688,2.484659876,0.05486
2015/4/18,0.311059056,1.827725034,0.06395
2015/4/19,0.280803454,1.370941398,0.07470
2015/4/20,0.263018083,1.121855622,0.09524
2015/4/21,0.249891911,0.962881398,0.10141
2015/4/22,0.240098615,0.865558885,0.09427
2015/4/23,0.231689978,0.802294943,0.09907
2015/4/24,0.223985683,0.757621544,0.13371
2015/4/25,0.216688983,0.72310213,0.13307
2015/4/26,0.209798588,0.694672707,0.11686
2015/4/27,0.203207777,0.669829722,0.11415
2015/4/28,0.196906915,0.647351312,0.11294
2015/4/29,0.190806648,0.62631648,0.11526
2015/4/30,0.210357281,1.036491562,0.12218
2015/5/1,0.193863339,0.917493813,0.17927
2015/5/2,0.183226233,0.773369028,0.19868
2015/5/3,0.173070442,0.663012664,0.20496
2015/5/4,0.164857618,0.591465611,0.19617
2015/5/5,0.158148379,0.545405563,0.18433
2015/5/6,0.152285707,0.513637529,0.19324
2015/5/7,0.146948812,0.489732861,0.21145
2015/5/8,0.141790378,0.469470638,0.28873
2015/5/9,0.136633447,0.45063728,0.29012
2015/5/10,0.131640246,0.432881108,0.24327
2015/5/11,0.126907842,0.416435884,0.34526
2015/5/12,0.121937553,0.399942623,3.68723
2015/5/13,0.11688597,0.383697431,1.31872
2015/5/14,0.11204617,0.368349164,0.73542
2015/5/15,0.107788918,0.354891645,0.48835
2015/5/16,0.114534874,0.370056833,0.40571
2015/5/17,0.251066867,0.758713063,0.43796
2015/5/18,0.240800681,0.73303425,0.36559
2015/5/19,0.173609832,0.534924179,0.28610
2015/5/20,0.135256116,0.420015938,0.26331
2015/5/21,0.108704473,0.343870067,0.24539
2015/5/22,0.092088188,0.296681383,0.24584
2015/5/23,0.081737575,0.266991669,0.19151
2015/5/24,0.075505495,0.248957476,0.16650
2015/5/25,0.089113067,0.286913067,0.15128
2015/5/26,0.092542119,0.289976956,0.14028
2015/5/27,0.07740406,0.248735732,0.13309
2015/5/28,0.067961797,0.220603584,0.13201
2015/5/29,0.060193389,0.196922976,0.12576
2015/5/30,0.05597036,0.184066437,0.11230
2015/5/31,0.050728084,0.166681888,0.10529
2015/6/1,0.046833015,0.152928995,0.10198
2015/6/2,0.085400301,0.319562066,0.10760
2015/6/3,0.058739518,0.235287627,0.09092
2015/6/4,0.048844747,0.192545025,0.09221
2015/6/5,0.042295817,0.159791477,0.10681
2015/6/6,0.037213201,0.134775631,0.08273
2015/6/7,0.034125812,0.118867257,0.06363
2015/6/8,0.039677783,0.162568671,0.05291
2015/6/9,0.047642403,0.218615652,0.04314
2015/6/10,0.047287261,0.235732065,0.03438
2015/6/11,0.041620927,0.203681199,0.02722
2015/6/12,0.129805088,0.713479583,0.02097
2015/6/13,0.11252427,0.713554839,0.01516
2015/6/14,0.094249775,0.627865918,0.01018
2015/6/15,0.246137155,3.34515988,0.00593
2015/6/16,0.146597137,2.375823934,0.00641
2015/6/17,0.290287811,6.942219345,0.00962
2015/6/18,0.14857377,2.558773231,0.00808
2015/6/19,0.092249157,1.3396292,0.00712
2015/6/20,0.068882824,0.806642442,0.00608
2015/6/21,0.048919036,0.487779858,0.00534
2015/6/22,0.068832481,0.524015297,0.00485
2015/6/23,0.050295782,0.368513388,0.00448
2015/6/24,0.093898438,0.575712608,0.00439
2015/6/25,0.059271817,0.390100485,0.00420
2015/6/26,0.062713588,0.350997728,0.00372
2015/6/27,0.038963267,0.225059859,0.00339
2015/6/28,0.030625578,0.164221827,0.00315
2015/6/29,0.033211251,0.172862628,0.00298
2015/6/30,0.030304615,0.151399922,0.00277
2015/7/1,0.044535303,0.178757823,0.00275
2015/7/2,0.037451666,0.139469356,0.00297
2015/7/3,0.032381335,0.112851984,0.00320
2015/7/4,0.027901694,0.094335368,0.00386
2015/7/5,0.025089845,0.084326745,0.00447
2015/7/6,0.022844403,0.076776216,0.00449
2015/7/7,0.021401313,0.072119157,0.00452
2015/7/8,0.020544743,0.069466801,0.00458
2015/7/9,0.02006009,0.068047598,0.00462
2015/7/10,0.05396095,0.156203817,0.00468
2015/7/11,0.041442451,0.116315492,0.00469
2015/7/12,0.036007689,0.098590588,0.00468
2015/7/13,0.030309968,0.084959115,0.00466
2015/7/14,0.026011562,0.076084182,0.00564
2015/7/15,0.023225319,0.070865787,0.00520
2015/7/16,0.021504706,0.067920926,0.00494
2015/7/17,0.020465639,0.066328044,0.00490
2015/7/18,0.019840221,0.06549625,0.00491
2015/7/19,0.019464216,0.065092012,0.00502
2015/7/20,0.019329979,0.065218196,0.00534
2015/7/21,0.021294512,0.069158451,0.00578
2015/7/22,0.025160516,0.076200428,0.00658
2015/7/23,0.205803599,3.611948304,0.00841
2015/7/24,0.106009068,0.822387964,0.00926
2015/7/25,0.071597248,0.455255548,0.00913
2015/7/26,0.048923806,0.266441253,0.00894
2015/7/27,0.035696958,0.170554326,0.00893
2015/7/28,0.028331974,0.121892243,0.00890
2015/7/29,0.024258236,0.096291462,0.00903
2015/7/30,0.021882113,0.082141108,0.00926
2015/7/31,0.020482826,0.074085553,0.00971
2015/8/1,0.019687447,0.069578093,0.01003
2015/8/2,0.019188723,0.066932452,0.01045
2015/8/3,0.018820317,0.065190438,0.02304
2015/8/4,0.01860373,0.064221226,0.16329
2015/8/5,0.018464203,0.063646422,0.05300
2015/8/6,0.018384829,0.063354941,0.03446
2015/8/7,0.018342776,0.06323185,0.02060
2015/8/8,0.018278031,0.063050235,0.01722
2015/8/9,0.018228438,0.062916914,0.01673
2015/8/10,0.018160136,0.062716995,0.01885
2015/8/11,0.018133356,0.062651838,0.02729
2015/8/12,0.018039361,0.062361058,0.02294
2015/8/13,0.018013782,0.062290357,0.02206
2015/8/14,0.017993849,0.062246031,0.02235
2015/8/15,0.017969052,0.062186638,0.02253
2015/8/16,0.017926461,0.062053944,0.02730
2015/8/17,0.017879741,0.061902503,0.02824
2015/8/18,0.01784628,0.061796997,0.02802
2015/8/19,0.017816192,0.061704551,0.03370
2015/8/20,0.017805927,0.061685158,0.02705
2015/8/21,0.017874565,0.061923247,0.02612
2015/8/22,0.017930278,0.062129171,0.02371
2015/8/23,0.017842871,0.061858051,0.02522
2015/8/24,0.019614614,0.064634636,0.02792
2015/8/25,0.019208594,0.063238327,0.03033
2015/8/26,0.018967834,0.062539783,0.03277
2015/8/27,0.018575036,0.061770444,0.03498
2015/8/28,0.018235132,0.061263511,0.03720
2015/8/29,0.017927606,0.060780169,0.04099
2015/8/30,0.019109241,0.062689049,0.04820
2015/8/31,0.034860646,0.083970099,0.04825
2015/9/1,0.031402415,0.076019851,0.04737
2015/9/2,0.027984728,0.070316137,0.04929
2015/9/3,0.024314771,0.065035201,0.05350
2015/9/4,0.02163626,0.061773241,0.05369
2015/9/5,0.019872815,0.059965482,0.05336
2015/9/6,0.018805533,0.059198526,0.04966
2015/9/7,0.018117425,0.05881026,0.04652
2015/9/8,0.01771567,0.058758057,0.04655
2015/9/9,0.01741502,0.058649537,0.04774
2015/9/10,0.017255455,0.058726283,0.04872
2015/9/11,0.017212435,0.059004727,0.05777
2015/9/12,0.031119272,0.080606612,0.05502
2015/9/13,0.025397728,0.068663541,0.04207
2015/9/14,0.051759486,0.107486334,0.04508
2015/9/15,0.051748265,0.100413233,0.04512
2015/9/16,0.037301857,0.077512169,0.03811
2015/9/17,0.030075307,0.068728651,0.03590
2015/9/18,0.02497958,0.062959763,0.03693
2015/9/19,0.021801691,0.05999913,0.03173
2015/9/20,0.019807425,0.058412496,0.02839
2015/9/21,0.018586837,0.057673286,0.02853
2015/9/22,0.017801717,0.057265603,0.98167
2015/9/23,0.017300948,0.057065105,0.89744
2015/9/24,0.017052476,0.057223658,0.14409
2015/9/25,0.016887121,0.057356608,0.06462
2015/9/26,0.016791837,0.057508857,0.05330
2015/9/27,0.016738826,0.057666175,0.04831
2015/9/28,0.019512778,0.062307344,0.04072
2015/9/29,0.018493405,0.060061892,0.03400
2015/9/30,0.018243334,0.059551444,0.02536
2015/10/1,0.017504944,0.05830138,0.02353
2015/10/2,0.017261279,0.05812858,0.02339
2015/10/3,0.026644417,0.077938206,0.02094
2015/10/4,0.020719687,0.06365743,0.01493
2015/10/5,0.019137295,0.060519462,0.01227
2015/10/6,0.018097016,0.058712215,0.00999
2015/10/7,0.01737972,0.057636562,0.00819
2015/10/8,0.016949845,0.057146561,0.00692
2015/10/9,0.016751264,0.057130659,0.00730
2015/10/10,0.02167274,0.067897214,0.00637
2015/10/11,0.049601742,0.111316978,0.00437
2015/10/12,0.038744847,0.090060662,0.00245
2015/10/13,0.030896089,0.076189078,0.00149
2015/10/14,0.025431498,0.067081967,0.00214
2015/10/15,0.021943166,0.061798353,0.00331
2015/10/16,0.024946517,0.068284362,0.00454
2015/10/17,0.028775074,0.074913924,0.00568
2015/10/18,0.025286709,0.068084964,0.00667
2015/10/19,0.259550048,5.122850502,0.00913
2015/10/20,0.193639838,3.172982737,0.00976
2015/10/21,0.164492537,1.82146465,0.01070
2015/10/22,0.099527656,0.934339748,0.01198
2015/10/23,0.063455751,0.517000899,0.01623
2015/10/24,0.042615281,0.309273983,0.01649
2015/10/25,0.031076784,0.202323482,0.01381
2015/10/26,0.024618656,0.144074602,0.01411
2015/10/27,0.021081464,0.111163313,0.01438
2015/10/28,0.018956413,0.091140772,0.01472
2015/10/29,0.01774999,0.078842121,0.01587
2015/10/30,0.017060626,0.071103145,0.01838
2015/10/31,0.074245163,0.171358983,0.03173
2015/11/1,0.144514898,0.434069755,0.03500
2015/11/2,0.110520662,0.405864498,0.04330
2015/11/3,0.082638052,0.304450037,0.69181
2015/11/4,0.05046702,0.189700706,0.17744
2015/11/5,0.035267176,0.132418529,0.04256
2015/11/6,0.125226031,0.476310634,0.08985
2015/11/7,0.059831433,0.248847234,0.08094
2015/11/8,0.205293707,8.238277028,0.08029
