,Q (m3/s),Mod_load(t),Obs_load(t)
2011/1/28,2.928842958,11.81489515,10.30890
2011/1/29,2.72123893,11.0073288,10.25670
2011/1/30,2.571639833,10.41310604,74.00710
2011/1/31,128.8336112,1248.023166,1344.78780
2011/2/1,48.90079886,333.6346166,386.26830
2011/2/2,37.192394,214.2289886,115.96200
2011/2/3,111.5219061,791.1600424,464.29410
2011/2/4,45.6882981,250.435382,140.41190
2011/2/5,30.7685676,155.050573,73.26940
2011/2/6,38.28108505,241.2193294,139.80970
2011/2/7,27.1676183,131.4549282,56.17520
2011/2/8,21.04464235,96.41433575,25.02720
2011/2/9,13.4041607,56.16278776,20.95950
2011/2/10,9.254877425,36.35670838,51.38610
2011/2/11,33.81655189,266.1130288,420.05590
2011/2/12,28.30052333,134.0404732,92.87900
2011/2/13,28.6538272,167.7535783,73.92780
2011/2/14,22.38034051,99.6074803,54.00760
2011/2/15,17.24937592,69.830244,79.09360
2011/2/16,25.45026173,154.5079367,293.93040
2011/2/17,22.20931688,97.85639646,41.04610
2011/2/18,16.88364819,70.04419495,14.96500
2011/2/19,11.88200931,47.0319199,8.70910
2011/2/20,10.19259078,57.34094142,24.07100
2011/2/21,7.901507713,29.93651584,15.09980
2011/2/22,5.987114626,21.95031957,15.15160
2011/2/23,9.523186014,73.66179971,114.15190
2011/2/24,9.447041998,44.91312326,38.39060
2011/2/25,7.341672914,29.94983782,7.16140
2011/2/26,5.578657316,21.65986214,4.12860
2011/2/27,4.418399632,16.98543687,2.73650
2011/2/28,3.652414529,14.15023928,3.54750
2011/3/1,6.514333749,64.41069144,46.24290
2011/3/2,5.907071508,43.12338499,25.30510
2011/3/3,4.723217334,28.14804756,18.81680
2011/3/4,3.881660037,20.4536633,26.31820
2011/3/5,3.358792693,16.80175027,35.34200
2011/3/6,2.912195464,13.6545131,25.17060
2011/3/7,7.615159564,64.45472614,65.61710
2011/3/8,8.617515176,53.08317582,35.89660
2011/3/9,8.261446032,48.92077413,27.08630
2011/3/10,6.1795249,35.1732421,33.31930
2011/3/11,4.494487797,24.34101294,33.63820
2011/3/12,7.802979087,67.60757545,333.49190
2011/3/13,26.44946115,214.7707235,676.61350
2011/3/14,170.1800481,1627.445528,2048.89590
2011/3/15,507.9002239,6339.780389,1047.50820
2011/3/16,123.7614921,1331.423836,436.59550
2011/3/17,66.98692471,825.8459181,163.56500
2011/3/18,27.50480621,259.1447548,92.82930
2011/3/19,15.55836701,113.1578862,115.16910
2011/3/20,13.77578849,97.36500205,156.78310
2011/3/21,17.41980134,118.8815247,193.45070
2011/3/22,16.47305368,101.671681,270.16760
2011/3/23,20.77769335,137.1616888,170.03680
2011/3/24,16.51959557,98.41660453,559.33330
2011/3/25,118.4799871,998.0959715,1383.57770
2011/3/26,128.2240138,1153.240711,1039.46640
2011/3/27,42.79876022,351.4870027,251.20010
2011/3/28,39.94465909,316.468562,321.35620
2011/3/29,94.42283733,768.2452867,1061.64500
2011/3/30,162.5317188,1456.076804,848.64470
2011/3/31,342.1155187,3716.143347,2403.26380
2011/4/1,86.35779756,749.0960001,625.56770
2011/4/2,194.5411712,1753.619778,547.89600
2011/4/3,61.16584409,464.1249723,191.76870
2011/4/4,59.45909574,440.0872198,175.94160
2011/4/5,34.50006932,216.7011222,87.13980
2011/4/6,24.00069346,139.1337715,57.40360
2011/4/7,16.25383814,87.34704876,30.48410
2011/4/8,11.8577693,60.07704231,29.55310
2011/4/9,8.795812439,42.42701513,20.47240
2011/4/10,7.014220995,32.5839474,17.33060
2011/4/11,5.76665063,26.00097823,15.02920
2011/4/12,4.970166949,21.90107046,12.61650
2011/4/13,4.433034256,19.20536762,11.06550
2011/4/14,4.055342272,17.3511998,9.88690
2011/4/15,3.784037163,16.03956376,8.83880
2011/4/16,3.578358149,15.06111302,7.88510
2011/4/17,3.415324499,14.29594387,6.85640
2011/4/18,3.39745692,14.13339036,10.34530
2011/4/19,3.577321341,32.14167921,15.35530
2011/4/20,3.175697238,18.76093975,8.80370
2011/4/21,3.022271381,14.48599355,6.94200
2011/4/22,2.885657368,12.60654194,5.53910
2011/4/23,2.783129306,11.71014722,4.65480
2011/4/24,2.704151447,11.1983597,4.04150
2011/4/25,2.616402671,10.7414462,3.59190
2011/4/26,2.548143674,10.40655058,3.28550
2011/4/27,2.487752517,10.1322675,3.01320
2011/4/28,2.403724629,9.747508677,2.84400
2011/4/29,2.327482654,9.411669695,2.61360
2011/4/30,2.249932716,9.073081698,2.35330
2011/5/1,2.181165549,8.77146728,2.16030
2011/5/2,2.11471172,8.483786108,1.98220
2011/5/3,2.053565359,8.248024897,1.85340
2011/5/4,1.990982927,7.967906587,1.70680
2011/5/5,1.931743956,7.703644636,1.55300
2011/5/6,1.874157683,7.453155291,1.41400
2011/5/7,1.866914631,8.084103625,1.31470
2011/5/8,1.790630877,7.557151552,1.28700
2011/5/9,1.788605622,8.154099633,1.25820
2011/5/10,1.688222863,7.193514174,1.16200
2011/5/11,1.623990043,6.606910242,1.00290
2011/5/12,1.57021308,6.269915695,0.86570
2011/5/13,1.519692188,6.000516562,0.76920
2011/5/14,1.473726084,5.780261401,0.70940
2011/5/15,1.429541482,5.584123833,0.63070
2011/5/16,1.38869626,5.438187969,0.55130
2011/5/17,1.357940256,5.510781386,0.49460
2011/5/18,1.311802911,5.223980003,0.41890
2011/5/19,1.286770651,5.315836065,0.36690
2011/5/20,1.272298152,5.49407067,0.33410
2011/5/21,1.25418109,5.74054807,0.29240
2011/5/22,1.186946393,5.107235856,0.23800
2011/5/23,1.288562361,7.114537638,0.21880
2011/5/24,1.506285287,23.44868507,0.26860
2011/5/25,1.207905112,11.14473865,0.18680
2011/5/26,1.098694168,6.839093563,0.13980
2011/5/27,1.022465334,4.880031559,0.12630
2011/5/28,0.976682239,4.081301566,0.11920
2011/5/29,0.942773205,3.720841042,0.11650
2011/5/30,0.914481548,3.535461312,0.11230
2011/5/31,0.886719646,3.38954609,0.15380
2011/6/1,0.860679273,3.267841158,0.12600
2011/6/2,0.835191177,3.158383265,0.11460
2011/6/3,0.811192162,3.073486577,0.11230
2011/6/4,0.788519607,3.012333658,0.11170
2011/6/5,0.765179339,2.908937328,0.11390
2011/6/6,0.784157505,3.569586319,0.12100
2011/6/7,0.744715474,3.325048733,0.12370
2011/6/8,0.709236343,2.940431845,0.12640
2011/6/9,0.683784152,2.693849383,0.12540
2011/6/10,0.66191184,2.54771214,0.13140
2011/6/11,1.010683353,21.53108655,0.16920
2011/6/12,1.070476378,27.67716119,0.37770
2011/6/13,0.787196458,13.5222034,0.27450
2011/6/14,0.67342877,7.547001387,0.20470
2011/6/15,0.603023391,4.542043297,0.17810
2011/6/16,0.564996523,3.150133844,0.16180
2011/6/17,0.542499513,2.530017479,0.14990
2011/6/18,0.523666294,2.194255883,0.14320
2011/6/19,0.508221944,2.014739013,0.13520
2011/6/20,0.492796078,1.888324156,0.13600
2011/6/21,0.479672852,1.829993679,0.14070
2011/6/22,0.465176074,1.753041583,0.14680
2011/6/23,0.451737687,1.681330888,0.14210
2011/6/24,0.438536479,1.61838463,0.14040
2011/6/25,0.425916288,1.563423909,0.13800
2011/6/26,0.429058492,1.846366485,0.13350
2011/6/27,0.411986781,1.777258114,0.13700
2011/6/28,0.443056014,2.509435177,0.14580
2011/6/29,0.491707704,3.875421037,0.14710
2011/6/30,0.479923035,4.118770104,0.10790
2011/7/1,0.410619131,2.837428275,0.06480
2011/7/2,0.37539218,2.045603853,0.05930
2011/7/3,0.375087288,1.645696404,0.06060
2011/7/4,0.34765893,1.38399357,0.05620
2011/7/5,0.330612524,1.249638916,0.05510
2011/7/6,0.316343705,1.166831337,0.05360
2011/7/7,0.347589081,1.179690981,0.05330
2011/7/8,0.311757853,1.088702834,0.05240
2011/7/9,0.293171042,1.03956031,0.05080
2011/7/10,0.282053626,1.004768748,0.05040
2011/7/11,0.272109189,0.972487285,0.05340
2011/7/12,0.263921018,0.944154794,0.05490
2011/7/13,0.25624106,0.917134875,0.05560
2011/7/14,0.249001012,0.891160933,0.05500
2011/7/15,0.242195712,0.86641026,0.05500
2011/7/16,0.312920295,0.963979641,0.05830
2011/7/17,0.280477241,0.882591523,0.05880
2011/7/18,0.255129596,0.831197365,0.05850
2011/7/19,0.234489179,0.78859574,0.05970
2011/7/20,0.219703573,0.756124977,0.05600
2011/7/21,0.209480066,0.731207411,0.05690
2011/7/22,0.201863068,0.710147182,0.05650
2011/7/23,0.19536149,0.690303043,0.05600
2011/7/24,0.189637713,0.671514292,0.05370
2011/7/25,0.184388642,0.653462397,0.05110
2011/7/26,0.179420724,0.635926417,0.05470
2011/7/27,0.175858467,0.620730096,0.05630
2011/7/28,0.169512122,0.596447417,0.05590
2011/7/29,0.16388783,0.571430135,0.05620
2011/7/30,0.156137989,0.541145496,0.05120
2011/7/31,0.148614404,0.511115263,0.04910
2011/8/1,0.141121842,0.480972931,0.04780
2011/8/2,0.133857064,0.45138525,0.04780
2011/8/3,0.126824921,0.422499837,0.04700
2011/8/4,0.1313519,0.543384402,0.04820
2011/8/5,0.153451359,1.12097286,0.05530
2011/8/6,0.143100791,1.101564915,0.05070
2011/8/7,0.122320369,0.83353929,0.05120
2011/8/8,0.107974616,0.623913938,0.05050
2011/8/9,0.095615714,0.470804059,0.04940
2011/8/10,0.08565431,0.366210183,0.05010
2011/8/11,0.077258252,0.293764379,0.04890
2011/8/12,0.069084416,0.240077808,0.04650
2011/8/13,0.062531658,0.202914135,0.04600
2011/8/14,0.057570824,0.177647048,0.04720
2011/8/15,0.052622375,0.157499145,0.04860
2011/8/16,0.047151806,0.139357248,0.04840
2011/8/17,0.042045542,0.124194505,0.05100
2011/8/18,0.038558505,0.121448887,0.05280
2011/8/19,0.034514251,0.113609481,0.05020
2011/8/20,0.031694752,0.105761879,0.04840
2011/8/21,0.029804191,0.099091589,0.05930
2011/8/22,0.028634546,0.094151151,0.04910
2011/8/23,0.029830723,0.10473824,0.04490
2011/8/24,0.030413651,0.125771812,0.04550
2011/8/25,0.028636316,0.113777551,0.04800
2011/8/26,0.044661621,0.297380357,0.05050
2011/8/27,0.052124608,0.464739404,0.05080
2011/8/28,0.066587915,0.879787187,0.05080
2011/8/29,0.440969425,24.24963905,0.08500
2011/8/30,0.233489748,9.830127046,0.11730
2011/8/31,0.203241178,6.940126498,0.08450
2011/9/1,0.120439156,3.594709752,0.08090
2011/9/2,0.078060207,1.941452139,0.07890
2011/9/3,0.063733594,1.1525401,0.07220
2011/9/4,0.048318633,0.681362373,0.06760
2011/9/5,0.03837623,0.429251996,0.06810
2011/9/6,0.037293512,0.301405947,0.06580
2011/9/7,0.031836765,0.210564223,0.06350
2011/9/8,0.028460631,0.157843316,0.06430
2011/9/9,0.026565111,0.126792595,0.05530
2011/9/10,0.025310212,0.107631277,0.05680
2011/9/11,0.024535526,0.095814588,0.05600
2011/9/12,0.024039021,0.088421702,0.05490
2011/9/13,0.02362351,0.083459215,0.23500
2011/9/14,0.023355999,0.080325555,0.18950
2011/9/15,0.023042312,0.077895758,0.09110
2011/9/16,0.022803396,0.076239558,0.06960
2011/9/17,0.022598727,0.075042659,0.06740
2011/9/18,0.022453359,0.074258545,0.06770
2011/9/19,0.022262676,0.073466525,0.07170
2011/9/20,0.022042085,0.072629923,0.06810
2011/9/21,0.021812897,0.071843279,0.05760
2011/9/22,0.02158957,0.071167245,0.05770
2011/9/23,0.021385678,0.07050726,0.06050
2011/9/24,0.021232857,0.070020394,0.06300
2011/9/25,0.021064418,0.069504287,0.05330
2011/9/26,0.020893727,0.069005337,0.04520
2011/9/27,0.020434975,0.068027952,0.06340
2011/9/28,0.019967574,0.067127137,0.05080
2011/9/29,0.019581595,0.06640883,0.04600
2011/9/30,0.019321182,0.065973511,0.04740
2011/10/1,0.024749402,0.08894703,0.06060
2011/10/2,0.019980813,0.068890573,0.06490
2011/10/3,0.019363388,0.066619337,0.06670
2011/10/4,0.019040571,0.065694465,0.06250
2011/10/5,0.018842063,0.065172832,0.05480
2011/10/6,0.018769816,0.06504262,0.05580
2011/10/7,0.018543914,0.06436871,0.05760
2011/10/8,0.018382283,0.06385591,0.06080
2011/10/9,0.018226889,0.063350413,0.06420
2011/10/10,0.018218197,0.063312618,0.05950
2011/10/11,0.018148959,0.063100925,0.05840
2011/10/12,0.023820142,0.08780693,0.05660
2011/10/13,0.019221662,0.069927899,0.06210
2011/10/14,0.123677737,0.80659899,0.07160
2011/10/15,0.079415784,0.512147104,0.07300
2011/10/16,0.058486903,0.334560033,0.09920
2011/10/17,0.042653179,0.223705032,0.11390
2011/10/18,0.491303058,36.83382639,0.21990
2011/10/19,0.239939917,13.08492945,0.38630
2011/10/20,0.140975833,6.273710468,0.29170
2011/10/21,0.092566332,3.166916838,0.22150
2011/10/22,0.058437975,1.644897988,0.19450
2011/10/23,0.054150417,1.088380997,0.17360
2011/10/24,0.045806987,0.712969337,0.16620
2011/10/25,0.03476091,0.441812909,0.15450
2011/10/26,0.028064179,0.288495225,0.14160
2011/10/27,0.023985738,0.20075804,0.16190
2011/10/28,0.021820569,0.150204411,0.16190
2011/10/29,0.019957569,0.11711391,0.19340
2011/10/30,0.018893465,0.096875192,0.18580
2011/10/31,0.018219446,0.083992408,0.17070
2011/11/1,0.018580717,0.077498205,0.98180
2011/11/2,0.029366931,0.091239615,0.59580
2011/11/3,0.022286195,0.07282929,0.67990
2011/11/4,0.020256994,0.067072722,0.31490
2011/11/5,0.019035322,0.063784366,0.16240
2011/11/6,0.01839219,0.062359216,0.10610
2011/11/7,0.017814041,0.060995816,0.08730
2011/11/8,0.017466158,0.060190134,0.07840
2011/11/9,0.038526351,0.089007161,0.07680
2011/11/10,0.04631832,0.092040939,0.07090
2011/11/11,0.039045647,0.080863033,0.06680
2011/11/12,0.032986386,0.072964162,0.06020
2011/11/13,0.027288925,0.066075393,0.06600
2011/11/14,0.023241716,0.061577874,0.06320
2011/11/15,0.020629753,0.058963251,0.06320
2011/11/16,0.033209629,0.074482069,0.06230
2011/11/17,0.032105946,0.072284781,0.05920
2011/11/18,0.030913171,0.070868865,0.05270
2011/11/19,0.026643288,0.065742836,0.05230
2011/11/20,0.067133357,0.119298998,0.05370
2011/11/21,0.047242625,0.087285663,0.04750
2011/11/22,0.057392689,0.105432764,0.04580
2011/11/23,0.22640563,6.010188827,0.04430
2011/11/24,0.125350458,4.387569142,0.08940
2011/11/25,0.103984586,2.719833452,0.07910
2011/11/26,0.081378064,1.553751969,0.05710
2011/11/27,0.050265533,0.830150531,0.04690
2011/11/28,0.034907072,0.474670614,0.03560
2011/11/29,0.032543339,0.311249796,0.03500
2011/11/30,0.040058391,0.237728082,0.03700
2011/12/1,0.373725822,24.22960735,0.03150
2011/12/2,0.271447933,14.78061683,0.12570
2011/12/3,0.410175053,23.86813155,0.70420
2011/12/4,0.198839369,7.665059744,1.42180
2011/12/5,0.18573412,3.974117709,1.73320
2011/12/6,0.1061367,1.823276981,2.91510
2011/12/7,1.373082162,83.92277849,68.28820
2011/12/8,0.598830435,27.13508859,23.68660
2011/12/9,0.476466019,11.99018051,9.20830
2011/12/10,0.333008691,5.167874247,151.00980
2011/12/11,5.191999729,151.24894,89.32710
2011/12/12,2.511815101,32.63698808,22.87920
2011/12/13,0.845308725,11.10860264,28.35150
2011/12/14,0.792022556,15.7506863,27.08890
2011/12/15,0.58706283,8.307249131,9.14440
2011/12/16,0.471055403,4.281592163,5.07180
2011/12/17,0.535086008,3.10673161,3.63130
2011/12/18,0.454364086,2.093637102,3.03870
2011/12/19,0.423109368,1.699117308,2.44670
2011/12/20,0.38489538,1.409172107,1.91550
2011/12/21,0.361917932,1.259443262,1.70090
2011/12/22,0.345678312,1.174005739,1.46880
2011/12/23,0.333117079,1.118458375,1.21310
2011/12/24,0.323054194,1.078116052,1.06880
2011/12/25,0.324212629,1.09414745,0.92770
2011/12/26,0.310278336,1.047049963,0.75770
2011/12/27,0.300774501,1.006710397,0.64700
2011/12/28,0.672000461,20.32134795,18.03310
2011/12/29,11.40024563,273.6195031,95.36980
2011/12/30,8.132192141,92.44271471,37.26960
2011/12/31,3.69636488,35.2736582,13.06670
2012/1/1,1.864643651,15.25832066,4.48740
2012/1/2,1.121147013,7.299147703,1.35900
2012/1/3,0.839499274,4.393422803,0.57110
2012/1/4,0.726952128,3.266474301,0.61440
2012/1/5,0.673310072,2.776999704,0.68850
2012/1/6,0.642410641,2.536230643,0.73340
2012/1/7,0.619531222,2.393797534,0.77570
2012/1/8,0.600057395,2.293438262,0.83540
2012/1/9,0.582181725,2.212155984,0.87320
2012/1/10,0.565039966,2.139665995,0.94810
2012/1/11,0.548663699,2.072910387,0.93210
2012/1/12,0.77260731,14.04355883,1.43830
2012/1/13,0.812346205,21.06292726,1.50450
2012/1/14,1.33872935,48.72019691,22.48490
2012/1/15,5.584107604,74.84289068,60.04080
2012/1/16,9.324972353,78.3137122,111.67410
2012/1/17,4.55605402,30.80146599,23.62310
2012/1/18,2.536909247,17.61709236,8.65830
2012/1/19,1.640286995,13.66635125,11.04420
2012/1/20,1.120230205,8.005782878,6.18480
2012/1/21,0.916029023,5.106079099,3.34450
2012/1/22,0.776447805,3.616342365,2.58130
2012/1/23,0.760121949,3.153784721,2.95470
2012/1/24,2.786148836,52.35756143,17.91800
2012/1/25,1.764345344,19.41482206,14.99380
2012/1/26,1.268061587,9.496962837,11.58040
2012/1/27,2.737353554,27.83862975,32.12620
2012/1/28,1.907262111,14.8081266,61.53140
2012/1/29,14.54219058,156.5139393,132.47040
2012/1/30,14.01063779,96.03962809,195.13030
2012/1/31,18.98483195,150.8258051,134.25010
2012/2/1,13.90664591,92.61849449,162.60500
2012/2/2,34.68451772,286.8817589,747.75590
2012/2/3,128.9346729,1138.115235,2516.38210
2012/2/4,89.65303671,737.7645836,975.85000
2012/2/5,39.70911798,301.17019,130.06710
2012/2/6,24.51643835,185.4642428,17.73820
2012/2/7,13.49645761,85.66293643,13.81020
2012/2/8,8.786390929,75.78549823,40.68460
2012/2/9,6.01110383,36.03303586,41.42140
2012/2/10,4.353889918,21.72345928,24.91980
2012/2/11,3.460364138,15.65990242,18.92120
2012/2/12,2.911014649,12.52682923,15.14340
2012/2/13,2.571744899,10.75872443,13.97080
2012/2/14,2.356231181,9.691210448,13.30400
2012/2/15,2.238226439,9.112761857,12.90620
2012/2/16,2.128624044,8.617743804,12.54250
2012/2/17,2.029060353,8.169758768,12.10570
2012/2/18,1.954202653,7.833644772,11.95480
2012/2/19,1.889232438,7.549129826,11.89500
2012/2/20,1.832896203,7.306142331,11.46260
2012/2/21,1.776021415,7.062736032,11.66460
2012/2/22,1.740287753,6.913044771,11.35780
2012/2/23,1.693614011,6.708899116,11.42600
2012/2/24,14.26290208,267.8907528,686.24190
2012/2/25,69.95442487,595.9388104,1557.30860
2012/2/26,259.8683673,2462.073642,2062.06950
2012/2/27,131.6794584,1136.012876,425.34120
2012/2/28,50.79824335,418.5242016,84.85440
2012/2/29,32.75562211,243.6590651,44.53220
2012/3/1,20.46931091,131.5971269,13.31480
2012/3/2,13.31231728,78.46361897,5.82330
2012/3/3,8.716819042,47.64044132,7.49630
2012/3/4,6.025685268,30.80885558,8.95840
2012/3/5,4.444436898,21.45698266,9.40320
2012/3/6,3.524319338,16.24699582,11.88750
2012/3/7,3.276806085,29.35556871,23.33610
2012/3/8,2.645411171,14.36271816,17.95090
2012/3/9,2.359285281,10.82621797,14.62230
2012/3/10,2.183540159,9.395341096,13.92320
2012/3/11,2.066285054,8.674268971,13.37130
2012/3/12,2.038996187,8.492594947,13.00630
2012/3/13,1.932638284,8.007760767,13.67990
2012/3/14,8.540714924,108.6192357,203.60570
2012/3/15,12.48255386,76.9293589,296.22390
2012/3/16,168.0764821,1501.289424,2168.92370
2012/3/17,139.6662915,1187.808486,2165.54220
2012/3/18,365.4644393,4006.944604,1833.77850
2012/3/19,373.9556918,4160.985171,1279.39020
2012/3/20,475.5167251,5489.289197,4715.02430
2012/3/21,808.7922433,5147.376786,2250.37490
2012/3/22,127.4296444,1312.914114,500.15500
2012/3/23,67.41112465,852.4528174,323.71930
2012/3/24,79.12582059,683.0424282,403.22840
2012/3/25,36.33913148,259.7678596,143.55090
2012/3/26,27.53068125,179.586509,134.11550
2012/3/27,20.376697,121.2224042,42.69270
2012/3/28,14.34470297,80.29741511,24.79640
2012/3/29,10.22933578,54.16479841,18.33910
2012/3/30,7.594163901,38.17216665,14.85000
2012/3/31,5.930395606,28.4565121,12.42480
2012/4/1,4.865588368,23.95684648,10.67880
2012/4/2,4.17405715,20.25832302,9.36220
2012/4/3,3.710308994,17.360432,7.89130
2012/4/4,3.394020963,15.29320235,6.77990
2012/4/5,3.168926039,13.84429003,5.94750
2012/4/6,3.026189194,12.95371046,5.30750
2012/4/7,2.875651051,12.10635138,4.79220
2012/4/8,2.762819871,11.48991982,4.30940
2012/4/9,2.666260622,10.9980599,3.90820
2012/4/10,2.598785425,10.74278592,3.65440
2012/4/11,2.506598356,10.29438865,3.29550
2012/4/12,2.429215594,9.91523163,2.88840
2012/4/13,2.355147718,9.571729393,2.60400
2012/4/14,2.296014647,9.307204358,2.43830
2012/4/15,2.227758785,9.035080591,2.33670
2012/4/16,2.16640202,8.801549785,2.19840
2012/4/17,2.112237697,8.610182841,2.04910
2012/4/18,2.032220865,8.231149217,1.88820
2012/4/19,1.96645312,7.905888234,1.68600
2012/4/20,1.904502441,7.620229846,1.55010
2012/4/21,1.846134658,7.361954228,1.41780
2012/4/22,1.790771136,7.121669936,1.26630
2012/4/23,1.739014086,6.909302496,1.15960
2012/4/24,1.686679329,6.683764842,1.07300
2012/4/25,1.636776642,6.468091418,0.97220
2012/4/26,1.588173685,6.261233486,0.89460
2012/4/27,1.541196879,6.062789841,0.79410
2012/4/28,2.046209072,35.5190059,0.99850
2012/4/29,1.622118711,16.32192958,1.06870
2012/4/30,1.503298288,9.485030137,0.74140
2012/5/1,1.451204643,7.799670637,0.62210
2012/5/2,1.367074754,6.338533241,0.50520
2012/5/3,1.307431092,5.524065923,0.42650
2012/5/4,1.257537081,5.058076114,0.35140
2012/5/5,1.214840338,4.778694295,0.27860
2012/5/6,1.17795064,4.593278547,0.21250
2012/5/7,1.142169131,4.427067243,0.16280
2012/5/8,1.108436291,4.27806495,0.12680
2012/5/9,1.07548071,4.138748903,0.14340
2012/5/10,1.043799879,4.007577615,0.16210
2012/5/11,1.014171576,3.894338804,0.18660
2012/5/12,1.021476525,4.493579201,0.19680
2012/5/13,0.973651243,4.08985802,0.21760
2012/5/14,0.939474275,3.752020328,0.22940
2012/5/15,0.90594395,3.532043557,0.23880
2012/5/16,0.875576337,3.367553397,0.23710
2012/5/17,0.850744327,3.289959757,0.24580
2012/5/18,0.878785709,3.846972879,0.26710
2012/5/19,0.814042942,3.316158702,0.27780
2012/5/20,0.790729136,3.136365877,0.28040
2012/5/21,0.759375559,2.954265221,0.30350
2012/5/22,0.735777841,2.830110344,1.35060
2012/5/23,0.748539111,3.332624885,0.63970
2012/5/24,0.916154412,6.404041939,0.44450
2012/5/25,3.450573437,108.4522744,3.21630
2012/5/26,8.785363658,179.2965867,6.73620
2012/5/27,4.071313783,66.05421834,4.68910
2012/5/28,2.797002014,34.79512223,2.29630
2012/5/29,1.846862041,17.90896442,1.54100
2012/5/30,1.301492735,9.51344441,1.27870
2012/5/31,1.072947277,6.174444674,1.11100
2012/6/1,1.078333199,5.077920355,1.39770
2012/6/2,16.96504106,137.74852,26.93680
2012/6/3,14.04617981,86.7545746,22.19840
2012/6/4,10.10985673,56.54778705,9.08580
2012/6/5,5.571798353,29.09820493,4.64590
2012/6/6,3.23312121,15.65494028,2.29860
2012/6/7,2.103281676,9.478489663,1.54350
2012/6/8,1.534651189,6.520344248,1.17700
2012/6/9,1.246772312,5.080762273,1.02830
2012/6/10,1.09204304,4.3340662,0.94140
2012/6/11,1.003476022,3.918306621,0.82350
2012/6/12,0.945383276,3.65604927,0.70930
2012/6/13,0.904332035,3.475791982,0.61900
2012/6/14,0.871653286,3.336221383,0.54640
2012/6/15,0.844538018,3.222917373,0.52260
2012/6/16,0.818054151,3.114640911,0.47290
2012/6/17,0.794092232,3.016504322,0.42060
2012/6/18,0.770131632,2.92029446,0.36920
2012/6/19,0.748726762,2.834319716,0.33590
2012/6/20,0.726128974,2.744672792,0.31730
2012/6/21,0.704931014,2.659713752,0.28640
2012/6/22,0.684505034,2.578816992,0.25510
2012/6/23,0.783249532,2.990229041,0.24990
2012/6/24,0.70204285,2.67919733,0.22660
2012/6/25,0.755138259,2.871466003,0.21970
2012/6/26,0.767623274,2.948252662,0.21750
2012/6/27,0.669912309,2.558763941,0.19200
2012/6/28,0.61095344,2.306463322,0.15160
2012/6/29,0.574766203,2.15245852,0.11930
2012/6/30,0.547850171,2.04468642,0.09090
2012/7/1,0.528329357,1.966895683,0.04755
2012/7/2,0.511400031,1.900377315,0.09043
2012/7/3,0.49627459,1.840845492,0.12566
2012/7/4,0.483039557,1.788365412,0.16058
2012/7/5,0.468544554,1.73285253,0.19539
2012/7/6,0.455227484,1.681065999,0.21904
2012/7/7,0.448679428,1.646230182,0.24396
2012/7/8,0.432578251,1.590443655,0.27772
2012/7/9,0.424290596,1.555579765,0.32284
2012/7/10,0.796020171,14.07733112,1.00960
2012/7/11,5.064683273,54.86927955,9.48918
2012/7/12,7.120782013,36.49491511,33.40306
2012/7/13,26.17825488,164.5755472,228.70714
2012/7/14,21.56269693,108.4423727,103.47477
2012/7/15,39.05007092,240.4039759,112.97658
2012/7/16,28.03128266,141.8996668,55.70605
2012/7/17,21.72725286,104.1408857,16.77926
2012/7/18,25.36088418,138.3647579,22.74106
2012/7/19,18.82399668,92.48320569,15.32796
2012/7/20,13.53395266,64.13182357,7.57330
2012/7/21,8.834259611,39.68771158,4.91350
2012/7/22,5.969138653,25.49757225,3.45975
2012/7/23,4.298738321,17.68232595,2.54705
2012/7/24,3.297580944,13.23763801,1.84454
2012/7/25,2.689739807,10.65253166,1.48554
2012/7/26,2.313645263,9.102638806,1.23221
2012/7/27,2.074536856,8.135057794,1.00871
2012/7/28,1.912820941,7.487692431,0.81179
2012/7/29,1.799699595,7.033215081,0.64971
2012/7/30,1.714537223,6.688532706,0.52839
2012/7/31,1.646143544,6.408996956,0.42841
2012/8/1,1.589284399,6.169442798,0.33403
2012/8/2,1.536292481,5.950717403,0.24914
2012/8/3,1.488262813,5.752470987,0.18537
2012/8/4,1.442481383,5.564234446,0.17298
2012/8/5,1.399008293,5.385187904,0.16411
2012/8/6,1.358184996,5.215362382,0.15937
2012/8/7,1.318976812,5.052088026,0.15255
2012/8/8,1.279192596,4.89011243,0.14257
2012/8/9,1.241216544,4.735197125,0.13397
2012/8/10,1.20411767,4.584567263,0.12429
2012/8/11,1.168481052,4.439800541,0.11305
2012/8/12,1.134031543,4.300010707,0.10869
2012/8/13,1.100681274,4.164959789,0.10805
2012/8/14,1.068272123,4.034050989,0.10306
2012/8/15,1.03689605,3.907638337,0.09999
2012/8/16,1.006407774,3.785145261,0.09739
2012/8/17,0.977190859,3.667551625,0.09490
2012/8/18,0.948396048,3.552657979,0.08955
2012/8/19,0.920982772,3.443383026,0.08306
2012/8/20,1.049316175,3.82740135,0.08515
2012/8/21,0.918998269,3.391303704,0.08191
2012/8/22,0.877062184,3.234958702,0.08146
2012/8/23,0.83273715,3.076127478,0.08392
2012/8/24,0.799920602,2.955692134,0.08290
2012/8/25,0.776631648,2.866962015,0.07562
2012/8/26,0.749715528,2.765877995,0.07050
2012/8/27,0.804233304,2.898880837,0.07001
2012/8/28,0.730108016,2.660905146,0.06654
2012/8/29,0.696789324,2.544373074,0.06585
2012/8/30,0.669395113,2.447446583,0.06052
2012/8/31,0.647073935,2.365464168,0.05595
