parameter,value,lower,upper
SCALE_DL,33.093705233246005548,0,0.5
SCALE_DIN,4.805836724187420E+000,0,1
gEMC,.4159466834514555,0,0.5
gDWC,100.0000000000000,0,0.1
fEMC,.0959969536163697,0,0.5
fDWC,48.13569498764385,0,0.1
cEMC,87.72922781685757,0,0.5
cDWC,90.58077470187988,0,0.1
oEMC,100.0000000000000,0,1
oDWC,.7855677045796482,0,0.2
