"","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"1",48.220849,73.455784,42.851054,54.614285,50.59724,20.545101,35.558774,51.756516,13.123212
"2",48.220849,73.455784,42.851054,54.614285,50.59724,20.545101,35.558774,51.756516,13.123212
