"","flow","conc"
"191",0.1839,0.00439130434782609
"192",0.1839,0.00440652173913043
"193",0.1839,0.00442173913043478
"194",0.1839,0.00443695652173913
"195",0.1839,0.00445217391304348
"196",0.1839,0.00446739130434783
"197",0.1843,0.00448260869565217
"198",0.1849,0.00449782608695652
"199",0.1856,0.00451304347826087
"200",0.1863,0.00452826086956522
"201",0.1863,0.00454347826086957
"202",0.1856,0.00455869565217391
"203",0.1849,0.00457391304347826
"204",0.1843,0.00458913043478261
"205",0.1836,0.00460434782608696
"206",0.1828,0.0046195652173913
"207",0.1821,0.00463478260869565
"208",0.1814,0.00465
"209",0.1794,0.00466521739130435
"210",0.1763,0.0046804347826087
"211",0.1765,0.00469565217391304
"212",0.1777,0.00471086956521739
"213",0.1783,0.00472608695652174
"214",0.1783,0.00474130434782609
"215",0.1783,0.00475652173913044
"216",0.1783,0.00477173913043478
"217",0.1779,0.00478695652173913
"218",0.1772,0.00480217391304348
"219",0.1765,0.00481739130434783
"220",0.1758,0.00483260869565217
"221",0.1755,0.00484782608695652
"222",0.1755,0.00486304347826087
"223",0.1755,0.00487826086956522
"224",0.1755,0.00489347826086957
"225",0.1755,0.00490869565217391
"226",0.1755,0.00492391304347826
"227",0.1755,0.00493913043478261
"228",0.1755,0.00495434782608696
"229",0.1751,0.00496956521739131
"230",0.1744,0.00498478260869565
"231",0.1737,0.005
"232",0.173,0.0050154028436019
"233",0.1724,0.00503080568720379
"234",0.1717,0.00504620853080569
"235",0.171,0.00506161137440758
"236",0.1704,0.00507701421800948
"237",0.1696,0.00509241706161137
"238",0.1686,0.00510781990521327
"239",0.1676,0.00512322274881517
"240",0.1667,0.00513862559241706
"241",0.1662,0.00515402843601896
"242",0.1662,0.00516943127962085
"243",0.1662,0.00518483412322275
"244",0.1662,0.00520023696682465
"245",0.1667,0.00521563981042654
"246",0.1676,0.00523104265402844
"247",0.1686,0.00524644549763033
"248",0.1696,0.00526184834123223
"249",0.1696,0.00527725118483412
"250",0.1686,0.00529265402843602
"251",0.1676,0.00530805687203792
"252",0.1667,0.00532345971563981
"253",0.1657,0.00533886255924171
"254",0.1648,0.0053542654028436
"255",0.1638,0.0053696682464455
"256",0.1629,0.00538507109004739
"257",0.1624,0.00540047393364929
"258",0.1624,0.00541587677725119
"259",0.1624,0.00543127962085308
"260",0.1624,0.00544668246445498
"261",0.162,0.00546208530805687
"262",0.161,0.00547748815165877
"263",0.1601,0.00549289099526066
"264",0.1592,0.00550829383886256
"265",0.1592,0.00552369668246446
"266",0.1601,0.00553909952606635
"267",0.161,0.00555450236966825
"268",0.162,0.00556990521327014
"269",0.1629,0.00558530805687204
"270",0.1638,0.00560071090047393
"271",0.1648,0.00561611374407583
"272",0.1657,0.00563151658767773
"273",0.1667,0.00564691943127962
"274",0.1676,0.00566232227488152
"275",0.1686,0.00567772511848341
"276",0.1696,0.00569312796208531
"277",0.1696,0.0057085308056872
"278",0.1686,0.0057239336492891
"279",0.1676,0.005739336492891
"280",0.1667,0.00575473933649289
"281",0.1657,0.00577014218009479
"282",0.1648,0.00578554502369668
"283",0.1638,0.00580094786729858
"284",0.1629,0.00581635071090047
"285",0.162,0.00583175355450237
"286",0.161,0.00584715639810427
"287",0.1601,0.00586255924170616
"288",0.1592,0.00587796208530806
"289",0.1592,0.00589336492890995
"290",0.1601,0.00590876777251185
"291",0.161,0.00592417061611374
"292",0.162,0.00593957345971564
"293",0.1624,0.00595497630331754
"294",0.1624,0.00597037914691943
"295",0.1624,0.00598578199052133
"296",0.1624,0.00600118483412322
"297",0.1624,0.00601658767772512
"298",0.1624,0.00603199052132701
"299",0.1624,0.00604739336492891
"300",0.1624,0.00606279620853081
"301",0.162,0.0060781990521327
"302",0.161,0.0060936018957346
"303",0.1601,0.00610900473933649
"304",0.1592,0.00612440758293839
"305",0.1583,0.00613981042654028
"306",0.1574,0.00615521327014218
"307",0.1565,0.00617061611374408
"308",0.1556,0.00618601895734597
"309",0.1556,0.00620142180094787
"310",0.1565,0.00621682464454976
"311",0.1574,0.00623222748815166
"312",0.1583,0.00624763033175355
"313",0.179,0.00626303317535545
"314",0.2556,0.00627843601895735
"315",0.8542,0.00629383886255924
"316",1.5652,0.00630924170616114
"317",1.9451,0.00632464454976303
"318",2.1821,0.00634004739336493
"319",2.2055,0.00635545023696682
"320",2.1999,0.00637085308056872
"321",2.1387,0.00638625592417062
"322",2.016,0.00640165876777251
"323",1.8919,0.00641706161137441
"324",1.8001,0.0064324644549763
"325",1.7122,0.0064478672985782
"326",1.6231,0.0064632701421801
"327",1.5185,0.00647867298578199
"328",1.4028,0.00649407582938389
"329",1.2729,0.00650947867298578
"330",1.1455,0.00652488151658768
"331",1.0408,0.00654028436018957
"332",0.9524,0.00655568720379147
"333",0.8716,0.00657109004739337
"334",0.807,0.00658649289099526
"335",0.747,0.00660189573459716
"336",0.6956,0.00661729857819905
"337",0.6539,0.00663270142180095
"338",0.6156,0.00664810426540284
"339",0.5842,0.00666350710900474
"340",0.5504,0.00667890995260664
"341",0.52,0.00669431279620853
"342",0.4959,0.00670971563981043
"343",0.4741,0.00672511848341232
"344",0.4556,0.00674052132701422
"345",0.4404,0.00675592417061611
"346",0.4274,0.00677132701421801
"347",0.4139,0.00678672985781991
"348",0.4004,0.0068021327014218
"349",0.3884,0.0068175355450237
"350",0.3795,0.00683293838862559
"351",0.3708,0.00684834123222749
"352",0.3623,0.00686374407582938
"353",0.3546,0.00687914691943128
"354",0.3482,0.00689454976303318
"355",0.3493,0.00690995260663507
"356",0.3526,0.00692535545023697
"357",0.3785,0.00694075829383886
"358",0.4543,0.00695616113744076
"359",0.4835,0.00697156398104265
"360",0.4756,0.00698696682464455
"361",0.4501,0.00700236966824645
"362",0.4106,0.00701777251184834
"363",0.3801,0.00703317535545024
"364",0.3555,0.00704857819905213
"365",0.3373,0.00706398104265403
"366",0.3191,0.00707938388625592
"367",0.3053,0.00709478672985782
"368",0.2938,0.00711018957345972
"369",0.283,0.00712559241706161
"370",0.2735,0.00714099526066351
"371",0.267,0.0071563981042654
"372",0.2607,0.0071718009478673
"373",0.253,0.00718720379146919
"374",0.244,0.00720260663507109
"375",0.2369,0.00721800947867299
"376",0.2334,0.00723341232227488
"377",0.2297,0.00724881516587678
"378",0.2258,0.00726421800947867
"379",0.222,0.00727962085308057
"380",0.2181,0.00729502369668246
"381",0.2123,0.00731042654028436
"382",0.2065,0.00732582938388626
"383",0.2043,0.00734123222748815
"384",0.2022,0.00735663507109005
"385",0.2001,0.00737203791469194
"386",0.1979,0.00738744075829384
"387",0.1957,0.00740284360189573
"388",0.1935,0.00741824644549763
"389",0.191,0.00743364928909953
"390",0.1882,0.00744905213270142
"391",0.1853,0.00746445497630332
"392",0.1825,0.00747985781990521
"393",0.18,0.00749526066350711
"394",0.1779,0.007510663507109
"395",0.1759,0.0075260663507109
"396",0.1755,0.0075414691943128
"397",0.1741,0.00755687203791469
"398",0.1713,0.00757227488151659
"399",0.1681,0.00758767772511848
"400",0.1643,0.00760308056872038
"401",0.1615,0.00761848341232227
"402",0.1597,0.00763388625592417
"403",0.1579,0.00764928909952607
"404",0.1561,0.00766469194312796
"405",0.1547,0.00768009478672986
"406",0.1538,0.00769549763033175
"407",0.1529,0.00771090047393365
"408",0.152,0.00772630331753555
"409",0.1511,0.00774170616113744
"410",0.1502,0.00775710900473934
"411",0.1493,0.00777251184834123
"412",0.1484,0.00778791469194313
"413",0.148,0.00780331753554502
"414",0.148,0.00781872037914692
"415",0.148,0.00783412322274881
"416",0.148,0.00784952606635071
"417",0.1475,0.00786492890995261
"418",0.1467,0.0078803317535545
"419",0.1458,0.0078957345971564
"420",0.1449,0.00791113744075829
"421",0.1435,0.00792654028436019
"422",0.1414,0.00794194312796209
"423",0.1394,0.00795734597156398
"424",0.1378,0.00797274881516588
"425",0.1377,0.00798815165876777
"426",0.1377,0.00800355450236967
"427",0.1377,0.00801895734597156
"428",0.1377,0.00803436018957346
"429",0.1373,0.00804976303317536
"430",0.1365,0.00806516587677725
"431",0.1356,0.00808056872037915
"432",0.1348,0.00809597156398104
"433",0.1344,0.00811137440758294
"434",0.1344,0.00812677725118484
"435",0.1344,0.00814218009478673
"436",0.1344,0.00815758293838863
"437",0.1344,0.00817298578199052
"438",0.1344,0.00818838862559242
"439",0.1344,0.00820379146919431
"440",0.1344,0.00821919431279621
"441",0.134,0.0082345971563981
"442",0.1331,0.00825
"443",0.1323,0.00826540284360189
"444",0.1315,0.00828080568720379
"445",0.1311,0.00829620853080569
"446",0.1311,0.00831161137440758
"447",0.1311,0.00832701421800948
"448",0.1311,0.00834241706161137
"449",0.1307,0.00835781990521327
"450",0.1299,0.00837322274881517
"451",0.1291,0.00838862559241706
"452",0.1283,0.00840402843601896
"453",0.1275,0.00841943127962085
"454",0.1267,0.00843483412322275
"455",0.1259,0.00845023696682464
"456",0.1251,0.00846563981042654
"457",0.1247,0.00848104265402844
"458",0.1247,0.00849644549763033
"459",0.1247,0.00851184834123223
"460",0.1247,0.00852725118483412
"461",0.1251,0.00854265402843602
"462",0.1259,0.00855805687203792
"463",0.1267,0.00857345971563981
"464",0.1275,0.00858886255924171
"465",0.1271,0.0086042654028436
"466",0.1255,0.0086196682464455
"467",0.1239,0.00863507109004739
"468",0.1223,0.00865047393364929
"469",0.1208,0.00866587677725118
"470",0.1193,0.00868127962085308
"471",0.1177,0.00869668246445498
"472",0.1162,0.00871208530805687
"473",0.1147,0.00872748815165877
"474",0.1132,0.00874289099526066
"475",0.1117,0.00875829383886256
"476",0.1103,0.00877369668246446
"477",0.1095,0.00878909952606635
"478",0.1095,0.00880450236966825
"479",0.1095,0.00881990521327014
"480",0.1095,0.00883530805687204
"481",0.1095,0.00885071090047393
"482",0.1095,0.00886611374407583
"483",0.1095,0.00888151658767772
"484",0.1095,0.00889691943127962
"485",0.1095,0.00891232227488152
"486",0.1095,0.00892772511848341
"487",0.1095,0.00894312796208531
"488",0.1095,0.0089585308056872
"489",0.1099,0.0089739336492891
"490",0.1106,0.008989336492891
"491",0.1114,0.00900473933649289
"492",0.1121,0.00902014218009479
"493",0.1117,0.00903554502369668
"494",0.1103,0.00905094786729858
"495",0.1088,0.00906635071090047
"496",0.1074,0.00908175355450237
"497",0.1061,0.00909715639810427
"498",0.1049,0.00911255924170616
"499",0.104,0.00912796208530806
"500",0.1038,0.00914336492890995
"501",0.1042,0.00915876777251185
"502",0.1049,0.00917417061611374
"503",0.1056,0.00918957345971564
"504",0.1063,0.00920497630331754
"505",0.1074,0.00922037914691943
"506",0.1088,0.00923578199052133
"507",0.1103,0.00925118483412322
"508",0.1117,0.00926658767772512
"509",0.1125,0.00928199052132701
"510",0.1125,0.00929739336492891
"511",0.1125,0.00931279620853081
"512",0.1125,0.0093281990521327
"513",0.1121,0.0093436018957346
"514",0.1114,0.00935900473933649
"515",0.1106,0.00937440758293839
"516",0.1099,0.00938981042654028
"517",0.1099,0.00940521327014218
"518",0.1106,0.00942061611374408
"519",0.1114,0.00943601895734597
"520",0.1121,0.00945142180094787
"521",0.1128,0.00946682464454976
"522",0.1136,0.00948222748815166
"523",0.1143,0.00949763033175356
"524",0.1151,0.00951303317535545
"525",0.117,0.00952843601895735
"526",0.12,0.00954383886255924
"527",0.1231,0.00955924170616114
"528",0.1263,0.00957464454976303
"529",0.1345,0.00959004739336493
"530",0.1386,0.00960545023696682
"531",0.1396,0.00962085308056872
"532",0.1406,0.00963625592417062
"533",0.1415,0.00965165876777251
"534",0.1424,0.00966706161137441
"535",0.1432,0.0096824644549763
"536",0.1441,0.0096978672985782
"537",0.1462,0.0097132701421801
"538",0.1497,0.00972867298578199
"539",0.1533,0.00974407582938389
"540",0.1569,0.00975947867298578
"541",0.1592,0.00977488151658768
"542",0.1601,0.00979028436018957
"543",0.161,0.00980568720379147
"544",0.162,0.00982109004739336
"545",0.162,0.00983649289099526
"546",0.161,0.00985189573459716
"547",0.1601,0.00986729857819905
"548",0.1592,0.00988270142180095
"549",0.1606,0.00989810426540284
"550",0.1643,0.00991350710900474
"551",0.1681,0.00992890995260664
"552",0.1713,0.00994431279620853
"553",0.1724,0.00995971563981043
"554",0.1717,0.00997511848341232
"555",0.171,0.00999052132701422
"556",0.1704,0.0100059241706161
"557",0.1691,0.010021327014218
"558",0.1672,0.0100367298578199
"559",0.1653,0.0100521327014218
"560",0.1634,0.0100675355450237
"561",0.1624,0.0100829383886256
"562",0.1624,0.0100983412322275
"563",0.1624,0.0101137440758294
"564",0.1624,0.0101291469194313
"565",0.1615,0.0101445497630332
"566",0.1597,0.0101599526066351
"567",0.1579,0.010175355450237
"568",0.1561,0.0101907582938389
"569",0.1547,0.0102061611374408
"570",0.1538,0.0102215639810427
"571",0.1529,0.0102369668246446
"572",0.152,0.0102523696682464
"573",0.1507,0.0102677725118483
"574",0.1489,0.0102831753554502
"575",0.1471,0.0102985781990521
"576",0.1454,0.010313981042654
"577",0.1449,0.0103293838862559
"578",0.1458,0.0103447867298578
"579",0.1467,0.0103601895734597
"580",0.1475,0.0103755924170616
"581",0.1484,0.0103909952606635
"582",0.1493,0.0104063981042654
"583",0.1502,0.0104218009478673
"584",0.1511,0.0104372037914692
"585",0.1516,0.0104526066350711
"586",0.1516,0.010468009478673
"587",0.1516,0.0104834123222749
"588",0.1516,0.0104988151658768
"589",0.1516,0.0105142180094787
"590",0.1516,0.0105296208530806
"591",0.1516,0.0105450236966825
"592",0.1516,0.0105604265402844
"593",0.1511,0.0105758293838863
"594",0.1502,0.0105912322274882
"595",0.1493,0.01060663507109
"596",0.1484,0.0106220379146919
"597",0.148,0.0106374407582938
"598",0.148,0.0106528436018957
"599",0.148,0.0106682464454976
"600",0.148,0.0106836492890995
"601",0.1484,0.0106990521327014
"602",0.1493,0.0107144549763033
"603",0.1502,0.0107298578199052
"604",0.1511,0.0107452606635071
"605",0.1524,0.010760663507109
"606",0.1542,0.0107760663507109
"607",0.156,0.0107914691943128
"608",0.1578,0.0108068720379147
"609",0.1606,0.0108222748815166
"610",0.1643,0.0108376777251185
"611",0.1681,0.0108530805687204
"612",0.1713,0.0108684834123223
"613",0.1752,0.0108838862559242
"614",0.1764,0.0108992890995261
"615",0.1771,0.010914691943128
"616",0.1779,0.0109300947867299
"617",0.1779,0.0109454976303318
"618",0.1772,0.0109609004739337
"619",0.1765,0.0109763033175355
"620",0.1758,0.0109917061611374
"621",0.1758,0.0110071090047393
"622",0.1765,0.0110225118483412
"623",0.1772,0.0110379146919431
"624",0.1779,0.011053317535545
"625",0.1783,0.0110687203791469
"626",0.1783,0.0110841232227488
"627",0.1783,0.0110995260663507
"628",0.1783,0.0111149289099526
"629",0.1786,0.0111303317535545
"630",0.1793,0.0111457345971564
"631",0.18,0.0111611374407583
"632",0.1807,0.0111765402843602
"633",0.1821,0.0111919431279621
"634",0.1842,0.011207345971564
"635",0.1864,0.0112227488151659
"636",0.1885,0.0112381516587678
"637",0.1892,0.0112535545023697
"638",0.1885,0.0112689573459716
"639",0.1878,0.0112843601895735
"640",0.187,0.0112997630331754
"641",0.1863,0.0113151658767773
"642",0.1856,0.0113305687203791
"643",0.1849,0.011345971563981
"644",0.1843,0.0113613744075829
"645",0.1846,0.0113767772511848
"646",0.186,0.0113921800947867
"647",0.1874,0.0114075829383886
"648",0.1888,0.0114229857819905
"649",0.1896,0.0114383886255924
"650",0.1896,0.0114537914691943
"651",0.1896,0.0114691943127962
"652",0.1896,0.0114845971563981
"653",0.1903,0.0115
"654",0.1917,0.0115154028436019
"655",0.1932,0.0115308056872038
"656",0.1946,0.0115462085308057
"657",0.195,0.0115616113744076
"658",0.1943,0.0115770142180095
"659",0.1935,0.0115924170616114
"660",0.1928,0.0116078199052133
"661",0.1928,0.0116232227488152
"662",0.1935,0.0116386255924171
"663",0.1943,0.011654028436019
"664",0.195,0.0116694312796209
"665",0.1957,0.0116848341232227
"666",0.1964,0.0117002369668246
"667",0.1972,0.0117156398104265
"668",0.1979,0.0117310426540284
"669",0.1979,0.0117464454976303
"670",0.1972,0.0117618483412322
"671",0.1964,0.0117772511848341
"672",0.1957,0.011792654028436
"673",0.1965,0.0118080568720379
"674",0.1986,0.0118234597156398
"675",0.2008,0.0118388625592417
"676",0.2031,0.0118542654028436
"677",0.2045,0.0118696682464455
"678",0.2053,0.0118850710900474
"679",0.206,0.0119004739336493
"680",0.2068,0.0119158767772512
"681",0.202,0.0119312796208531
"682",0.1919,0.011946682464455
"683",0.182,0.0119620853080569
"684",0.1744,0.0119774881516588
"685",0.1724,0.0119928909952607
"686",0.1717,0.0120082938388626
"687",0.171,0.0120236966824645
"688",0.1704,0.0120390995260664
"689",0.1704,0.0120545023696682
"690",0.171,0.0120699052132701
"691",0.1717,0.012085308056872
"692",0.1724,0.0121007109004739
"693",0.1727,0.0121161137440758
"694",0.1727,0.0121315165876777
"695",0.1727,0.0121469194312796
"696",0.1727,0.0121623222748815
"697",0.1724,0.0121777251184834
"698",0.1717,0.0121931279620853
"699",0.171,0.0122085308056872
"700",0.1704,0.0122239336492891
"701",0.1714,0.012239336492891
"702",0.1741,0.0122547393364929
"703",0.1769,0.0122701421800948
"704",0.1797,0.0122855450236967
"705",0.1818,0.0123009478672986
"706",0.1832,0.0123163507109005
"707",0.1846,0.0123317535545024
"708",0.186,0.0123471563981043
"709",0.1867,0.0123625592417062
"710",0.1867,0.0123779620853081
"711",0.1867,0.01239336492891
"712",0.1867,0.0124087677725118
"713",0.186,0.0124241706161137
"714",0.1846,0.0124395734597156
"715",0.1832,0.0124549763033175
"716",0.1818,0.0124703791469194
"717",0.1811,0.0124857819905213
"718",0.1811,0.0125011848341232
"719",0.1811,0.0125165876777251
"720",0.1811,0.012531990521327
"721",0.1807,0.0125473933649289
"722",0.18,0.0125627962085308
"723",0.1793,0.0125781990521327
"724",0.1786,0.0125936018957346
"725",0.1786,0.0126090047393365
"726",0.1793,0.0126244075829384
"727",0.18,0.0126398104265403
"728",0.1807,0.0126552132701422
"729",0.1814,0.0126706161137441
"730",0.1821,0.012686018957346
"731",0.1828,0.0127014218009479
"732",0.1836,0.0127168246445498
"733",0.1828,0.0127322274881517
"734",0.1807,0.0127476303317536
"735",0.1786,0.0127630331753555
"736",0.1765,0.0127784360189573
"737",0.1751,0.0127938388625592
"738",0.1744,0.0128092417061611
"739",0.1737,0.012824644549763
"740",0.173,0.0128400473933649
"741",0.1724,0.0128554502369668
"742",0.1717,0.0128708530805687
"743",0.171,0.0128862559241706
"744",0.1704,0.0129016587677725
"745",0.17,0.0129170616113744
"746",0.17,0.0129324644549763
"747",0.17,0.0129478672985782
"748",0.17,0.0129632701421801
"749",0.1704,0.012978672985782
"750",0.171,0.0129940758293839
"751",0.1717,0.0130094786729858
"752",0.1724,0.0130248815165877
"753",0.1724,0.0130402843601896
"754",0.1717,0.0130556872037915
"755",0.171,0.0130710900473934
"756",0.1704,0.0130864928909953
"757",0.1686,0.0131018957345972
"758",0.1657,0.0131172985781991
"759",0.1629,0.0131327014218009
"760",0.1601,0.0131481042654028
"761",0.1583,0.0131635071090047
"762",0.1574,0.0131789099526066
"763",0.1565,0.0131943127962085
"764",0.1556,0.0132097156398104
"765",0.1543,0.0132251184834123
"766",0.1525,0.0132405213270142
"767",0.1507,0.0132559241706161
"768",0.1489,0.013271327014218
"769",0.1484,0.0132867298578199
"770",0.1493,0.0133021327014218
"771",0.1502,0.0133175355450237
"772",0.1511,0.0133329383886256
"773",0.1516,0.0133483412322275
"774",0.1516,0.0133637440758294
"775",0.1516,0.0133791469194313
"776",0.1516,0.0133945497630332
"777",0.1516,0.0134099526066351
"778",0.1516,0.013425355450237
"779",0.1516,0.0134407582938389
"780",0.1516,0.0134561611374408
"781",0.152,0.0134715639810427
"782",0.1529,0.0134869668246446
"783",0.1538,0.0135023696682464
"784",0.1547,0.0135177725118483
"785",0.1547,0.0135331753554502
"786",0.1538,0.0135485781990521
"787",0.1529,0.013563981042654
"788",0.152,0.0135793838862559
"789",0.1511,0.0135947867298578
"790",0.1502,0.0136101895734597
"791",0.1493,0.0136255924170616
"792",0.1484,0.0136409952606635
"793",0.148,0.0136563981042654
"794",0.148,0.0136718009478673
"795",0.148,0.0136872037914692
"796",0.148,0.0137026066350711
"797",0.1484,0.013718009478673
"798",0.1493,0.0137334123222749
"799",0.1502,0.0137488151658768
"800",0.1511,0.0137642180094787
"801",0.1516,0.0137796208530806
"802",0.1516,0.0137950236966825
"803",0.1516,0.0138104265402844
"804",0.1516,0.0138258293838863
"805",0.1516,0.0138412322274882
"806",0.1516,0.01385663507109
"807",0.1516,0.0138720379146919
"808",0.1516,0.0138874407582938
"809",0.1511,0.0139028436018957
"810",0.1502,0.0139182464454976
"811",0.1493,0.0139336492890995
"812",0.1484,0.0139490521327014
"813",0.1484,0.0139644549763033
"814",0.1493,0.0139798578199052
"815",0.1502,0.0139952606635071
"816",0.1511,0.014010663507109
"817",0.152,0.0140260663507109
"818",0.1529,0.0140414691943128
"819",0.1538,0.0140568720379147
"820",0.1547,0.0140722748815166
"821",0.1556,0.0140876777251185
"822",0.1565,0.0141030805687204
"823",0.1574,0.0141184834123223
"824",0.1583,0.0141338862559242
"825",0.1587,0.0141492890995261
"826",0.1587,0.014164691943128
"827",0.1587,0.0141800947867299
"828",0.1587,0.0141954976303318
"829",0.1574,0.0142109004739336
"830",0.1546,0.0142263033175355
"831",0.152,0.0142417061611374
"832",0.1493,0.0142571090047393
