"","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"1",56.721151,126.996444,49.216442,62.149304,58.29682,23.426291,40.803886,62.142633,15.334344
"2",56.721151,126.996444,49.216442,62.149304,58.29682,23.426291,40.803886,62.142633,15.334344
