,date,Loads (kg),Concentration (mg/L),Flow (ML),Q (m3/s),Load (t),water_year,normalized_flow,normalized_DIN_load,cum_flow,cum_din_load
428,2010-09-02,1.9971,0.145773723,13.7,0.1585,0.0019971,2010,2.184340776565257e-05,2.0075807782183476e-05,0.00391387010639104,0.018930826290663866
429,2010-09-03,2.0902,0.160537634,13.02,0.1507,0.0020902,2010,2.076846403964569e-05,2.1011693668979972e-05,0.003934638570430686,0.018951837984332847
430,2010-09-04,2.221,0.168512898,13.18,0.1525,0.002221,2010,2.101652797641651e-05,2.2326558051289118e-05,0.0039556550984071025,0.018974164542384136
431,2010-09-05,2.6219,0.177395129,14.78,0.1711,0.0026219,2010,2.3579855323048294e-05,2.6356597278106683e-05,0.00397923495373015,0.019000521139662243
432,2010-09-06,2.7701,0.181645902,15.25,0.1765,0.0027701,2010,2.4324047133360745e-05,2.78463748121909e-05,0.004003559000863511,0.019028367514474433
433,2010-09-07,2.8519,0.198462074,14.37,0.1663,0.0028519,2010,2.2918351491659447e-05,2.866866767513347e-05,0.004026477352355171,0.019057036182149566
434,2010-09-08,2.8506,0.205522711,13.87,0.1605,0.0028506,2010,2.2119034362064588e-05,2.8655599451150278e-05,0.004048596386717235,0.019085691781600717
435,2010-09-09,2.9644,0.216854426,13.67,0.1582,0.0029644,2010,2.1802063776190765e-05,2.979957167367918e-05,0.004070398450493426,0.019115491353274398
436,2010-09-10,2.9314,0.229913725,12.75,0.1476,0.0029314,2010,2.0341242815207062e-05,2.946783983410577e-05,0.004090739693308633,0.0191449591931085
437,2010-09-11,2.7516,0.240945709,11.42,0.1322,0.0027516,2010,1.821891802283451e-05,2.766040393243005e-05,0.0041089586113314674,0.019172619597040932
438,2010-09-12,3.32,0.244657332,13.57,0.1571,0.00332,2010,2.1650469148164152e-05,3.337423355708234e-05,0.004130609080479632,0.019205993830598015
439,2010-09-13,4.096,0.257448146,15.91,0.1842,0.004096,2010,2.5385209529547025e-05,4.117495802705098e-05,0.004155994290009179,0.019247168788625067
440,2010-09-14,4.203,0.269423077,15.6,0.1805,0.004203,2010,2.4875300326184784e-05,4.2250573385667793e-05,0.004180869590335363,0.019289419362010733
441,2010-09-15,3.927,0.280901288,13.98,0.1619,0.003927,2010,2.2311972979553e-05,3.9476088909235645e-05,0.004203181563314917,0.01932889545091997
442,2010-09-16,3.4935,0.293324937,11.91,0.1379,0.0034935,2010,1.9004453822608765e-05,3.5118338834839504e-05,0.004222186017137525,0.01936401378975481
443,2010-09-17,3.624,0.301497504,12.02,0.1391,0.003624,2010,1.9169829780455978e-05,3.643018747315253e-05,0.0042413558469179815,0.01940044397722796
444,2010-09-18,3.4939,0.30434669,11.48,0.1328,0.0034939,2010,1.8301606001758113e-05,3.512235982683433e-05,0.004259657452919739,0.019435566337054795
445,2010-09-19,3.4507,0.319213691,10.81,0.1251,0.0034507,2010,1.7240443605571836e-05,3.468809269139278e-05,0.0042768978965253114,0.01947025442974619
446,2010-09-20,619.6,0.299111259,2071.47,23.9754,0.6196,2010,0.00330412894980837,0.006228516599990427,0.007581026846333681,0.025698771029736615
447,2010-09-21,589.4,0.30485471,1933.38,22.3771,0.5894,2010,0.0030838619552857036,0.005924931704380823,0.010664888801619385,0.03162370273411744
