,date,Loads (kg),Concentration (mg/L),Flow (ML),Q (m3/s),Load (t),water_year,normalized_flow,normalized_DIN_load,cum_flow,cum_din_load
38,2009-08-08,3.0215,0.239992057,12.59,0.1457,0.0030215,2009,3.453998219851515e-05,5.80016013663369e-05,0.001827750602268715,0.0014412001409169206
39,2009-08-09,2.7973,0.241980969,11.56,0.1338,0.0027973,2009,3.1718940412912334e-05,5.369779232237439e-05,0.0018594695426816274,0.001494897933239295
40,2009-08-10,2.7965,0.247259063,11.31,0.131,0.0027965,2009,3.105516587512344e-05,5.3682435287427155e-05,0.0018905247085567508,0.001548580368526722
41,2009-08-11,2.7986,0.250546106,11.17,0.1293,0.0027986,2009,3.06521599057516e-05,5.372274750416365e-05,0.0019211768684625024,0.0016023031160308857
42,2009-08-12,2.7962,0.25653211,10.9,0.1262,0.0027962,2009,2.9917266667485326e-05,5.367667639932194e-05,0.0019510941351299877,0.0016559797924302077
43,2009-08-13,2.578,0.253740157,10.16,0.1176,0.002578,2009,2.7878530587133708e-05,4.9488045117463684e-05,0.0019789726657171215,0.0017054678375476714
44,2009-08-14,3.0231,0.266352423,11.35,0.1314,0.0030231,2009,3.1149990809093275e-05,5.803231543623137e-05,0.002010122656526215,0.0017635001529839028
45,2009-08-15,3.0248,0.271039427,11.16,0.1292,0.0030248,2009,3.062845367225914e-05,5.806494913549424e-05,0.002040751110198474,0.001821565102119397
46,2009-08-16,3.023,0.276578225,10.93,0.1265,0.003023,2009,2.9988385367962704e-05,5.8030395806862964e-05,0.0020707394955664367,0.0018795954979262599
47,2009-08-17,3.2394,0.289232143,11.2,0.1297,0.0032394,2009,3.0746984839721445e-05,6.218447376008994e-05,0.002101486480406158,0.00194177997168635
48,2009-08-18,3.2481,0.288463588,11.26,0.1303,0.0032481,2009,3.088922224067621e-05,6.235148151514111e-05,0.002132375702646834,0.0020041314532014912
49,2009-08-19,3.5804,0.299865997,11.94,0.1382,0.0035804,2009,3.2762014686580595e-05,6.873040990634872e-05,0.002165137717333415,0.0020728618631078396
50,2009-08-20,3.4712,0.301319444,11.52,0.1333,0.0034712,2009,3.160040924545003e-05,6.663417463605118e-05,0.0021967381265788647,0.0021394960377438908
51,2009-08-21,3.358,0.304995459,11.01,0.1274,0.003358,2009,3.0201741469394856e-05,6.446115419101748e-05,0.00222693986804826,0.0022039571919349084
52,2009-08-22,3.2457,0.307941176,10.54,0.122,0.0032457,2009,2.8921604860801975e-05,6.230541041029941e-05,0.002255861472909062,0.002266262602345208
53,2009-08-23,3.133,0.311741294,10.05,0.1163,0.003133,2009,2.7570349551731722e-05,6.014198811210773e-05,0.0022834318224607933,0.0023264045904573157
54,2009-08-24,3.1254,0.32022541,9.76,0.1129,0.0031254,2009,2.676433761298806e-05,5.9996096280109e-05,0.0023101961600737815,0.0023864006867374246
55,2009-08-25,3.3582,0.323214629,10.39,0.1203,0.0033582,2009,2.8518598891430148e-05,6.446499344975429e-05,0.0023387147589652114,0.0024508656801871787
56,2009-08-26,3.6848,0.337745188,10.91,0.1262,0.0036848,2009,2.9917266667485326e-05,7.073450296696283e-05,0.0023686320256326968,0.0025216001831541417
57,2009-08-27,3.8063,0.339242424,11.22,0.1298,0.0038063,2009,3.0770691073213905e-05,7.30668526495741e-05,0.002399402716705911,0.0025946670358037156
58,2009-08-28,3.6945,0.341766883,10.81,0.1251,0.0036945,2009,2.9656498099068253e-05,7.092070701569805e-05,0.0024290592148049793,0.0026655877428194137
59,2009-08-29,3.909,0.355686988,10.99,0.1272,0.003909,2009,3.015432900240993e-05,7.503831201092535e-05,0.002459213543807389,0.002740626054830339
60,2009-08-30,3.9097,0.360009208,10.86,0.1257,0.0039097,2009,2.9798735500023023e-05,7.505174941650419e-05,0.002489012279307412,0.0028156778042468435
61,2009-08-31,3.6925,0.357108317,10.34,0.1197,0.0036925,2009,2.8376361490475382e-05,7.088231442832997e-05,0.0025173886407978876,0.0028865601186751732
62,2009-09-01,44.267,0.335788516,131.83,1.5258,0.044267,2009,0.0003617097106279644,0.0008497623325115457,0.002879098351425852,0.0037363224511867193
63,2009-09-02,9.507,0.350811808,27.1,0.3137,0.009507,2009,7.436645446584901e-05,0.00018249916405419986,0.002953464805891701,0.003918821615240919
64,2009-09-03,5.5865,0.380811179,14.67,0.1698,0.0055865,2009,4.0253184470198166e-05,0.00010724009466590803,0.002993717990361899,0.004026061709906827
65,2009-09-04,3.4634,0.373613808,9.27,0.1073,0.0034634,2009,2.5436788537410266e-05,6.648444354531565e-05,0.0030191547788993092,0.004092546153452142
66,2009-09-05,2.4625,0.341539528,7.21,0.0834,0.0024625,2009,1.9770998732712172e-05,4.727087319695668e-05,0.0030389257776320213,0.004139817026649099
67,2009-09-06,2.0175,0.323836276,6.23,0.0721,0.0020175,2009,1.709219434806412e-05,3.872852250755741e-05,0.0030560179719800857,0.0041785455491566564
68,2009-09-07,1.7955,0.31171875,5.76,0.0666,0.0017955,2009,1.5788351505978786e-05,3.4466945309699786e-05,0.003071806323486064,0.004213012494466356
69,2009-09-08,1.7882,0.313719298,5.7,0.066,0.0017882,2009,1.5646114105024023e-05,3.432681236580627e-05,0.0030874524375910884,0.004247339306832163
70,2009-09-09,1.6782,0.301292639,5.57,0.0644,0.0016782,2009,1.526681436914465e-05,3.2215220060561505e-05,0.003102719251960233,0.004279554526892724
71,2009-09-10,1.563,0.296022727,5.28,0.0611,0.001563,2009,1.448450866389345e-05,3.0003807028159713e-05,0.0031172037606241264,0.004309558333920884
72,2009-09-11,1.3485,0.270240481,4.99,0.0577,0.0013485,2009,1.3678496725149787e-05,2.5886202032932423e-05,0.003130882257349276,0.004335444535953817
73,2009-09-12,1.3408,0.276453608,4.85,0.0562,0.0013408,2009,1.3322903222762878e-05,2.573839057156529e-05,0.003144205160572039,0.0043611829265253815
74,2009-09-13,1.2324,0.260549683,4.73,0.0548,0.0012324,2009,1.299101595386843e-05,2.365751233621499e-05,0.0031571961765259077,0.0043848404388615965
75,2009-09-14,1.1259,0.241092077,4.67,0.054,0.0011259,2009,1.2801366085928744e-05,2.1613107058864376e-05,0.0031699975426118365,0.004406453545920461
76,2009-09-15,0.9047,0.224491315,4.03,0.0466,0.0009047,2009,1.1047104807486657e-05,1.7366886895953996e-05,0.003181044647419323,0.004423820432816415
77,2009-09-16,0.7936,0.212192513,3.74,0.0433,0.0007936,2009,1.0264799102235455e-05,1.523417866765678e-05,0.0031913094465215583,0.004439054611484072
78,2009-09-17,1.0181,0.206930894,4.92,0.0569,0.0010181,2009,1.3488846857210102e-05,1.954374659972451e-05,0.0032047982933787683,0.004458598358083796
79,2009-09-18,0.8991,0.208607889,4.31,0.0499,0.0008991,2009,1.1829410512737857e-05,1.7259387651323353e-05,0.0032166277038915064,0.00447585774573512
80,2009-09-19,0.9006,0.195357918,4.61,0.0534,0.0009006,2009,1.2659128684973981e-05,1.7288182091849416e-05,0.0032292868325764805,0.004493145927826969
81,2009-09-20,0.795,0.175110132,4.54,0.0525,0.000795,2009,1.2445772583541833e-05,1.5261053478814444e-05,0.003241732605160022,0.0045084069813057836
82,2009-09-21,0.7854,0.183934426,4.27,0.0494,0.0007854,2009,1.1710879345275555e-05,1.5076769059447626e-05,0.003253443484505298,0.004523483750365231
83,2009-09-22,0.5653,0.164331395,3.44,0.0398,0.0005653,2009,9.435080929999334e-06,1.0851664819589691e-05,0.003262878565435297,0.004534335415184821
84,2009-09-23,0.4576,0.142554517,3.21,0.0371,0.0004576,2009,8.795012625702897e-06,8.784223989818226e-06,0.003271673578061,0.004543119639174639
85,2009-09-24,0.453,0.146129032,3.1,0.0359,0.000453,2009,8.510537823793369e-06,8.695921038871626e-06,0.0032801841158847933,0.004551815560213511
86,2009-09-25,0.4578,0.127166667,3.6,0.0417,0.0004578,2009,9.885499366356086e-06,8.788063248555034e-06,0.0032900696152511496,0.004560603623462066
87,2009-09-26,0.4541,0.126138889,3.6,0.0417,0.0004541,2009,9.885499366356086e-06,8.717036961924073e-06,0.0032999551146175054,0.00456932066042399
88,2009-09-27,0.3476,0.102536873,3.39,0.0393,0.0003476,2009,9.31654976253703e-06,6.672631684573459e-06,0.0033092716643800426,0.0045759932921085635
89,2009-09-28,0.3446,0.100760234,3.42,0.0395,0.0003446,2009,9.36396222952195e-06,6.615042803521329e-06,0.0033186356266095645,0.004582608334912084
90,2009-09-29,0.3404,0.101916168,3.34,0.0387,0.0003404,2009,9.174312361582266e-06,6.534418370048347e-06,0.0033278099389711466,0.004589142753282133
91,2009-09-30,0.2368,0.071111111,3.33,0.0385,0.0002368,2009,9.126899894597345e-06,4.5456823443814594e-06,0.003336936838865744,0.004593688435626514
92,2009-10-01,0.2331,0.071067073,3.28,0.038,0.0002331,2009,9.008368727135041e-06,4.474656057750499e-06,0.003345945207592879,0.004598163091684265
93,2009-10-02,0.2328,0.064309392,3.62,0.0419,0.0002328,2009,9.932911833341006e-06,4.468897169645286e-06,0.0033558781194262203,0.0046026319888539105
94,2009-10-03,0.2318,0.058832487,3.94,0.0456,0.0002318,2009,1.0810042472562051e-05,4.4497008759612425e-06,0.003366688161898782,0.004607081689729871
95,2009-10-04,0.1341,0.0279375,4.8,0.0555,0.0001341,2009,1.3156959588315654e-05,2.5742229830302097e-06,0.003379845121487098,0.004609655912712902
96,2009-10-05,0.1322,0.025085389,5.27,0.061,0.0001322,2009,1.4460802430400987e-05,2.537750025030527e-06,0.0033943059239174987,0.004612193662737932
97,2009-10-06,0.1248,0.025679012,4.86,0.0562,0.0001248,2009,1.3322903222762878e-05,2.3956974517686065e-06,0.003407628827140262,0.004614589360189701
98,2009-10-07,0.0208,0.004271047,4.87,0.0564,2.08e-05,2009,1.3370315689747798e-05,3.9928290862810116e-07,0.0034209991428300096,0.004614988643098329
99,2009-10-08,0.0257,0.004812734,5.34,0.0617,2.57e-05,2009,1.4626746064848213e-05,4.933447476799135e-07,0.0034356258888948578,0.004615481987846009
100,2009-10-09,0.1328,0.023380282,5.68,0.0658,0.0001328,2009,1.5598701638039097e-05,2.5492678012409532e-06,0.003451224590532897,0.00461803125564725
101,2009-10-10,0.1443,0.022165899,6.51,0.0753,0.0001443,2009,1.785079381982286e-05,2.7700251786074516e-06,0.0034690753843527196,0.004620801280825857
102,2009-10-11,0.1274,0.035487465,3.59,0.0415,0.0001274,2009,9.838086899371165e-06,2.4456078153471196e-06,0.003478913471252091,0.004623246888641204
103,2009-10-12,0.1288,0.038219585,3.37,0.039,0.0001288,2009,9.245431062059649e-06,2.47248262650478e-06,0.0034881589023141504,0.004625719371267709
104,2009-10-13,0.1327,0.038575581,3.44,0.0398,0.0001327,2009,9.435080929999334e-06,2.547348171872549e-06,0.00349759398324415,0.0046282667194395815
105,2009-10-14,0.2387,0.064166667,3.72,0.043,0.0002387,2009,1.0193680401758073e-05,4.582155302381141e-06,0.003507787663645908,0.004632848874741963
106,2009-10-15,0.2386,0.070383481,3.39,0.0393,0.0002386,2009,9.31654976253703e-06,4.580235673012737e-06,0.003517104213408445,0.004637429110414976
107,2009-10-16,0.2398,0.074241486,3.23,0.0373,0.0002398,2009,8.842425092687817e-06,4.603271225433589e-06,0.003525946638501133,0.004642032381640409
108,2009-10-17,0.2405,0.078852459,3.05,0.0352,0.0002405,2009,8.344594189346145e-06,4.616708631012419e-06,0.003534291232690479,0.0046466490902714215
109,2009-10-18,0.2448,0.077468354,3.16,0.0366,0.0002448,2009,8.676481458240593e-06,4.699252693853805e-06,0.0035429677141487195,0.0046513483429652756
110,2009-10-19,0.3494,0.106850153,3.27,0.0379,0.0003494,2009,8.984662493642582e-06,6.707185013204737e-06,0.003551952376642362,0.00465805552797848
111,2009-10-20,8.084,0.101087908,79.97,0.9256,0.008084,2009,0.00021942489720621565,0.0001551828381418062,0.0037713772738485777,0.004813238366120286
