date,Loads (kg),Concentration (mg/L),Flow (ML),Q (m3/s),Load (t)
18/09/2015,0.664244,0.287551515,2.31,0.0267,0.000664244
19/09/2015,0.569871,0.276636408,2.06,0.0239,0.000569871
20/09/2015,0.50717,0.264151042,1.92,0.0223,0.00050717
21/09/2015,0.507796,0.251384158,2.02,0.0234,0.000507796
22/09/2015,17.567933,0.240953683,72.91,0.8438,0.017567933
23/09/2015,16.056334,0.233546676,68.75,0.7957,0.016056334
24/09/2015,2.578771,0.237674747,10.85,0.1255,0.002578771
25/09/2015,1.158443,0.209862862,5.52,0.0639,0.001158443
26/09/2015,0.947945,0.197077963,4.81,0.0556,0.000947945
27/09/2015,0.863992,0.187011255,4.62,0.0535,0.000863992
28/09/2015,0.726942,0.175166747,4.15,0.048,0.000726942
29/09/2015,0.610489,0.165444173,3.69,0.0427,0.000610489
30/09/2015,0.451354,0.153001356,2.95,0.0342,0.000451354
1/10/2015,0.42032,0.142,2.96,0.0342,0.00042032
2/10/2015,0.411595,0.129026646,3.19,0.037,0.000411595
3/10/2015,0.369721,0.11888135,3.11,0.036,0.000369721
4/10/2015,0.262521,0.107151429,2.45,0.0284,0.000262521
5/10/2015,0.21981,0.098129464,2.24,0.026,0.00021981
6/10/2015,0.177465,0.085731884,2.07,0.0239,0.000177465
7/10/2015,0.145751,0.074744103,1.95,0.0225,0.000145751
8/10/2015,0.124951,0.064741451,1.93,0.0224,0.000124951
9/10/2015,0.128174,0.052315918,2.45,0.0284,0.000128174
10/10/2015,0.109,0.04037037,2.7,0.0312,1.09E-04
11/10/2015,0.0768,0.03047619,2.52,0.0291,7.68E-05
12/10/2015,0.0339,0.015409091,2.2,0.0254,3.39E-05
13/10/2015,0.0141,0.00632287,2.23,0.0258,1.41E-05
14/10/2015,0.0237,0.013941176,1.7,0.0197,2.37E-05
15/10/2015,0.0266,0.016219512,1.64,0.019,2.66E-05
16/10/2015,0.0299,0.018231707,1.64,0.019,2.99E-05
17/10/2015,0.0429,0.026645963,1.61,0.0187,4.29E-05
18/10/2015,0.0453,0.029038462,1.56,0.018,4.53E-05
19/10/2015,0.0632,0.034535519,1.83,0.0212,6.32E-05
20/10/2015,0.0643,0.038047337,1.69,0.0196,6.43E-05
21/10/2015,0.0666,0.040609756,1.64,0.019,6.66E-05
22/10/2015,0.0801,0.048545455,1.65,0.0191,8.01E-05
23/10/2015,0.103,0.050738916,2.03,0.0235,1.03E-04
24/10/2015,0.103,0.054497354,1.89,0.0219,1.03E-04
25/10/2015,0.0842,0.057671233,1.46,0.0169,8.42E-05
26/10/2015,0.0946,0.069051095,1.37,0.0159,9.46E-05
27/10/2015,0.095,0.072519084,1.31,0.0152,9.50E-05
28/10/2015,0.0957,0.075952381,1.26,0.0146,9.57E-05
29/10/2015,0.0989,0.077265625,1.28,0.0148,9.89E-05
30/10/2015,0.116,0.083453237,1.39,0.016,1.16E-04
31/10/2015,0.196459,0.086928761,2.26,0.0261,0.000196459
1/11/2015,0.215847,0.091074684,2.37,0.0274,0.000215847
2/11/2015,0.270261,0.097216187,2.78,0.0322,0.000270261
3/11/2015,13.144658,0.12094827,108.68,1.2579,0.013144658
4/11/2015,4.273878,0.089711965,47.64,0.5514,0.004273878
5/11/2015,1.110616,0.140406574,7.91,0.0916,0.001110616
6/11/2015,1.706414,0.18057291,9.45,0.1094,0.001706414
7/11/2015,1.357889,0.195943579,6.93,0.0802,0.001357889
8/11/2015,1.206597,0.227659811,5.3,0.0613,0.001206597
9/11/2015,6.378431,0.265215426,24.05,0.2784,0.006378431
10/11/2015,5.702337,0.295764367,19.28,0.2231,0.005702337
11/11/2015,3.718028,0.340478755,10.92,0.1264,0.003718028
12/11/2015,3.241931,0.35822442,9.05,0.1048,0.003241931
13/11/2015,3.081558,0.37997016,8.11,0.0939,0.003081558
14/11/2015,3.102833,0.407195932,7.62,0.0882,0.003102833
15/11/2015,3.484742,0.438884383,7.94,0.0919,0.003484742
16/11/2015,19.438446,0.462379781,42.04,0.4865,0.019438446
17/11/2015,38.473593,0.280788155,137.02,1.5858,0.038473593
18/11/2015,141.383656,1.018027477,138.88,1.6074,0.141383656
19/11/2015,103.59407,1.882501726,55.03,0.6369,0.10359407
20/11/2015,60.647516,1.97356056,30.73,0.3556,0.060647516
21/11/2015,38.486015,1.989969752,19.34,0.2238,0.038486015
22/11/2015,25.422854,1.960127525,12.97,0.1501,0.025422854
23/11/2015,16.179176,1.770150547,9.14,0.1057,0.016179176
24/11/2015,11.47517,1.60044212,7.17,0.083,0.01147517
25/11/2015,8.571846,1.480456995,5.79,0.067,0.008571846
26/11/2015,10.553527,1.424227665,7.41,0.0857,0.010553527
27/11/2015,7.182358,1.301151812,5.52,0.0638,0.007182358
28/11/2015,6.289121,1.211776686,5.19,0.06,0.006289121
29/11/2015,7.517656,1.154785868,6.51,0.0754,0.007517656
30/11/2015,3.732258,1.033866482,3.61,0.0418,0.003732258
1/12/2015,2.37003,0.933082677,2.54,0.0294,0.00237003
2/12/2015,2.091842,0.843484677,2.48,0.0287,0.002091842
3/12/2015,1.942537,0.750014286,2.59,0.0299,0.001942537
4/12/2015,1.746829,0.664193536,2.63,0.0304,0.001746829
5/12/2015,1.220897,0.575894811,2.12,0.0245,0.001220897
6/12/2015,0.906171,0.484583422,1.87,0.0216,0.000906171
7/12/2015,0.710279,0.390263187,1.82,0.0211,0.000710279
8/12/2015,24.69346,0.175804215,140.46,1.6256,0.02469346
9/12/2015,3.804484,0.098664004,38.56,0.4463,0.003804484
10/12/2015,2.156189,0.159245864,13.54,0.1567,0.002156189
11/12/2015,0.719773,0.124744021,5.77,0.0668,0.000719773
12/12/2015,0.215033,0.093900873,2.29,0.0265,0.000215033
13/12/2015,0.124,0.064248705,1.93,0.0223,1.24E-04
14/12/2015,0.0712,0.039337017,1.81,0.021,7.12E-05
15/12/2015,0.0322,0.017888889,1.8,0.0208,3.22E-05
16/12/2015,0.0332,0.019190751,1.73,0.02,3.32E-05
17/12/2015,0.0358,0.020693642,1.73,0.02,3.58E-05
18/12/2015,0.0478,0.028795181,1.66,0.0192,4.78E-05
19/12/2015,0.0501,0.03054878,1.64,0.019,5.01E-05
20/12/2015,0.0626,0.038170732,1.64,0.019,6.26E-05
21/12/2015,0.0642,0.040632911,1.58,0.0182,6.42E-05
22/12/2015,0.0763,0.048910256,1.56,0.018,7.63E-05
23/12/2015,0.0787,0.050448718,1.56,0.018,7.87E-05
24/12/2015,0.0911,0.058397436,1.56,0.018,9.11E-05
25/12/2015,0.0935,0.059935897,1.56,0.018,9.35E-05
26/12/2015,0.107,0.065644172,1.63,0.0188,1.07E-04
27/12/2015,0.12,0.073170732,1.64,0.019,1.20E-04
28/12/2015,0.179922,0.077888312,2.31,0.0267,0.000179922
29/12/2015,0.241531,0.081874915,2.95,0.0341,0.000241531
30/12/2015,0.740656,0.089994654,8.23,0.0952,0.000740656
31/12/2015,0.482478,0.090691353,5.32,0.0616,0.000482478
1/01/2016,0.330998,0.095941449,3.45,0.0399,0.000330998
2/01/2016,0.269807,0.101051311,2.67,0.0309,0.000269807
3/01/2016,0.34514,0.105871166,3.26,0.0377,0.00034514
4/01/2016,919.166357,1.441648667,637.58,7.3794,0.919166357
5/01/2016,1749.234817,3.651389841,479.06,5.5447,1.749234817
6/01/2016,459.329736,2.603467301,176.43,2.042,0.459329736
7/01/2016,150.2502,2.472033564,60.78,0.7035,0.1502502
8/01/2016,58.708372,1.781200607,32.96,0.3815,0.058708372
9/01/2016,449.289699,0.992729902,452.58,5.2381,0.449289699
10/01/2016,2082.692412,2.309867922,901.65,10.4358,2.082692412
11/01/2016,547.159678,1.627773184,336.14,3.8905,0.547159678
12/01/2016,139.084141,1.381584792,100.67,1.1652,0.139084141
13/01/2016,50.242379,1.203410275,41.75,0.4832,0.050242379
14/01/2016,26.923415,1.067542228,25.22,0.2919,0.026923415
15/01/2016,17.108362,0.923279115,18.53,0.2145,0.017108362
16/01/2016,9.837325,0.761992641,12.91,0.1494,0.009837325
17/01/2016,30.421089,0.47091469,64.6,0.7477,0.030421089
18/01/2016,494.820279,0.907777209,545.09,6.3089,0.494820279
19/01/2016,204.51503,0.669991908,305.25,3.5329,0.20451503
20/01/2016,64.207132,0.468425855,137.07,1.5864,0.064207132
21/01/2016,27.669895,0.402354152,68.77,0.796,0.027669895
22/01/2016,12.883592,0.346986049,37.13,0.4298,0.012883592
23/01/2016,8.16543,0.342509648,23.84,0.276,0.00816543
24/01/2016,8.085015,0.329328513,24.55,0.2842,0.008085015
25/01/2016,6.690715,0.32479199,20.6,0.2384,0.006690715
26/01/2016,20.396386,0.251620849,81.06,0.9381,0.020396386
27/01/2016,34.792793,0.164637264,211.33,2.446,0.034792793
28/01/2016,28.584868,0.187540139,152.42,1.7641,0.028584868
29/01/2016,11.93832,0.189919185,62.86,0.7276,0.01193832
30/01/2016,5.71567,0.197637275,28.92,0.3347,0.00571567
31/01/2016,4.272242,0.209321019,20.41,0.2363,0.004272242
1/02/2016,3.580954,0.218217794,16.41,0.1899,0.003580954
2/02/2016,9.134939,0.202548537,45.1,0.522,0.009134939
3/02/2016,6.129261,0.206859973,29.63,0.343,0.006129261
4/02/2016,7.741787,0.205297985,37.71,0.4364,0.007741787
5/02/2016,515.912228,0.46417943,1111.45,12.864,0.515912228
6/02/2016,14059.24229,1.149282542,12233.06,141.5864,14.05924229
7/02/2016,3607.239377,0.614570396,5869.53,67.9344,3.607239377
8/02/2016,744.615742,0.506844738,1469.12,17.0037,0.744615742
9/02/2016,175.57947,0.29263245,600,6.9444,0.17557947
10/02/2016,89.766186,0.293526211,305.82,3.5396,0.089766186
11/02/2016,56.618939,0.286257844,197.79,2.2892,0.056618939
12/02/2016,34.951593,0.276888164,126.23,1.461,0.034951593
13/02/2016,25.700519,0.271360141,94.71,1.0961,0.025700519
14/02/2016,20.115569,0.266572608,75.46,0.8733,0.020115569
15/02/2016,15.483314,0.261675072,59.17,0.6848,0.015483314
16/02/2016,12.347171,0.256804721,48.08,0.5564,0.012347171
17/02/2016,10.670067,0.252128237,42.32,0.4899,0.010670067
18/02/2016,9.18393,0.247612025,37.09,0.4293,0.00918393
19/02/2016,8.051056,0.245384212,32.81,0.3797,0.008051056
20/02/2016,7.937726,0.240464284,33.01,0.3821,0.007937726
21/02/2016,6.615409,0.241174225,27.43,0.3175,0.006615409
22/02/2016,7.479976,0.23150653,32.31,0.374,0.007479976
23/02/2016,10.767215,0.224036933,48.06,0.5563,0.010767215
24/02/2016,13.085126,0.218267323,59.95,0.6939,0.013085126
25/02/2016,9.578325,0.206741312,46.33,0.5362,0.009578325
26/02/2016,7.464381,0.194689124,38.34,0.4437,0.007464381
27/02/2016,5.849489,0.18493484,31.63,0.3661,0.005849489
28/02/2016,5.322787,0.172649595,30.83,0.3569,0.005322787
29/02/2016,4.341465,0.163090346,26.62,0.3081,0.004341465
1/03/2016,8.484414,0.142619163,59.49,0.6886,0.008484414
2/03/2016,17.576423,0.130679725,134.5,1.5567,0.017576423
3/03/2016,153.581145,0.207735787,739.31,8.5568,0.153581145
4/03/2016,373.741123,0.199160773,1876.58,21.7197,0.373741123
5/03/2016,1940.276504,0.166146164,11678.13,135.1635,1.940276504
6/03/2016,1240.250077,0.1046199,11854.82,137.2086,1.240250077
7/03/2016,2107.149244,0.106273058,19827.69,229.4872,2.107149244
8/03/2016,491.04796,0.075785673,6479.43,74.9934,0.49104796
9/03/2016,211.049387,0.091141239,2315.63,26.8013,0.211049387
10/03/2016,144.143625,0.121192239,1189.38,13.7659,0.144143625
11/03/2016,93.810842,0.15458654,606.85,7.0237,0.093810842
12/03/2016,68.306902,0.189215795,361,4.1782,0.068306902
13/03/2016,60.259674,0.222961017,270.27,3.1281,0.060259674
14/03/2016,50.548732,0.258376263,195.64,2.2644,0.050548732
15/03/2016,41.729938,0.277607358,150.32,1.7398,0.041729938
16/03/2016,36.644416,0.291221616,125.83,1.4563,0.036644416
17/03/2016,33.143216,0.304821264,108.73,1.2585,0.033143216
18/03/2016,29.971812,0.317800997,94.31,1.0916,0.029971812
19/03/2016,27.314897,0.330728865,82.59,0.9559,0.027314897
20/03/2016,25.154105,0.344388075,73.04,0.8454,0.025154105
21/03/2016,23.706768,0.358054191,66.21,0.7663,0.023706768
22/03/2016,26.495575,0.370515662,71.51,0.8276,0.026495575
23/03/2016,23.492293,0.384678123,61.07,0.7068,0.023492293
24/03/2016,22.347814,0.396167594,56.41,0.6529,0.022347814
25/03/2016,21.41616,0.409721829,52.27,0.605,0.02141616
26/03/2016,20.460022,0.426339279,47.99,0.5554,0.020460022
27/03/2016,19.469188,0.440479367,44.2,0.5116,0.019469188
28/03/2016,18.422623,0.454542882,40.53,0.4691,0.018422623
29/03/2016,17.665626,0.468832962,37.68,0.4362,0.017665626
30/03/2016,17.557062,0.482336868,36.4,0.4212,0.017557062
31/03/2016,17.534536,0.496166836,35.34,0.409,0.017534536
1/04/2016,17.499978,0.512594552,34.14,0.3952,0.017499978
2/04/2016,17.454626,0.528607692,33.02,0.3822,0.017454626
3/04/2016,17.375614,0.545031807,31.88,0.369,0.017375614
4/04/2016,17.361745,0.561323796,30.93,0.358,0.017361745
5/04/2016,17.36937,0.576863833,30.11,0.3485,0.01736937
6/04/2016,17.376405,0.593051365,29.3,0.3391,0.017376405
7/04/2016,17.372047,0.609331708,28.51,0.33,0.017372047
8/04/2016,17.335758,0.625613786,27.71,0.3208,0.017335758
9/04/2016,17.297686,0.642081886,26.94,0.3117,0.017297686
10/04/2016,17.228098,0.660839969,26.07,0.3017,0.017228098
11/04/2016,17.168428,0.684819625,25.07,0.2902,0.017168428
12/04/2016,17.097224,0.702144723,24.35,0.2819,0.017097224
13/04/2016,17.669111,0.714480833,24.73,0.2862,0.017669111
14/04/2016,21.888066,0.701990571,31.18,0.3609,0.021888066
15/04/2016,21.458424,0.72201965,29.72,0.3439,0.021458424
16/04/2016,22.313922,0.733528008,30.42,0.3521,0.022313922
17/04/2016,19.541162,0.767222693,25.47,0.2947,0.019541162
18/04/2016,17.561324,0.800789968,21.93,0.2538,0.017561324
19/04/2016,72.91663,0.745568814,97.8,1.132,0.07291663
20/04/2016,61.635608,0.746374522,82.58,0.9558,0.061635608
21/04/2016,18.900953,0.80635465,23.44,0.2713,0.018900953
22/04/2016,16.16925,0.832179619,19.43,0.2249,0.01616925
23/04/2016,14.541998,0.849415771,17.12,0.1981,0.014541998
24/04/2016,12.994039,0.869166488,14.95,0.173,0.012994039
25/04/2016,12.887641,0.872555247,14.77,0.171,0.012887641
26/04/2016,13.224546,0.874061203,15.13,0.1751,0.013224546
27/04/2016,13.754551,0.877203508,15.68,0.1815,0.013754551
28/04/2016,15.185929,0.861857491,17.62,0.2039,0.015185929
29/04/2016,14.776609,0.86717189,17.04,0.1972,0.014776609
30/04/2016,17.99358,0.83496891,21.55,0.2494,0.01799358
1/05/2016,13.715975,0.882623874,15.54,0.1798,0.013715975
2/05/2016,13.98444,0.880632242,15.88,0.1838,0.01398444
3/05/2016,13.12096,0.893189925,14.69,0.1701,0.01312096
4/05/2016,55.413585,0.76813952,72.14,0.8349,0.055413585
5/05/2016,130.043308,0.757298556,171.72,1.9875,0.130043308
6/05/2016,62.976015,0.765572757,82.26,0.9521,0.062976015
7/05/2016,30.603024,0.773780632,39.55,0.4578,0.030603024
8/05/2016,22.280269,0.808721198,27.55,0.3189,0.022280269
9/05/2016,16.670148,0.857077018,19.45,0.2251,0.016670148
10/05/2016,14.934036,0.876925191,17.03,0.1971,0.014934036
11/05/2016,13.382238,0.898136779,14.9,0.1724,0.013382238
12/05/2016,12.151307,0.919856699,13.21,0.1529,0.012151307
13/05/2016,11.050307,0.943664133,11.71,0.1356,0.011050307
14/05/2016,10.435876,0.947854314,11.01,0.1274,0.010435876
15/05/2016,9.843774,0.941987943,10.45,0.1209,0.009843774
16/05/2016,9.400582,0.938181836,10.02,0.116,0.009400582
17/05/2016,10.694874,0.922767386,11.59,0.1342,0.010694874
18/05/2016,10.158417,0.941465894,10.79,0.1248,0.010158417
19/05/2016,9.163035,0.939798462,9.75,0.1129,0.009163035
20/05/2016,8.785623,0.937633191,9.37,0.1085,0.008785623
21/05/2016,8.398931,0.932178801,9.01,0.1043,0.008398931
22/05/2016,8.252225,0.930352311,8.87,0.1027,0.008252225
23/05/2016,13.171576,0.915328423,14.39,0.1666,0.013171576
24/05/2016,10.375969,0.951923761,10.9,0.1261,0.010375969
25/05/2016,9.367827,0.946245152,9.9,0.1146,0.009367827
26/05/2016,9.086317,0.945506452,9.61,0.1113,0.009086317
27/05/2016,8.743907,0.942231358,9.28,0.1074,0.008743907
28/05/2016,8.464098,0.938370067,9.02,0.1044,0.008464098
29/05/2016,8.071766,0.934232176,8.64,0.1,0.008071766
30/05/2016,7.63958,0.929389294,8.22,0.0951,0.00763958
31/05/2016,6.582066,0.918000837,7.17,0.083,0.006582066
1/06/2016,6.276031,0.91354163,6.87,0.0796,0.006276031
2/06/2016,6.99489,0.924027741,7.57,0.0876,0.00699489
3/06/2016,7.834383,0.936007527,8.37,0.0969,0.007834383
4/06/2016,12.982563,0.929317323,13.97,0.1617,0.012982563
5/06/2016,18.554265,0.861786577,21.53,0.2491,0.018554265
6/06/2016,19.011151,0.863358356,22.02,0.2549,0.019011151
7/06/2016,13.980474,0.919163314,15.21,0.176,0.013980474
8/06/2016,10.997029,0.968901233,11.35,0.1314,0.010997029
9/06/2016,9.296836,0.979645522,9.49,0.1098,0.009296836
10/06/2016,8.776806,0.992851357,8.84,0.1023,0.008776806
11/06/2016,8.632853,1.012057796,8.53,0.0987,0.008632853
12/06/2016,8.509492,1.030204843,8.26,0.0956,0.008509492
13/06/2016,8.36581,1.048347118,7.98,0.0924,0.00836581
14/06/2016,9.217035,1.078015789,8.55,0.099,0.009217035
15/06/2016,9.469226,1.102354598,8.59,0.0994,0.009469226
16/06/2016,9.397764,1.113479147,8.44,0.0977,0.009397764
17/06/2016,8.67532,1.067075031,8.13,0.0941,0.00867532
18/06/2016,7.629639,1.006548681,7.58,0.0877,0.007629639
19/06/2016,233.986603,0.639534816,365.87,4.2346,0.233986603
20/06/2016,953.776343,0.905005592,1053.89,12.1978,0.953776343
21/06/2016,479.580703,0.847525365,565.86,6.5493,0.479580703
22/06/2016,167.492752,0.739972397,226.35,2.6198,0.167492752
23/06/2016,66.714973,0.635986397,104.9,1.2141,0.066714973
24/06/2016,31.95789,0.544056691,58.74,0.6799,0.03195789
25/06/2016,18.121586,0.464179969,39.04,0.4518,0.018121586
26/06/2016,11.740144,0.391729863,29.97,0.3468,0.011740144
27/06/2016,7.681282,0.316753897,24.25,0.2807,0.007681282
28/06/2016,4.726033,0.234892296,20.12,0.2328,0.004726033
29/06/2016,2.710309,0.133119303,20.36,0.2356,0.002710309
30/06/2016,0.973085,0.049220283,19.77,0.2288,0.000973085
1/07/2016,0.813681,0.044414902,18.32,0.212,0.000813681
2/07/2016,2.520424,0.142075761,17.74,0.2053,0.002520424
3/07/2016,4.35942,0.251698614,17.32,0.2004,0.00435942
4/07/2016,5.761713,0.339523453,16.97,0.1964,0.005761713
5/07/2016,7.823486,0.473290139,16.53,0.1913,0.007823486
6/07/2016,10.796109,0.668489721,16.15,0.1869,0.010796109
7/07/2016,13.616114,0.860146178,15.83,0.1832,0.013616114
8/07/2016,15.737001,1.013329105,15.53,0.1797,0.015737001
9/07/2016,18.171802,1.193942313,15.22,0.1761,0.018171802
10/07/2016,20.454549,1.377410707,14.85,0.1718,0.020454549
11/07/2016,23.567042,1.624193108,14.51,0.1679,0.023567042
12/07/2016,27.269895,1.93129568,14.12,0.1634,0.027269895
13/07/2016,25.704335,1.881722914,13.66,0.1582,0.025704335
14/07/2016,22.388965,1.627105015,13.76,0.1593,0.022388965
15/07/2016,79.418119,0.560387518,141.72,1.6402,0.079418119
16/07/2016,3276.295104,0.596399192,5493.46,63.5818,3.276295104
17/07/2016,981.811184,0.334164202,2938.11,34.0059,0.981811184
18/07/2016,205.466888,0.181197319,1133.94,13.1243,0.205466888
19/07/2016,127.738338,0.154107708,828.89,9.5936,0.127738338
20/07/2016,85.740833,0.142336786,602.38,6.972,0.085740833
21/07/2016,32.250069,0.134644577,239.52,2.7723,0.032250069
22/07/2016,33.60843,0.209085666,160.74,1.8604,0.03360843
23/07/2016,38.306662,0.336052829,113.99,1.3193,0.038306662
24/07/2016,30.203656,0.369192715,81.81,0.9469,0.030203656
25/07/2016,18.566251,0.291601241,63.67,0.7369,0.018566251
26/07/2016,15.001013,0.28266465,53.07,0.6142,0.015001013
27/07/2016,14.783472,0.322150185,45.89,0.5311,0.014783472
28/07/2016,14.003935,0.348096818,40.23,0.4656,0.014003935
29/07/2016,12.870677,0.357816986,35.97,0.4164,0.012870677
30/07/2016,12.3421,0.388727559,31.75,0.3675,0.0123421
31/07/2016,13.786849,0.470701571,29.29,0.339,0.013786849
1/08/2016,13.957555,0.503156273,27.74,0.3211,0.013957555
2/08/2016,13.573254,0.514528203,26.38,0.3053,0.013573254
3/08/2016,13.719798,0.541001498,25.36,0.2935,0.013719798
4/08/2016,13.041902,0.531022068,24.56,0.2842,0.013041902
5/08/2016,13.012612,0.540166542,24.09,0.2789,0.013012612
6/08/2016,13.169313,0.557549238,23.62,0.2734,0.013169313
7/08/2016,13.419268,0.577669737,23.23,0.2689,0.013419268
8/08/2016,13.583201,0.59653935,22.77,0.2635,0.013583201
9/08/2016,13.775185,0.615513181,22.38,0.259,0.013775185
10/08/2016,13.972914,0.636579226,21.95,0.2541,0.013972914
11/08/2016,11.935809,0.553865847,21.55,0.2495,0.011935809
12/08/2016,11.340204,0.535673311,21.17,0.245,0.011340204
13/08/2016,11.355642,0.547787844,20.73,0.2399,0.011355642
14/08/2016,10.320748,0.50591902,20.4,0.2361,0.010320748
15/08/2016,9.345349,0.46867347,19.94,0.2308,0.009345349
16/08/2016,8.706055,0.444413221,19.59,0.2267,0.008706055
17/08/2016,8.424806,0.436971266,19.28,0.2231,0.008424806
18/08/2016,7.609229,0.401966667,18.93,0.2191,0.007609229
19/08/2016,8.337114,0.383315586,21.75,0.2518,0.008337114
20/08/2016,7.996434,0.390260322,20.49,0.2371,0.007996434
21/08/2016,8.008029,0.39801337,20.12,0.2329,0.008008029
22/08/2016,7.980757,0.405320315,19.69,0.2279,0.007980757
23/08/2016,7.945394,0.410614677,19.35,0.2239,0.007945394
24/08/2016,9.610696,0.505294217,19.02,0.2201,0.009610696
25/08/2016,15.118285,0.681310726,22.19,0.2569,0.015118285
26/08/2016,14.728509,0.758419619,19.42,0.2248,0.014728509
27/08/2016,13.401427,0.719346592,18.63,0.2156,0.013401427
28/08/2016,13.513536,0.749918757,18.02,0.2086,0.013513536
29/08/2016,11.973207,0.684183257,17.5,0.2026,0.011973207
30/08/2016,7.812092,0.344600441,22.67,0.2623,0.007812092
31/08/2016,2.635352,0.19550089,13.48,0.1561,0.002635352
1/09/2016,2.518186,0.172715089,14.58,0.1687,0.002518186
2/09/2016,2.260976,0.150631312,15.01,0.1738,0.002260976
3/09/2016,2.051072,0.129242092,15.87,0.1837,0.002051072
4/09/2016,1.498951,0.110216985,13.6,0.1575,0.001498951
5/09/2016,1.189917,0.089199175,13.34,0.1544,0.001189917
6/09/2016,0.994256,0.06637223,14.98,0.1734,0.000994256
7/09/2016,0.786001,0.044786382,17.55,0.2031,0.000786001
8/09/2016,0.48,0.025117739,19.11,0.2211,4.80E-04
9/09/2016,0.435,0.020567376,21.15,0.2448,4.35E-04
10/09/2016,0.406,0.020640569,19.67,0.2276,4.06E-04
11/09/2016,0.44,0.020109689,21.88,0.2532,4.40E-04
12/09/2016,0.56,0.019573576,28.61,0.3312,5.60E-04
13/09/2016,0.494,0.019357367,25.52,0.2953,4.94E-04
14/09/2016,0.419,0.019708373,21.26,0.2461,4.19E-04
15/09/2016,0.366,0.019945504,18.35,0.2123,3.66E-04
16/09/2016,0.317,0.020255591,15.65,0.1812,3.17E-04
17/09/2016,0.272,0.020590462,13.21,0.1528,2.72E-04
18/09/2016,0.231,0.020227671,11.42,0.1321,2.31E-04
19/09/2016,0.194,0.019655522,9.87,0.1142,1.94E-04
20/09/2016,0.17,0.019165727,8.87,0.1027,1.70E-04
21/09/2016,0.162,0.018859139,8.59,0.0994,1.62E-04
22/09/2016,0.155,0.018674699,8.3,0.096,1.55E-04
23/09/2016,0.148,0.018385093,8.05,0.0931,1.48E-04
24/09/2016,0.146,0.018295739,7.98,0.0924,1.46E-04
25/09/2016,0.149,0.018192918,8.19,0.0948,1.49E-04
26/09/2016,0.152,0.018030842,8.43,0.0976,1.52E-04
27/09/2016,0.132,0.017670683,7.47,0.0865,1.32E-04
28/09/2016,0.102336,0.015817002,6.47,0.0749,0.000102336
29/09/2016,0.107277,0.015706735,6.83,0.079,0.000107277
30/09/2016,0.10379,0.0155142,6.69,0.0774,0.00010379
1/10/2016,0.0904,0.015322034,5.9,0.0683,9.04E-05
2/10/2016,0.0722,0.015168067,4.76,0.0551,7.22E-05
3/10/2016,0.0599,0.015012531,3.99,0.0462,5.99E-05
4/10/2016,0.0721,0.014804928,4.87,0.0563,7.21E-05
5/10/2016,0.0876,0.014648829,5.98,0.0692,8.76E-05
6/10/2016,0.0868,0.014490818,5.99,0.0693,8.68E-05
7/10/2016,0.0926,0.014356589,6.45,0.0747,9.26E-05
8/10/2016,0.0775,0.014246324,5.44,0.063,7.75E-05
9/10/2016,0.113,0.015870787,7.12,0.0824,1.13E-04
10/10/2016,0.065,0.013859275,4.69,0.0543,6.50E-05
11/10/2016,0.0718,0.01367619,5.25,0.0607,7.18E-05
12/10/2016,0.0816,0.013532338,6.03,0.0698,8.16E-05
13/10/2016,0.0758,0.01334507,5.68,0.0657,7.58E-05
14/10/2016,0.0702,0.013220339,5.31,0.0615,7.02E-05
15/10/2016,0.0699,0.013041045,5.36,0.062,6.99E-05
16/10/2016,0.109,0.0145917,7.47,0.0864,1.09E-04
17/10/2016,0.148,0.0148,10,0.1158,1.48E-04
18/10/2016,0.102,0.014147018,7.21,0.0834,1.02E-04
19/10/2016,0.0705,0.012390158,5.69,0.0658,7.05E-05
20/10/2016,0.0604,0.012276423,4.92,0.057,6.04E-05
21/10/2016,0.0559,0.012047414,4.64,0.0537,5.59E-05
22/10/2016,0.0533,0.011897321,4.48,0.0519,5.33E-05
23/10/2016,0.0518,0.011746032,4.41,0.0511,5.18E-05
24/10/2016,0.0535,0.011580087,4.62,0.0534,5.35E-05
25/10/2016,0.0505,0.011425339,4.42,0.0512,5.05E-05
26/10/2016,0.0478,0.011273585,4.24,0.0491,4.78E-05
27/10/2016,0.0455,0.011151961,4.08,0.0472,4.55E-05
28/10/2016,0.0432,0.010936709,3.95,0.0457,4.32E-05
29/10/2016,0.0406,0.010797872,3.76,0.0435,4.06E-05
30/10/2016,0.0379,0.010616246,3.57,0.0413,3.79E-05
31/10/2016,0.0352,0.010445104,3.37,0.039,3.52E-05
1/11/2016,0.0327,0.010315457,3.17,0.0367,3.27E-05
2/11/2016,0.0303,0.01020202,2.97,0.0344,3.03E-05
3/11/2016,0.0402,0.013223684,3.04,0.0352,4.02E-05
4/11/2016,0.163385,0.025174884,6.49,0.0751,0.000163385
5/11/2016,0.543548,0.043207313,12.58,0.1456,0.000543548
6/11/2016,0.481101,0.053754302,8.95,0.1036,0.000481101
7/11/2016,0.671276,0.068011753,9.87,0.1143,0.000671276
8/11/2016,6.53664,0.078546503,83.22,0.9632,0.00653664
9/11/2016,4.309749,0.08941388,48.2,0.5578,0.004309749
10/11/2016,0.764208,0.089276636,8.56,0.0991,0.000764208
11/11/2016,0.432415,0.073917094,5.85,0.0678,0.000432415
12/11/2016,0.305014,0.064213474,4.75,0.055,0.000305014
