Data Source,Region,Basin,Catchment,Site Code,Site Name,Latitude,Longitude,Datum,Sample Reference,Sampling Year,Datetime,Collection Method,Sampling Depth (m),Laboratory,Analysis Method,Analyte Group,Analyte,Operator,NH4,Unit,Quality Code,Comment,Project Name,Project Description,NOX,DIN,CrossSectional,SampleProcessing
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,306416,2011-2012,12/07/2011 9:30,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.107,Milligrams/Litre,10,NA,NA,NA,1.26,1.367,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,306419,2011-2012,1/03/2012 9:15,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.044,Milligrams/Litre,10,NA,NA,NA,0.766,0.81,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,306436,2011-2012,16/01/2012 9:30,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.029,Milligrams/Litre,10,NA,NA,NA,0.646,0.675,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,306442,2011-2012,17/01/2012 9:00,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.025,Milligrams/Litre,10,NA,NA,NA,0.285,0.31,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,306507,2011-2012,30/01/2012 10:00,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.015,Milligrams/Litre,10,NA,NA,NA,0.17,0.185,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,306518,2011-2012,31/01/2012 9:30,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.02,Milligrams/Litre,10,NA,NA,NA,0.146,0.166,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,306524,2011-2012,2/02/2012 8:15,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.02,Milligrams/Litre,10,NA,NA,NA,0.096,0.116,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,306525,2011-2012,2/02/2012 14:00,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.016,Milligrams/Litre,10,NA,NA,NA,0.125,0.141,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,306526,2011-2012,2/03/2012 9:45,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.014,Milligrams/Litre,10,NA,NA,NA,0.093,0.107,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,306531,2011-2012,2/03/2012 15:20,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.013,Milligrams/Litre,10,NA,NA,NA,0.101,0.114,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,306532,2011-2012,2/06/2012 8:30,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.027,Milligrams/Litre,10,NA,NA,NA,0.105,0.132,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,307409,2011-2012,24/02/2012 11:50,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.01,Milligrams/Litre,10,NA,NA,NA,0.316,0.326,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,307422,2011-2012,27/02/2012 10:40,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.012,Milligrams/Litre,10,NA,NA,NA,0.04,0.052,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,307423,2011-2012,28/02/2012 9:40,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.014,Milligrams/Litre,10,NA,NA,NA,0.042,0.056,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,307432,2011-2012,3/02/2012 9:30,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.025,Milligrams/Litre,10,NA,NA,NA,0.192,0.217,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,307438,2011-2012,16/03/2012 8:40,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.01,Milligrams/Litre,10,NA,NA,NA,0.062,0.072,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,307434,2011-2012,19/03/2012 8:15,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.006,Milligrams/Litre,10,NA,NA,NA,0.018,0.024,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,307822,2011-2012,20/03/2012 10:00,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.007,Milligrams/Litre,10,NA,NA,NA,0.032,0.039,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,307824,2011-2012,21/03/2012 9:30,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.007,Milligrams/Litre,10,NA,NA,NA,0.018,0.025,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,307844,2011-2012,22/03/2012 8:30,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.009,Milligrams/Litre,10,NA,NA,NA,0.027,0.036,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,306371,2011-2012,23/03/2012 8:45,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.013,Milligrams/Litre,10,NA,NA,NA,0.077,0.09,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,308119,2011-2012,5/08/2012 9:15,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.018,Milligrams/Litre,10,NA,NA,NA,1.41,1.428,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,308122,2011-2012,6/05/2012 8:45,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.026,Milligrams/Litre,10,NA,NA,NA,0.352,0.378,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,308123,2012-2013,7/11/2012 13:30,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.007,Milligrams/Litre,10,NA,NA,NA,0.137,0.144,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,308133,2012-2013,13/07/2012 9:30,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.011,Milligrams/Litre,10,NA,NA,NA,0.222,0.233,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,308134,2012-2013,16/07/2012 9:20,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.011,Milligrams/Litre,10,NA,NA,NA,0.104,0.115,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,308145,2012-2013,18/07/2012 7:45,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.022,Milligrams/Litre,10,NA,NA,NA,0.154,0.176,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,308146,2012-2013,8/03/2012 9:45,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.015,Milligrams/Litre,10,NA,NA,NA,0.925,0.94,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,308149,2012-2013,31/08/2012 9:25,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.014,Milligrams/Litre,10,NA,NA,NA,0.986,1,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,305853,2012-2013,10/10/2012 9:05,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.009,Milligrams/Litre,10,NA,NA,NA,0.952,0.961,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,305855,2012-2013,11/06/2012 10:00,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.016,Milligrams/Litre,10,NA,NA,NA,0.518,0.534,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,305857,2012-2013,12/10/2012 8:45,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.006,Milligrams/Litre,10,NA,NA,NA,0.002,0.008,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,305865,2012-2013,1/07/2013 9:10,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.109,Milligrams/Litre,10,NA,NA,NA,0.744,0.853,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,305873,2012-2013,25/01/2013 11:25,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.017,Milligrams/Litre,10,NA,NA,NA,0.557,0.574,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,305877,2012-2013,2/05/2013 9:00,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.027,Milligrams/Litre,10,NA,NA,NA,0.263,0.29,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,305879,2012-2013,18/02/2013 8:20,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.017,Milligrams/Litre,10,NA,NA,NA,0.192,0.209,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,305890,2012-2013,19/02/2013 8:10,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.019,Milligrams/Litre,10,NA,NA,NA,0.077,0.096,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,305913,2012-2013,21/02/2013 12:30,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.02,Milligrams/Litre,10,NA,NA,NA,0.057,0.077,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,305914,2012-2013,27/02/2013 10:00,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.015,Milligrams/Litre,10,NA,NA,NA,0.056,0.071,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,305915,2012-2013,3/01/2013 10:00,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.015,Milligrams/Litre,10,NA,NA,NA,0.034,0.049,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,305939,2012-2013,3/04/2013 10:15,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.012,Milligrams/Litre,10,NA,NA,NA,0.029,0.041,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,305940,2012-2013,3/05/2013 8:00,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.01,Milligrams/Litre,10,NA,NA,NA,0.024,0.034,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,305941,2012-2013,3/06/2013 10:10,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.014,Milligrams/Litre,10,NA,NA,NA,0.037,0.051,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,312903,2012-2013,3/08/2013 9:45,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.021,Milligrams/Litre,10,NA,NA,NA,0.111,0.132,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,312909,2012-2013,27/03/2013 9:15,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.022,Milligrams/Litre,10,NA,NA,NA,0.79,0.812,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,312917,2012-2013,4/12/2013 8:10,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.013,Milligrams/Litre,10,NA,NA,NA,0.044,0.057,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,312921,2012-2013,15/04/2013 9:25,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.019,Milligrams/Litre,10,NA,NA,NA,0.209,0.228,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,312922,2012-2013,5/07/2013 8:00,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.013,Milligrams/Litre,10,NA,NA,NA,1.03,1.043,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,312924,2012-2013,6/03/2013 10:15,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.024,Milligrams/Litre,10,NA,NA,NA,0.913,0.937,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,312926,2013-2014,7/10/2013 9:30,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.019,Milligrams/Litre,10,NA,NA,NA,1.4,1.419,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,314804,2013-2014,8/08/2013 17:00,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.004,Milligrams/Litre,10,NA,NA,NA,1.14,1.144,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,312929,2013-2014,16/09/2013 9:30,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.009,Milligrams/Litre,10,NA,NA,NA,0.78,0.789,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,312931,2013-2014,17/11/2013 1:08,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.072,Milligrams/Litre,10,NA,NA,NA,0.531,0.603,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,312932,2013-2014,18/11/2013 4:18,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.092,Milligrams/Litre,10,NA,NA,NA,1.54,1.632,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,312933,2013-2014,18/11/2013 8:35,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.134,Milligrams/Litre,10,NA,NA,NA,3.61,3.744,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,313350,2013-2014,1/08/2014 9:30,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.088,Milligrams/Litre,10,NA,NA,NA,0.131,0.219,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,313353,2013-2014,1/10/2014 14:45,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.118,Milligrams/Litre,10,NA,NA,NA,1.66,1.778,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,313354,2013-2014,1/10/2014 17:05,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.154,Milligrams/Litre,10,NA,NA,NA,0.154,0.308,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,313355,2013-2014,1/10/2014 23:15,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.161,Milligrams/Litre,10,NA,NA,NA,4.44,4.601,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,313356,2013-2014,1/11/2014 13:49,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.091,Milligrams/Litre,10,NA,NA,NA,3.75,3.841,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,313357,2013-2014,1/12/2014 10:41,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.062,Milligrams/Litre,10,NA,NA,NA,1.78,1.842,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,313366,2013-2014,31/01/2014 2:42,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.023,Milligrams/Litre,10,NA,NA,NA,0.832,0.855,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,313367,2013-2014,31/01/2014 7:24,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.015,Milligrams/Litre,10,NA,NA,NA,0.75,0.765,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,313368,2013-2014,31/01/2014 11:22,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.018,Milligrams/Litre,10,NA,NA,NA,0.777,0.795,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,313376,2013-2014,31/01/2014 18:14,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.018,Milligrams/Litre,10,NA,NA,NA,1.03,1.048,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,313392,2013-2014,2/09/2014 17:32,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.063,Milligrams/Litre,10,NA,NA,NA,0.199,0.262,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,313393,2013-2014,2/09/2014 22:49,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.048,Milligrams/Litre,10,NA,NA,NA,0.303,0.351,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,313394,2013-2014,2/10/2014 10:58,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.039,Milligrams/Litre,10,NA,NA,NA,0.159,0.198,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,313395,2013-2014,2/10/2014 19:50,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.041,Milligrams/Litre,10,NA,NA,NA,0.106,0.147,High flow,Optimal
