Data Source,Region,Basin,Catchment,Site Code,Site Name,Latitude,Longitude,Datum,Sample Reference,Sampling Year,Datetime,Collection Method,Sampling Depth (m),Laboratory,Analysis Method,Analyte Group,Analyte,Operator,NH4,Unit,Quality Code,Comment,Project Name,Project Description,NOX,DIN,CrossSectional,SampleProcessing
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,350764,2019-2020,23/02/2020 2:35,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.015,Milligrams/Litre,10,NA,NA,NA,0.14,0.155,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,350765,2019-2020,23/02/2020 4:15,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.01,Milligrams/Litre,10,NA,NA,NA,0.122,0.132,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,350766,2019-2020,23/02/2020 5:35,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.01,Milligrams/Litre,10,NA,NA,NA,0.159,0.169,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,350767,2019-2020,23/02/2020 6:48,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.01,Milligrams/Litre,10,NA,NA,NA,0.154,0.164,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,350768,2019-2020,23/02/2020 8:15,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.012,Milligrams/Litre,10,NA,NA,NA,0.166,0.178,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,350769,2019-2020,23/02/2020 12:05,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.009,Milligrams/Litre,10,NA,NA,NA,0.181,0.19,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,350770,2019-2020,23/02/2020 18:05,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.009,Milligrams/Litre,10,NA,NA,NA,0.125,0.134,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,350771,2019-2020,24/02/2020 5:50,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.009,Milligrams/Litre,10,NA,NA,NA,0.089,0.098,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,350772,2019-2020,24/02/2020 11:50,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.009,Milligrams/Litre,10,NA,NA,NA,0.078,0.087,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,350773,2019-2020,24/02/2020 21:28,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.009,Milligrams/Litre,10,NA,NA,NA,0.071,0.08,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,350774,2019-2020,25/02/2020 11:00,Pump Shurflo,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.003,Milligrams/Litre,10,NA,NA,NA,0.073,0.076,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,350783,2019-2020,26/02/2020 4:35,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.009,Milligrams/Litre,10,NA,NA,NA,0.174,0.183,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,350784,2019-2020,26/02/2020 16:35,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.009,Milligrams/Litre,10,NA,NA,NA,0.108,0.117,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,350785,2019-2020,27/02/2020 9:29,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.011,Milligrams/Litre,10,NA,NA,NA,0.138,0.149,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,351549,2019-2020,3/03/2020 12:40,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.021,Milligrams/Litre,10,NA,NA,NA,0.347,0.368,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,352601,2019-2020,3/04/2020 0:48,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.01,Milligrams/Litre,10,NA,NA,NA,0.195,0.205,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,352602,2019-2020,3/04/2020 1:35,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.01,Milligrams/Litre,10,NA,NA,NA,0.166,0.176,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,352603,2019-2020,3/04/2020 2:25,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.009,Milligrams/Litre,10,NA,NA,NA,0.126,0.135,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,352604,2019-2020,3/04/2020 3:35,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.009,Milligrams/Litre,10,NA,NA,NA,0.116,0.125,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,352605,2019-2020,3/04/2020 5:48,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.008,Milligrams/Litre,10,NA,NA,NA,0.11,0.118,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,352606,2019-2020,3/04/2020 11:48,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.007,Milligrams/Litre,10,NA,NA,NA,0.106,0.113,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,352607,2019-2020,3/04/2020 16:15,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.008,Milligrams/Litre,10,NA,NA,NA,0.095,0.103,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,352608,2019-2020,3/04/2020 19:35,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.007,Milligrams/Litre,10,NA,NA,NA,0.06,0.067,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,352609,2019-2020,3/04/2020 22:15,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.007,Milligrams/Litre,10,NA,NA,NA,0.075,0.082,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,352610,2019-2020,3/05/2020 4:15,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.009,Milligrams/Litre,10,NA,NA,NA,0.075,0.084,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,352611,2019-2020,3/05/2020 10:15,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.006,Milligrams/Litre,10,NA,NA,NA,0.081,0.087,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,352612,2019-2020,3/05/2020 16:15,Pump Shurflo,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.005,Milligrams/Litre,10,NA,NA,NA,0.07,0.075,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,352631,2019-2020,3/06/2020 8:55,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.009,Milligrams/Litre,10,NA,NA,NA,0.067,0.076,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,352632,2019-2020,3/06/2020 15:35,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.007,Milligrams/Litre,10,NA,NA,NA,0.065,0.072,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,352633,2019-2020,3/07/2020 3:35,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.005,Milligrams/Litre,10,NA,NA,NA,0.044,0.049,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,352634,2019-2020,3/07/2020 12:49,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.006,Milligrams/Litre,10,NA,NA,NA,0.048,0.054,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,351550,2019-2020,19/03/2020 14:15,Pump Shurflo,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.007,Milligrams/Litre,10,NA,NA,NA,0.556,0.563,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,351552,2019-2020,23/03/2020 13:20,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.017,Milligrams/Litre,10,NA,NA,NA,0.721,0.738,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,351573,2019-2020,30/04/2020 15:10,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.018,Milligrams/Litre,10,NA,NA,NA,1.13,1.148,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,351576,2019-2020,21/05/2020 11:30,Pump Shurflo,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.005,Milligrams/Litre,10,NA,NA,NA,0.663,0.668,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,351580,2019-2020,24/05/2020 10:20,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.012,Milligrams/Litre,10,NA,NA,NA,0.225,0.237,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,351581,2019-2020,25/05/2020 10:20,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.009,Milligrams/Litre,10,NA,NA,NA,0.434,0.443,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,351583,2019-2020,19/06/2020 12:45,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.003,Milligrams/Litre,10,NA,NA,NA,0.803,0.806,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,351586,2020-2021,17/07/2020 10:55,Pump Shurflo,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.004,Milligrams/Litre,10,NA,NA,NA,1.24,1.244,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,351590,2020-2021,18/08/2020 11:00,Pump Shurflo,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.003,Milligrams/Litre,10,NA,NA,NA,0.884,0.887,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,351593,2020-2021,9/11/2020 10:15,Pump Shurflo,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.011,Milligrams/Litre,10,NA,NA,NA,0.665,0.676,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,351596,2020-2021,10/12/2020 11:00,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.006,Milligrams/Litre,10,NA,NA,NA,0.158,0.164,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360410,2020-2021,11/08/2020 7:45,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.13,Milligrams/Litre,10,NA,NA,NA,0.992,1.122,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360411,2020-2021,11/08/2020 8:15,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.173,Milligrams/Litre,10,NA,NA,NA,1.42,1.593,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360413,2020-2021,11/08/2020 9:26,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.17,Milligrams/Litre,10,NA,NA,NA,1.46,1.63,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360414,2020-2021,11/08/2020 9:45,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.163,Milligrams/Litre,10,NA,NA,NA,1.49,1.653,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360415,2020-2021,11/08/2020 9:56,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.149,Milligrams/Litre,10,NA,NA,NA,1.51,1.659,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360416,2020-2021,11/08/2020 16:08,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.119,Milligrams/Litre,10,NA,NA,NA,2.73,2.849,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360417,2020-2021,11/08/2020 22:08,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.143,Milligrams/Litre,10,NA,NA,NA,3.17,3.313,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360418,2020-2021,11/09/2020 4:18,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.3,Milligrams/Litre,10,NA,NA,NA,3.46,3.76,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360419,2020-2021,11/09/2020 10:18,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.307,Milligrams/Litre,10,NA,NA,NA,3.29,3.597,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360420,2020-2021,13/11/2020 12:00,Pump Shurflo,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.167,Milligrams/Litre,10,NA,NA,NA,1.78,1.947,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360422,2020-2021,23/11/2020 14:00,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.018,Milligrams/Litre,10,NA,NA,NA,0.339,0.357,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360425,2020-2021,12/01/2020 13:30,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.005,Milligrams/Litre,10,NA,NA,NA,0.029,0.034,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360428,2020-2021,15/12/2020 12:30,Manual,FALSE,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.088,Milligrams/Litre,10,NA,NA,NA,0.389,0.477,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360430,2020-2021,25/12/2020 16:26,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.042,Milligrams/Litre,10,NA,NA,NA,0.151,0.193,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360431,2020-2021,26/12/2020 4:28,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.048,Milligrams/Litre,10,NA,NA,NA,0.234,0.282,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360432,2020-2021,26/12/2020 16:29,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.065,Milligrams/Litre,10,NA,NA,NA,0.238,0.303,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360433,2020-2021,27/12/2020 4:30,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.036,Milligrams/Litre,10,NA,NA,NA,0.774,0.81,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360436,2020-2021,29/12/2020 19:05,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.032,Milligrams/Litre,10,NA,NA,NA,0.586,0.618,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360437,2020-2021,29/12/2020 19:15,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.03,Milligrams/Litre,10,NA,NA,NA,0.6,0.63,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360438,2020-2021,29/12/2020 23:55,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.037,Milligrams/Litre,10,NA,NA,NA,0.457,0.494,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360439,2020-2021,30/12/2020 1:45,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.027,Milligrams/Litre,10,NA,NA,NA,0.706,0.733,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360440,2020-2021,30/12/2020 4:45,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.028,Milligrams/Litre,10,NA,NA,NA,0.969,0.997,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360441,2020-2021,30/12/2020 9:35,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.025,Milligrams/Litre,10,NA,NA,NA,1.09,1.115,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360442,2020-2021,30/12/2020 9:44,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.034,Milligrams/Litre,10,NA,NA,NA,1.11,1.144,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360256,2020-2021,30/12/2020 13:05,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.048,Milligrams/Litre,10,NA,NA,NA,1.26,1.308,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360257,2020-2021,30/12/2020 21:36,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.033,Milligrams/Litre,10,NA,NA,NA,1.03,1.063,High flow,Optimal
WQI,Mackay Whitsunday,Plane,Plane Creek,126001A,Sandy Creek at Homebush,-21.283276,149.022513,GDA2020,360258,2020-2021,31/12/2020 1:19,Automatic Sampler,NA,Chemistry Centre,Segmented flow analysis of 0.45 micrometres filtered water samples,Total Suspended Solids & Nutrients,Ammonium nitrogen as N,NA,0.032,Milligrams/Litre,10,NA,NA,NA,1.3,1.332,High flow,Optimal
