real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017
0,62.9766,104.899,51.6598,45.6222,17.4942,10.1782,20.2796,59.9922,10.7707
1,62.5156,102.611,52.0826,45.9885,17.2009,9.7938,19.8261,59.5682,10.3768
2,65.7187,107.455,55.2974,48.6686,17.9918,10.1365,20.7494,62.5726,10.5696
3,63.6799,105.524,52.5927,46.4831,17.7635,10.2749,20.4728,60.6133,10.8109
4,61.4169,106.107,48.7531,43.1702,17.392,10.6536,20.4297,58.6999,11.4921
5,58.8101,96.077,48.6991,43.3387,16.493,9.41993,18.7742,55.8809,10.1519
6,59.218,102.121,47.0493,41.7848,16.9995,10.0858,20.0332,56.0537,11.5033
7,68.1473,114.735,56.1325,49.3248,18.9034,11.0584,22.0868,64.9561,11.5267
8,62.9499,105.619,51.5954,45.6895,17.7057,10.4193,20.4697,59.9647,11.0931
9,68.6099,112.923,57.6154,50.4344,18.8369,10.3792,22.1066,64.7958,11.1311
10,63.3038,103.505,52.9933,46.7761,17.3928,9.83806,20.0034,60.2785,10.3712
11,64.5159,113.667,50.6855,44.6973,18.4667,11.4194,21.9889,61.5297,12.4263
12,59.5011,104.769,46.067,41.0019,17.3163,10.8476,20.3443,56.8169,11.9096
13,60.989,103.495,49.2727,43.6476,17.2099,10.2228,20.0994,58.04,11.1469
14,59.8153,106.077,46.2132,41.256,17.4648,11.2081,20.4052,57.3665,12.0883
15,66.2766,115.821,52.6975,46.478,18.8909,11.6261,22.2908,63.3377,12.3897
16,63.7365,107.241,52.2072,45.9801,17.7661,10.2435,20.8998,60.4259,11.2121
17,62.3293,103.348,51.2691,45.4357,17.5205,10.1415,20.1006,59.3182,10.7562
18,57.6097,95.7046,47.0631,42.0491,16.4809,9.5417,18.8096,54.6349,10.5703
19,44.1637,77.8563,32.5225,29.9302,13.3208,8.58437,15.2928,42.1426,10.2811
20,54.5894,100.422,39.9006,35.8742,16.3983,10.9278,19.4518,52.354,12.3332
21,60.5799,98.9423,50.4172,44.5902,16.5988,9.43274,19.1114,57.6947,10.0565
22,65.4272,115.839,51.0495,44.9833,18.6105,11.7934,22.101,62.8437,12.4239
23,66.3563,110.487,54.9402,48.2979,18.4939,10.3945,21.6301,62.753,11.2744
24,62.3056,105.366,50.2162,44.4945,17.4653,10.639,20.1324,59.8194,10.9489
25,59.4495,99.4448,48.3978,43.01,16.7098,9.82305,19.2609,56.6535,10.6298
26,64.6305,108.914,52.934,46.5436,17.9163,10.357,21.1269,61.3553,11.2495
27,66.2718,111.543,54.3912,47.9437,18.7527,10.7768,21.874,62.7349,11.6519
28,67.1592,113.109,55.2358,48.6267,18.6878,10.999,21.7678,64.0591,11.4602
29,67.8598,110.793,57.6105,50.4364,18.5479,9.90431,21.8104,63.7957,10.9594
30,65.8794,109.661,54.6346,48.1306,18.2645,10.5575,21.166,62.7975,11.0646
31,57.6593,98.6753,45.6866,40.9597,16.6122,10.3946,18.9116,55.442,10.9525
32,67.8904,116.271,55.1102,48.4507,19.2266,11.2801,22.6759,64.3867,12.1913
33,63.7984,118.409,47.3989,42.179,18.8823,12.9622,22.4056,61.7723,13.5644
34,61.8215,112.13,46.7246,41.4958,17.8336,12.0069,21.0954,59.9368,12.4842
