real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017
35,65.6522,125.127,47.3688,41.916,19.613,13.599,23.7891,63.4013,14.5463
36,63.5561,103.306,53.4123,46.9825,17.4569,9.46114,20.3096,59.9701,10.4036
37,60.8159,102.605,49.339,43.7711,17.1329,10.2106,19.8505,58.0184,10.9605
38,65.1166,107.031,54.4738,48.1793,18.0966,10.4685,20.6183,62.1995,10.7255
39,60.9203,105.892,47.9388,42.848,17.6856,11.2864,20.2391,58.7083,11.6764
40,65.1646,110.816,52.8837,46.6793,18.1968,11.0975,21.1118,62.62,11.3679
41,64.4119,115.729,49.5471,43.7193,18.6315,11.8012,22.356,61.4793,12.9115
42,62.7144,104.925,51.3087,45.4063,17.7075,10.1681,20.5601,59.3559,11.106
43,69.6197,117.714,57.4257,50.3448,19.3397,11.263,22.7593,66.2148,11.8592
44,49.4688,81.8222,39.4222,35.7193,14.1301,8.56218,15.8345,47.3983,9.46249
45,63.0303,103.05,52.8312,46.6733,17.4607,9.72639,20.1084,59.7412,10.5107
46,68.3763,114.624,56.7164,49.5761,18.8069,10.5511,22.3437,64.6734,11.5198
47,66.3865,114.856,53.3141,46.7843,18.6361,11.0806,22.273,63.0495,12.1249
48,66.0703,111.441,54.1745,47.7653,18.437,10.914,21.4115,63.1369,11.3798
49,68.3821,113.028,57.1802,50.0512,18.7848,10.3794,22.1045,64.5707,11.1959
50,64.2305,104.78,54.1101,47.7604,17.9578,9.7613,20.7751,60.3878,10.8177
51,63.1927,108.702,50.3077,44.5014,17.7895,11.0432,20.7054,60.7709,11.4125
52,63.5887,104.878,53.0805,46.8991,17.7916,9.94365,20.6112,60.0613,10.9152
53,69.7426,115.308,58.7224,51.3423,19.1315,10.5683,22.5199,65.9408,11.3569
54,70.4551,118.319,58.2925,51.1981,19.6587,11.4738,22.8463,67.1402,11.7745
55,66.0884,107.482,55.827,49.0757,18.2588,9.89841,21.1822,62.3048,10.7429
56,67.2377,116.882,53.9143,47.2311,18.9001,11.2564,22.6792,63.8682,12.3544
57,64.2349,107.512,52.6139,46.5068,18.0315,10.6166,20.8002,61.2919,11.0881
58,65.0649,109.809,53.2697,47.0632,18.2726,10.8344,21.2001,62.0535,11.3984
59,66.0616,113.109,53.6568,47.2354,18.7141,10.9138,22.1479,62.4796,12.0567
60,58.6598,103.892,45.0118,40.1674,17.1619,10.92,20.1376,56.0778,11.9439
61,67.3119,113.424,55.4476,48.61,18.6012,10.7377,21.9445,64.0077,11.482
62,60.945,100.391,50.4664,44.6868,17.1177,9.57124,19.8242,57.5002,10.6482
63,67.6098,112.335,56.1608,49.2446,18.6397,10.5028,21.8701,64.0339,11.2108
64,55.5317,91.8103,45.0175,40.2815,15.5779,9.32092,17.6517,53.22,9.89419
65,60.6421,102.079,49.011,43.6767,17.1613,10.476,19.5363,58.2121,10.7993
66,61.1268,105.151,48.6724,43.4013,17.707,10.8747,20.4052,58.3587,11.6253
67,49.7109,85.5646,38.191,34.7234,14.8511,9.10678,16.9638,47.1118,10.6093
68,66.2514,119.615,51.1171,45.0582,19.258,12.1691,23.17,63.11,13.3849
69,62.919,106.044,51.108,45.3575,17.9091,10.6716,20.5717,60.0378,11.2344
70,66.8684,111.921,55.3334,48.7455,18.6076,10.8561,21.5999,63.7174,11.3332
71,65.3562,110.181,53.418,47.0358,18.3614,10.615,21.5323,61.9363,11.4834
72,53.7939,88.8047,43.8307,39.2466,15.3537,8.62892,17.6474,50.6886,10.1273
73,67.2458,110.552,56.4297,49.6266,18.7448,10.3307,21.7601,63.457,11.1556
74,61.8704,107.652,49.0591,43.4101,17.7379,10.6438,21.042,58.6358,11.9732
75,68.4446,118.626,55.0871,48.2734,19.29,11.4572,23.0706,64.9268,12.4731
76,62.5345,113.034,47.6247,42.3674,18.2862,12.1028,21.5405,60.2933,12.7597
77,65.9088,112.944,53.3179,47.0318,18.8066,11.0537,22.1308,62.3833,12.0985
78,67.1645,109.438,56.6494,49.7125,18.2583,10.2,21.1168,63.9316,10.5337
79,63.2387,114.549,48.1445,42.6063,18.4237,11.9052,22.0609,60.5209,12.9715
80,64.1531,109.33,51.9386,45.8143,17.9581,10.7475,21.0595,61.2256,11.4442
81,61.8262,115.001,45.5115,40.5252,18.2142,12.6268,21.6424,60.0756,13.2058
82,49.2908,80.7632,39.579,35.8138,13.95,8.35817,15.5813,47.303,9.20643
83,64.6656,111.752,51.5299,45.7919,18.6449,11.6446,21.4553,62.074,11.9817
84,64.0403,118.221,48.0829,42.6171,19.0169,12.4466,22.8718,61.1986,13.7547
85,60.7753,102.013,49.3784,43.9178,17.2773,10.2452,19.8108,57.9531,10.9294
86,67.9309,111.742,56.9158,50.0264,18.7067,10.645,21.6142,64.654,10.9472
87,65.061,107.09,54.2648,47.8271,18.1413,10.0894,21.0188,61.5009,10.9236
88,66.5276,108.706,56.03,49.4239,18.4668,10.3943,21.1334,63.2254,10.8032
89,62.8893,102.861,52.6206,46.3615,17.3923,9.52586,20.2687,59.2811,10.5668
90,63.4491,114.073,48.8628,43.2046,18.4469,11.5992,22.1308,60.3877,12.9219
91,63.2047,103.279,52.6643,46.811,17.7228,10.3224,19.9355,60.3909,10.4663
92,55.3792,94.0329,43.8309,39.2671,15.6933,9.80142,17.9341,53.3233,10.3692
93,61.997,111.922,47.0523,41.8703,18.1401,12.0256,21.3173,59.8583,12.6207
94,42.2473,75.6519,30.2298,28.098,13.0969,8.66646,14.9341,40.4159,10.4182
95,62.6813,105.779,50.8165,45.273,17.9367,10.928,20.3772,60.0584,11.2241
96,67.8064,112.255,56.6436,49.8365,18.8405,10.6722,21.8427,64.3115,11.2407
97,61.2347,110.577,46.3988,41.4579,18.237,11.9312,21.3351,58.7785,12.7988
98,55.7446,95.7984,43.6055,38.9741,15.985,9.83714,18.5622,53.2338,10.8284
99,63.3717,105.451,52.2069,46.0493,17.7486,10.0516,20.6905,59.9627,11.0059
