real_name,scale_dl,scale_din,gemc,gdwc,femc,fdwc,cemc,cdwc,oemc,odwc
0,36.662,2.34408,16.7568,11.7507,36.1119,0.0184487,45.7093,25.1201,70.7691,2.44128
1,4.70302,0.401259,56.75,3.576,71.3593,0.664532,4.64183,100,0.00141484,2.12721
2,0.584629,0.00168529,52.4402,27.6272,68.3979,6.67405,3.14928,100,13.3397,13.8262
3,83.7084,2.10208,18.4774,10.4902,38.0011,77.8902,50.7452,34.9147,71.5189,100
4,74.1258,6.12428,41.6299,3.48549,59.751,0.0497917,21.8271,100,87.7754,6.05213
5,0.0409953,0.137006,31.9158,0.0106801,52.7786,100,56.8938,100,67.9777,0.191928
6,87.891,5.83105,3.26813,76.5618,0.073496,0.0887319,0.0573736,81.1388,26.7164,90.7884
7,9.30245e-05,5.65559,43.4505,76.372,61.1384,0.00861045,29.6273,0.732253,84.0531,100
8,98.5174,2.54022,52.1713,43.0385,68.7695,100,0.00874423,100,91.1117,0.778599
9,0.00180274,2.62936,35.7488,2.33831,2.50356,76.7733,64.9402,10.2904,78.4355,3.82125
10,98.8661,0.0212183,57.0019,47.6452,72.5619,3.89966,9.126,15.3688,18.3826,41.3829
11,63.0055,7.48933,26.4956,0.0275969,10.4902,83.9005,12.7183,87.2096,31.7593,0.114059
12,0.00294672,11.6635,3.64086,0.0581294,5.18937,59.2592,17.5113,96.4866,4.79443,9.59085
13,0.453583,4.3733,0.934279,0.0649061,78.711,77.6731,1.01752,81.4063,86.4373,6.2558
14,100,8.41512,14.445,100,47.6075,100,0.034193,10.8859,100,16.1931
15,20.0723,5.6804,18.6268,71.7763,25.6383,17.791,0.478829,78.3154,8.71995,63.1472
16,1.16683,3.3158,32.1748,1.77678,14.1967,78.4455,6.42664,4.22154,77.7607,100
17,4.74487,3.49318,5.02378,25.7254,27.156,23.9254,100,79.1782,5.29842,93.4212
18,0.24309,0.891496,4.21757,100,14.9868,100,1.59953,100,10.5212,18.13
19,100,3.56402,0.767717,14.74,11.4365,0.303968,0.27763,100,100,0.172753
20,26.22,13.8261,13.1663,2.73147,2.40231,99.2893,70.4434,16.0942,7.75787,98.8879
21,3.80294,0.0353728,49.0291,2.20234,81.8662,1.28701,18.4767,2.00861,95.1811,3.34264
22,95.6569,8.79786,30.8413,0.00422056,51.2567,4.14507,57.317,35.3524,1.71783,0.580019
23,0.867899,3.17417,31.1738,66.9049,0.23732,0.331719,75.573,1.55589,0.255222,100
24,86.213,3.8825,0.000778254,0.34797,60.7771,0.760405,75.3486,27.0672,43.3118,0.0778776
25,5.36527,2.50017,23.3282,62.6684,42.9386,5.95173,6.04918,0.30819,43.8545,0.293617
26,12.1338,3.35349,30.7541,9.3977,20.3653,0.185812,3.45256,83.9012,77.4304,0.391072
27,1.04941,3.45395,30.8654,65.9399,0.405825,79.1283,45.5044,84.1106,1.90826,14.1033
28,13.5518,3.02756,23.7392,63.5572,44.0732,8.36499,5.1455,84.651,74.5708,3.93101
29,24.6599,0.0319025,95.056,100,3.33127,5.54567,0.424893,2.16277,99.7618,100
