real_name,scale_dl,scale_din,gemc,gdwc,femc,fdwc,cemc,cdwc,oemc,odwc
0,0.2193010866865,0.0249089493,0.1258049048,0.01341199353,0.24407975550500002,2.1368442e-05,0.42396716319999994,0.022004619250000003,0.8370292244,0.004639391400000001
1,0.0242343366865,0.0045695093,0.2950539048,0.00397403353,0.33408775550500003,0.000747668042,0.0253892132,0.09999851925000001,0.0,0.0043404514
2,0.0035015866865,4.8780000000000006e-06,0.3203704048,0.03126079353,0.36264325550500004,0.008386677042000001,0.0235117632,0.09564121925000002,0.1565722244,0.0295859514
3,0.4713655866865,0.018693349300000002,0.13567940480000001,0.01221619353,0.251588755505,0.08833847704200001,0.42581616320000004,0.031111919249999998,0.8133522244,0.18963635140000001
4,0.3474445866865,0.060667049300000005,0.18515540479999998,0.0037478735299999997,0.24651375550500002,5.135024200000001e-05,0.0915356632,0.09999851925000001,0.8428182244,0.012486911400000002
5,0.0002168671865,0.0018123192999999998,0.1513974048,9.212330000000002e-06,0.249613755505,0.09999967704200001,0.3049881632,0.09999851925000001,0.7102682244,0.00033144740000000004
6,0.3369985866865,0.0560712493,0.3298029048,0.09999789353,0.000927230505,0.000236817042,0.004218648199999999,0.046753719250000006,0.5697442244,0.10862155140000002
7,0.0,0.0354982493,0.2505829048,0.08628039353,0.310615255505,8.117782000000001e-06,0.1449951632,0.00073440425,0.8076072244000001,0.18530075140000002
8,0.4846070866865,0.027049949299999997,0.24750690479999998,0.045953293529999995,0.31266375550500003,0.09999967704200001,3.25325e-06,0.09999851925000001,0.9062072244000001,0.0015268614000000002
9,9.073586499999999e-06,0.0150123493,0.2931249048,0.00294698353,0.018886805505,0.08610407704200002,0.4999611632,0.008710019249999998,0.8963272244000001,0.006652251400000001
10,0.4998045866865,0.00021146030000000003,0.2859944048,0.05145259353000001,0.349473255505,0.0042558970420000005,0.04777396319999999,0.01579331925,0.18838622439999997,0.08494775140000001
11,0.39281508668650006,0.0879175493,0.2576499048,3.140453e-05,0.07661575550500001,0.09999967704200001,0.1583106632,0.07308281925,0.41359822440000005,0.0001356914
12,1.47625865e-05,0.0828771493,0.1074259048,9.732303e-05,0.051466255505,0.097634077042,0.4513846632,0.06761631925,0.0729765244,0.0134334914
13,0.0009727066864999999,0.0401560493,0.2488779048,0.0006187715300000001,0.20485675550500002,0.09999967704200001,0.0288158132,0.07022641925,0.9860192244,0.0095341714
14,0.47242108668650007,0.0842462493,0.1240699048,0.09999789353,0.300163255505,0.09999967704200001,0.0002717647,0.00979006925,0.9999852244,0.029832351400000002
15,0.1362710866865,0.0769585493,0.28381040479999997,0.09593389353000001,0.228706755505,0.027207577041999997,0.0100113132,0.05882941925000001,0.1321152244,0.1109177514
16,0.007193036686500001,0.034031449299999995,0.3195164048,0.00213984353,0.113503255505,0.09902557704199999,0.0825446632,0.00345472925,0.9977962243999999,0.1808431514
17,0.0197343366865,0.0193021493,0.1348659048,0.04744969353,0.209387755505,0.03846117704200001,0.4999611632,0.059624719250000006,0.0706356244,0.13103075139999998
18,0.0016346166865,0.015405849300000002,0.2456374048,0.09999789353,0.17674775550500002,0.09999967704200001,0.10516266319999999,0.06104221925000001,0.22764022439999998,0.026230151400000002
19,0.3723170866865,0.0590342493,0.0564634048,0.03430779353,0.118928255505,0.000851482042,0.0174410632,0.061651419250000006,0.9999852244,0.0001617574
20,0.1210435866865,0.11998044929999999,0.0648839048,0.0029709935300000004,0.011075755505,0.09999967704200001,0.3202501632,0.01686941925,0.0746578244,0.19622115140000002
21,0.0172924366865,0.0003063623,0.2193144048,0.00234116353,0.347522255505,0.0013105670420000002,0.07599116319999999,0.0021843892500000004,0.9005702244,0.0067120714
22,0.48077908668650005,0.09562604929999999,0.1448284048,2.3237500000000004e-06,0.238752255505,0.004387957042,0.2790336632,0.03684321925,0.0172162244,0.0011251454
