parameter,value,lower,upper
SCALE_DL,100.00000000000000000,0,0.5
SCALE_DIN,5.507456990420013E+000,0,1
gEMC,47.52624699189985,0,0.5
gDWC,23.60667027460131,0,0.1
fEMC,.6039332006091467,0,0.5
fDWC,100.0000000000000,0,0.1
cEMC,100.0000000000000,0,0.5
cDWC,5.179755300327302,0,0.1
oEMC,2.141720373885113,0,1
oDWC,12.63747577131908,0,0.2
